,Presidents_Cup_United_States_RANK THIS WEEK,Presidents_Cup_United_States_RANK LAST WEEK,Presidents_Cup_United_States_PLAYER NAME,Presidents_Cup_United_States_POINTS
134,135,135,Brandt Jobe,824896
135,136,136,Dicky Pride,813619
136,137,137,Tommy Gainey,799315
137,138,138,Matt Weibring,710684
138,139,139,Jonathan Kaye,696191
139,140,140,Omar Uresti,679584
140,141,141,Robert Gamez,674364
141,142,142,Marco Dawson,671739
142,143,143,Mark Brooks,666125
143,144,144,Garrett Willis,663917
144,145,145,David Mathis,596443
145,146,146,Kris Blanks,574278
146,147,147,Aaron Watkins,501778
147,148,148,Brendon Todd,407681
148,149,149,Fred Funk,392459
149,150,150,Kirk Triplett,362514
150,151,151,Billy Andrade,345948
151,152,152,Darron Stiles,339626
152,153,153,Paul Stankowski,336967
153,154,154,Brian Bateman,334422
154,155,155,Dan Forsman,319271
155,156,156,Colt Knost,308719
156,157,157,Tom Scherrer,307118
157,158,158,Larry Mize,283954
158,159,159,Neal Lancaster,253269
159,160,160,Gary Woodland,242062
160,161,161,Jay Delsing,234028
161,162,162,"David Berganio, Jr.",231034
162,163,163,Peter Tomasulo,220412
163,164,164,Craig Barlow,218478
164,165,165,Olin Browne,211553
165,166,166,Brent Geiberger,207470
166,167,167,John Daly,195870
167,168,168,Guy Boros,180445
168,169,169,Robert Damron,174972
169,170,170,Wil Collins,169139
170,171,171,Joey Sindelar,167250
171,172,172,Chris Smith,165624
172,173,173,Ronnie Black,157251
173,174,174,Scott Gutschewski,146375
174,175,175,Jim McGovern,144726
175,176,176,Notah Begay III,137162
176,177,177,Len Mattiace,134818
177,178,178,Skip Kendall,133310
178,179,179,Chris Tidland,133238
179,180,180,Tom Byrum,125336
180,181,181,Rick Price,113732
181,182,182,Chris Couch,113331
182,183,183,Loren Roberts,102514
183,184,184,Jeff Sluman,100800
184,185,185,James Oh,92945
185,186,186,David Peoples,90244
186,187,187,Scott Hoch,74699
187,188,188,Brad Faxon,72884
188,189,189,Duffy Waldorf,68443
189,190,190,Paul Azinger,64190
190,191,191,Spike McRoy,54921
191,192,192,Tyler Aldridge,48740
192,193,193,J.L. Lewis,45643
193,194,194,Mark O'Meara,42015
194,195,195,"Jim Gallagher, Jr.",32775
195,196,196,Russ Cochran,31275
196,197,197,John Morse,25705
197,198,198,David Gossett,22960
198,199,199,Bob Burns,13895
199,200,200,Robin Freeman,13860
200,201,201,Andrew Magee,12238
201,202,202,Steve Pate,12060
202,203,203,Willie Wood,8700
203,T204,T204,Dennis Paulson,6420
204,T204,T204,Ted Schulz,6420
205,206,206,Rick Fehr,5940
