,FedExCup_Points_per_Event_Leaders_RANK THIS WEEK,FedExCup_Points_per_Event_Leaders_RANK LAST WEEK,FedExCup_Points_per_Event_Leaders_PLAYER NAME,FedExCup_Points_per_Event_Leaders_EVENTS,FedExCup_Points_per_Event_Leaders_POINTS PER EVENT,FedExCup_Points_per_Event_Leaders_TOTAL POINTS
170,171,171,Kris Blanks,17,11.859000000000002,201.608
171,172,172,Johnson Wagner,23,11.673,268.48
172,173,173,Nicholas Thompson,27,11.667,315.0
173,174,174,Dean Wilson,25,11.66,291.492
174,175,175,Tom Pernice Jr.,22,11.568,254.5
175,176,176,Joe Durant,18,11.444,206.0
176,177,177,Steve Lowery,23,11.392000000000001,262.025
177,178,178,J.P. Hayes,15,11.205,168.07
178,179,179,Brad Adamonis,23,11.020999999999999,253.49
179,180,180,Frank Lickliter II,14,10.804,151.25
180,181,181,Mark Brooks,17,10.687999999999999,181.697
181,182,182,Jarrod Lyle,17,10.573,179.74400000000003
182,183,183,Carl Pettersson,25,10.339,258.47
183,184,184,John Huston,13,10.25,133.25
184,185,185,Steve Elkington,19,10.211,194.0
185,186,186,Casey Wittenberg,21,10.056000000000001,211.185
186,187,187,Chez Reavie,24,10.016,240.377
187,188,188,Dudley Hart,13,9.981,129.75
188,189,189,Darron Stiles,17,9.961,169.333
189,190,190,Arron Oberholser,3,9.833,29.5
190,191,191,Skip Kendall,3,9.583,28.75
191,192,192,Jay Williamson,18,9.573,172.315
192,193,193,Billy Mayfair,24,9.363999999999999,224.73
193,194,194,Jason Gore,21,9.362,196.608
194,195,195,Omar Uresti,9,9.267999999999999,83.413
195,196,196,Neal Lancaster,6,9.25,55.5
196,197,197,David Peoples,6,9.208,55.25
197,198,198,Bob Heintz,16,8.982000000000001,143.717
198,199,199,Brendon Todd,18,8.556000000000001,154.0
199,200,200,John Daly,6,8.455,50.73
200,201,201,Paul Stankowski,9,8.361,75.25
201,202,202,Aaron Watkins,14,8.352,116.93
202,203,203,Mark Hensby,5,8.35,41.75
203,204,204,Parker McLachlin,21,8.214,172.5
204,205,205,Mathias Grönberg,11,8.203,90.235
205,206,206,Tommy Gainey,15,8.145,122.17
206,207,207,Kent Jones,20,8.116,162.327
207,208,208,Guy Boros,7,7.7860000000000005,54.5
208,209,209,Dicky Pride,10,7.278,72.781
209,210,210,Chris Couch,8,7.125,57.0
210,211,211,Peter Lonard,26,6.997000000000001,181.92
211,212,212,Kirk Triplett,18,6.9110000000000005,124.39
212,213,213,Brian Vranesh,17,6.544,111.242
213,214,214,"David Berganio, Jr.",15,6.207999999999999,93.12700000000001
214,215,215,Colt Knost,21,6.032,126.67
215,216,216,Greg Kraft,19,5.882000000000001,111.75
216,217,217,Wil Collins,16,5.67,90.72
217,218,218,Arjun Atwal,10,5.65,56.5
218,219,219,Tom Byrum,4,5.625,22.5
219,220,220,Tom Scherrer,2,5.25,10.5
220,221,221,Jay Delsing,7,4.986000000000001,34.9
221,222,222,Carlos Franco,10,4.873,48.73
222,223,223,Marc Turnesa,26,4.82,125.32
223,224,224,Bob Tway,12,4.688,56.25
224,225,225,Marco Dawson,6,4.667,28.0
225,226,226,Scott Gutschewski,17,4.615,78.455
226,227,227,Robert Damron,5,4.55,22.75
227,228,228,Leif Olson,17,4.319,73.42
228,229,229,Peter Tomasulo,22,4.026,88.57
229,230,230,Gary Woodland,18,3.7969999999999997,68.35
230,231,231,Derek Fathauer,22,3.7760000000000002,83.081
231,232,232,Grant Waite,2,3.375,6.75
232,233,233,José Coceres,6,3.25,19.5
233,234,234,Jesper Parnevik,14,3.011,42.16
234,235,235,Eric Axley,26,2.676,69.565
235,236,236,Rick Price,19,2.25,42.75
236,237,237,James Oh,19,2.206,41.92
237,238,238,Fred Funk,6,1.965,11.79
238,239,239,Brad Faxon,20,1.925,38.5
239,240,240,Notah Begay III,15,1.8559999999999999,27.838
240,241,241,Stephen Leaney,11,1.818,20.0
241,242,242,Troy Kelly,16,0.917,14.67
242,243,243,Brian Bateman,21,0.82,17.23
243,244,244,David Gossett,5,0.7,3.5
244,245,245,Steve Allan,17,0.5589999999999999,9.5
245,246,246,Mark O'Meara,2,0.495,0.99
246,247,247,Matthew Borchert,17,0.469,7.965
247,248,248,Billy Andrade,17,0.435,7.4
248,249,249,Greg Norman,3,0.32299999999999995,0.97
249,250,250,Tyler Aldridge,16,0.302,4.83
250,251,251,Steve Pate,4,0.188,0.75
251,252,252,Paul Azinger,8,0.166,1.327
252,253,253,Olin Browne,9,0.141,1.265
253,T254,T254,Robin Freeman,5,0.11800000000000001,0.588
254,T254,T254,J.L. Lewis,4,0.11800000000000001,0.47
