,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
159,160,160,Will MacKenzie,24,985
160,161,161,Nathan Green,30,988
161,162,162,Tom Lehman,16,990
162,163,163,Jarrod Lyle,21,993
163,164,164,Derek Fathauer,25,995
164,165,165,Billy Mayfair,28,1003
165,T166,T166,Todd Hamilton,29,1013
166,T166,T166,Brian Vranesh,20,1013
167,168,168,Mark Brooks,17,1015
168,T169,T169,Leif Olson,21,1025
169,T169,T169,Gary Woodland,18,1025
170,171,171,Kent Jones,24,1026
171,172,172,Rick Price,21,1062
172,173,173,Adam Scott,19,1084
173,174,174,J.B. Holmes,25,1090
174,175,175,Bart Bryant,17,1092
175,176,176,Parker McLachlin,25,1094
176,177,177,Peter Lonard,30,1116
177,178,178,Stuart Appleby,25,1147
178,179,179,Brian Bateman,25,1190
179,180,180,Brad Faxon,23,1205
180,181,181,Eric Axley,30,1232
181,182,182,Marc Turnesa,30,1250
182,183,183,Brendon Todd,21,1285
183,184,184,Greg Kraft,21,1348
