,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
47,48,,Soren Hansen,53,2.41,127.55,-110.25,112.05,DEN
48,49,,Ben Curtis,44,2.37,104.06,-106.72,63.99,USA
49,50,,Alvaro Quiros,55,2.32,127.69,-71.95,127.02,ESP
50,51,,Ryan Moore,52,2.31,120.21,-58.67,121.89,USA
51,52,,Dustin Johnson,55,2.29,126.09,-58.07,139.31,USA
52,53,,Peter Hanson,53,2.27,120.14,-93.22,91.63,SWE
53,54,,Alex Noren,49,2.26,110.74,-62.38,93.89,SWE
54,55,,Edoardo Molinari,49,2.24,109.66,-14.91,115.3,ITA
55,56,,Stephen Ames,47,2.22,104.16,-109.14,86.22,CAN
56,57,,Shingo Katayama,55,2.21,121.5,-118.87,83.52,JPN
57,58,,Jeev Milkha Singh,66,2.2,144.92,-144.2,85.2,IND
58,59,,Thongchai Jaidee,59,2.19,129.1,-78.0,116.43,THA
59,60,,Scott Verplank,49,2.16,105.81,-89.63,99.15,USA
60,61,,Chad Campbell,54,2.15,116.02,-98.1,104.55,USA
61,62,,Matt Kuchar,52,2.14,111.09,-57.59,104.53,USA
62,63,,Gonzalo Fernandez-Castaño,53,2.13,112.64,-83.57,104.54,ESP
63,64,,Hiroyuki Fujita,49,2.1,102.66,-61.4,88.44,JPN
64,65,,Charl Schwartzel,56,2.09,116.89,-86.93,96.5,RSA
65,66,,Rory Sabbatini,55,2.07,113.96,-151.42,116.29,RSA
66,67,,Ross McGowan,54,2.05,110.61,-49.21,106.76,ENG
67,68,,Jason Dufner,50,2.05,102.39,-21.88,112.42,USA
68,69,,Kevin Na,55,2.03,111.88,-61.8,131.38,USA
69,70,,Justin Rose,52,2.03,105.45,-159.6,100.39,ENG
70,71,,Heath Slocum,59,1.94,114.5,-70.92,103.72,USA
71,72,,Chris Wood,40,1.87,74.93,-27.52,65.93,ENG
72,73,,Koumei Oda,50,1.86,93.15,-42.01,78.94,JPN
73,74,,Kenichi Kuboya,49,1.86,91.07,-33.1,75.47,JPN
74,75,,John Senden,63,1.86,117.03,-83.38,114.82,AUS
75,76,,Brendan Jones,43,1.84,79.0,-79.38,56.88,AUS
76,77,,Mathew Goggin,58,1.84,106.55,-90.67,71.71,AUS
77,78,,Yasuharu Imano,40,1.83,73.11,-28.51,57.77,JPN
78,79,,Davis Love III,50,1.81,90.5,-63.12,80.42,USA
79,80,,Jerry Kelly,58,1.77,102.69,-86.19,103.36,USA
80,81,,Kevin Sutherland,53,1.72,91.4,-88.91,65.07,USA
81,82,,Anthony Wall,55,1.72,94.65,-66.96,81.76,ENG
82,83,,WC Liang,48,1.71,82.25,-55.52,62.26,CHN
83,84,,James Kingston,53,1.7,90.11,-78.7,68.53,RSA
84,85,,Steve Marino,65,1.69,110.08,-79.0,102.35,USA
85,86,,K.J. Choi,49,1.68,82.13,-179.2,62.84,KOR
86,87,,John Rollins,55,1.66,91.33,-65.12,100.45,USA
87,88,,Grégory Bourdy,55,1.64,90.39,-54.87,77.1,FRA
88,89,,Pat Perez,50,1.61,80.41,-88.05,80.38,USA
89,90,,Louis Oosthuizen,52,1.59,82.93,-77.18,98.68,RSA
90,91,,Scott Strange,54,1.59,85.62,-61.37,73.04,AUS
91,92,,Rod Pampling,63,1.57,98.89,-101.44,70.6,AUS
92,93,,Richard Sterne,48,1.54,74.14,-86.92,32.88,RSA
93,94,,Prayad Marksaeng,64,1.54,98.49,-108.34,62.71,THA
94,95,,Brandt Snedeker,54,1.54,83.1,-103.72,67.92,USA
95,96,,Bubba Watson,53,1.52,80.66,-68.15,79.25,USA
96,97,,David Smail,50,1.52,75.94,-65.53,61.54,NZL
97,98,,Paul Goydos,52,1.52,78.81,-55.51,67.39,USA
98,99,,Ben Crane,52,1.51,78.59,-57.41,78.81,USA
99,100,,Wen-Tang Lin,40,1.51,60.4,-58.69,25.29,TPE
100,101,,Stuart Appleby,56,1.51,84.51,-117.84,53.09,AUS
101,102,,Mark Wilson,57,1.5,85.78,-66.56,83.01,USA
102,103,,Marc Leishman,60,1.5,89.78,-27.11,82.56,AUS
103,104,,Tomohiro Kondo,47,1.49,70.04,-45.53,60.16,JPN
104,105,,Fred Couples,40,1.48,59.04,-42.85,62.58,USA
105,106,,Andres Romero,48,1.47,70.68,-125.31,46.96,ARG
106,107,,Thomas Levet,51,1.47,74.92,-49.98,75.11,FRA
107,108,,Martin Laird,56,1.47,82.2,-30.09,72.08,SCO
108,109,,Bryce Molder,53,1.45,77.07,-23.06,75.87,USA
109,110,,Nick Dougherty,52,1.45,75.54,-83.07,72.0,ENG
110,111,,Azuma Yano,53,1.45,76.95,-56.42,41.0,JPN
111,112,,Darren Clarke,56,1.44,80.46,-75.82,51.63,NIR
112,113,,K.T. Kim,48,1.42,68.34,-21.34,61.89,KOR
113,114,,John Mallinger,56,1.41,78.99,-60.12,80.15,USA
114,115,,Boo Weekley,48,1.41,67.6,-112.87,52.95,USA
115,116,,Ryuichi Oda,48,1.38,66.21,-10.49,66.54,JPN
116,117,,Freddie Jacobson,49,1.38,67.38,-70.35,52.43,SWE
117,118,,Jason Bohn,40,1.37,54.93,-35.69,51.74,USA
118,119,,J.B. Holmes,51,1.36,69.21,-89.57,67.88,USA
119,120,,Tom Watson,40,1.35,54.13,-6.07,60.0,USA
120,121,,Charley Hoffman,57,1.35,77.12,-58.62,91.1,USA
121,122,,Trevor Immelman,43,1.35,58.17,-140.38,18.31,RSA
122,123,,Nick O'Hern,56,1.35,75.44,-74.08,66.76,AUS
123,124,,Johan Edfors,54,1.35,72.74,-54.47,73.15,SWE
124,125,,Richard Green,47,1.34,62.91,-72.58,44.32,AUS
125,126,,Woody Austin,54,1.34,72.11,-109.81,58.54,USA
126,127,,Gareth Maybin,50,1.34,66.75,-39.39,44.56,IRL
127,128,,Steve Webster,49,1.33,65.14,-61.83,58.95,ENG
128,129,,Rafa Cabrera Bello,58,1.33,76.85,-32.21,67.76,ESP
129,130,,Peter Hedblom,53,1.32,69.75,-57.47,50.07,SWE
130,131,,Shigeki Maruyama,54,1.29,69.83,-35.86,62.06,JPN
131,132,,Nicolas Colsaerts,40,1.28,51.15,-4.08,54.33,BEL
132,133,,Raphael Jacquelin,57,1.27,72.37,-45.51,73.64,FRA
133,134,,George McNeill,56,1.26,70.34,-59.81,62.84,USA
134,135,,Shane Lowry,40,1.25,50.13,-7.91,58.04,IRL
135,136,,Toshinori Muto,46,1.25,57.34,-36.45,33.77,JPN
136,137,,Aaron Baddeley,49,1.23,60.48,-120.31,50.33,AUS
137,138,,Danny Willett,40,1.21,48.44,-14.2,54.32,ENG
138,139,,Charles Howell III,60,1.21,72.61,-70.66,77.32,USA
139,140,,Jason Day,46,1.21,55.56,-40.3,58.41,AUS
140,141,,Thomas Aiken,52,1.19,61.88,-25.2,67.41,RSA
141,142,,Rhys Davies,55,1.19,65.42,-17.39,61.35,WAL
142,143,,Charlie Wi,56,1.19,66.57,-65.85,55.54,KOR
143,144,,Danny Lee,40,1.18,47.34,-19.21,58.31,NZL
144,145,,Jonathan Byrd,52,1.18,61.5,-56.78,64.63,USA
145,146,,Greg Chalmers,59,1.18,69.74,-46.84,64.45,AUS
146,147,,Graeme Storm,54,1.18,63.59,-57.51,57.76,ENG
147,148,,Webb Simpson,44,1.17,51.67,-22.3,52.09,USA
148,149,,Robert Rock,51,1.17,59.55,-32.89,53.45,ENG
149,150,,John Merrick,56,1.16,65.13,-58.86,65.4,USA
150,151,,Daisuke Maruyama,56,1.15,64.65,-28.73,53.5,JPN
151,152,,Hideto Tanihara,50,1.15,57.46,-64.88,34.02,JPN
152,153,,Robert-Jan Derksen,52,1.14,59.19,-53.37,52.36,NED
153,154,,Sangmoon Bae,40,1.14,45.44,-27.34,36.78,KOR
154,155,,Bo Van Pelt,62,1.13,69.92,-47.05,72.28,USA
155,156,,Peter Lawrie,56,1.13,63.02,-47.85,54.53,IRL
156,157,,Brian Davis,67,1.12,75.35,-56.64,75.09,ENG
157,158,,Toru Taniguchi,45,1.12,50.39,-70.51,40.89,JPN
158,159,,Toru Suzuki,46,1.12,51.44,-16.13,46.2,JPN
159,160,,Ricardo Gonzalez,48,1.12,53.54,-28.3,46.08,ARG
160,161,,Bradley Dredge,50,1.11,55.29,-46.26,51.6,WAL
161,162,,David Drysdale,60,1.1,66.09,-24.12,69.88,SCO
162,163,,Jamie Donaldson,52,1.09,56.81,-34.88,51.84,WAL
163,164,,Ryuji Imada,53,1.09,57.82,-97.24,40.24,JPN
164,165,,Jeff Klauk,56,1.09,60.87,-41.89,58.98,USA
165,166,,Chris Tidland,42,1.08,45.46,-20.63,42.66,USA
166,167,,Gaganjeet Bhullar,40,1.07,42.83,-11.9,45.92,IND
167,168,,Tetsuji Hiratsuka,54,1.07,57.78,-28.1,61.14,JPN
168,169,,D.J. Trahan,58,1.06,61.5,-87.67,46.85,USA
169,170,,Blake Adams,40,1.06,42.3,-7.23,44.73,USA
170,170,,Tim Petrovic,63,1.06,66.61,-38.79,63.06,USA
171,172,,Christian Nilsson,40,1.05,41.9,-16.33,38.15,ENG
172,173,,Gary Orr,41,1.05,42.92,-29.5,35.08,SCO
173,174,,Chad Collins,49,1.04,51.01,-12.8,50.18,USA
174,175,,Scott Piercy,49,1.04,50.98,-32.17,47.01,USA
175,176,,James Nitties,40,1.03,41.14,-15.78,51.4,AUS
176,177,,Kaname Yokoo,50,1.02,51.23,-27.28,41.53,JPN
177,178,,Briny Baird,58,1.02,59.36,-72.25,50.68,USA
178,179,,Brett Quigley,54,1.02,55.03,-43.62,58.48,USA
179,180,,Damian McGrane,61,1.01,61.53,-54.3,54.09,IRL
180,181,,Christian Cévaër,51,1.0,51.19,-30.95,52.81,FRA
181,182,,Troy Matteson,60,1.0,59.94,-45.14,52.48,USA
182,183,,Kazuhiro Yamashita,47,0.99,46.72,-7.98,43.5,JPN
183,184,,Jeff Overton,60,0.99,59.16,-40.39,57.36,USA
184,185,,D.A. Points,57,0.98,56.03,-34.97,53.47,USA
185,186,,Cameron Percy,49,0.98,48.05,-13.11,48.35,AUS
186,187,,Tom Gillis,40,0.95,37.88,-10.54,37.83,USA
187,188,,Josh Teater,40,0.95,37.85,-1.68,39.53,USA
188,189,,Masaya Tomida,47,0.93,43.88,-20.27,40.84,JPN
189,190,,Matt Bettencourt,62,0.93,57.88,-33.24,41.53,USA
190,191,,Rocco Mediate,49,0.93,45.68,-66.63,24.14,USA
191,192,,Jose-Filipe Lima,50,0.93,46.55,-18.19,43.35,POR
192,193,,Scott McCarron,49,0.93,45.61,-25.52,41.54,USA
193,194,,Ricky Barnes,50,0.93,46.38,-20.4,45.93,USA
194,195,,David Duval,42,0.92,38.84,-8.76,43.33,USA
195,196,,Tano Goya,51,0.92,46.78,-31.72,41.61,ARG
196,197,,Katsumasa Miyamoto,49,0.92,44.88,-34.91,32.88,JPN
197,198,,Bill Haas,60,0.91,54.81,-41.53,52.47,USA
198,199,,Bob Estes,51,0.91,46.48,-35.39,47.71,USA
199,200,,Paul Lawrie,52,0.9,46.83,-42.07,31.92,SCO
200,201,,Dudley Hart,40,0.9,35.94,-57.96,6.67,USA
201,202,,Niclas Fasth,56,0.89,49.62,-73.65,48.69,SWE
202,203,,Ignacio Garrido,57,0.88,50.36,-31.21,44.28,ESP
203,204,,Kevin Streelman,61,0.88,53.53,-38.15,40.8,USA
204,205,,Carl Pettersson,58,0.87,50.61,-93.17,21.86,SWE
205,206,,Nathan Green,66,0.87,57.39,-57.46,53.35,AUS
206,207,,Steve Flesch,57,0.87,49.43,-77.18,38.05,USA
207,208,,Chapchai Nirat,62,0.85,52.91,-46.13,48.12,THA
208,209,,Oskar Henningsson,40,0.85,34.0,-5.73,33.56,SWE
209,210,,Derek Lamely,40,0.85,33.99,-2.11,36.1,USA
210,211,,Michael Allen,50,0.85,42.29,-37.37,32.15,USA
211,212,,Graham DeLaet,40,0.84,33.72,-15.96,37.23,CAN
212,213,,Thaworn Wiratchant,51,0.84,42.59,-43.69,23.09,THA
213,214,,David Lynn,55,0.83,45.79,-42.94,26.68,ENG
214,215,,Alex Cejka,57,0.83,47.42,-42.02,44.94,GER
215,216,,Jyoti Randhawa,55,0.83,45.65,-58.72,46.36,IND
216,217,,Paul McGinley,51,0.83,42.26,-55.29,24.13,IRL
217,218,,Jeff Quinney,54,0.82,44.49,-74.33,29.44,USA
218,219,,Taichi Teshima,45,0.82,36.91,-39.15,20.85,JPN
219,220,,Garrett Willis,42,0.81,34.08,-13.92,37.33,USA
220,221,,Marcus Fraser,49,0.81,39.56,-31.82,31.38,AUS
221,222,,Marcus Both,47,0.8,37.57,-7.51,35.49,AUS
222,223,,Michael Jonzon,53,0.8,42.26,-21.55,35.38,SWE
223,224,,Chris Baryla,40,0.8,31.82,-4.01,32.86,CAN
224,225,,Michael Letzig,58,0.79,45.72,-43.52,40.02,USA
225,226,,Shintaro Kai,52,0.79,40.94,-39.1,14.2,JPN
226,227,,David Horsey,57,0.78,44.63,-39.78,32.54,ENG
227,228,,Tommy Armour III,44,0.78,34.41,-46.32,25.1,USA
228,229,,Ken Duke,62,0.78,48.43,-76.01,18.88,USA
229,230,,Will MacKenzie,46,0.78,35.67,-33.93,29.0,USA
230,231,,Richard Johnson,50,0.77,38.61,-27.06,35.68,SWE
231,232,,Hirofumi Miyase,47,0.77,36.24,-11.99,31.08,JPN
232,233,,Jeppe Huldahl,54,0.77,41.63,-22.95,35.73,DEN
233,234,,J.J. Henry,62,0.77,47.64,-39.48,46.41,USA
234,235,,Seung-Yul Noh,40,0.77,30.73,-28.25,20.53,KOR
235,236,,Vaughn Taylor,60,0.77,46.02,-39.5,39.08,USA
236,237,,Julien Quesne,47,0.76,35.95,-9.52,34.79,FRA
237,238,,Han Lee,45,0.76,34.29,-11.58,28.71,USA
238,239,,Stephen Dodd,48,0.76,36.56,-11.44,45.39,WAL
239,240,,Richie Ramsay,52,0.76,39.39,-30.59,24.79,SCO
240,241,,S.K. Ho,43,0.76,32.48,-38.13,12.28,KOR
241,242,,Cameron Beckman,55,0.75,41.27,-38.91,28.59,USA
242,243,,Tom Lehman,40,0.75,29.87,-34.37,26.27,USA
243,244,,Thomas Bjørn,41,0.74,30.32,-37.44,26.3,DEN
244,245,,Gary Boyd,43,0.74,31.69,-15.86,32.49,ENG
245,246,,Hennie Otto,50,0.73,36.74,-46.22,23.67,RSA
246,247,,Lee Janzen,51,0.73,37.28,-21.66,39.16,USA
247,248,,Robert Coles,45,0.73,32.7,-18.3,34.79,ENG
248,249,,Michael Hoey,53,0.73,38.44,-26.8,41.7,NIR
249,250,,Markus Brier,56,0.72,40.49,-48.87,30.78,AUT
250,251,,Kiradech Aphibarnrat,40,0.72,28.71,-2.39,30.13,THA
251,252,,Colin Montgomerie,49,0.72,35.17,-55.88,26.02,SCO
252,253,,Greg Owen,50,0.72,35.78,-28.47,29.65,ENG
253,254,,Fabrizio Zanotti,48,0.71,34.0,-13.7,35.23,PAR
254,255,,Steven Conran,46,0.7,32.38,-36.81,20.59,AUS
255,256,,Alastair Forsyth,50,0.7,35.0,-58.63,27.35,SCO
256,257,,Rickie Fowler,40,0.7,27.84,-1.45,28.06,USA
257,258,,Tim Herron,55,0.7,38.27,-43.33,24.52,USA
258,259,,Marcel Siem,54,0.69,37.42,-20.48,32.75,GER
259,260,,Andrew Butterfield,45,0.69,31.18,-7.65,33.96,ENG
260,261,,Chih-Bing Lam,44,0.69,30.34,-18.08,9.87,SIN
261,262,,Felipe Aguilar,52,0.69,35.73,-48.41,30.56,CHI
262,263,,Hyung-Sung Kim,40,0.69,27.44,-6.82,27.6,KOR
263,264,,Yusaku Miyazato,47,0.69,32.24,-25.98,22.3,JPN
264,265,,Bill Lunde,55,0.68,37.63,-25.59,32.73,USA
265,266,,Anthony Kang,55,0.68,37.34,-32.97,38.99,USA
266,267,,Daniel Chopra,67,0.68,45.43,-83.33,41.2,SWE
267,268,,Rick Kulacz,41,0.67,27.63,-13.66,20.88,AUS
268,269,,Bart Bryant,40,0.67,26.95,-62.16,13.47,USA
269,270,,Roland Thatcher,40,0.67,26.75,-26.66,27.15,USA
270,271,,Scott Hend,47,0.67,31.4,-28.23,21.46,AUS
271,272,,Martin Erlandsson,54,0.67,35.92,-27.9,28.7,SWE
272,273,,Ryan Palmer,53,0.66,34.92,-33.99,17.72,USA
273,274,,Seve Benson,45,0.66,29.63,-23.49,20.91,ENG
274,275,,John Parry,40,0.66,26.29,-2.05,28.34,ENG
275,276,,Pablo Martin Benavides,58,0.66,38.0,-12.9,38.82,ESP
276,277,,Takashi Kanemoto,46,0.65,30.05,-12.03,30.8,JPN
277,278,,Kevin Stadler,52,0.65,33.94,-35.42,31.5,USA
278,279,,Pablo Larrazabal,59,0.65,38.18,-43.09,13.55,ESP
279,280,,David Dixon,51,0.64,32.85,-21.65,24.78,ENG
280,281,,Roger Tambellini,47,0.64,30.13,-15.94,28.64,USA
281,282,,Darren Beck,40,0.64,25.56,-8.97,22.28,AUS
282,283,,Matt Every,52,0.64,33.19,-12.63,31.68,USA
283,284,,Billy Mayfair,58,0.64,36.96,-69.69,17.45,USA
284,285,,Andrew Dodt,40,0.64,25.47,-12.95,15.2,AUS
285,286,,Grégory Havret,51,0.63,32.24,-58.26,12.29,FRA
286,287,,Justin Bolli,51,0.63,32.12,-21.22,31.57,USA
287,288,,Peter Baker,43,0.63,27.06,-17.62,27.4,ENG
288,289,,Mark Calcavecchia,48,0.63,30.16,-63.18,34.51,USA
289,290,,Hidemasa Hoshino,45,0.63,28.23,-29.32,14.24,JPN
290,291,,Paul Broadhurst,54,0.63,33.86,-27.12,34.11,ENG
291,292,,Garth Mulroy,57,0.62,35.44,-31.42,35.84,RSA
292,293,,Nicholas Thompson,67,0.62,41.49,-56.32,24.32,USA
293,294,,Rafael Echenique,58,0.62,35.9,-23.08,32.44,ARG
294,295,,José Manuel Lara,60,0.61,36.89,-35.36,30.61,ESP
295,296,,Mikko Ilonen,53,0.61,32.55,-36.64,28.48,FIN
296,297,,Michio Matsumura,50,0.61,30.64,-15.32,20.68,JPN
297,298,,Steve Wheatcroft,40,0.6,24.19,-3.77,23.74,USA
298,299,,Brandt Jobe,46,0.6,27.73,-16.63,23.14,USA
299,300,,David Gleeson,45,0.6,26.98,-28.19,5.4,AUS
300,301,,Kunihiro Kamii,40,0.6,23.9,-10.44,19.17,JPN
301,302,,Fabián Gómez,47,0.6,28.06,-21.1,19.99,ARG
302,302,,Alex Prugh,44,0.6,26.27,-13.93,27.6,USA
303,304,,Tim Wilkinson,48,0.59,28.52,-31.63,16.61,NZL
304,305,,Adam Blyth,42,0.59,24.7,-21.24,19.32,AUS
305,306,,Richard McEvoy,49,0.59,28.73,-15.01,26.0,ENG
306,307,,Andrew McLardy,45,0.58,26.31,-37.29,26.55,RSA
307,308,,Rich Bland,55,0.58,32.13,-22.82,25.04,ENG
308,309,,Roope Kakko,40,0.58,23.25,-12.31,19.4,FIN
309,310,,Todd Hamilton,57,0.58,32.97,-25.1,30.59,USA
310,311,,Richard Finch,54,0.58,31.16,-57.69,13.37,ENG
311,312,,Mark Foster,56,0.58,32.31,-34.4,27.17,ENG
312,313,,Corey Pavin,44,0.57,25.28,-28.39,21.2,USA
313,314,,Yuji Igarashi,40,0.57,22.98,-3.26,26.24,JPN
314,315,,Brendon de Jonge,60,0.57,34.44,-37.56,22.33,ZIM
315,316,,Francois DeLamontagne,51,0.57,29.13,-20.89,26.83,FRA
316,317,,Hiroshi Iwata,49,0.57,27.81,-34.55,17.35,JPN
317,318,,Chris Riley,46,0.57,26.07,-21.35,23.44,USA
318,319,,James Kamte,53,0.57,29.95,-30.41,36.66,RSA
319,320,,Ted Purdy,56,0.57,31.65,-17.97,39.76,USA
320,321,,Rich Beem,55,0.56,31.01,-34.63,28.8,USA
321,322,,Robert Garrigus,54,0.56,30.33,-33.48,24.7,USA
322,323,,Kevin Johnson,48,0.56,26.86,-6.71,32.34,USA
323,324,,Matt Jones,50,0.56,27.91,-37.91,25.76,AUS
324,325,,Marc Cayeux,40,0.56,22.31,-19.69,24.19,ZIM
325,326,,Maarten Lafeber,57,0.56,31.75,-29.35,30.99,NED
326,327,,Marc Warren,52,0.56,28.92,-31.12,23.54,SCO
327,328,,Chris DiMarco,59,0.55,32.65,-37.54,28.21,USA
328,329,,Daniel Alfredo Vancsik,52,0.55,28.77,-34.55,29.89,ARG
329,330,,Mathias Grönberg,55,0.55,30.42,-16.9,31.2,SWE
330,331,,Tom Pernice Jr.,56,0.55,30.81,-45.91,21.87,USA
331,332,,Harrison Frazar,51,0.55,28.04,-16.9,26.52,USA
332,333,,Chan Yih-shin,40,0.55,21.87,-2.45,19.67,TPE
333,334,,Ted Oh,40,0.55,21.8,-11.5,19.93,USA
334,335,,Matt Weibring,46,0.54,25.01,-19.02,20.08,USA
335,336,,Peter Whiteford,51,0.54,27.69,-16.71,28.13,SCO
336,337,,Klas Eriksson,46,0.54,24.81,-21.2,15.25,SWE
337,338,,Gary Lockerbie,54,0.53,28.67,-21.62,16.54,ENG
338,339,,Jerod Turner,40,0.53,21.23,-0.08,21.3,USA
339,340,,Joe Ogilvie,58,0.53,30.66,-38.86,24.8,USA
340,341,,Michael Bradley,40,0.53,21.12,-10.14,27.09,USA
341,342,,Johnson Wagner,53,0.53,27.83,-54.16,16.65,USA
342,343,,Makoto Inoue,46,0.52,24.13,-20.6,10.08,JPN
343,344,,David Howell,55,0.52,28.69,-35.15,12.1,ENG
344,345,,Paul Waring,44,0.52,22.82,-19.48,15.33,ENG
345,346,,Juvic Pagunsan,40,0.52,20.61,-23.71,17.33,PHI
346,347,,Dean Wilson,61,0.51,31.25,-50.37,18.31,USA
347,348,,Mark Brown,59,0.51,29.93,-59.26,15.89,NZL
348,349,,Chris Stroud,58,0.51,29.38,-21.85,28.56,USA
349,350,,Alessandro Tadini,57,0.51,28.87,-25.65,19.07,ITA
350,351,,Kodai Ichihara,40,0.51,20.2,-6.43,18.45,JPN
351,352,,Tadahiro Takayama,43,0.5,21.7,-11.34,18.17,JPN
352,353,,Oliver Fisher,58,0.5,29.16,-36.03,17.21,ENG
353,354,,Brian Smock,40,0.5,19.94,-8.27,16.68,USA
354,355,,Tetsuya Haraguchi,46,0.5,22.88,-11.93,19.25,JPN
355,356,,Wen-Teh Lu,40,0.5,19.85,-31.59,8.4,TPE
356,357,,Keith Horne,42,0.5,20.8,-11.94,20.67,RSA
357,358,,Mikael Lundberg,51,0.49,25.24,-37.25,10.62,SWE
358,359,,Darron Stiles,57,0.49,28.12,-23.57,21.82,USA
359,360,,James Driscoll,46,0.49,22.64,-24.31,21.71,USA
360,361,,Shiv Kapur,63,0.49,30.64,-22.1,27.85,IND
361,362,,Brett Rumford,59,0.48,28.45,-33.99,29.36,AUS
362,363,,Andrew McArthur,48,0.48,22.85,-19.33,17.18,SCO
363,364,,Branden Grace,58,0.48,27.58,-18.23,27.82,RSA
364,365,,Jarrod Lyle,53,0.47,25.13,-36.33,16.43,AUS
365,366,,Jean-Francois Lucquin,61,0.47,28.87,-29.77,16.1,FRA
366,367,,Adam Bland,46,0.47,21.67,-18.99,18.45,AUS
367,368,,Patrick Sheehan,63,0.47,29.49,-29.76,26.52,USA
368,369,,Michael Lorenzo-Vera,49,0.47,22.88,-29.57,18.1,FRA
369,370,,Benn Barham,53,0.47,24.74,-20.44,18.08,ENG
370,371,,Chinnarat Phadungsil,48,0.47,22.39,-18.37,16.91,THA
371,372,,Marc Turnesa,61,0.47,28.39,-44.04,6.83,USA
372,373,,Terry Pilkadaris,53,0.46,24.52,-18.41,15.74,AUS
