,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
146,147,145,Garrett Willis,29,"$444,483"
147,148,146,Paul Goydos,21,"$432,345"
148,149,148,Brett Quigley,33,"$429,422"
149,150,169,Justin Rose,5,"$428,816"
150,151,149,Joe Durant,28,"$427,217"
151,152,150,Mathew Goggin,21,"$416,852"
152,153,151,Bob May,31,"$411,778"
153,154,152,Robert Damron,28,"$391,867"
154,155,153,John Riegger,29,"$390,675"
155,156,154,Tommy Armour III,30,"$379,191"
156,157,155,Brandel Chamblee,31,"$376,263"
157,158,156,Steve Allan,31,"$363,655"
158,159,157,Brad Elder,27,"$362,892"
159,160,158,Corey Pavin,24,"$362,012"
160,161,159,Tom Scherrer,35,"$360,657"
161,162,160,Bryce Molder,22,"$348,028"
162,163,161,Dennis Paulson,31,"$344,121"
163,164,162,Bart Bryant,21,"$334,880"
164,165,163,Grant Waite,31,"$332,947"
165,166,164,Woody Austin,37,"$332,348"
166,167,165,Jeff Brehaut,30,"$324,335"
167,168,166,Nick Faldo,5,"$321,208"
168,169,167,Hal Sutton,27,"$320,002"
169,170,168,Tripp Isenhour,22,"$319,210"
170,171,170,Brian Bateman,32,"$306,421"
171,172,176,Niclas Fasth,11,"$292,128"
172,173,171,Donnie Hammond,18,"$289,200"
173,174,172,José Coceres,16,"$286,552"
174,175,173,Gary Evans,2,"$286,228"
175,176,174,Brian Henninger,20,"$281,614"
176,177,175,Miguel Angel Jiménez,19,"$280,568"
177,178,177,Mike Heinen,16,"$271,853"
178,179,178,Jeff Gove,30,"$271,652"
179,180,179,Jerry Smith,33,"$269,953"
180,181,180,Matt Peterson,27,"$266,543"
181,182,192,Paul McGinley,12,"$241,073"
182,183,181,Michael Clark II,33,"$239,422"
183,184,182,Franklin Langham,26,"$238,461"
184,185,191,Soren Hansen,5,"$235,466"
185,186,183,Robin Freeman,28,"$227,179"
186,187,184,Edward Fryatt,35,"$225,823"
187,188,185,Steve Pate,22,"$224,183"
188,189,186,Greg Kraft,32,"$222,614"
189,190,187,Tommy Tolles,21,"$213,740"
190,191,188,Peter O'Malley,6,"$212,266"
191,192,189,Pierre Fulke,5,"$211,139"
192,193,190,Lee Westwood,10,"$210,585"
193,194,193,Brett Wetterich,32,"$203,034"
194,195,194,Toru Taniguchi,8,"$198,010"
195,196,195,Stephen Gangluff,28,"$191,804"
196,197,196,"Jim Gallagher, Jr.",15,"$191,403"
197,198,197,Brian Watts,22,"$187,704"
198,199,198,Tom Watson,4,"$180,130"
199,200,199,Russ Cochran,25,"$180,111"
200,201,200,Lee Porter,32,"$179,396"
201,202,201,Steve Jones,24,"$169,315"
202,203,253,Paul Casey,10,"$168,421"
203,204,203,Ricardo Gonzalez,4,"$162,959"
204,205,204,Brent Schwarzrock,9,"$160,673"
205,206,214,Paul Lawrie,9,"$159,710"
206,207,205,Michael Long,28,"$157,723"
207,208,206,Paul Claxton,30,"$156,696"
208,209,207,Jess Daley,28,"$154,675"
209,210,208,Kelly Gibson,14,"$154,459"
210,211,209,David Morland IV,21,"$154,115"
211,212,210,Jason Hill,24,"$150,860"
212,213,211,Scott Dunlap,30,"$144,454"
213,214,212,Dicky Pride,16,"$142,556"
214,215,213,Bo Van Pelt,28,"$139,357"
215,216,215,David Howser,3,"$133,475"
216,217,216,Blaine McCallister,28,"$127,349"
217,218,217,Bob Heintz,28,"$127,346"
218,219,218,John Morse,9,"$125,260"
219,220,219,Scott Simpson,26,"$122,115"
220,221,241,Eduardo Romero,5,"$120,050"
221,222,220,Michael Allen,30,"$112,777"
222,223,,S.K. Ho,2,"$112,500"
223,224,221,Eduardo Herrera,23,"$109,953"
224,225,222,Brenden Pappas,26,"$108,519"
225,226,223,Phillip Price,8,"$108,258"
226,227,224,Cliff Kresge,2,"$101,370"
227,228,225,Pete Jordan,30,"$101,330"
228,229,242,Anders Hansen,5,"$97,747"
229,230,226,Michael Muehr,27,"$97,531"
230,231,227,Brad Lardon,24,"$96,511"
231,232,239,Carl Pettersson,5,"$96,478"
232,233,228,Boo Weekley,24,"$95,206"
233,234,229,Shingo Katayama,8,"$93,777"
234,235,230,Fulton Allem,26,"$92,379"
235,236,231,David Edwards,11,"$89,285"
236,237,232,David Sutherland,12,"$88,052"
237,238,233,Jim McGovern,16,"$86,862"
238,239,234,Willie Wood,16,"$85,871"
239,240,235,Bradley Hughes,23,"$85,450"
240,241,236,Stephen Leaney,3,"$83,232"
241,242,237,Guy Boros,11,"$82,852"
242,243,238,Hank Kuehne,7,"$80,840"
243,244,240,Danny Ellis,17,"$73,340"
244,245,243,Trevor Immelman,2,"$70,228"
245,246,244,Gabriel Hjertstedt,18,"$69,186"
246,247,245,Mike Standly,11,"$68,210"
247,248,246,Dean Wilson,5,"$66,344"
248,249,247,Kenichi Kuboya,3,"$65,196"
249,250,248,Graeme McDowell,3,"$63,160"
250,251,T267,Bradley Dredge,2,"$61,675"
251,252,249,Jason Caron,2,"$60,639"
252,253,250,Todd Fischer,1,"$60,000"
253,254,251,Mike Springer,12,"$59,193"
254,255,252,Zach Johnson,3,"$57,000"
255,256,254,Tom Kite,5,"$54,350"
256,257,255,Richard Zokol,20,"$53,437"
257,258,256,Scott Laycock,6,"$52,500"
258,259,T271,Alex Cejka,3,"$51,500"
259,260,T288,Ian Woosnam,4,"$50,482"
260,261,257,Joe Ogilvie,20,"$47,696"
261,262,258,John Maginnes,3,"$47,534"
262,263,259,Mike Hulbert,20,"$46,148"
263,264,260,Bubba Dickerson,10,"$44,141"
264,265,261,Tom Gillis,3,"$43,414"
265,266,262,Todd Barranger,1,"$43,200"
266,267,263,Gary Nicklaus,26,"$41,969"
267,268,264,Kevin Johnson,2,"$41,100"
268,269,265,D.A. Weibring,10,"$41,045"
269,270,266,Jeff Quinney,6,"$40,310"
270,271,T267,Des Smyth,1,"$37,925"
271,272,269,Andy Miller,3,"$37,794"
272,273,270,Ken Green,5,"$35,995"
273,T274,T271,Chris Anderson,1,"$35,000"
274,T274,T271,James McLean,1,"$35,000"
275,276,274,James Driscoll,6,"$34,293"
276,277,275,Hiroyuki Fujita,1,"$33,714"
277,278,276,Kevin Wentworth,4,"$32,400"
278,279,277,Nobuhito Sato,2,"$32,125"
279,280,,Dinesh Chand,2,"$30,000"
280,281,278,Charlie Wi,1,"$28,625"
281,282,279,Thongchai Jaidee,2,"$28,500"
282,283,280,Stan Utley,7,"$28,423"
283,284,281,Dave Barr,5,"$28,395"
284,285,282,Sandy Lyle,9,"$28,163"
285,286,283,Trevor Dodds,6,"$27,352"
286,287,284,Dave Rummells,4,"$27,349"
287,T288,T285,Tobias Dier,1,"$27,250"
288,T288,T285,Nicholas Lawrence,1,"$27,250"
289,290,287,Ken Duke,5,"$27,163"
290,291,T288,Andrew Coltart,1,"$26,732"
291,292,290,Akio Sadakata,1,"$25,833"
292,T293,T291,Aaron Barber,1,"$25,000"
293,T293,T291,Ben Curtis,1,"$25,000"
294,T293,T291,Mike Grob,2,"$25,000"
295,T293,T291,Richard Johnson,2,"$25,000"
296,T293,T291,Jeff Klein,1,"$25,000"
297,T293,T291,Joel Kribel,1,"$25,000"
298,T293,T291,John Morgan,1,"$25,000"
299,T293,T291,Anthony Painter,1,"$25,000"
300,T293,T291,"Dave Stockton, Jr.",5,"$25,000"
301,T293,T291,Vance Veazey,2,"$25,000"
302,T293,T291,Mark Wilson,2,"$25,000"
303,T293,T291,Cameron Yancey,2,"$25,000"
304,305,303,Dan Pohl,3,"$24,570"
305,306,,Alastair Forsyth,1,"$23,750"
306,307,304,Scott Gump,8,"$23,610"
307,308,305,Mario Tiziani,3,"$22,603"
308,309,306,Erik Compton,5,"$22,438"
309,310,307,Jay Delsing,6,"$22,430"
310,311,308,Jeff Gallagher,15,"$21,711"
311,312,309,Rafael Gómez,1,"$21,150"
312,313,310,Wayne Grady,5,"$20,880"
313,314,311,Lucas Glover,7,"$20,349"
314,T315,T312,Robert Karlsson,2,"$20,072"
315,T315,T312,Jean Van de Velde,1,"$20,072"
316,T317,,Andre Bossert,1,"$19,750"
317,T317,,Marc Chatelain,1,"$19,750"
318,T319,,Kyi Hla Han,1,"$19,000"
319,T319,,Soe Kyaw Naing,1,"$19,000"
320,321,314,Paul Eales,1,"$18,962"
321,322,315,Michael Bradley,7,"$18,363"
322,T323,,Robert Ames,1,"$17,750"
323,T323,,Raphael Jacquelin,2,"$17,750"
324,T323,,Chih-Bing Lam,1,"$17,750"
325,T323,,Mardan Mamat,1,"$17,750"
326,327,316,Ted Tryba,10,"$17,706"
327,328,317,Fred Wadsworth,18,"$16,854"
328,329,318,Jeev Milkha Singh,2,"$16,794"
329,330,319,Steve Scott,4,"$16,640"
330,331,,Sven Struver,1,"$16,500"
331,332,320,Aaron Baddeley,3,"$16,380"
332,333,321,Craig Bowden,3,"$16,294"
333,T334,T322,Fredrik Andersson Hed,1,"$16,223"
334,T334,T322,Warren Bennett,1,"$16,223"
335,T334,T322,Ian Garbutt,1,"$16,223"
336,T334,T322,Mikko Ilonen,1,"$16,223"
337,T334,T322,Barry Lane,1,"$16,223"
338,T334,T322,Ian Poulter,1,"$16,223"
339,340,328,Curtis Strange,11,"$16,207"
340,T341,,Jamie Acevedo,1,"$16,000"
341,T341,329,Derek Gillespie,2,"$16,000"
342,T341,,Carlos Larrain,2,"$16,000"
343,344,330,Jerry Pate,5,"$15,372"
344,T345,,Jesús Amaya,1,"$15,250"
345,T345,,Pablo Del Olmo,1,"$15,250"
346,T345,,Rigoberto Velasquez,1,"$15,250"
347,348,331,Richard Green,1,"$14,696"
348,349,332,Doug Barron,6,"$14,368"
349,350,333,Ronnie Black,12,"$14,219"
350,351,334,Richie Coughlan,5,"$13,955"
351,352,335,Jarrod Moseley,1,"$13,906"
352,353,336,Brian Claar,9,"$13,757"
353,354,337,Hunter Haas,1,"$13,545"
354,355,338,Matthew Cort,1,"$13,195"
355,356,339,Chip Sullivan,1,"$12,966"
356,357,340,Roger Wessels,1,"$12,247"
357,358,341,David Park,1,"$12,010"
358,359,342,Brian Wilson,2,"$10,860"
359,360,343,Don Berry,1,"$10,750"
360,361,344,Dave Tentis,1,"$10,500"
361,362,345,Brad Bryant,5,"$10,226"
362,363,346,JC Anderson,1,"$9,552"
363,364,347,Mark Carnevale,5,"$9,372"
364,365,348,Michael Connell,2,"$8,976"
365,366,349,Todd Doohan,1,"$8,920"
366,367,350,Jack Nicklaus,1,"$8,910"
367,368,351,Ty Tryon,6,"$8,620"
368,369,352,David Ishii,1,"$8,520"
369,370,353,Sean Murphy,2,"$8,284"
370,371,354,Barry Cheesman,2,"$8,263"
371,372,355,Robert Thompson,2,"$8,120"
372,T373,T356,Dave Christensen,1,"$8,080"
373,T373,T356,Doug Tewell,1,"$8,080"
374,375,358,Larry Mize,10,"$7,634"
375,376,359,Iain Steel,1,"$7,560"
376,377,360,Gene Fieger,1,"$7,105"
377,378,361,David Hutsell,1,"$6,804"
378,379,362,Mark Wurtz,3,"$6,660"
379,380,363,Scott Watkins,1,"$6,300"
380,381,364,Stu Ingraham,1,"$6,270"
381,382,365,Nolan Henke,4,"$6,240"
382,383,366,Han Lee,2,"$5,970"
383,384,367,Greg Twiggs,1,"$5,171"
384,385,368,Larry Rinker,5,"$4,628"
385,T386,T369,Bill Glasson,14,"$4,599"
386,T386,T369,Jimmy Green,2,"$4,599"
387,T388,T371,Ben Bates,1,"$4,000"
388,T388,T371,John Elliott,1,"$4,000"
389,T388,T371,Bob Friend,2,"$4,000"
390,T388,T371,Bobby Gage,1,"$4,000"
391,T388,T371,Jeff Hart,1,"$4,000"
392,T388,T371,Steve Haskins,2,"$4,000"
393,T388,T371,Mark Hensby,1,"$4,000"
394,T388,T371,Jeff Klauk,1,"$4,000"
395,T388,T371,Doug LaBelle II,1,"$4,000"
396,T388,T371,Chad Lydiatt,1,"$4,000"
397,T388,T371,Casey Martin,4,"$4,000"
398,T388,T371,George McNeill,2,"$4,000"
399,T388,T371,Ryan Palmer,2,"$4,000"
400,T388,T371,Kevin Pendley,1,"$4,000"
401,T388,T371,Scott Petersen,1,"$4,000"
402,T388,T371,D.A. Points,1,"$4,000"
403,T388,T371,Ted Purdy,1,"$4,000"
404,T388,T371,Fran Quinn,1,"$4,000"
405,T388,T371,Todd Rose,2,"$4,000"
406,T388,T371,Jim Rutledge,2,"$4,000"
407,T388,T371,Kelly Sellers,1,"$4,000"
408,T388,T371,Óscar Serna,1,"$4,000"
409,T388,T371,"Wes Short, Jr.",2,"$4,000"
410,T388,T371,Sonny Skinner,1,"$4,000"
411,T388,T371,Kyle Thompson,1,"$4,000"
412,T388,T371,Chris Tidland,2,"$4,000"
413,T388,T371,Tjaart van der Walt,1,"$4,000"
414,T388,T371,Mark Walker,1,"$4,000"
415,416,399,Mike Deuel,1,"$3,696"
