,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
30,T30,T30,Phil Tataurangi,25,1.72,"$1,643,685","$95,600,000"
31,T32,T32,Brad Faxon,25,1.65,"$1,814,669","$110,078,344"
32,T32,T32,Jeff Sluman,32,1.65,"$2,250,185","$136,200,000"
33,34,34,Bob Estes,26,1.63,"$1,934,599","$118,978,344"
34,35,35,Kenny Perry,27,1.61,"$1,928,595","$119,500,000"
35,36,36,Craig Parry,21,1.57,"$1,466,233","$93,278,344"
36,37,37,Scott Hoch,21,1.56,"$1,465,170","$94,178,344"
37,38,38,Steve Lowery,28,1.51,"$1,882,552","$125,000,000"
38,T39,T39,Todd Fischer,1,1.5,"$60,000","$4,000,000"
39,T39,T39,Scott McCarron,28,1.5,"$1,896,711","$126,278,344"
40,41,41,Michael Campbell,11,1.47,"$831,500","$56,478,344"
41,42,42,John Cook,25,1.46,"$1,624,094","$111,078,344"
42,43,43,John Rollins,34,1.45,"$1,956,562","$135,300,000"
43,44,44,Justin Rose,4,1.41,"$316,316","$22,378,344"
44,T45,T45,Stuart Appleby,28,1.4,"$1,729,457","$123,878,344"
45,T45,T45,Peter Lonard,24,1.4,"$1,413,110","$101,278,344"
46,47,47,Darren Clarke,11,1.37,"$769,810","$56,178,344"
47,48,48,Dan Forsman,25,1.36,"$1,305,787","$95,800,000"
48,49,49,Craig Perks,28,1.32,"$1,632,041","$123,178,344"
49,50,50,Kevin Sutherland,28,1.27,"$1,569,527","$123,378,344"
50,T51,T51,David Howser,3,1.24,"$133,475","$10,800,000"
51,T51,T51,Pat Perez,30,1.24,"$1,451,725","$116,900,000"
52,53,53,John Huston,26,1.21,"$1,299,051","$107,200,000"
53,54,54,Jonathan Byrd,32,1.2,"$1,462,711","$121,400,000"
54,55,55,Ángel Cabrera,13,1.16,"$750,444","$64,678,344"
55,56,56,Nick Faldo,5,1.13,"$321,207","$28,478,344"
56,57,57,Steve Elkington,23,1.11,"$1,084,533","$97,578,344"
57,T58,T58,Matt Kuchar,27,1.1,"$1,237,724","$112,478,344"
58,T58,T58,Chris Smith,30,1.1,"$1,361,091","$124,078,344"
59,T60,T60,Stephen Ames,28,1.08,"$1,278,034","$117,878,344"
60,T60,T60,Todd Barranger,1,1.08,"$43,200","$4,000,000"
61,T62,T62,Bob Burns,30,1.07,"$1,199,800","$112,600,000"
62,T62,T62,David Peoples,30,1.07,"$1,243,769","$116,300,000"
63,64,64,Ian Leggatt,29,1.06,"$1,245,046","$117,000,000"
64,T65,T65,Robert Gamez,21,1.05,"$807,891","$77,300,000"
65,T65,T65,Dudley Hart,26,1.05,"$1,161,078","$110,678,344"
66,67,67,Billy Andrade,31,1.04,"$1,365,703","$130,978,344"
67,68,68,Matt Gogel,25,1.03,"$1,089,481","$105,900,000"
68,T69,T69,Mark Calcavecchia,25,1.02,"$1,162,508","$113,678,344"
69,T69,T69,J.P. Hayes,24,1.02,"$955,270","$93,400,000"
70,T69,T69,Scott Verplank,26,1.02,"$1,217,020","$119,178,344"
71,72,72,Bob Tway,28,1.0,"$1,160,396","$116,578,344"
72,T73,T73,Thomas Bjørn,9,0.99,"$470,003","$47,278,344"
73,T73,T73,Jonathan Kaye,27,0.99,"$1,082,800","$109,778,344"
74,75,75,Rory Sabbatini,23,0.98,"$936,661","$95,500,000"
75,76,76,Joel Edwards,28,0.96,"$1,077,647","$112,700,000"
76,77,77,Pierre Fulke,4,0.94,"$211,138","$22,378,344"
77,T78,T78,Luke Donald,30,0.93,"$1,088,202","$116,778,344"
78,T78,T78,Soren Hansen,4,0.93,"$207,965","$22,378,344"
79,80,80,Steve Flesch,32,0.92,"$1,192,338","$129,000,000"
80,81,81,Lee Janzen,29,0.91,"$1,127,735","$123,278,344"
81,82,82,Brandt Jobe,28,0.9,"$972,477","$108,500,000"
82,T83,T83,Cameron Beckman,26,0.89,"$907,737","$102,300,000"
83,T83,T83,Geoff Ogilvy,27,0.89,"$957,184","$107,500,000"
84,T85,T85,Fred Couples,18,0.87,"$646,701","$74,200,000"
85,T85,T85,Tom Lehman,22,0.87,"$868,631","$99,878,344"
86,T87,T87,Paul Azinger,20,0.85,"$769,924","$91,100,000"
87,T87,T87,Adam Scott,10,0.85,"$431,407","$50,778,344"
88,T87,T87,Tom Watson,4,0.85,"$180,130","$21,278,344"
89,T90,T90,Hiroyuki Fujita,1,0.84,"$33,714","$4,000,000"
90,T90,T90,Zach Johnson,2,0.84,"$57,000","$6,800,000"
91,T90,T90,Duffy Waldorf,27,0.84,"$909,001","$107,678,344"
92,93,93,Jesper Parnevik,26,0.83,"$964,303","$116,578,344"
93,T94,T94,Ben Crane,30,0.8,"$921,075","$115,400,000"
94,T94,T94,Tim Herron,30,0.8,"$954,913","$119,500,000"
95,T94,T94,Steve Stricker,22,0.8,"$789,711","$98,778,344"
96,T97,T97,J.L. Lewis,31,0.79,"$957,181","$120,800,000"
97,T97,T97,Greg Norman,13,0.79,"$498,487","$62,778,344"
98,99,99,Kirk Triplett,25,0.78,"$843,272","$107,700,000"
99,T100,T100,Stewart Cink,27,0.76,"$894,208","$118,178,344"
100,T100,T100,Ricardo Gonzalez,4,0.76,"$162,959","$21,378,344"
101,T100,T100,Jay Haas,24,0.76,"$722,779","$95,300,000"
102,103,103,David Duval,24,0.75,"$838,044","$111,078,344"
103,T104,T104,Bernhard Langer,16,0.74,"$559,394","$75,678,344"
104,T104,T104,Mike Weir,25,0.74,"$843,887","$113,578,344"
105,106,106,Glen Day,31,0.73,"$859,927","$118,400,000"
106,107,107,Tom Byrum,23,0.72,"$620,276","$86,200,000"
107,T108,T108,Stephen Leaney,2,0.7,"$79,231","$11,378,344"
108,T108,T108,Mark O'Meara,24,0.7,"$730,132","$104,478,344"
109,T108,T108,Heath Slocum,32,0.7,"$864,613","$123,500,000"
110,T111,T111,Brian Gay,34,0.69,"$926,730","$133,500,000"
111,T111,T111,Peter O'Malley,6,0.69,"$212,265","$30,878,344"
112,T111,T111,Rod Pampling,29,0.69,"$776,899","$113,200,000"
113,114,114,Jim Carter,29,0.68,"$812,343","$118,978,344"
114,T115,T115,Tim Clark,23,0.67,"$632,607","$94,878,344"
115,T115,T115,Spike McRoy,25,0.67,"$616,813","$92,500,000"
116,T115,T115,Tim Petrovic,31,0.67,"$797,205","$119,578,344"
117,T118,T118,Harrison Frazar,28,0.66,"$731,295","$110,200,000"
118,T118,T118,Neal Lancaster,31,0.66,"$813,226","$123,278,344"
119,T118,T118,Jeff Maggert,27,0.66,"$733,195","$110,978,344"
120,T118,T118,Billy Mayfair,31,0.66,"$864,744","$131,678,344"
121,T118,T118,Hidemichi Tanaka,31,0.66,"$766,421","$116,500,000"
122,T123,T123,Jason Caron,1,0.65,"$35,639","$5,500,000"
123,T123,T123,Bradley Dredge,1,0.65,"$37,924","$5,878,344"
124,T123,T123,Des Smyth,1,0.65,"$37,924","$5,878,344"
125,T126,T126,Briny Baird,33,0.63,"$817,511","$128,900,000"
126,T126,T126,Craig Barlow,22,0.63,"$528,568","$83,900,000"
127,T126,T126,Chad Campbell,34,0.63,"$825,471","$130,400,000"
128,T126,T126,John Daly,21,0.63,"$593,593","$94,178,344"
129,T126,T126,Joey Sindelar,32,0.63,"$790,745","$126,400,000"
130,131,131,Trevor Immelman,2,0.62,"$70,227","$11,378,344"
131,132,132,Notah Begay III,26,0.61,"$624,025","$102,400,000"
132,133,133,Esteban Toledo,32,0.6,"$766,460","$128,078,344"
133,134,134,Paul Goydos,20,0.59,"$407,345","$69,400,000"
134,T135,T135,Mark Brooks,32,0.58,"$731,671","$126,800,000"
135,T135,T135,David Gossett,29,0.58,"$676,305","$116,200,000"
136,T135,T135,Frank Lickliter II,30,0.58,"$740,458","$127,778,344"
137,T135,T135,Shaun Micheel,30,0.58,"$641,447","$110,400,000"
138,139,139,Mathew Goggin,20,0.57,"$391,852","$69,200,000"
139,140,140,Niclas Fasth,9,0.56,"$272,377","$48,978,344"
140,141,141,Craig Stadler,22,0.55,"$505,777","$91,200,000"
141,T142,T142,Carlos Franco,31,0.54,"$652,145","$121,600,000"
142,T142,T142,Skip Kendall,31,0.54,"$653,591","$121,900,000"
143,T144,T144,Glen Hnatiuk,28,0.53,"$558,938","$105,500,000"
144,T144,T144,Andrew Magee,28,0.53,"$543,034","$103,300,000"
145,T146,T146,Greg Chalmers,31,0.52,"$640,897","$122,100,000"
146,T146,T146,Per-Ulrik Johansson,27,0.52,"$556,062","$107,700,000"
147,T146,T146,Carl Paulson,28,0.52,"$568,924","$108,600,000"
148,T146,T146,Toru Taniguchi,8,0.52,"$198,009","$37,878,344"
149,T146,T146,Charlie Wi,1,0.52,"$28,625","$5,500,000"
150,T146,T146,Brian Wilson,1,0.52,"$10,860","$2,100,000"
151,T152,T152,Brent Geiberger,29,0.51,"$582,590","$113,700,000"
152,T152,T152,Tom Pernice Jr.,31,0.51,"$645,108","$126,400,000"
153,T152,T152,Nobuhito Sato,1,0.51,"$28,125","$5,500,000"
154,T155,T155,"David Berganio, Jr.",30,0.5,"$573,150","$114,100,000"
155,T155,T155,Tobias Dier,1,0.5,"$27,250","$5,500,000"
156,T155,T155,Peter Jacobsen,21,0.5,"$389,122","$78,500,000"
157,T155,T155,Nicholas Lawrence,1,0.5,"$27,250","$5,500,000"
158,T155,T155,John Senden,30,0.5,"$578,611","$115,678,344"
159,T160,T160,Pat Bates,29,0.49,"$537,282","$109,400,000"
160,T160,T160,Graeme McDowell,3,0.49,"$63,159","$13,000,000"
161,T160,T160,Colin Montgomerie,10,0.49,"$261,095","$52,778,344"
162,T160,T160,John Morse,8,0.49,"$125,260","$25,700,000"
163,164,164,Mike Heinen,15,0.48,"$246,851","$51,300,000"
164,T165,T165,Olin Browne,33,0.47,"$615,823","$130,800,000"
165,T165,T165,Rafael Gómez,1,0.47,"$21,150","$4,500,000"
166,T165,T165,Paul Stankowski,31,0.47,"$565,293","$121,400,000"
167,T168,T168,Toshi Izawa,7,0.46,"$169,203","$36,978,344"
168,T168,T168,Brent Schwarzrock,9,0.46,"$160,672","$34,700,000"
169,T168,T168,Lee Westwood,9,0.46,"$210,585","$45,478,344"
170,T171,T171,Andrew Coltart,1,0.45,"$26,731","$5,878,344"
171,T171,T171,David Frost,29,0.45,"$509,843","$113,800,000"
172,T171,T171,Tripp Isenhour,21,0.45,"$319,207","$71,500,000"
173,T171,T171,Jay Williamson,30,0.45,"$515,444","$115,000,000"
174,T175,T175,Bart Bryant,20,0.44,"$309,877","$70,800,000"
175,T175,T175,Donnie Hammond,17,0.44,"$263,365","$60,300,000"
176,T175,T175,Kaname Yokoo,28,0.44,"$490,472","$110,700,000"
177,T178,T178,J.J. Henry,34,0.43,"$569,872","$133,000,000"
178,T178,T178,Bryce Molder,22,0.43,"$348,027","$81,500,000"
179,180,180,Brian Henninger,20,0.41,"$281,613","$68,500,000"
180,T181,T181,Kent Jones,33,0.4,"$489,877","$123,200,000"
181,T181,T181,Hank Kuehne,6,0.4,"$80,840","$20,200,000"
182,T181,T181,Paul McGinley,10,0.4,"$203,572","$50,678,344"
183,T181,T181,Garrett Willis,29,0.4,"$444,480","$111,400,000"
184,T185,T185,José Coceres,16,0.39,"$286,551","$74,078,344"
185,T185,T185,Deane Pappas,34,0.39,"$494,404","$127,200,000"
186,T187,T187,Brad Elder,26,0.38,"$362,892","$95,300,000"
187,T187,T187,Frank Nobilo,30,0.38,"$447,321","$116,500,000"
188,T189,T189,Jay Don Blake,34,0.37,"$495,063","$133,200,000"
189,T189,T189,"Jim Gallagher, Jr.",15,0.37,"$191,402","$51,800,000"
190,T189,T189,Corey Pavin,24,0.37,"$362,011","$98,078,344"
191,T192,T192,Robert Damron,28,0.36,"$391,865","$110,000,000"
192,T192,T192,Joe Durant,28,0.36,"$427,215","$118,678,344"
193,T192,T192,Miguel Angel Jiménez,19,0.36,"$280,567","$78,378,344"
194,T192,T192,Bob May,30,0.36,"$407,776","$114,200,000"
195,T192,T192,Mike Sposa,34,0.36,"$463,414","$128,600,000"
196,T192,T192,Jean Van de Velde,1,0.36,"$20,072","$5,500,000"
197,T198,T198,Kenichi Kuboya,2,0.35,"$40,195","$11,378,344"
198,T198,T198,John Riegger,29,0.35,"$390,675","$110,778,344"
199,T198,T198,Chip Sullivan,1,0.35,"$12,966","$3,700,000"
200,T201,T201,Tommy Armour III,30,0.34,"$379,190","$112,800,000"
201,T201,T201,Paul Gow,35,0.34,"$448,751","$133,800,000"
202,T201,T201,Kenneth Staton,36,0.34,"$453,814","$133,900,000"
203,T204,T204,Brandel Chamblee,30,0.33,"$372,263","$114,400,000"
204,T204,T204,Brett Quigley,32,0.33,"$404,418","$122,600,000"
205,T206,T206,Steve Allan,30,0.32,"$359,653","$111,500,000"
206,T206,T206,Paul Eales,1,0.32,"$18,962","$5,878,344"
207,T206,T206,Phillip Price,7,0.32,"$108,258","$34,178,344"
208,T206,T206,Eduardo Romero,4,0.32,"$72,550","$22,378,344"
209,T206,T206,Tommy Tolles,20,0.32,"$213,738","$67,500,000"
210,T211,T211,Kelly Gibson,14,0.31,"$154,458","$49,200,000"
211,T211,T211,Anders Hansen,4,0.31,"$70,246","$22,378,344"
212,T211,T211,Carl Pettersson,3,0.31,"$51,727","$16,878,344"
213,T214,T214,Hunter Haas,1,0.3,"$13,545","$4,500,000"
214,T214,T214,Paul Lawrie,8,0.3,"$135,959","$44,978,344"
215,T214,T214,Dennis Paulson,30,0.3,"$344,119","$114,000,000"
216,T217,T217,Steve Pate,21,0.29,"$220,183","$76,200,000"
217,T217,T217,Hal Sutton,26,0.29,"$320,000","$111,678,344"
218,T217,T217,Grant Waite,31,0.29,"$332,944","$116,500,000"
219,T220,T220,Fredrik Andersson Hed,1,0.28,"$16,223","$5,878,344"
220,T220,T220,Warren Bennett,1,0.28,"$16,223","$5,878,344"
221,T220,T220,Ian Garbutt,1,0.28,"$16,223","$5,878,344"
222,T220,T220,Mikko Ilonen,1,0.28,"$16,223","$5,878,344"
223,T220,T220,Barry Lane,1,0.28,"$16,223","$5,878,344"
224,T220,T220,Matt Peterson,27,0.28,"$266,542","$96,600,000"
225,T220,T220,Ian Poulter,1,0.28,"$16,223","$5,878,344"
226,T220,T220,Tom Scherrer,34,0.28,"$356,655","$128,700,000"
227,T228,T228,Jeff Brehaut,29,0.26,"$274,333","$106,600,000"
228,T228,T228,Dicky Pride,16,0.26,"$142,555","$53,900,000"
229,T230,T230,Jeff Gove,30,0.25,"$271,651","$107,600,000"
230,T230,T230,Richard Green,1,0.25,"$14,695","$5,878,344"
231,T230,T230,Thongchai Jaidee,2,0.25,"$28,500","$11,378,344"
232,T230,T230,Franklin Langham,25,0.25,"$238,460","$95,700,000"
233,T230,T230,Dan Pohl,3,0.25,"$24,570","$9,900,000"
234,T230,T230,Greg Twiggs,1,0.25,"$5,171","$2,100,000"
235,T236,T236,Brian Bateman,31,0.24,"$281,420","$115,100,000"
236,T236,T236,Robin Freeman,27,0.24,"$227,178","$95,900,000"
237,T236,T236,Jarrod Moseley,1,0.24,"$13,905","$5,878,344"
238,T236,T236,Dave Rummells,4,0.24,"$27,349","$11,500,000"
239,T240,T240,Guy Boros,11,0.23,"$82,851","$36,200,000"
240,T240,T240,David Edwards,11,0.23,"$89,283","$38,500,000"
241,T240,T240,John Maginnes,2,0.23,"$21,701","$9,300,000"
242,T240,T240,Jeev Milkha Singh,1,0.23,"$12,794","$5,500,000"
243,T240,T240,Kevin Wentworth,4,0.23,"$32,400","$13,900,000"
244,T245,T245,Woody Austin,36,0.22,"$307,347","$138,300,000"
245,T245,T245,Matthew Cort,1,0.22,"$13,194","$5,878,344"
246,T245,T245,Todd Doohan,1,0.22,"$8,920","$4,000,000"
247,T245,T245,Shingo Katayama,8,0.22,"$93,777","$41,978,344"
248,T245,T245,Tom Kite,5,0.22,"$54,349","$24,900,000"
249,T245,T245,Jerry Smith,33,0.22,"$269,952","$123,900,000"
250,T245,T245,Dean Wilson,4,0.22,"$41,344","$18,878,344"
251,T252,T252,Craig Bowden,2,0.21,"$16,294","$7,600,000"
252,T252,T252,Derek Gillespie,2,0.21,"$16,000","$7,500,000"
253,T252,T252,Tom Gillis,2,0.21,"$18,414","$8,800,000"
254,T252,T252,David Ishii,1,0.21,"$8,520","$4,000,000"
255,T252,T252,David Morland IV,21,0.21,"$154,115","$72,900,000"
256,T252,T252,Jeff Quinney,5,0.21,"$40,310","$19,500,000"
257,T252,T252,Scott Watkins,1,0.21,"$6,300","$3,000,000"
258,T252,T252,Brian Watts,21,0.21,"$162,703","$79,200,000"
259,T252,T252,Roger Wessels,1,0.21,"$12,246","$5,878,344"
260,T261,T261,JC Anderson,1,0.2,"$9,552","$4,800,000"
261,T261,T261,Don Berry,1,0.2,"$10,750","$5,500,000"
262,T261,T261,Barry Cheesman,1,0.2,"$4,263","$2,100,000"
263,T261,T261,Dave Christensen,1,0.2,"$8,080","$4,000,000"
264,T261,T261,Russ Cochran,24,0.2,"$176,110","$88,200,000"
265,T261,T261,Gene Fieger,1,0.2,"$7,105","$3,500,000"
266,T261,T261,Han Lee,1,0.2,"$5,970","$3,000,000"
267,T261,T261,Jack Nicklaus,1,0.2,"$8,910","$4,500,000"
268,T261,T261,David Park,1,0.2,"$12,009","$5,878,344"
269,T261,T261,Doug Tewell,1,0.2,"$8,080","$4,000,000"
270,T271,T271,Michael Clark II,33,0.19,"$239,421","$126,000,000"
271,T271,T271,Stephen Gangluff,27,0.19,"$187,803","$97,100,000"
272,T271,T271,David Hutsell,1,0.19,"$6,804","$3,600,000"
273,T271,T271,Stu Ingraham,1,0.19,"$6,270","$3,300,000"
274,T271,T271,Greg Kraft,31,0.19,"$222,612","$118,500,000"
275,T271,T271,Iain Steel,1,0.19,"$7,560","$4,000,000"
276,T271,T271,Dave Tentis,1,0.19,"$10,500","$5,500,000"
277,T278,T278,Dave Barr,5,0.18,"$28,394","$15,700,000"
278,T278,T278,Mike Deuel,1,0.18,"$3,696","$2,100,000"
279,T278,T278,Jason Hill,24,0.18,"$150,860","$83,000,000"
280,T278,T278,Robert Karlsson,2,0.18,"$20,072","$11,378,344"
281,T278,T278,Mike Standly,11,0.18,"$68,210","$37,100,000"
282,T278,T278,Mario Tiziani,3,0.18,"$22,603","$12,600,000"
283,T284,T284,Aaron Baddeley,3,0.17,"$16,380","$9,500,000"
284,T284,T284,Edward Fryatt,34,0.17,"$225,821","$129,600,000"
285,T284,T284,Steve Jones,24,0.17,"$169,313","$97,878,344"
286,T284,T284,Michael Long,27,0.17,"$157,722","$94,400,000"
287,T284,T284,Brett Wetterich,32,0.17,"$203,033","$119,100,000"
288,T289,T289,Jess Daley,27,0.16,"$154,672","$97,700,000"
289,T289,T289,James Driscoll,6,0.16,"$34,293","$21,900,000"
290,T289,T289,Willie Wood,16,0.16,"$85,870","$54,600,000"
291,T289,T289,Ian Woosnam,3,0.16,"$26,731","$16,978,344"
292,T293,T293,Paul Casey,9,0.15,"$55,921","$37,978,344"
293,T293,T293,Paul Claxton,29,0.15,"$156,694","$102,900,000"
294,T293,T293,Jim McGovern,16,0.15,"$86,861","$56,500,000"
295,T293,T293,Andy Miller,2,0.15,"$12,794","$8,500,000"
296,T293,T293,Lee Porter,32,0.15,"$179,394","$119,100,000"
297,T293,T293,Mike Springer,12,0.15,"$59,191","$40,400,000"
298,T293,T293,David Sutherland,11,0.15,"$63,051","$42,900,000"
299,T300,T300,Ken Duke,4,0.14,"$23,162","$16,500,000"
300,T300,T300,Eduardo Herrera,23,0.14,"$109,952","$79,000,000"
301,T300,T300,Steve Scott,3,0.14,"$16,640","$11,500,000"
302,T300,T300,Bo Van Pelt,28,0.14,"$139,356","$99,900,000"
303,T304,T304,Bob Heintz,28,0.13,"$127,345","$99,200,000"
304,T304,T304,Scott Simpson,25,0.13,"$122,115","$95,100,000"
305,T304,T304,Stan Utley,7,0.13,"$28,422","$22,400,000"
306,T307,T307,Erik Compton,5,0.12,"$22,437","$18,800,000"
307,T307,T307,Trevor Dodds,6,0.12,"$27,351","$22,000,000"
308,T307,T307,Scott Dunlap,30,0.12,"$144,453","$117,100,000"
309,T307,T307,Gabriel Hjertstedt,17,0.12,"$69,185","$56,600,000"
310,T307,T307,Blaine McCallister,27,0.12,"$123,348","$101,100,000"
311,T312,T312,Michael Connell,2,0.11,"$8,976","$8,500,000"
312,T312,T312,Jay Delsing,6,0.11,"$22,430","$20,900,000"
313,T312,T312,Bubba Dickerson,10,0.11,"$44,140","$42,000,000"
314,T312,T312,Danny Ellis,17,0.11,"$73,339","$64,400,000"
315,T312,T312,Bradley Hughes,22,0.11,"$85,448","$74,700,000"
316,T312,T312,Scott Laycock,5,0.11,"$27,500","$24,978,344"
317,T312,T312,Sean Murphy,2,0.11,"$8,284","$7,600,000"
318,T312,T312,Boo Weekley,24,0.11,"$95,205","$83,000,000"
319,T312,T312,D.A. Weibring,10,0.11,"$41,044","$36,700,000"
320,T321,T321,Michael Allen,29,0.1,"$108,776","$107,400,000"
321,T321,T321,Wayne Grady,5,0.1,"$20,880","$19,900,000"
322,T321,T321,Brenden Pappas,25,0.1,"$83,518","$87,000,000"
323,T324,T324,Fulton Allem,26,0.09,"$92,378","$102,300,000"
324,T324,T324,Scott Gump,8,0.09,"$23,610","$26,000,000"
325,T324,T324,Pete Jordan,30,0.09,"$101,329","$109,100,000"
326,T324,T324,Brad Lardon,23,0.09,"$71,511","$82,300,000"
327,T324,T324,Michael Muehr,27,0.09,"$97,529","$105,800,000"
328,T324,T324,Robert Thompson,2,0.09,"$8,120","$9,500,000"
329,T330,T330,Michael Bradley,7,0.08,"$18,363","$23,300,000"
330,T330,T330,Richie Coughlan,5,0.08,"$13,955","$18,200,000"
331,T330,T330,Ken Green,4,0.08,"$10,995","$13,600,000"
332,T330,T330,Jerry Pate,5,0.08,"$15,372","$19,100,000"
333,T334,T334,Doug Barron,6,0.07,"$14,368","$21,700,000"
334,T334,T334,Brad Bryant,5,0.07,"$10,225","$14,700,000"
335,T334,T334,Lucas Glover,6,0.07,"$16,349","$23,600,000"
336,T334,T334,Jimmy Green,2,0.07,"$4,599","$6,600,000"
337,T334,T334,Nolan Henke,3,0.07,"$6,240","$8,900,000"
338,T334,T334,Sandy Lyle,9,0.07,"$28,162","$37,878,344"
339,T334,T334,Joe Ogilvie,20,0.07,"$47,696","$68,300,000"
340,T334,T334,Mark Wurtz,3,0.07,"$6,660","$9,500,000"
341,T334,T334,Richard Zokol,20,0.07,"$53,437","$74,200,000"
342,T343,T343,Mark Carnevale,5,0.06,"$9,372","$14,500,000"
343,T343,T343,Mike Hulbert,20,0.06,"$46,148","$74,500,000"
344,T343,T343,Ted Tryba,9,0.06,"$17,706","$30,500,000"
345,346,346,Brian Claar,9,0.05,"$13,757","$29,400,000"
346,T347,T347,Jeff Gallagher,15,0.04,"$21,711","$54,500,000"
347,T347,T347,Gary Nicklaus,26,0.04,"$41,969","$94,900,000"
348,T347,T347,Curtis Strange,11,0.04,"$16,207","$45,600,000"
349,T347,T347,Ty Tryon,6,0.04,"$8,620","$22,500,000"
350,T351,T351,Ronnie Black,12,0.03,"$14,219","$41,900,000"
351,T351,T351,Larry Rinker,5,0.03,"$4,628","$14,800,000"
352,T351,T351,Fred Wadsworth,18,0.03,"$16,854","$60,400,000"
353,354,354,Larry Mize,10,0.02,"$7,633","$42,600,000"
354,355,355,Bill Glasson,13,0.01,"$4,599","$44,600,000"
