,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
60,61,61,Joel Edwards,28,"$1,077,651",
61,62,62,Brandt Jobe,28,"$972,479",
62,63,63,Jesper Parnevik,26,"$964,304",
63,64,64,Geoff Ogilvy,27,"$957,184",
64,65,65,J.L. Lewis,31,"$957,182",
65,66,66,J.P. Hayes,24,"$955,271",1.0
66,67,67,Tim Herron,30,"$954,917",
67,68,68,Rory Sabbatini,23,"$936,664",
68,69,69,Brian Gay,34,"$926,735",
69,70,70,Ben Crane,30,"$921,076",
70,71,71,Duffy Waldorf,27,"$909,003",
71,72,72,Cameron Beckman,26,"$907,740",
72,73,73,Stewart Cink,27,"$894,212",
73,74,74,Tom Lehman,22,"$868,632",
74,75,75,Billy Mayfair,31,"$864,745",
75,76,76,Heath Slocum,32,"$864,615",
76,77,77,Glen Day,31,"$859,930",
77,78,78,Mike Weir,25,"$843,890",
78,79,79,Kirk Triplett,25,"$843,273",
79,80,80,David Duval,24,"$838,045",
80,81,81,Chad Campbell,34,"$825,474",
81,82,82,Briny Baird,33,"$817,514",
82,83,83,Neal Lancaster,31,"$813,230",
83,84,84,Jim Carter,29,"$812,346",
84,85,85,Robert Gamez,21,"$807,892",
85,86,86,Tim Petrovic,31,"$797,206",
86,87,87,Joey Sindelar,32,"$790,750",
87,88,88,Steve Stricker,22,"$789,713",
88,89,89,Rod Pampling,29,"$776,903",
89,90,90,Paul Azinger,20,"$769,926",
90,91,91,Esteban Toledo,32,"$766,463",
91,92,92,Hidemichi Tanaka,31,"$766,423",
92,93,93,Frank Lickliter II,30,"$740,460",
93,94,94,Jeff Maggert,27,"$733,198",
94,95,95,Mark Brooks,32,"$731,671",
95,96,96,Harrison Frazar,28,"$731,295",
96,97,97,Mark O'Meara,24,"$730,132",
97,98,98,Jay Haas,24,"$722,782",
98,99,99,Gene Sauers,11,"$715,605",1.0
99,100,100,David Gossett,29,"$676,308",
100,101,101,Skip Kendall,31,"$653,594",
101,102,102,Carlos Franco,31,"$652,147",
102,103,103,Fred Couples,18,"$646,703",
103,104,104,Tom Pernice Jr.,31,"$645,110",
104,105,105,Shaun Micheel,30,"$641,450",
105,106,106,Greg Chalmers,31,"$640,898",
106,107,107,Tim Clark,23,"$632,609",
107,108,108,Notah Begay III,26,"$624,026",
108,109,109,Tom Byrum,23,"$620,280",
109,110,110,Spike McRoy,25,"$616,814",1.0
110,111,111,Olin Browne,33,"$615,828",
111,112,112,John Daly,21,"$593,595",
112,113,113,Brent Geiberger,29,"$582,592",
113,114,114,John Senden,30,"$578,613",
114,115,115,"David Berganio, Jr.",30,"$573,151",
115,116,116,J.J. Henry,34,"$569,875",
116,117,117,Carl Paulson,28,"$568,924",
117,118,118,Paul Stankowski,31,"$565,294",
118,119,119,Bernhard Langer,16,"$559,395",
119,120,120,Glen Hnatiuk,28,"$558,940",
120,121,121,Per-Ulrik Johansson,27,"$556,064",
121,122,122,Andrew Magee,28,"$543,035",
122,123,123,Pat Bates,29,"$537,284",
123,124,124,Craig Barlow,22,"$528,569",
124,125,125,Jay Williamson,30,"$515,445",
125,126,126,David Frost,29,"$509,845",
126,127,127,Craig Stadler,22,"$505,778",
127,128,128,Jay Don Blake,34,"$495,066",
128,129,129,Deane Pappas,34,"$494,404",
129,130,130,Kaname Yokoo,28,"$490,473",
130,131,131,Kent Jones,33,"$489,879",
131,132,132,Mike Sposa,34,"$463,418",
132,133,133,Kenneth Staton,36,"$453,816",
133,134,134,Paul Gow,35,"$448,752",
134,135,135,Frank Nobilo,30,"$447,324",
135,136,136,Garrett Willis,29,"$444,483",
136,137,137,Joe Durant,28,"$427,217",
137,138,138,Bob May,30,"$407,778",
138,139,139,Paul Goydos,20,"$407,345",
139,140,140,Brett Quigley,32,"$404,422",
140,141,141,Robert Damron,28,"$391,867",
141,142,142,Mathew Goggin,20,"$391,852",
142,143,143,John Riegger,29,"$390,675",
143,144,144,Peter Jacobsen,21,"$389,123",
144,145,145,Tommy Armour III,30,"$379,191",
145,146,146,Brandel Chamblee,30,"$372,263",
146,147,147,Brad Elder,26,"$362,892",
147,148,148,Corey Pavin,24,"$362,012",
148,149,149,Steve Allan,30,"$359,655",
149,150,150,Tom Scherrer,34,"$356,657",
150,151,151,Dennis Paulson,30,"$344,121",
151,152,152,Grant Waite,31,"$332,947",
152,153,153,Hal Sutton,26,"$320,002",
153,154,154,Tripp Isenhour,21,"$319,210",
154,155,155,Bart Bryant,20,"$309,880",
155,156,156,Woody Austin,36,"$307,348",
156,157,157,José Coceres,16,"$286,552",
157,158,158,Brian Henninger,20,"$281,614",
158,159,159,Brian Bateman,31,"$281,421",
159,160,160,Miguel Angel Jiménez,19,"$280,568",
160,161,161,Jeff Brehaut,29,"$274,335",
161,162,162,Jeff Gove,30,"$271,652",
162,163,163,Jerry Smith,33,"$269,953",
163,164,164,Matt Peterson,27,"$266,543",
164,165,165,Donnie Hammond,17,"$263,366",
165,166,166,Mike Heinen,15,"$246,853",
166,167,167,Michael Clark II,33,"$239,422",
167,168,168,Franklin Langham,25,"$238,461",
168,169,169,Robin Freeman,27,"$227,179",
169,170,170,Edward Fryatt,34,"$225,823",
170,171,171,Greg Kraft,31,"$222,614",
171,172,172,Steve Pate,21,"$220,183",
172,173,173,Tommy Tolles,20,"$213,740",
173,174,174,Brett Wetterich,32,"$203,034",
174,175,175,"Jim Gallagher, Jr.",15,"$191,403",
175,176,176,Stephen Gangluff,27,"$187,804",
176,177,177,Tom Watson,4,"$180,130",
177,178,178,Lee Porter,32,"$179,396",
178,179,179,Russ Cochran,24,"$176,111",
179,180,180,Steve Jones,24,"$169,315",
180,181,181,Brian Watts,21,"$162,704",
181,182,182,Brent Schwarzrock,9,"$160,673",
182,183,183,Michael Long,27,"$157,723",
183,184,184,Paul Claxton,29,"$156,696",
184,185,185,Jess Daley,27,"$154,675",
185,186,186,Kelly Gibson,14,"$154,459",
186,187,187,David Morland IV,21,"$154,115",
187,188,188,Jason Hill,24,"$150,860",
188,189,189,Scott Dunlap,30,"$144,454",
189,190,190,Dicky Pride,16,"$142,556",
190,191,191,Bo Van Pelt,28,"$139,357",
191,192,192,Bob Heintz,28,"$127,346",
192,193,193,John Morse,8,"$125,260",
193,194,194,Blaine McCallister,27,"$123,349",
194,195,195,Scott Simpson,25,"$122,115",
195,196,196,Eduardo Herrera,23,"$109,953",
196,197,197,Michael Allen,29,"$108,777",
197,198,198,Pete Jordan,30,"$101,330",
198,199,199,Michael Muehr,27,"$97,531",
199,200,200,Boo Weekley,24,"$95,206",
200,201,201,Fulton Allem,26,"$92,379",
201,202,202,David Edwards,11,"$89,285",
202,203,203,Jim McGovern,16,"$86,862",
203,204,204,Willie Wood,16,"$85,871",
204,205,205,Bradley Hughes,22,"$85,450",
205,206,206,Brenden Pappas,25,"$83,519",
206,207,207,Guy Boros,11,"$82,852",
207,208,208,Danny Ellis,17,"$73,340",
208,209,209,Brad Lardon,23,"$71,511",
209,210,210,Gabriel Hjertstedt,17,"$69,186",
210,211,211,Mike Standly,11,"$68,210",
211,212,212,David Sutherland,11,"$63,052",
212,213,213,Mike Springer,12,"$59,193",
213,214,214,Tom Kite,5,"$54,350",
214,215,215,Richard Zokol,20,"$53,437",
215,216,216,Joe Ogilvie,20,"$47,696",
216,217,217,Mike Hulbert,20,"$46,148",
217,218,218,Gary Nicklaus,26,"$41,969",
218,219,219,D.A. Weibring,10,"$41,045",
219,220,220,Kevin Wentworth,4,"$32,400",
220,221,221,Stan Utley,7,"$28,423",
221,222,222,Dave Barr,5,"$28,395",
222,223,223,Sandy Lyle,9,"$28,163",
223,224,224,Trevor Dodds,6,"$27,352",
224,225,225,Dave Rummells,4,"$27,349",
225,226,226,Dan Pohl,3,"$24,570",
226,227,227,Scott Gump,8,"$23,610",
227,228,228,Jay Delsing,6,"$22,430",
228,229,229,Jeff Gallagher,15,"$21,711",
229,230,230,Wayne Grady,5,"$20,880",
230,231,231,Michael Bradley,7,"$18,363",
231,232,232,Ted Tryba,9,"$17,706",
232,233,233,Fred Wadsworth,18,"$16,854",
233,234,234,Curtis Strange,11,"$16,207",
234,235,235,Jerry Pate,5,"$15,372",
235,236,236,Ronnie Black,12,"$14,219",
236,237,237,Brian Claar,9,"$13,757",
237,238,238,Ken Green,4,"$10,995",
238,239,239,Brad Bryant,5,"$10,226",
239,240,240,Mark Carnevale,5,"$9,372",
240,241,241,Jack Nicklaus,1,"$8,910",
241,242,242,Ty Tryon,6,"$8,620",
242,243,243,Doug Tewell,1,"$8,080",
243,244,244,Larry Mize,10,"$7,634",
244,245,245,Nolan Henke,3,"$6,240",
245,246,246,Greg Twiggs,1,"$5,171",
246,247,247,Larry Rinker,5,"$4,628",
247,248,248,Bill Glasson,13,"$4,599",
