,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
47,48,48,Dan Forsman,25,"$52,231","$1,305,790"
48,49,49,Cliff Kresge,2,"$50,685","$101,370"
49,50,50,John Huston,26,"$49,963","$1,299,052"
50,51,51,Ángel Cabrera,13,"$48,657","$632,545"
51,52,52,Pat Perez,30,"$48,390","$1,451,726"
52,53,53,Steve Elkington,23,"$47,153","$1,084,535"
53,54,54,Scott Verplank,26,"$46,808","$1,217,022"
54,55,55,Mark Calcavecchia,25,"$46,500","$1,162,509"
55,56,56,Matt Kuchar,27,"$45,841","$1,237,725"
56,57,57,Jonathan Byrd,32,"$45,709","$1,462,713"
57,58,58,Stephen Ames,28,"$45,644","$1,278,037"
58,59,59,Chris Smith,30,"$45,369","$1,361,094"
59,60,60,Tom Watson,4,"$45,032","$180,130"
60,61,61,Dudley Hart,26,"$44,656","$1,161,080"
61,62,62,David Howser,3,"$44,491","$133,475"
62,63,63,Billy Andrade,31,"$44,055","$1,365,707"
63,64,64,Matt Gogel,25,"$43,579","$1,089,482"
64,65,65,Todd Barranger,1,"$43,200","$43,200"
65,66,66,Ian Leggatt,29,"$42,932","$1,245,047"
66,67,67,David Peoples,30,"$41,459","$1,243,773"
67,68,68,Bob Tway,28,"$41,442","$1,160,399"
68,69,69,Rory Sabbatini,23,"$40,724","$936,663"
69,70,70,Jonathan Kaye,27,"$40,103","$1,082,802"
70,71,71,Thomas Bjørn,9,"$40,069","$360,628"
71,72,72,Bob Burns,30,"$39,993","$1,199,802"
72,73,73,J.P. Hayes,24,"$39,802","$955,270"
73,74,74,Tom Lehman,22,"$39,483","$868,631"
74,75,75,Lee Janzen,29,"$38,887","$1,127,740"
75,76,76,Paul Azinger,20,"$38,496","$769,925"
76,77,77,Joel Edwards,28,"$38,487","$1,077,651"
77,78,78,Robert Gamez,21,"$38,471","$807,891"
78,T79,T79,Bradley Dredge,1,"$37,924","$37,924"
79,T79,T79,Des Smyth,1,"$37,924","$37,924"
80,81,81,Steve Flesch,32,"$37,260","$1,192,341"
81,82,82,Pierre Fulke,4,"$37,159","$148,639"
82,83,83,Kevin Johnson,1,"$37,100","$37,100"
83,84,84,Jesper Parnevik,26,"$37,088","$964,303"
84,85,85,Luke Donald,30,"$36,273","$1,088,204"
85,86,86,Greg Norman,13,"$35,999","$467,988"
86,87,87,Fred Couples,18,"$35,927","$646,702"
87,88,88,Steve Stricker,22,"$35,896","$789,712"
88,89,89,Jason Caron,1,"$35,639","$35,639"
89,90,90,Geoff Ogilvy,27,"$35,451","$957,184"
90,91,91,Bernhard Langer,16,"$34,962","$559,395"
91,92,92,David Duval,24,"$34,918","$838,044"
92,93,93,Cameron Beckman,26,"$34,913","$907,739"
93,94,94,Soren Hansen,4,"$34,866","$139,465"
94,95,95,Brandt Jobe,28,"$34,731","$972,479"
95,96,96,Adam Scott,10,"$33,915","$339,157"
96,97,97,Mike Weir,25,"$33,755","$843,890"
97,98,98,Kirk Triplett,25,"$33,730","$843,273"
98,99,99,Hiroyuki Fujita,1,"$33,714","$33,714"
99,100,100,Duffy Waldorf,27,"$33,666","$909,003"
100,101,101,Stewart Cink,27,"$33,118","$894,212"
101,102,102,Tim Herron,30,"$31,830","$954,916"
102,103,103,J.L. Lewis,31,"$30,876","$957,182"
103,104,104,Ben Crane,30,"$30,702","$921,076"
104,105,105,Ricardo Gonzalez,4,"$30,427","$121,709"
105,106,106,Mark O'Meara,24,"$30,422","$730,132"
106,107,107,Jay Haas,24,"$30,115","$722,782"
107,108,108,Zach Johnson,2,"$28,500","$57,000"
108,109,109,John Daly,21,"$28,266","$593,594"
109,110,110,Jim Carter,29,"$28,011","$812,346"
110,111,111,Billy Mayfair,31,"$27,895","$864,745"
111,112,112,Glen Day,31,"$27,739","$859,929"
112,113,113,Tim Clark,23,"$27,504","$632,609"
113,114,114,Brian Gay,34,"$27,256","$926,735"
114,115,115,Jeff Maggert,27,"$27,155","$733,198"
115,116,116,Heath Slocum,32,"$27,019","$864,615"
116,117,117,Tom Byrum,23,"$26,968","$620,279"
117,118,118,Rod Pampling,29,"$26,789","$776,902"
118,119,119,Andrew Coltart,1,"$26,731","$26,731"
119,120,120,Neal Lancaster,31,"$26,233","$813,229"
120,121,121,Harrison Frazar,28,"$26,117","$731,295"
121,122,122,Tim Petrovic,31,"$25,716","$797,206"
122,123,123,Briny Baird,33,"$24,773","$817,513"
123,124,124,Hidemichi Tanaka,31,"$24,723","$766,423"
124,125,125,Joey Sindelar,32,"$24,710","$790,749"
125,126,126,Frank Lickliter II,30,"$24,682","$740,460"
126,127,127,Spike McRoy,25,"$24,672","$616,813"
127,128,128,Chad Campbell,34,"$24,278","$825,474"
128,129,129,Craig Barlow,22,"$24,025","$528,568"
129,130,130,Notah Begay III,26,"$24,000","$624,025"
130,131,131,Esteban Toledo,32,"$23,951","$766,463"
131,132,132,Justin Rose,4,"$23,704","$94,816"
132,133,133,David Gossett,29,"$23,320","$676,308"
133,134,134,Craig Stadler,22,"$22,989","$505,778"
134,135,135,Mark Brooks,32,"$22,864","$731,671"
135,136,136,Peter O'Malley,6,"$21,460","$128,765"
136,137,137,Shaun Micheel,30,"$21,381","$641,449"
137,138,138,Toru Taniguchi,8,"$21,313","$170,509"
138,139,139,Rafael Gómez,1,"$21,150","$21,150"
139,140,140,Skip Kendall,31,"$21,083","$653,594"
140,141,141,Carlos Franco,31,"$21,037","$652,147"
141,142,142,Tom Pernice Jr.,31,"$20,809","$645,109"
142,143,143,Greg Chalmers,31,"$20,674","$640,898"
143,144,144,Per-Ulrik Johansson,27,"$20,594","$556,063"
144,145,145,Paul Goydos,20,"$20,367","$407,345"
145,146,146,Carl Paulson,28,"$20,318","$568,924"
146,147,147,Brent Geiberger,29,"$20,089","$582,591"
147,148,148,Jean Van de Velde,1,"$20,072","$20,072"
148,149,149,Glen Hnatiuk,28,"$19,962","$558,940"
149,150,150,Mathew Goggin,20,"$19,592","$391,852"
150,151,151,Andrew Magee,28,"$19,394","$543,034"
151,152,152,John Senden,30,"$19,287","$578,612"
152,153,153,"David Berganio, Jr.",30,"$19,105","$573,151"
153,154,154,Paul Eales,1,"$18,962","$18,962"
154,155,155,Colin Montgomerie,10,"$18,809","$188,095"
155,156,156,Olin Browne,33,"$18,661","$615,828"
156,157,157,Peter Jacobsen,21,"$18,529","$389,122"
157,158,158,Pat Bates,29,"$18,527","$537,283"
158,159,159,Paul Stankowski,31,"$18,235","$565,294"
159,160,160,José Coceres,16,"$17,909","$286,551"
160,161,161,Brent Schwarzrock,9,"$17,852","$160,672"
161,162,162,David Frost,29,"$17,580","$509,845"
162,163,163,Kaname Yokoo,28,"$17,516","$490,473"
163,164,164,Jay Williamson,30,"$17,181","$515,445"
164,165,165,J.J. Henry,34,"$16,761","$569,874"
165,166,166,Mike Heinen,15,"$16,456","$246,852"
166,T167,T167,Fredrik Andersson Hed,1,"$16,223","$16,223"
167,T167,T167,Warren Bennett,1,"$16,223","$16,223"
168,T167,T167,Ian Garbutt,1,"$16,223","$16,223"
169,T167,T167,Mikko Ilonen,1,"$16,223","$16,223"
170,T167,T167,Barry Lane,1,"$16,223","$16,223"
171,T167,T167,Ian Poulter,1,"$16,223","$16,223"
172,173,173,Bryce Molder,22,"$15,819","$348,027"
173,174,174,John Morse,8,"$15,657","$125,260"
174,175,175,Bart Bryant,20,"$15,493","$309,879"
175,176,176,Donnie Hammond,17,"$15,492","$263,366"
176,177,177,Garrett Willis,29,"$15,326","$444,482"
177,178,178,Joe Durant,28,"$15,257","$427,216"
178,179,179,Tripp Isenhour,21,"$15,200","$319,209"
179,180,180,Corey Pavin,24,"$15,083","$362,011"
180,181,181,Frank Nobilo,30,"$14,910","$447,324"
181,182,182,Kent Jones,33,"$14,844","$489,879"
182,183,183,Miguel Angel Jiménez,19,"$14,766","$280,567"
183,184,184,Richard Green,1,"$14,695","$14,695"
184,185,185,Jay Don Blake,34,"$14,560","$495,065"
185,186,186,Deane Pappas,34,"$14,541","$494,404"
186,187,187,Brian Henninger,20,"$14,080","$281,613"
187,188,188,Robert Damron,28,"$13,995","$391,866"
188,189,189,Brad Elder,26,"$13,957","$362,892"
189,190,190,Jarrod Moseley,1,"$13,905","$13,905"
190,191,191,Mike Sposa,34,"$13,629","$463,417"
191,192,192,Bob May,30,"$13,592","$407,777"
192,193,193,Hunter Haas,1,"$13,545","$13,545"
193,194,194,Hank Kuehne,6,"$13,473","$80,840"
194,195,195,John Riegger,29,"$13,471","$390,675"
195,196,196,Stephen Leaney,2,"$13,365","$26,731"
196,197,197,Matthew Cort,1,"$13,194","$13,194"
197,198,198,Chip Sullivan,1,"$12,966","$12,966"
198,199,199,Paul Gow,35,"$12,821","$448,752"
199,200,200,Jeev Milkha Singh,1,"$12,794","$12,794"
200,201,201,"Jim Gallagher, Jr.",15,"$12,760","$191,402"
201,202,202,Tommy Armour III,30,"$12,639","$379,190"
202,203,203,Brett Quigley,32,"$12,638","$404,421"
203,204,204,Kenneth Staton,36,"$12,606","$453,816"
204,205,205,Brandel Chamblee,30,"$12,408","$372,263"
205,206,206,Hal Sutton,26,"$12,307","$320,001"
206,207,207,Roger Wessels,1,"$12,246","$12,246"
207,208,208,Paul McGinley,10,"$12,082","$120,822"
208,209,209,David Park,1,"$12,009","$12,009"
209,210,210,Steve Allan,30,"$11,988","$359,655"
210,211,211,Dennis Paulson,30,"$11,470","$344,121"
211,212,212,Kelly Gibson,14,"$11,032","$154,458"
212,213,213,Tom Kite,5,"$10,870","$54,350"
213,214,214,Trevor Immelman,2,"$10,863","$21,727"
214,215,215,Brian Wilson,1,"$10,860","$10,860"
215,216,216,John Maginnes,2,"$10,850","$21,701"
216,217,217,Don Berry,1,"$10,750","$10,750"
217,218,218,Grant Waite,31,"$10,740","$332,946"
218,219,219,Tommy Tolles,20,"$10,686","$213,739"
219,220,220,Graeme McDowell,3,"$10,636","$31,909"
220,221,221,Lee Westwood,9,"$10,523","$94,710"
221,222,222,Dave Tentis,1,"$10,500","$10,500"
222,223,223,Tom Scherrer,34,"$10,489","$356,656"
223,224,224,Steve Pate,21,"$10,484","$220,183"
224,225,225,Dean Wilson,4,"$10,336","$41,344"
225,226,226,Robert Karlsson,2,"$10,036","$20,072"
226,227,227,Toshi Izawa,7,"$9,886","$69,204"
227,228,228,Matt Peterson,27,"$9,871","$266,542"
228,229,229,JC Anderson,1,"$9,552","$9,552"
229,230,230,Franklin Langham,25,"$9,538","$238,460"
230,231,231,Jeff Brehaut,29,"$9,459","$274,334"
231,232,232,Tom Gillis,2,"$9,207","$18,414"
232,233,233,Brian Bateman,31,"$9,078","$281,420"
233,234,234,Jeff Gove,30,"$9,055","$271,652"
234,235,235,Todd Doohan,1,"$8,920","$8,920"
235,T236,T236,Jack Nicklaus,1,"$8,910","$8,910"
236,T236,T236,Ian Woosnam,3,"$8,910","$26,731"
237,238,238,Dicky Pride,16,"$8,909","$142,555"
238,239,239,Woody Austin,36,"$8,537","$307,348"
239,240,240,David Ishii,1,"$8,520","$8,520"
240,241,241,Robin Freeman,27,"$8,414","$227,179"
241,242,242,Shingo Katayama,8,"$8,284","$66,277"
242,243,243,Dan Pohl,3,"$8,190","$24,570"
243,T244,T244,Niclas Fasth,9,"$8,180","$73,627"
244,T244,T244,Jerry Smith,33,"$8,180","$269,952"
245,246,246,Craig Bowden,2,"$8,147","$16,294"
246,247,247,David Edwards,11,"$8,116","$89,284"
247,248,248,Kevin Wentworth,4,"$8,100","$32,400"
248,T249,T249,Dave Christensen,1,"$8,080","$8,080"
249,T249,T249,Doug Tewell,1,"$8,080","$8,080"
250,251,251,Jeff Quinney,5,"$8,062","$40,310"
251,252,252,Derek Gillespie,2,"$8,000","$16,000"
252,253,253,Brian Watts,21,"$7,747","$162,703"
253,254,254,Phillip Price,7,"$7,733","$54,133"
254,255,255,Iain Steel,1,"$7,560","$7,560"
255,256,256,Mario Tiziani,3,"$7,534","$22,603"
256,257,257,Guy Boros,11,"$7,532","$82,852"
257,258,258,Kenichi Kuboya,2,"$7,347","$14,695"
258,259,259,David Morland IV,21,"$7,338","$154,115"
259,260,260,Russ Cochran,24,"$7,337","$176,110"
260,261,261,Michael Clark II,33,"$7,255","$239,422"
261,262,262,Carl Pettersson,3,"$7,242","$21,727"
262,263,263,Greg Kraft,31,"$7,181","$222,614"
263,264,264,Gene Fieger,1,"$7,105","$7,105"
264,265,265,Steve Jones,24,"$7,054","$169,315"
265,266,266,Stephen Gangluff,27,"$6,955","$187,804"
266,267,267,Dave Rummells,4,"$6,837","$27,349"
267,268,268,David Hutsell,1,"$6,804","$6,804"
268,269,269,Edward Fryatt,34,"$6,641","$225,822"
269,270,270,Andy Miller,2,"$6,397","$12,794"
270,271,271,Brett Wetterich,32,"$6,344","$203,033"
271,272,272,Scott Watkins,1,"$6,300","$6,300"
272,273,273,Paul Lawrie,8,"$6,291","$50,334"
273,274,274,Jason Hill,24,"$6,285","$150,860"
274,275,275,Stu Ingraham,1,"$6,270","$6,270"
275,276,276,Paul Casey,9,"$6,213","$55,921"
276,277,277,Mike Standly,11,"$6,200","$68,210"
277,278,278,Han Lee,1,"$5,970","$5,970"
278,279,279,Michael Long,27,"$5,841","$157,722"
279,280,280,Ken Duke,4,"$5,790","$23,162"
280,281,281,David Sutherland,11,"$5,732","$63,052"
281,282,282,Jess Daley,27,"$5,728","$154,674"
282,283,283,James Driscoll,6,"$5,715","$34,293"
283,284,284,Dave Barr,5,"$5,678","$28,394"
284,285,285,Lee Porter,32,"$5,606","$179,395"
285,286,286,Steve Scott,3,"$5,546","$16,640"
286,287,287,Aaron Baddeley,3,"$5,460","$16,380"
287,288,288,Jim McGovern,16,"$5,428","$86,862"
288,289,289,Paul Claxton,29,"$5,403","$156,695"
289,290,290,Willie Wood,16,"$5,366","$85,870"
290,291,291,Greg Twiggs,1,"$5,171","$5,171"
291,292,292,Bo Van Pelt,28,"$4,977","$139,357"
292,293,293,Mike Springer,12,"$4,932","$59,192"
293,294,294,Scott Simpson,25,"$4,884","$122,115"
294,295,295,Scott Dunlap,30,"$4,815","$144,453"
295,296,296,Eduardo Herrera,23,"$4,780","$109,952"
296,297,297,Blaine McCallister,27,"$4,568","$123,348"
297,298,298,Trevor Dodds,6,"$4,558","$27,351"
298,299,299,Bob Heintz,28,"$4,548","$127,346"
299,300,300,Michael Connell,2,"$4,488","$8,976"
300,301,301,Erik Compton,5,"$4,487","$22,437"
301,302,302,Bubba Dickerson,10,"$4,414","$44,140"
302,303,303,Danny Ellis,17,"$4,314","$73,339"
303,304,304,Barry Cheesman,1,"$4,263","$4,263"
304,305,305,Wayne Grady,5,"$4,176","$20,880"
305,306,306,Sean Murphy,2,"$4,142","$8,284"
306,307,307,D.A. Weibring,10,"$4,104","$41,044"
307,308,308,Gabriel Hjertstedt,17,"$4,069","$69,185"
308,T309,T309,Robert Thompson,2,"$4,060","$8,120"
309,T309,T309,Stan Utley,7,"$4,060","$28,422"
310,311,311,Boo Weekley,24,"$3,966","$95,205"
311,312,312,Bradley Hughes,22,"$3,884","$85,449"
312,313,313,Michael Allen,29,"$3,750","$108,777"
313,314,314,Jay Delsing,6,"$3,738","$22,430"
314,315,315,Mike Deuel,1,"$3,696","$3,696"
315,316,316,Michael Muehr,27,"$3,612","$97,530"
316,317,317,Fulton Allem,26,"$3,553","$92,379"
317,318,318,Pete Jordan,30,"$3,377","$101,329"
318,319,319,Brenden Pappas,25,"$3,340","$83,519"
319,320,320,Sandy Lyle,9,"$3,129","$28,162"
320,321,321,Brad Lardon,23,"$3,109","$71,511"
321,322,322,Jerry Pate,5,"$3,074","$15,372"
322,323,323,Anders Hansen,4,"$3,061","$12,246"
323,324,324,Scott Gump,8,"$2,951","$23,610"
324,325,325,Richie Coughlan,5,"$2,791","$13,955"
325,326,326,Ken Green,4,"$2,748","$10,995"
326,327,327,Lucas Glover,6,"$2,724","$16,349"
327,328,328,Richard Zokol,20,"$2,671","$53,437"
328,329,329,Michael Bradley,7,"$2,623","$18,363"
329,330,330,Doug Barron,6,"$2,394","$14,368"
330,331,331,Joe Ogilvie,20,"$2,384","$47,696"
331,332,332,Mike Hulbert,20,"$2,307","$46,148"
332,333,333,Jimmy Green,2,"$2,299","$4,599"
333,334,334,Mark Wurtz,3,"$2,220","$6,660"
334,335,335,Nolan Henke,3,"$2,080","$6,240"
335,336,336,Brad Bryant,5,"$2,045","$10,225"
336,337,337,Ted Tryba,9,"$1,967","$17,706"
337,338,338,Mark Carnevale,5,"$1,874","$9,372"
338,339,339,Gary Nicklaus,26,"$1,614","$41,969"
339,340,340,Brian Claar,9,"$1,528","$13,757"
340,341,341,Curtis Strange,11,"$1,473","$16,207"
341,342,342,Jeff Gallagher,15,"$1,447","$21,711"
342,343,343,Ty Tryon,6,"$1,436","$8,620"
343,344,344,Ronnie Black,12,"$1,184","$14,219"
344,345,345,Fred Wadsworth,18,$936,"$16,854"
345,346,346,Larry Rinker,5,$925,"$4,628"
346,347,347,Larry Mize,10,$763,"$7,633"
347,348,348,Bill Glasson,13,$353,"$4,599"
