,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
68,69,69,Trevor Immelman,74,82.11,785,956
69,70,70,Rory Sabbatini,81,82.09,912,1111
70,71,71,Anthony Kim,93,82.06,1061,1293
71,T72,T72,John Rollins,102,81.98,1160,1415
72,T72,T72,Johnson Wagner,97,81.98,1110,1354
73,74,74,Jaco Van Zyl,51,81.91,584,713
74,75,75,Mike Weir,82,81.87,930,1136
75,76,76,Doug LaBelle II,104,81.82,1188,1452
76,77,77,Brian Gay,107,81.81,1223,1495
77,78,78,Craig Barlow,52,81.79,593,725
78,79,79,Paul Goydos,60,81.78,669,818
79,80,80,Tim Petrovic,106,81.6,1206,1478
80,81,81,Dean Wilson,92,81.57,1049,1286
81,82,82,Cliff Kresge,107,81.51,1217,1493
82,83,83,Brett Wetterich,88,81.49,995,1221
83,84,84,Vijay Singh,102,81.4,1142,1403
84,85,85,J.P. Hayes,89,81.36,1008,1239
85,86,86,Steve Stricker,81,81.28,912,1122
86,87,87,David Toms,80,81.27,881,1084
87,88,88,Briny Baird,115,81.25,1304,1605
88,89,89,Robert Gamez,88,81.03,995,1228
89,90,90,Glen Day,85,81.01,960,1185
90,91,91,Arron Oberholser,69,80.9,771,953
91,92,92,K.J. Choi,87,80.89,965,1193
92,93,93,José Coceres,50,80.86,566,700
93,T94,T94,Daniel Chopra,106,80.81,1196,1480
94,T94,T94,Ben Curtis,80,80.81,914,1131
95,96,96,Camilo Villegas,82,80.77,920,1139
96,97,97,Chris Stroud,66,80.76,747,925
97,98,98,Kevin Sutherland,85,80.69,957,1186
98,99,99,Michael Sim,52,80.68,589,730
99,100,100,Robert Garrigus,95,80.57,1070,1328
100,101,101,Steve Wheatcroft,73,80.49,821,1020
101,102,102,Kevin Stadler,95,80.48,1072,1332
102,103,103,Fred Funk,65,80.42,731,909
103,T104,T104,Chris Couch,76,80.41,854,1062
104,T104,T104,Sergio Garcia,68,80.41,743,924
105,T104,T104,Troy Matteson,87,80.41,977,1215
106,107,107,Carl Pettersson,111,80.35,1243,1547
107,108,108,Kevin Na,84,80.34,944,1175
108,109,109,Steve Elkington,87,80.33,972,1210
109,110,110,Jonathan Byrd,73,80.31,820,1021
110,111,111,Mark Hensby,81,80.27,907,1130
111,112,112,Craig Lile,77,80.26,866,1079
112,113,113,Jerry Kelly,101,80.25,1138,1418
113,114,114,Charley Hoffman,97,80.24,1088,1356
114,115,115,Ian Poulter,63,80.19,676,843
115,116,116,Steve Marino,106,80.12,1189,1484
116,117,117,Bill Haas,93,80.03,1038,1297
117,118,118,Tom Johnson,74,80.0,824,1030
118,119,119,J.B. Holmes,71,79.98,795,994
119,120,120,Craig Kanada,109,79.89,1216,1522
120,121,121,John Merrick,92,79.88,1028,1287
121,122,122,Jesper Parnevik,88,79.85,979,1226
122,123,123,Billy Andrade,88,79.82,977,1224
123,124,124,Ted Purdy,102,79.8,1138,1426
124,125,125,Geoff Ogilvy,84,79.78,876,1098
125,126,126,Stewart Cink,91,79.77,986,1236
126,127,127,Darron Stiles,65,79.76,725,909
127,128,128,Adam Scott,69,79.69,765,960
128,129,129,Stuart Appleby,74,79.63,817,1026
129,130,130,Richard Johnson,93,79.6,1030,1294
130,131,131,Ernie Els,59,79.53,649,816
131,T132,T132,Chad Campbell,96,79.49,1004,1263
132,T132,T132,Boo Weekley,101,79.49,1124,1414
133,134,134,Gavin Coles,87,79.47,964,1213
134,135,135,Peter Lonard,85,79.41,941,1185
135,136,136,Davis Love III,66,79.34,726,915
136,137,137,Padraig Harrington,64,79.33,691,871
137,138,138,Mark Brooks,53,79.32,587,740
138,139,139,Kyle Reifers,71,79.3,789,995
139,T140,T140,Bob Heintz,85,79.27,937,1182
140,T140,T140,Daisuke Maruyama,86,79.27,952,1201
141,142,142,Bubba Watson,80,79.17,882,1114
142,143,143,Matt Hendrix,63,79.07,695,879
143,144,144,Chris Riley,59,79.03,652,825
144,145,145,Mark Wilson,87,78.97,954,1208
145,T146,T146,Ryan Palmer,91,78.96,1002,1269
146,T146,T146,Michael Putnam,96,78.96,1062,1345
147,148,148,Marco Dawson,73,78.9,804,1019
148,149,149,Mark Calcavecchia,93,78.8,1026,1302
149,150,150,Henrik Stenson,52,78.64,508,646
150,151,151,Nick O'Hern,72,78.62,750,954
151,152,152,Phil Mickelson,73,78.57,781,994
152,153,153,Paul Gow,70,78.53,768,978
153,154,154,Shigeki Maruyama,84,78.45,921,1174
154,155,155,Vaughn Taylor,91,78.28,995,1271
155,156,156,Pat Perez,84,78.13,918,1175
156,157,157,Rich Barcelo,80,77.91,871,1118
157,158,158,Chris Tidland,59,77.89,641,823
158,159,159,George McNeill,95,77.82,1028,1321
159,160,160,Nathan Green,103,77.81,1115,1433
160,161,161,Matt Kuchar,85,77.68,926,1192
161,162,162,Jarrod Lyle,77,77.67,835,1075
162,163,163,Tripp Isenhour,86,77.6,932,1201
163,164,164,Brandt Snedeker,105,77.46,1134,1464
164,165,165,Aaron Baddeley,83,77.42,871,1125
165,166,166,Jim Rutledge,59,77.36,639,826
166,167,167,Michael Allen,74,77.3,797,1031
167,168,168,Harrison Frazar,88,77.27,952,1232
168,169,169,Tim Herron,98,77.25,1056,1367
169,170,170,Eric Axley,107,77.07,1153,1496
170,T171,T171,Ryuji Imada,104,76.94,1118,1453
171,T171,T171,Dicky Pride,71,76.94,764,993
172,173,173,Lee Janzen,66,76.9,709,922
173,174,174,Joe Ogilvie,102,76.73,1088,1418
174,175,175,D.J. Brigman,67,76.63,718,937
175,176,176,Chris DiMarco,79,76.6,825,1077
176,177,177,Bob Tway,103,76.58,1102,1439
177,178,178,Steve Allan,63,76.4,670,877
178,179,179,Jason Schultz,63,76.39,673,881
179,180,180,Andrew Buckle,77,76.37,824,1079
180,181,181,Anders Hansen,55,76.33,590,773
181,182,182,Tag Ridings,52,76.28,553,725
182,183,183,Brendon de Jonge,76,75.78,804,1061
183,184,184,Charles Howell III,89,75.77,910,1201
184,185,185,Brian Bateman,55,75.75,584,771
185,186,186,Todd Hamilton,76,75.71,804,1062
186,187,187,Parker McLachlin,83,75.45,876,1161
187,188,188,Bubba Dickerson,51,74.96,533,711
188,189,189,Brett Quigley,79,74.93,819,1093
189,190,190,Scott Gutschewski,67,74.81,701,937
190,191,191,John Daly,59,74.67,619,829
191,192,192,Paul Stankowski,52,74.45,539,724
192,193,193,Bryce Molder,56,74.01,581,785
193,194,194,Retief Goosen,50,73.82,499,676
194,195,195,Jeff Sluman,60,72.0,599,832
195,196,196,José María Olazábal,52,71.24,498,699
