,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
152,T152,T152,Jeff Sluman,60,50.47,38112.4,75511
153,154,154,José María Olazábal,52,50.45,33645.3,66696
154,155,155,Jaco Van Zyl,51,50.39,43764.9,86852
155,156,156,Luke Donald,69,50.36,41825.4,83055
156,157,157,Tom Pernice Jr.,104,50.32,72520.6,144115
157,158,158,Chris DiMarco,79,50.3,55792.6,110925
158,T159,T159,David Toms,80,50.26,53238.2,105924
159,T159,T159,Scott Verplank,82,50.26,46886.1,93279
160,161,161,Steve Elkington,87,50.22,65015.6,129449
161,162,162,Ryuji Imada,104,50.18,82859.0,165120
162,163,163,Jim Furyk,84,50.17,56259.0,112142
163,T164,T164,Craig Lile,77,50.16,63030.5,125655
164,T164,T164,Nick O'Hern,72,50.16,45835.7,91372
165,166,166,Dean Wilson,92,50.15,64711.1,129043
166,T167,T167,Brian Davis,101,50.14,80124.4,159806
167,T167,T167,Heath Slocum,101,50.14,77084.6,153736
168,T169,T169,Ben Curtis,80,50.09,53301.6,106419
169,T169,T169,Bob Estes,88,50.09,71903.4,143557
170,171,171,Anders Hansen,55,49.99,30343.4,60697
171,172,172,Jeff Quinney,95,49.97,75542.2,151186
172,173,173,Paul Gow,70,49.93,52188.3,104521
173,174,174,Kirk Triplett,77,49.89,65242.1,130764
174,175,175,Justin Leonard,95,49.86,68139.1,136651
175,176,176,Matt Kuchar,85,49.83,62627.9,125677
176,177,177,Chris Riley,59,49.82,48360.9,97074
177,178,178,Tom Byrum,50,49.72,38365.8,77158
178,179,179,Richard Johnson,93,49.65,73022.9,147086
179,180,180,Glen Day,85,49.63,66157.0,133299
180,181,181,Shigeki Maruyama,84,49.52,68689.2,138709
181,182,182,Craig Kanada,109,49.48,84729.5,171241
182,183,183,Rocco Mediate,72,49.45,59461.1,120233
183,T184,T184,Tim Clark,66,49.43,44310.5,89649
184,T184,T184,Dicky Pride,71,49.43,55030.1,111324
185,186,186,Doug LaBelle II,104,49.36,78189.4,158416
186,187,187,Stephen Leaney,82,49.23,64488.5,131001
187,188,188,José Coceres,50,49.2,36247.7,73679
188,189,189,Mark Brooks,53,49.18,36240.7,73690
189,190,190,Michael Boyd,61,48.87,48643.2,99546
190,191,191,Paul Goydos,60,48.77,36814.6,75483
191,192,192,Craig Bowden,78,48.48,61604.0,127066
192,193,193,Fred Funk,65,48.27,41748.0,86486
193,194,194,Brian Gay,107,48.02,83945.5,174801
194,195,195,Gavin Coles,87,47.8,67755.9,141758
195,196,196,Corey Pavin,81,47.54,59723.7,125625
