,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
91,T92,T92,Stuart Appleby,74,0.040999999999999995,2.3609999999999998,58
92,T92,T92,Jim Rutledge,59,0.040999999999999995,1.901,46
93,T92,T92,Duffy Waldorf,69,0.040999999999999995,2.397,59
94,95,95,J.P. Hayes,89,0.028999999999999998,2.312,80
95,T96,T96,John Mallinger,96,0.027999999999999997,2.403,87
96,T96,T96,Ryan Palmer,91,0.027999999999999997,2.307,82
97,98,98,Steve Wheatcroft,73,0.023,1.43,61
98,99,99,Robert Gamez,88,0.019,1.415,76
99,100,100,Jeff Maggert,79,0.017,1.3559999999999999,78
100,101,101,Brian Davis,101,0.013999999999999999,1.2409999999999999,88
101,102,102,José Coceres,50,0.009000000000000001,0.37799999999999995,42
102,T103,T103,Luke Donald,69,0.005,0.24,50
103,T103,T103,Kyle Reifers,71,0.005,0.316,63
104,105,105,Steve Stricker,81,0.002,0.12300000000000001,65
105,106,106,Brendon de Jonge,76,-0.002,-0.102,66
106,T107,T107,Joe Ogilvie,102,-0.008,-0.733,87
107,T107,T107,Michael Putnam,96,-0.008,-0.6,80
108,109,109,Chris Tidland,59,-0.009000000000000001,-0.466,51
109,110,110,David Branshaw,83,-0.015,-1.1520000000000001,75
110,111,111,Shaun Micheel,91,-0.017,-1.171,70
111,112,112,Daniel Chopra,106,-0.02,-1.9369999999999998,95
112,113,113,Tim Herron,98,-0.021,-1.75,82
113,114,114,Ben Curtis,80,-0.03,-1.931,64
114,115,115,Charlie Wi,90,-0.032,-2.668,83
115,116,116,Freddie Jacobson,70,-0.033,-2.227,68
116,T117,T117,Retief Goosen,50,-0.039,-1.331,34
117,T117,T117,Jesper Parnevik,88,-0.039,-2.9219999999999997,75
118,T119,T119,Craig Barlow,52,-0.046,-2.032,44
119,T119,T119,Kirk Triplett,77,-0.046,-3.135,68
120,121,121,Kent Jones,97,-0.059000000000000004,-5.166,88
121,T122,T122,Jason Dufner,100,-0.07,-6.124,87
122,T122,T122,Tom Lehman,62,-0.07,-3.4210000000000003,49
123,124,124,Justin Leonard,95,-0.073,-6.001,82
124,125,125,Joey Sindelar,75,-0.075,-5.047,67
125,126,126,Vaughn Taylor,91,-0.076,-5.472,72
126,127,127,Kevin Sutherland,85,-0.077,-5.28,69
127,128,128,Michael Allen,74,-0.08199999999999999,-5.216,64
128,129,129,David Toms,80,-0.087,-5.475,63
129,T130,T130,Glen Day,85,-0.09,-6.712000000000001,75
130,T130,T130,Pat Perez,84,-0.09,-5.858,65
131,132,132,Tom Johnson,74,-0.09300000000000001,-5.856,63
132,133,133,Doug LaBelle II,104,-0.096,-8.732000000000001,91
133,134,134,Tim Clark,66,-0.105,-5.577999999999999,53
134,135,135,Tag Ridings,52,-0.107,-4.824,45
135,136,136,John Daly,59,-0.111,-5.428,49
136,137,137,Paul Gow,70,-0.122,-6.982,57
137,138,138,Mark Brooks,53,-0.128,-5.244,41
138,T139,T139,Chad Campbell,96,-0.134,-9.805,73
139,T139,T139,Nathan Green,103,-0.134,-11.65,87
140,141,141,Steve Flesch,100,-0.13699999999999998,-12.331,90
141,142,142,Jason Schultz,63,-0.14400000000000002,-7.609,53
142,143,143,Brandt Snedeker,105,-0.157,-13.465,86
143,144,144,Paul Stankowski,52,-0.159,-6.667000000000001,42
144,T145,T145,Craig Bowden,78,-0.16899999999999998,-11.319,67
145,T145,T145,Paul Goydos,60,-0.16899999999999998,-7.928,47
146,147,147,Tom Pernice Jr.,104,-0.19,-15.978,84
147,148,148,Jonathan Byrd,73,-0.191,-11.82,62
148,149,149,D.J. Brigman,67,-0.195,-10.524000000000001,54
149,T150,T150,Jeff Quinney,95,-0.201,-17.279,86
150,T150,T150,Jaco Van Zyl,51,-0.201,-8.865,44
151,152,152,Charles Howell III,89,-0.212,-14.020999999999999,66
152,153,153,Tripp Isenhour,86,-0.214,-15.642000000000001,73
153,154,154,Tim Petrovic,106,-0.22,-20.932,95
154,155,155,Andrew Buckle,77,-0.223,-14.923,67
155,156,156,Anders Hansen,55,-0.22399999999999998,-7.622999999999999,34
156,157,157,Jeff Brehaut,59,-0.22699999999999998,-11.134,49
157,158,158,Kevin Na,84,-0.22899999999999998,-17.823,78
158,159,159,Cliff Kresge,107,-0.231,-23.104,100
159,T160,T160,Stewart Cink,91,-0.233,-16.804000000000002,72
160,T160,T160,Mark Hensby,81,-0.233,-16.789,72
161,162,162,Michael Sim,52,-0.24,-12.007,50
162,163,163,Brett Quigley,79,-0.248,-15.616,63
163,164,164,Michael Boyd,61,-0.258,-13.422,52
164,165,165,Bob Heintz,85,-0.267,-19.197,72
165,166,166,Fred Funk,65,-0.27,-14.335,53
166,167,167,Billy Andrade,88,-0.272,-21.506999999999998,79
167,168,168,Tom Byrum,50,-0.278,-11.386,41
168,169,169,Brian Bateman,55,-0.284,-12.515999999999998,44
169,170,170,Nick O'Hern,72,-0.287,-15.802999999999999,55
170,171,171,Rocco Mediate,72,-0.292,-19.554000000000002,67
171,172,172,Craig Kanada,109,-0.308,-28.910999999999998,94
172,173,173,Bob Tway,103,-0.314,-27.624000000000002,88
173,174,174,Matt Kuchar,85,-0.32,-22.749000000000002,71
174,175,175,Chris Riley,59,-0.34299999999999997,-17.516,51
175,176,176,Chris DiMarco,79,-0.349,-22.011,63
176,177,177,Richard Johnson,93,-0.35700000000000004,-29.98,84
177,178,178,Parker McLachlin,83,-0.358,-26.113000000000003,73
178,179,179,Craig Lile,77,-0.361,-24.88,69
179,180,180,Bob Estes,88,-0.373,-29.811999999999998,80
180,181,181,Lee Janzen,66,-0.387,-20.133,52
181,182,182,Todd Hamilton,76,-0.39799999999999996,-23.109,58
182,183,183,Rich Barcelo,80,-0.402,-28.147,70
183,184,184,Marco Dawson,73,-0.40700000000000003,-26.455,65
184,185,185,Jeff Sluman,60,-0.41600000000000004,-17.467,42
185,186,186,Brian Gay,107,-0.442,-42.835,97
186,187,187,Eric Axley,107,-0.46,-43.193999999999996,94
187,188,188,Stephen Leaney,82,-0.478,-35.382,74
188,189,189,Ryuji Imada,104,-0.534,-47.501000000000005,89
189,190,190,Dean Wilson,92,-0.5539999999999999,-41.577,75
190,191,191,Shigeki Maruyama,84,-0.619,-49.531000000000006,80
191,192,192,Gavin Coles,87,-0.6659999999999999,-51.255,77
192,193,193,Dicky Pride,71,-0.6990000000000001,-42.631,61
193,194,194,José María Olazábal,52,-0.879,-32.525,37
194,195,195,Bryce Molder,56,-0.956,-46.826,49
195,196,196,Corey Pavin,81,-0.968,-68.747,71
