,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
60,61,61,Tim Herron,98,271.3,14919.5,55,292.6,244.5
61,62,62,J.J. Henry,86,271.1,9761.1,36,301.8,242.8
62,63,63,Will MacKenzie,100,271.0,12735.7,47,314.5,239.4
63,64,64,Phil Mickelson,73,270.8,5415.4,20,301.0,208.4
64,65,65,Kenny Perry,83,270.4,11087.3,41,286.6,252.0
65,T66,T66,Peter Lonard,85,270.3,11891.3,44,303.8,222.4
66,T66,T66,Carl Pettersson,111,270.3,16489.3,61,311.4,237.8
67,T66,T66,Kevin Sutherland,85,270.3,12432.0,46,301.8,224.8
68,69,69,Mark Calcavecchia,93,270.2,11350.0,42,294.9,234.1
69,T70,T70,Michael Putnam,96,270.1,10262.1,38,307.3,245.3
70,T70,T70,Michael Sim,52,270.1,5671.7,21,294.5,241.7
71,72,72,Luke Donald,69,270.0,8641.5,32,307.1,241.6
72,73,73,J.P. Hayes,89,269.9,11877.7,44,293.5,246.5
73,74,74,Billy Andrade,88,269.8,14569.8,54,298.0,225.9
74,T75,T75,Bubba Dickerson,51,269.6,4853.5,18,286.0,248.3
75,T75,T75,George McNeill,95,269.6,12670.3,47,298.0,230.8
76,77,77,Alex Cejka,80,268.9,11563.1,43,294.2,240.9
77,78,78,John Merrick,92,268.8,12903.1,48,297.4,237.0
78,79,79,Sergio Garcia,68,268.7,9942.2,37,307.0,213.1
79,T80,T80,Joey Sindelar,75,268.5,11545.9,43,298.8,210.2
80,T80,T80,Chris Stroud,66,268.5,6713.0,25,297.2,244.2
81,82,82,Chris Tidland,59,268.3,9122.3,34,300.7,216.9
82,83,83,Jason Bohn,57,268.2,8582.4,32,300.0,227.6
83,84,84,Lee Janzen,66,268.1,8312.3,31,300.0,235.9
84,85,85,Joe Durant,88,268.0,12061.0,45,313.2,219.8
85,T86,T86,Brian Bateman,55,267.8,6426.3,24,289.9,240.5
86,T86,T86,D.J. Brigman,67,267.8,8300.5,31,294.6,241.1
87,88,88,K.J. Choi,87,267.6,12845.9,48,292.4,237.6
88,T89,T89,Ryan Moore,92,267.4,11767.0,44,292.3,221.5
89,T89,T89,Boo Weekley,101,267.4,8558.0,32,293.7,220.4
90,91,91,Jonathan Byrd,73,267.1,8813.2,33,294.4,218.2
91,92,92,Arron Oberholser,69,267.0,8542.6,32,285.8,239.1
92,93,93,Frank Lickliter II,95,266.9,15214.2,57,297.9,240.9
93,94,94,Jeff Gove,103,266.8,12806.5,48,299.6,209.6
94,T95,T95,Chad Campbell,96,266.6,10397.1,39,316.9,213.7
95,T95,T95,Joe Ogilvie,102,266.6,13330.3,50,292.5,228.7
96,97,97,Trevor Immelman,74,266.5,8794.5,33,302.6,230.5
97,98,98,Eric Axley,107,266.4,11720.4,44,302.1,240.6
98,99,99,Jarrod Lyle,77,266.1,11444.0,43,290.3,230.0
99,100,100,Steve Stricker,81,266.0,12501.1,47,285.5,238.0
100,101,101,Rory Sabbatini,81,265.8,7177.6,27,304.9,237.9
101,102,102,Briny Baird,115,265.7,14349.1,54,300.4,232.3
102,T103,T103,Rod Pampling,92,265.6,12217.0,46,311.3,234.5
103,T103,T103,Darron Stiles,65,265.6,8233.8,31,298.7,242.1
104,105,105,Justin Rose,63,265.4,6635.4,25,295.3,225.9
105,106,106,Kent Jones,97,265.3,14592.3,55,290.5,223.5
106,T107,T107,Marco Dawson,73,264.9,7417.4,28,301.1,244.5
107,T107,T107,Jeff Maggert,79,264.9,10332.7,39,297.6,245.4
108,T107,T107,Mike Weir,82,264.9,8476.2,32,281.0,243.9
109,T107,T107,Mark Wilson,87,264.9,14832.2,56,290.7,228.3
110,111,111,Stephen Ames,81,264.8,6620.1,25,304.3,236.4
111,112,112,Jaco Van Zyl,51,264.7,6089.0,23,285.0,241.2
112,113,113,José María Olazábal,52,264.4,5287.1,20,285.6,238.6
113,114,114,Cliff Kresge,107,264.2,16646.2,63,290.4,223.7
114,115,115,Brandt Snedeker,105,264.1,14522.8,55,290.9,239.1
115,T116,T116,Rich Barcelo,80,264.0,10294.9,39,293.8,231.9
116,T116,T116,Cameron Beckman,96,264.0,11880.7,45,299.3,225.0
117,T116,T116,Jeff Brehaut,59,264.0,8185.5,31,292.2,238.0
118,T116,T116,Vaughn Taylor,91,264.0,11086.1,42,291.7,234.6
119,120,120,Jesper Parnevik,88,263.6,10807.7,41,289.7,237.4
120,121,121,Woody Austin,95,263.5,12119.0,46,288.2,236.9
121,122,122,Rocco Mediate,72,263.4,10797.4,41,284.0,236.0
122,123,123,Tom Johnson,74,263.1,8156.4,31,293.1,207.7
123,T124,T124,Mark Hensby,81,262.8,12086.8,46,299.8,228.1
124,T124,T124,Kirk Triplett,77,262.8,14455.0,55,287.9,239.5
125,T126,T126,Billy Mayfair,98,262.7,13662.6,52,290.5,238.2
126,T126,T126,Duffy Waldorf,69,262.7,8144.5,31,289.2,234.8
127,128,128,David Branshaw,83,262.3,10491.6,40,292.8,224.5
128,129,129,Jim Rutledge,59,262.1,3932.2,15,274.2,240.3
129,T130,T130,Johnson Wagner,97,261.9,11784.1,45,297.0,222.6
130,T130,T130,Jay Williamson,50,261.9,6809.0,26,292.5,238.5
131,T132,T132,Bob Heintz,85,261.7,10206.8,39,296.1,241.5
132,T132,T132,David Toms,80,261.7,13084.4,50,286.7,239.6
133,T134,T134,Freddie Jacobson,70,261.5,7059.7,27,286.3,229.4
134,T134,T134,Tom Lehman,62,261.5,8630.6,33,286.2,232.9
135,T134,T134,Steve Wheatcroft,73,261.5,8107.4,31,290.4,233.1
136,137,137,Ryuji Imada,104,261.4,15944.7,61,286.4,213.7
137,T138,T138,Jason Dufner,100,261.3,11759.9,45,298.6,213.4
138,T138,T138,Shaun Micheel,91,261.3,8623.7,33,284.7,232.2
139,140,140,Ryan Armour,107,261.1,14621.3,56,311.1,191.3
140,141,141,Anders Hansen,55,260.7,6517.0,25,278.2,217.5
141,T142,T142,Tommy Armour III,81,260.6,10162.3,39,303.9,219.2
142,T142,T142,Steve Lowery,74,260.6,11205.6,43,296.8,205.2
143,T144,T144,Michael Allen,74,260.0,10140.0,39,299.8,219.4
144,T144,T144,Chris DiMarco,79,260.0,8318.5,32,287.1,224.4
145,146,146,Jim Furyk,84,259.9,12993.8,50,287.5,227.0
146,147,147,Ian Poulter,63,259.7,7012.6,27,277.8,235.2
147,148,148,Craig Lile,77,259.5,10900.8,42,314.9,227.3
148,149,149,Dicky Pride,71,259.3,10113.0,39,291.7,215.9
149,150,150,Ken Duke,112,259.1,10622.4,41,283.6,229.2
150,151,151,Tim Petrovic,106,259.0,12173.6,47,290.8,222.3
151,152,152,Parker McLachlin,83,258.9,8804.3,34,288.8,217.5
152,T153,T153,Brian Davis,101,258.7,13969.6,54,280.4,227.6
153,T153,T153,Steve Flesch,100,258.7,10867.1,42,281.4,233.9
154,T153,T153,Kevin Na,84,258.7,10346.8,40,287.4,211.8
155,T153,T153,Charlie Wi,90,258.7,13194.5,51,278.3,230.9
156,157,157,Nathan Green,103,258.5,13181.5,51,282.6,195.4
157,158,158,Jeff Quinney,95,258.4,12659.6,49,279.7,221.0
158,T159,T159,Jerry Kelly,101,258.1,13420.2,52,287.6,223.1
159,T159,T159,Dean Wilson,92,258.1,9548.1,37,295.8,215.3
160,161,161,Daisuke Maruyama,86,257.7,12628.0,49,299.9,214.1
161,162,162,Nick O'Hern,72,257.6,9530.0,37,282.3,219.1
162,163,163,Justin Leonard,95,257.4,15188.2,59,283.6,214.6
163,164,164,John Mallinger,96,257.3,12867.0,50,296.8,233.6
164,165,165,Tom Pernice Jr.,104,257.0,14133.4,55,294.9,228.1
165,166,166,Tripp Isenhour,86,256.8,8988.3,35,278.0,232.5
166,167,167,Ben Curtis,80,256.7,10269.1,40,279.9,228.6
167,168,168,Bob Tway,103,256.6,11547.2,45,289.4,207.6
168,169,169,Robert Gamez,88,256.3,10253.4,40,286.8,205.0
169,170,170,Zach Johnson,76,256.0,11519.1,45,279.0,231.1
170,171,171,Heath Slocum,101,255.9,15096.7,59,273.5,229.6
171,172,172,Stephen Leaney,82,255.8,8953.7,35,288.8,231.0
172,173,173,Chris Riley,59,253.8,5076.9,20,295.7,225.1
173,174,174,Tim Clark,66,253.3,10383.4,41,275.4,232.3
174,175,175,Matt Kuchar,85,253.2,8355.3,33,285.9,202.3
175,176,176,Bob Estes,88,252.9,10117.5,40,276.3,226.3
176,177,177,Mark Brooks,53,252.8,6066.3,24,286.1,222.6
177,178,178,Richard Johnson,93,252.6,8336.8,33,287.1,217.3
178,179,179,Doug LaBelle II,104,252.2,13116.9,52,274.6,223.2
179,180,180,Shigeki Maruyama,84,252.0,9325.4,37,283.4,215.4
180,181,181,Scott Verplank,82,251.3,9550.6,38,272.3,230.5
181,182,182,Glen Day,85,251.0,9787.5,39,278.4,225.1
182,183,183,Jeff Sluman,60,250.4,5259.1,21,270.0,221.4
183,184,184,Bart Bryant,87,249.3,11965.9,48,273.8,219.8
184,185,185,Paul Gow,70,249.2,6977.3,28,276.4,218.8
185,186,186,Steve Elkington,87,249.0,8466.0,34,263.9,223.6
186,187,187,Michael Boyd,61,247.9,7435.6,30,272.5,224.8
187,188,188,Craig Kanada,109,247.7,15359.6,62,278.0,218.0
188,189,189,Tom Byrum,50,247.4,6184.6,25,268.7,227.5
189,190,190,Fred Funk,65,246.1,9353.4,38,261.0,223.3
190,191,191,Paul Goydos,60,245.8,9093.7,37,265.8,213.5
191,192,192,Craig Bowden,78,245.7,9829.6,40,267.8,218.4
192,193,193,Corey Pavin,81,244.4,7577.5,31,274.1,199.7
193,194,194,Brian Gay,107,244.3,12949.8,53,264.5,220.4
194,195,195,José Coceres,50,243.7,8043.0,33,267.4,202.4
195,196,196,Gavin Coles,87,242.6,9460.0,39,259.6,210.9
