,Club_Head_Speed_RANK THIS WEEK,Club_Head_Speed_RANK LAST WEEK,Club_Head_Speed_PLAYER NAME,Club_Head_Speed_ROUNDS,Club_Head_Speed_AVG.,Club_Head_Speed_TOTAL CLUB HEAD SPEED,Club_Head_Speed_TOTAL ATTEMPTS,Club_Head_Speed_FASTEST SPEED,Club_Head_Speed_SLOWEST SPEED
26,27,27,Retief Goosen,50,117.83,3181.4,27,121.91,112.3
27,28,28,Troy Matteson,87,117.49,6461.96,55,123.47,113.44
28,29,29,Charles Warren,101,117.4,7748.14,66,124.54,111.82
29,30,30,George McNeill,95,117.37,6572.85,56,124.11,111.03
30,31,31,Boo Weekley,101,117.17,5623.93,48,121.32,114.4
31,32,32,Ernie Els,59,117.09,3863.85,33,120.42,114.7
32,33,33,Daniel Chopra,106,116.74,7938.45,68,122.49,111.68
33,34,34,Michael Sim,52,116.69,3734.2,32,132.28,113.12
34,35,35,Kyle Reifers,71,116.6,3498.12,30,119.08,113.34
35,36,36,Robert Allenby,90,116.58,6178.55,53,123.18,112.44
36,37,37,Geoff Ogilvy,84,116.35,6049.95,52,119.78,112.9
37,38,38,Padraig Harrington,64,116.24,3952.04,34,118.99,113.15
38,39,39,Michael Putnam,96,116.18,5344.2,46,120.86,111.99
39,40,40,J.J. Henry,86,116.1,5572.64,48,121.51,111.4
40,41,41,Jonathan Byrd,73,116.03,5685.6,49,121.16,112.57
41,42,42,Ryan Palmer,91,115.91,6143.26,53,118.68,110.25
42,43,43,Sean O'Hair,98,115.87,7415.8,64,121.08,106.47
43,44,44,Camilo Villegas,82,115.81,4979.8,43,120.68,112.21
44,45,45,Matt Hendrix,63,115.71,4281.32,37,121.17,106.78
45,46,46,Paul Stankowski,52,115.69,2892.23,25,121.68,111.35
46,47,47,Kevin Stadler,95,115.56,5893.79,51,122.47,111.85
47,48,48,Brendon de Jonge,76,115.55,4853.11,42,122.43,112.3
48,49,49,Trevor Immelman,74,115.51,4389.55,38,122.05,111.85
49,50,50,José María Olazábal,52,115.26,2996.77,26,119.71,112.68
50,51,51,Steve Wheatcroft,73,115.23,4494.14,39,119.33,112.25
51,52,52,Bo Van Pelt,104,115.21,7604.1,66,119.08,110.27
52,53,53,Stuart Appleby,74,115.13,6792.93,59,118.88,106.72
53,54,54,Will MacKenzie,100,115.07,7939.69,69,120.69,110.35
54,55,55,Jeff Overton,60,114.99,4369.57,38,120.96,111.93
55,56,56,Mathew Goggin,97,114.97,7127.86,62,121.18,111.56
56,57,57,Ted Purdy,102,114.89,6319.13,55,120.24,111.79
57,58,58,Steve Allan,63,114.72,4359.54,38,117.93,111.78
58,59,59,John Rollins,102,114.68,7339.6,64,118.56,111.21
59,60,60,Stewart Cink,91,114.63,7451.05,65,120.27,109.67
60,61,61,Joe Durant,88,114.59,6531.41,57,119.83,110.93
61,62,62,Rory Sabbatini,81,114.53,5039.49,44,117.15,110.85
62,63,63,Mathias Grönberg,95,114.47,7097.04,62,120.39,110.26
63,64,64,Chris Tidland,59,114.31,4915.31,43,118.49,108.74
64,65,65,D.J. Trahan,99,114.29,6514.69,57,119.42,105.97
65,66,66,Brett Quigley,79,114.27,4456.64,39,121.29,110.98
66,67,67,Hunter Mahan,91,114.26,5827.07,51,117.55,107.52
67,68,68,Vijay Singh,102,114.2,7765.68,68,117.65,109.87
68,69,69,Michael Allen,74,114.17,4909.45,43,121.54,110.55
69,70,70,Mark Calcavecchia,93,114.1,6503.66,57,120.45,110.96
70,71,71,Jason Schultz,63,114.02,3306.63,29,130.5,110.04
71,72,72,Marco Dawson,73,113.9,4783.83,42,116.39,110.52
72,73,73,Chad Campbell,96,113.89,6491.69,57,121.17,110.47
73,74,74,Ryan Moore,92,113.83,7171.08,63,120.12,110.62
74,75,75,Rod Pampling,92,113.81,6601.12,58,123.58,109.36
75,T76,T76,Ken Duke,112,113.78,6371.74,56,120.25,109.69
76,T76,T76,Carl Pettersson,111,113.78,8647.21,76,117.5,109.95
77,78,78,Andrew Buckle,77,113.77,6029.78,53,119.49,109.9
78,79,79,Kenny Perry,83,113.59,6247.49,55,118.8,105.87
79,80,80,Bubba Dickerson,51,113.56,3066.04,27,115.71,110.19
80,81,81,Jim Rutledge,59,113.55,3065.82,27,118.56,109.45
81,82,82,Brian Bateman,55,113.53,3746.62,33,117.9,105.98
82,83,83,Lee Janzen,66,113.51,4313.19,38,128.87,109.03
83,84,84,Craig Barlow,52,113.43,2949.13,26,116.97,110.69
84,85,85,Jeff Brehaut,59,113.4,4195.74,37,117.12,107.35
85,86,86,Steve Marino,106,113.37,6348.89,56,117.37,109.76
86,87,87,Johnson Wagner,97,113.35,6574.58,58,118.08,109.51
87,T88,T88,Bryce Molder,56,113.29,3285.41,29,117.87,105.06
88,T88,T88,Tim Petrovic,106,113.29,6570.85,58,118.95,107.38
89,90,90,Justin Rose,63,113.27,3964.41,35,117.73,106.87
90,91,91,Rich Barcelo,80,113.26,5323.43,47,119.88,105.45
91,92,92,John Merrick,92,113.16,6563.23,58,118.86,105.92
92,93,93,Rich Beem,89,113.08,6671.97,59,122.96,109.97
93,94,94,Chris Stroud,66,113.07,4296.82,38,116.23,110.12
94,95,95,Charlie Wi,90,112.97,6665.12,59,117.62,109.73
95,96,96,Todd Hamilton,76,112.85,4626.79,41,116.02,109.6
96,97,97,Shaun Micheel,91,112.84,5077.64,45,118.64,103.13
97,98,98,Jarrod Lyle,77,112.72,5410.55,48,117.39,106.79
98,99,99,Peter Lonard,85,112.71,5973.45,53,118.3,108.0
99,T100,T100,Tim Herron,98,112.7,7100.17,63,118.12,108.24
100,T100,T100,Tom Lehman,62,112.7,4282.59,38,118.35,107.64
101,102,102,Woody Austin,95,112.67,7549.05,67,116.88,107.55
102,103,103,Frank Lickliter II,95,112.58,7317.65,65,119.34,109.61
103,104,104,K.J. Choi,87,112.43,6071.16,54,116.83,109.21
104,105,105,Jason Bohn,57,112.4,3934.14,35,117.64,109.55
105,106,106,Stephen Ames,81,112.34,4942.88,44,117.3,108.4
106,107,107,David Branshaw,83,112.16,6056.6,54,116.28,108.14
107,108,108,Billy Andrade,88,112.07,6611.93,59,118.0,108.19
108,109,109,Mike Weir,82,112.06,5266.91,47,114.36,107.16
109,110,110,Jason Dufner,100,111.99,6047.27,54,114.65,108.57
110,111,111,Kevin Sutherland,85,111.95,6157.28,55,114.64,106.11
111,112,112,Freddie Jacobson,70,111.91,4924.02,44,116.18,103.65
112,113,113,Steve Flesch,100,111.8,6372.7,57,115.45,107.65
113,114,114,Parker McLachlin,83,111.62,4799.7,43,115.95,103.93
114,115,115,Nathan Green,103,111.61,7142.84,64,117.16,104.43
115,116,116,Bob Estes,88,111.56,6693.66,60,117.53,107.4
116,117,117,D.J. Brigman,67,111.55,4350.38,39,114.53,107.94
117,118,118,Jesper Parnevik,88,111.54,6357.92,57,115.67,107.12
118,119,119,Steve Lowery,74,111.38,5569.12,50,115.66,107.34
119,120,120,Kevin Na,84,111.22,6006.09,54,120.01,107.07
120,121,121,Eric Axley,107,111.15,7447.36,67,116.92,107.48
121,122,122,Joey Sindelar,75,111.12,5778.14,52,115.94,101.99
122,123,123,Bart Bryant,87,111.08,6220.54,56,123.91,107.38
123,124,124,Jim Furyk,84,111.05,6329.86,57,115.89,106.72
124,T125,T125,Alex Cejka,80,111.0,5328.11,48,114.96,107.83
125,T125,T125,Duffy Waldorf,69,111.0,4440.09,40,116.21,107.72
126,T127,T127,Tom Johnson,74,110.96,5104.0,46,117.49,100.66
127,T127,T127,Kent Jones,97,110.96,7323.4,66,117.09,105.29
128,129,129,Anders Hansen,55,110.88,3326.41,30,115.14,105.48
129,130,130,Briny Baird,115,110.86,8314.69,75,116.5,107.01
130,T131,T131,J.P. Hayes,89,110.78,6314.58,57,114.33,107.28
131,T131,T131,Joe Ogilvie,102,110.78,7644.0,69,116.97,106.8
132,133,133,Bob Tway,103,110.63,6859.27,62,115.81,103.79
133,134,134,Steve Stricker,81,110.62,6416.17,58,115.65,103.89
134,135,135,Rocco Mediate,72,110.42,6294.04,57,120.2,106.1
135,136,136,Cameron Beckman,96,110.37,6180.57,56,114.67,103.61
136,T137,T137,Jeff Gove,103,110.27,7829.27,71,115.67,107.35
137,T137,T137,Jay Williamson,50,110.27,3308.18,30,112.37,107.18
138,139,139,Ryuji Imada,104,110.03,8472.0,77,116.36,106.23
139,T140,T140,Ryan Armour,107,109.98,7808.42,71,113.99,105.81
140,T140,T140,Arron Oberholser,69,109.98,5388.78,49,112.67,103.35
141,T142,T142,Cliff Kresge,107,109.85,7909.02,72,115.34,106.21
142,T142,T142,Justin Leonard,95,109.85,7249.94,66,115.78,106.52
143,144,144,Ian Poulter,63,109.82,3843.67,35,113.01,105.37
144,145,145,Brandt Snedeker,105,109.7,6911.25,63,113.82,103.82
145,146,146,Luke Donald,69,109.67,4606.1,42,114.36,106.5
146,147,147,Dean Wilson,92,109.64,5810.83,53,115.44,104.98
147,148,148,Jeff Quinney,95,109.61,6467.03,59,118.18,105.85
148,T149,T149,Mark Hensby,81,109.6,6247.25,57,115.12,105.88
149,T149,T149,Dicky Pride,71,109.6,4932.05,45,112.64,104.2
150,151,151,Craig Lile,77,109.47,5145.15,47,112.52,104.62
151,152,152,Tripp Isenhour,86,109.43,5581.13,51,114.03,104.0
152,153,153,Jaco Van Zyl,51,109.38,3609.59,33,116.83,107.05
153,154,154,Doug LaBelle II,104,109.21,7207.92,66,113.72,105.17
154,155,155,Daisuke Maruyama,86,109.15,5894.14,54,113.63,104.94
155,156,156,Bob Heintz,85,109.13,5129.24,47,111.93,105.46
156,157,157,Steve Elkington,87,109.07,5344.44,49,113.07,106.53
157,T158,T158,José Coceres,50,108.83,4244.5,39,114.92,101.9
158,T158,T158,Tom Pernice Jr.,104,108.83,6747.72,62,112.52,105.73
159,160,160,David Toms,80,108.78,5765.34,53,114.62,103.93
160,161,161,Ben Curtis,80,108.74,5763.15,53,113.45,105.43
161,162,162,Chris DiMarco,79,108.73,5110.36,47,111.82,102.97
162,163,163,Vaughn Taylor,91,108.68,6303.59,58,112.85,104.86
163,164,164,Tommy Armour III,81,108.67,6085.34,56,112.34,103.34
164,165,165,Zach Johnson,76,108.48,6074.74,56,113.23,104.83
165,166,166,Jeff Maggert,79,108.46,6182.27,57,116.01,104.37
166,167,167,Darron Stiles,65,108.45,3795.9,35,114.82,104.65
167,168,168,Richard Johnson,93,108.41,5095.43,47,112.06,105.19
168,169,169,Nick O'Hern,72,108.38,4876.92,45,112.53,103.47
169,T170,T170,Paul Gow,70,108.33,4658.09,43,113.07,104.01
170,T170,T170,Mark Wilson,87,108.33,6933.13,64,112.27,105.37
171,172,172,Tom Byrum,50,108.3,3248.86,30,118.13,104.29
172,173,173,Matt Kuchar,85,108.21,5302.05,49,115.68,104.93
173,174,174,Jeff Sluman,60,108.2,3245.95,30,110.97,104.42
174,175,175,Chris Riley,59,108.19,3570.37,33,112.78,105.06
175,176,176,Heath Slocum,101,108.16,7895.86,73,112.42,105.65
176,177,177,Jerry Kelly,101,108.01,6912.35,64,111.87,104.02
177,178,178,Brian Davis,101,107.83,6685.57,62,115.56,104.07
178,179,179,John Mallinger,96,107.78,7113.53,66,111.89,104.19
179,180,180,Billy Mayfair,98,107.69,6999.59,65,111.94,104.36
180,181,181,Scott Verplank,82,107.34,5474.17,51,110.28,104.47
181,182,182,Robert Gamez,88,107.15,5893.02,55,110.66,101.12
182,183,183,Stephen Leaney,82,107.1,5355.08,50,111.32,101.78
183,184,184,Kirk Triplett,77,106.51,6390.49,60,109.17,103.13
184,185,185,Tim Clark,66,106.36,5424.32,51,110.16,102.57
185,186,186,Fred Funk,65,106.24,4355.87,41,111.06,102.88
186,187,187,Glen Day,85,106.09,5622.97,53,113.08,100.79
187,188,188,Paul Goydos,60,105.99,4239.49,40,110.12,103.11
188,189,189,Shigeki Maruyama,84,105.86,5822.56,55,110.51,102.27
189,190,190,Michael Boyd,61,105.85,3704.77,35,113.48,102.11
190,191,191,Craig Kanada,109,105.65,7500.94,71,110.69,102.62
191,192,192,Corey Pavin,81,104.34,5217.11,50,109.32,101.53
192,193,193,Brian Gay,107,104.33,7928.97,76,108.69,100.97
193,194,194,Gavin Coles,87,103.49,5277.86,51,107.86,99.94
194,195,195,Mark Brooks,53,103.26,2994.63,29,106.94,100.39
195,196,196,Craig Bowden,78,101.86,5296.68,52,104.47,99.34
