,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
79,80,80,Ted Purdy,102,5.75,70,1217,+0.214
80,81,81,Tim Petrovic,106,5.74,76,1325,+0.105
81,82,82,Shaun Micheel,91,5.73,56,978,+0.214
82,83,83,Ryan Armour,107,5.71,75,1313,+0.227
83,84,84,Chris DiMarco,79,5.69,50,878,+0.280
84,85,85,Bryce Molder,56,5.68,39,687,+0.410
85,86,86,Justin Leonard,95,5.66,65,1149,+0.154
86,87,87,Paul Stankowski,52,5.63,33,586,+0.242
87,T88,T88,Sergio Garcia,68,5.61,43,766,+0.233
88,T88,T88,Jerry Kelly,101,5.61,59,1051,+0.068
89,T90,T90,Bob Heintz,85,5.59,56,1002,+0.018
90,T90,T90,Cliff Kresge,107,5.59,78,1395,+0.218
91,T92,T92,Troy Matteson,87,5.56,59,1061,+0.237
92,T92,T92,Michael Sim,52,5.56,39,702,+0.333
93,94,94,Steve Elkington,87,5.52,56,1015,+0.161
94,T95,T95,Kevin Na,84,5.5,60,1091,+0.283
95,T95,T95,Carl Pettersson,111,5.5,71,1291,+0.127
96,97,97,Jeff Gove,103,5.49,72,1312,+0.139
97,98,98,John Rollins,102,5.45,64,1175,+0.156
98,99,99,Pat Perez,84,5.41,49,905,+0.061
99,100,100,Daniel Chopra,106,5.35,71,1328,+0.183
100,101,101,Jason Gore,86,5.32,58,1090,+0.259
101,102,102,Scott Gutschewski,67,5.3,43,812,+0.209
102,103,103,Kevin Sutherland,85,5.29,51,964,+0.176
103,104,104,Will MacKenzie,100,5.28,67,1270,+0.045
104,105,105,Ken Duke,112,5.26,70,1330,-0.029
105,106,106,Rich Barcelo,80,5.2,51,980,+0.235
106,T107,T107,Mark Hensby,81,5.18,52,1003,+0.269
107,T107,T107,Daisuke Maruyama,86,5.18,55,1062,+0.200
108,T109,T109,Stewart Cink,91,5.16,52,1007,+0.154
109,T109,T109,Glen Day,85,5.16,54,1046,+0.241
110,111,111,Alex Cejka,80,5.14,53,1031,+0.113
111,112,112,Briny Baird,115,5.12,75,1466,E
112,113,113,Camilo Villegas,82,5.11,49,958,+0.224
113,114,114,Brendon de Jonge,76,5.1,47,922,+0.213
114,T115,T115,Billy Andrade,88,5.09,56,1100,+0.268
115,T115,T115,Chris Stroud,66,5.09,40,786,+0.050
116,117,117,Harrison Frazar,88,5.08,52,1023,+0.135
117,118,118,K.J. Choi,87,5.05,48,951,+0.063
118,119,119,Bo Van Pelt,104,5.03,68,1351,-0.088
119,T120,T120,Brian Bateman,55,5.02,31,618,+0.258
120,T120,T120,José María Olazábal,52,5.02,26,518,+0.538
121,122,122,Jason Schultz,63,4.99,37,742,+0.054
122,T123,T123,Cameron Beckman,96,4.97,59,1188,+0.203
123,T123,T123,Jeff Brehaut,59,4.97,34,684,+0.441
124,125,125,Marco Dawson,73,4.96,45,908,+0.022
125,126,126,Matt Hendrix,63,4.95,38,768,+0.421
126,127,127,Rocco Mediate,72,4.92,46,935,+0.196
127,128,128,Johnson Wagner,97,4.91,59,1202,+0.017
128,129,129,Aaron Baddeley,83,4.85,45,928,+0.156
129,130,130,Anders Hansen,55,4.83,23,476,-0.174
130,131,131,Kenny Perry,83,4.8,50,1042,+0.060
131,132,132,Woody Austin,95,4.78,56,1172,+0.125
132,133,133,Brett Quigley,79,4.77,42,881,+0.143
133,134,134,Scott Verplank,82,4.73,39,825,+0.154
134,135,135,Peter Lonard,85,4.63,49,1058,+0.265
135,136,136,D.J. Trahan,99,4.62,58,1255,+0.276
136,137,137,Jarrod Lyle,77,4.59,43,936,+0.163
137,138,138,Craig Bowden,78,4.58,43,938,+0.047
138,139,139,Tommy Armour III,81,4.56,44,965,+0.136
139,140,140,Jonathan Byrd,73,4.51,39,864,+0.231
140,141,141,Steve Wheatcroft,73,4.45,38,854,+0.421
141,142,142,Bart Bryant,87,4.44,46,1036,+0.348
142,143,143,Zach Johnson,76,4.43,37,836,+0.243
143,144,144,Retief Goosen,50,4.41,21,476,+0.190
144,145,145,Robert Garrigus,95,4.4,53,1204,+0.189
145,146,146,Rich Beem,89,4.39,43,980,-0.093
146,T147,T147,Joe Ogilvie,102,4.38,53,1210,+0.264
147,T147,T147,Jaco Van Zyl,51,4.38,27,616,+0.111
148,T149,T149,J.B. Holmes,71,4.35,39,897,-0.051
149,T149,T149,Bubba Watson,80,4.35,40,920,+0.200
150,151,151,Brandt Snedeker,105,4.34,52,1199,-0.096
151,T152,T152,Anthony Kim,93,4.32,48,1111,+0.188
152,T152,T152,George McNeill,95,4.32,48,1112,+0.125
153,T152,T152,Tiger Woods,63,4.32,26,602,-0.038
154,T155,T155,Brian Davis,101,4.3,53,1232,+0.151
155,T155,T155,Nick Watney,87,4.3,42,976,+0.119
156,157,157,Brett Wetterich,88,4.28,42,981,+0.119
157,158,158,Steve Allan,63,4.18,32,766,-0.063
158,159,159,J.P. Hayes,89,4.13,46,1115,+0.239
159,160,160,Geoff Ogilvy,84,4.11,37,900,+0.189
160,T161,T161,Hunter Mahan,91,4.08,41,1006,+0.146
161,T161,T161,Vaughn Taylor,91,4.08,41,1004,+0.098
162,163,163,Rod Pampling,92,4.04,42,1039,+0.071
163,164,164,Mathias Grönberg,95,3.99,49,1228,+0.102
164,165,165,Vijay Singh,102,3.92,45,1148,+0.156
165,T166,T166,Sean O'Hair,98,3.87,45,1164,+0.044
166,T166,T166,Jim Rutledge,59,3.87,25,646,+0.240
167,T168,T168,Greg Owen,81,3.86,38,984,+0.289
168,T168,T168,Steve Stricker,81,3.86,35,907,+0.057
169,170,170,Robert Allenby,90,3.8,40,1052,+0.050
170,171,171,Frank Lickliter II,95,3.79,45,1187,+0.178
171,172,172,Steve Marino,106,3.76,48,1275,+0.292
172,173,173,Jay Williamson,50,3.72,25,672,E
173,174,174,Charley Hoffman,97,3.71,43,1158,+0.209
174,T175,T175,Bubba Dickerson,51,3.67,22,600,+0.455
175,T175,T175,Lucas Glover,98,3.67,40,1091,+0.100
176,177,177,John Daly,59,3.63,25,688,+0.240
177,178,178,John Merrick,92,3.53,40,1134,+0.050
178,179,179,Darron Stiles,65,3.37,25,742,+0.040
179,180,180,Mark Calcavecchia,93,3.34,34,1019,+0.294
180,181,181,Charles Warren,101,3.31,43,1299,+0.186
181,182,182,Craig Barlow,52,3.25,20,615,+0.500
182,183,183,Adam Scott,69,3.16,24,760,+0.292
183,184,184,Mike Weir,82,3.1,26,840,+0.346
184,185,185,Steve Lowery,74,3.09,30,970,+0.400
185,186,186,Ernie Els,59,3.08,19,616,+0.053
186,187,187,Justin Rose,63,2.93,16,546,+0.375
187,188,188,Jeff Overton,60,2.92,22,754,+0.045
188,189,189,Bill Haas,93,2.88,33,1144,+0.091
189,190,190,Phil Mickelson,73,2.61,19,728,+0.263
190,191,191,Padraig Harrington,64,2.48,16,644,+0.438
191,192,192,Kevin Stadler,95,2.47,27,1092,+0.037
192,193,193,Tag Ridings,52,2.23,14,628,+0.071
193,194,194,Charles Howell III,89,2.17,20,920,+0.300
194,195,195,Henrik Stenson,52,1.79,9,504,+0.111
195,196,196,Boo Weekley,101,1.56,17,1090,+0.059
