,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
98,99,99,Jarrod Lyle,77,201,101,100
99,100,100,Phil Mickelson,73,203,119,84
100,101,101,Michael Sim,52,204,98,106
101,102,102,Freddie Jacobson,70,205,159,46
102,T103,T103,Stewart Cink,91,206,158,48
103,T103,T103,Chris Tidland,59,206,75,131
104,T105,T105,Steve Elkington,87,215,66,149
105,T105,T105,Doug LaBelle II,104,215,101,114
106,T107,T107,Daniel Chopra,106,216,141,75
107,T107,T107,Charley Hoffman,97,216,93,123
108,T107,T107,Troy Matteson,87,216,79,137
109,110,110,Ernie Els,59,217,119,98
110,T111,T111,Michael Boyd,61,218,70,148
111,T111,T111,Kyle Reifers,71,218,108,110
112,113,113,Rod Pampling,92,219,141,78
113,114,114,Woody Austin,95,221,154,67
114,T115,T115,K.J. Choi,87,222,148,74
115,T115,T115,Rocco Mediate,72,222,132,90
116,117,117,Steve Stricker,81,223,168,55
117,118,118,Paul Stankowski,52,226,83,143
118,119,119,Bubba Dickerson,51,227,34,193
119,T120,T120,Chris Couch,76,229,108,121
120,T120,T120,Jason Dufner,100,229,149,80
121,T120,T120,Tag Ridings,52,229,72,157
122,123,123,Mike Weir,82,234,83,151
123,124,124,Davis Love III,66,235,111,124
124,125,125,Jason Schultz,63,236,72,164
125,126,126,Harrison Frazar,88,237,104,133
126,127,127,John Mallinger,96,238,86,152
127,128,128,Chris Riley,59,242,77,165
128,129,129,J.P. Hayes,89,247,93,154
129,T130,T130,Brendon de Jonge,76,248,135,113
130,T130,T130,Scott Gutschewski,67,248,88,160
131,T132,T132,Richard Johnson,93,250,151,99
132,T132,T132,Matt Kuchar,85,250,166,84
133,T134,T134,José Coceres,50,259,91,168
134,T134,T134,Tim Herron,98,259,157,102
135,T136,T136,Fred Funk,65,264,93,171
136,T136,T136,Brian Gay,107,264,111,153
137,138,138,Billy Andrade,88,266,185,81
138,T139,T139,Jonathan Byrd,73,268,132,136
139,T139,T139,Luke Donald,69,268,123,145
140,T139,T139,Bob Heintz,85,268,122,146
141,142,142,Sergio Garcia,68,269,164,105
142,T143,T143,Charles Howell III,89,270,130,140
143,T143,T143,Cliff Kresge,107,270,174,96
144,145,145,Mark Hensby,81,272,132,140
145,146,146,Ryan Palmer,91,273,146,127
146,147,147,Craig Kanada,109,275,167,108
147,148,148,Tripp Isenhour,86,277,93,184
148,149,149,Chad Campbell,96,278,149,129
149,T150,T150,Anders Hansen,55,279,123,156
150,T150,T150,Vaughn Taylor,91,279,159,120
151,T150,T150,David Toms,80,279,151,128
152,153,153,John Daly,59,280,101,179
153,154,154,Geoff Ogilvy,84,281,123,158
154,155,155,Bob Estes,88,282,139,143
155,156,156,Tom Pernice Jr.,104,284,114,170
156,157,157,Brandt Snedeker,105,291,188,103
157,T158,T158,Tim Clark,66,292,116,176
158,T158,T158,Paul Gow,70,292,162,130
159,T160,T160,Marco Dawson,73,297,163,134
160,T160,T160,Lee Janzen,66,297,180,117
161,162,162,Gavin Coles,87,298,137,161
162,163,163,Carl Pettersson,111,301,175,126
163,164,164,Andrew Buckle,77,303,141,162
164,165,165,Joe Ogilvie,102,309,137,172
165,166,166,Kevin Na,84,313,146,167
166,T167,T167,Stuart Appleby,74,315,140,175
167,T167,T167,Dicky Pride,71,315,180,135
168,169,169,Aaron Baddeley,83,318,130,188
169,T170,T170,Craig Lile,77,321,171,150
170,T170,T170,Henrik Stenson,52,321,141,180
171,172,172,Bob Tway,103,325,187,138
172,173,173,Dean Wilson,92,326,184,142
173,T174,T174,Paul Goydos,60,333,141,192
174,T174,T174,Tim Petrovic,106,333,178,155
175,176,176,Corey Pavin,81,334,151,183
176,177,177,Arron Oberholser,69,335,172,163
177,178,178,Rich Barcelo,80,339,192,147
178,179,179,Ben Curtis,80,340,155,185
179,180,180,Brian Bateman,55,341,164,177
180,181,181,Rory Sabbatini,81,344,170,174
181,T182,T182,Nathan Green,103,346,177,169
182,T182,T182,Brett Quigley,79,346,180,166
183,184,184,Padraig Harrington,64,348,159,189
184,185,185,Ian Poulter,63,349,176,173
185,186,186,Ryuji Imada,104,352,193,159
186,187,187,Retief Goosen,50,367,173,194
187,188,188,Eric Axley,107,369,191,178
188,189,189,Bryce Molder,56,370,179,191
189,190,190,Parker McLachlin,83,371,185,186
190,191,191,Shigeki Maruyama,84,372,190,182
191,192,192,Jeff Sluman,60,376,195,181
192,193,193,Todd Hamilton,76,378,183,195
193,194,194,Nick O'Hern,72,379,189,190
194,195,195,Chris DiMarco,79,381,194,187
195,196,196,José María Olazábal,52,392,196,196
