,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
30,T30,T12,Geoff Ogilvy,84,398,Mercedes-Benz Championship,4,18,656
31,T32,4,Chris Couch,76,397,Mercedes-Benz Championship,3,12,656
32,T32,T32,K.J. Choi,87,397,Mercedes-Benz Championship,1,12,656
33,T32,T32,Will MacKenzie,100,397,Mercedes-Benz Championship,1,12,656
34,T32,T22,Troy Matteson,87,397,World Golf Championships-Bridgestone Invitational,3,16,36
35,T36,T36,John Daly,59,396,Sony Open in Hawaii,1,16,6
36,T36,T36,Rich Barcelo,80,396,Bob Hope Chrysler Classic,5,18,723
37,T36,8,Adam Scott,69,396,Mercedes-Benz Championship,4,12,656
38,T39,T36,John Daly,59,395,Sony Open in Hawaii,4,16,6
39,T39,15,John Rollins,102,395,Bob Hope Chrysler Classic,5,7,723
40,T39,T39,Sean O'Hair,98,395,U.S. Open Championship,2,1,608
41,T42,T42,Steve Lowery,74,394,Reno-Tahoe Open,2,8,660
42,T42,T42,Charley Hoffman,97,394,Bob Hope Chrysler Classic,5,7,723
43,T42,T42,Ken Duke,112,394,Frys.com Open benefiting Shriners Hospitals for Children,3,4,538
44,T45,T45,Greg Owen,81,393,Frys.com Open benefiting Shriners Hospitals for Children,3,4,538
45,T45,T45,Raphael Jacquelin,10,393,World Golf Championships-Bridgestone Invitational,2,8,36
46,T45,T22,Robert Garrigus,95,393,Canadian Open presented by Franklin Templeton Investments,3,2,736
47,T45,T45,Chris Stroud,66,393,Frys.com Open benefiting Shriners Hospitals for Children,4,4,538
48,T45,6,Anthony Kim,93,393,Reno-Tahoe Open,2,9,660
49,T50,9,Ernie Els,59,392,World Golf Championships-Bridgestone Invitational,2,8,36
50,T50,T50,Dean Wilson,92,392,FBR Open,2,15,510
51,T50,T50,Dean Wilson,92,392,U.S. Open Championship,2,1,608
52,T50,7,John Senden,97,392,Bob Hope Chrysler Classic,5,7,723
53,T50,T32,Will MacKenzie,100,392,Bob Hope Chrysler Classic,5,7,723
54,T50,T50,Nick Watney,87,392,Bob Hope Chrysler Classic,5,7,723
55,T50,3,J.B. Holmes,71,392,Mercedes-Benz Championship,4,18,656
56,T50,T50,Kyle Reifers,71,392,Turning Stone Resort Championship,3,2,730
57,T58,T58,Davis Love III,66,391,Mercedes-Benz Championship,4,12,656
58,T58,11,Vijay Singh,102,391,Mercedes-Benz Championship,3,12,656
59,T58,11,Vijay Singh,102,391,World Golf Championships-Bridgestone Invitational,4,8,36
60,T58,T58,Stuart Appleby,74,391,Mercedes-Benz Championship,1,12,656
61,T58,T58,Retief Goosen,50,391,World Golf Championships-Bridgestone Invitational,1,16,36
62,T58,T58,Aaron Baddeley,83,391,Mercedes-Benz Championship,1,12,656
63,T58,T22,Robert Garrigus,95,391,Wyndham Championship,4,9,13
64,T58,T22,Troy Matteson,87,391,World Golf Championships-Bridgestone Invitational,2,8,36
65,T58,3,J.B. Holmes,71,391,Mercedes-Benz Championship,2,18,656
66,T67,T67,Mathias Grönberg,95,390,Valero Texas Open,4,11,625
67,T67,T22,Ted Purdy,102,390,Frys.com Open benefiting Shriners Hospitals for Children,3,4,538
68,T67,T12,Geoff Ogilvy,84,390,Mercedes-Benz Championship,3,18,656
69,T67,T67,Jason Gore,86,390,Reno-Tahoe Open,3,9,660
70,T67,1,Brett Wetterich,88,390,Travelers Championship,2,6,503
71,T67,T39,Sean O'Hair,98,390,Fry's Electronics Open,1,18,713
72,T67,T67,Louis Oosthuizen,4,390,World Golf Championships-CA Championship,4,7,8
73,T67,5,Bubba Dickerson,51,390,Reno-Tahoe Open,2,10,660
74,T75,T36,John Daly,59,389,PGA Championship,2,2,611
75,T75,T58,Davis Love III,66,389,Mercedes-Benz Championship,1,18,656
76,T75,4,Chris Couch,76,389,Mercedes-Benz Championship,3,17,656
77,T75,T75,Craig Barlow,52,389,Bob Hope Chrysler Classic,5,7,723
78,T75,T75,Lee Westwood,29,389,World Golf Championships-Bridgestone Invitational,4,16,36
79,T75,T75,Daniel Chopra,106,389,Bob Hope Chrysler Classic,5,7,723
80,T75,T75,Charles Warren,101,389,Bob Hope Chrysler Classic,5,7,723
81,T75,T75,Ben Crane,29,389,Frys.com Open benefiting Shriners Hospitals for Children,3,4,538
82,T75,T22,Robert Garrigus,95,389,Buick Open,4,18,35
83,T75,3,J.B. Holmes,71,389,Turning Stone Resort Championship,3,18,730
84,T85,11,Vijay Singh,102,388,Mercedes-Benz Championship,4,17,656
85,T85,T12,Geoff Ogilvy,84,388,Mercedes-Benz Championship,3,1,656
86,T85,T22,Troy Matteson,87,388,Mercedes-Benz Championship,3,18,656
87,T88,T36,John Daly,59,387,Valero Texas Open,2,1,625
88,T88,T88,J.J. Henry,86,387,Mercedes-Benz Championship,1,12,656
89,T88,T88,J.J. Henry,86,387,Mercedes-Benz Championship,3,17,656
90,T88,T88,Rory Sabbatini,81,387,Mercedes-Benz Championship,1,17,656
91,T88,8,Adam Scott,69,387,Mercedes-Benz Championship,3,18,656
92,T88,T22,Troy Matteson,87,387,World Golf Championships-Bridgestone Invitational,1,9,36
93,T88,T50,Kyle Reifers,71,387,AT&T Classic,1,10,638
94,T95,T95,Tiger Woods,63,386,World Golf Championships-Bridgestone Invitational,4,16,36
95,T95,T95,Phil Tataurangi,21,386,AT&T Classic,1,7,638
96,T95,T22,Troy Matteson,87,386,Mercedes-Benz Championship,1,7,656
97,T98,T36,John Daly,59,385,Frys.com Open benefiting Shriners Hospitals for Children,3,4,538
98,T98,T98,Lee Janzen,66,385,AT&T Classic,1,17,638
99,T98,T98,Lee Janzen,66,385,Bob Hope Chrysler Classic,5,4,723
100,T98,T98,Stephen Ames,81,385,Mercedes-Benz Championship,1,17,656
101,T98,11,Vijay Singh,102,385,Mercedes-Benz Championship,3,18,656
102,T98,4,Chris Couch,76,385,Reno-Tahoe Open,4,5,660
103,T98,T42,Charley Hoffman,97,385,World Golf Championships-Bridgestone Invitational,4,9,36
104,T98,T98,Hank Kuehne,6,385,AT&T Classic,2,7,638
105,T98,T98,Thongchai Jaidee,10,385,World Golf Championships-Bridgestone Invitational,4,8,36
106,T98,T98,Jason Dufner,100,385,Reno-Tahoe Open,4,10,660
107,T98,T18,Bubba Watson,80,385,Sony Open in Hawaii,2,16,6
108,T109,T67,Jason Gore,86,384,Frys.com Open benefiting Shriners Hospitals for Children,3,4,538
109,T109,T109,Parker McLachlin,83,384,AT&T Classic,1,7,638
110,T109,T109,Steven Bowditch,10,384,AT&T Classic,1,17,638
111,T109,T50,Nick Watney,87,384,World Golf Championships-Bridgestone Invitational,1,8,36
112,T109,3,J.B. Holmes,71,384,Sony Open in Hawaii,2,16,6
113,T114,T114,"Ron Philo, Jr.",12,383,Reno-Tahoe Open,2,10,660
114,T114,T58,Aaron Baddeley,83,383,Mercedes-Benz Championship,3,17,656
115,T114,T75,Charles Warren,101,383,Bob Hope Chrysler Classic,5,18,723
116,T114,T88,J.J. Henry,86,383,Mercedes-Benz Championship,3,18,656
117,T114,T50,Nick Watney,87,383,World Golf Championships-Bridgestone Invitational,2,8,36
118,T119,T119,Robert Karlsson,43,382,World Golf Championships-Bridgestone Invitational,1,16,36
119,T119,T58,Stuart Appleby,74,382,Mercedes-Benz Championship,4,18,656
120,T119,T119,Arron Oberholser,69,382,Mercedes-Benz Championship,1,18,656
121,T119,T119,Padraig Harrington,64,382,World Golf Championships-Bridgestone Invitational,2,16,36
122,T119,T119,Henrik Stenson,52,382,World Golf Championships-Bridgestone Invitational,4,8,36
123,T119,1,Brett Wetterich,88,382,Mercedes-Benz Championship,1,18,656
124,T119,T119,Jeff Quinney,95,382,Bob Hope Chrysler Classic,5,7,723
125,T119,10,Carl Pettersson,111,382,Mercedes-Benz Championship,2,18,656
126,T119,T119,Andres Romero,10,382,World Golf Championships-Bridgestone Invitational,4,8,36
127,T119,T119,Kevin Stadler,95,382,Bob Hope Chrysler Classic,5,7,723
128,T119,3,J.B. Holmes,71,382,Mercedes-Benz Championship,4,7,656
129,T119,6,Anthony Kim,93,382,Bob Hope Chrysler Classic,5,7,723
130,T119,T119,Dustin Johnson,2,382,Valero Texas Open,2,1,625
131,T132,T36,John Daly,59,381,Sony Open in Hawaii,3,16,6
132,T132,T132,Rod Pampling,92,381,Mercedes-Benz Championship,4,18,656
133,T132,T132,Ángel Cabrera,43,381,World Golf Championships-Bridgestone Invitational,1,8,36
134,T132,T12,Geoff Ogilvy,84,381,Mercedes-Benz Championship,3,12,656
135,T132,1,Brett Wetterich,88,381,World Golf Championships-Bridgestone Invitational,1,16,36
136,T132,T75,Charles Warren,101,381,Turning Stone Resort Championship,3,18,730
137,T132,T36,Rich Barcelo,80,381,AT&T Classic,1,7,638
138,T132,T119,Andres Romero,10,381,World Golf Championships-Bridgestone Invitational,4,9,36
139,T132,T50,Nick Watney,87,381,Valero Texas Open,2,11,625
140,T132,3,J.B. Holmes,71,381,Mercedes-Benz Championship,3,18,656
141,T132,3,J.B. Holmes,71,381,Sony Open in Hawaii,2,18,6
142,T132,T132,Matt Hendrix,63,381,Valero Texas Open,3,11,625
143,T132,6,Anthony Kim,93,381,Reno-Tahoe Open,4,18,660
144,T145,T58,Davis Love III,66,380,Mercedes-Benz Championship,3,12,656
145,T145,11,Vijay Singh,102,380,Mercedes-Benz Championship,1,18,656
146,T145,T119,Henrik Stenson,52,380,World Golf Championships-Bridgestone Invitational,2,18,36
147,T145,T145,Ryan Palmer,91,380,AT&T Classic,2,18,638
148,T145,T145,Tag Ridings,52,380,Turning Stone Resort Championship,3,18,730
149,T145,T145,Brendon de Jonge,76,380,AT&T Classic,1,7,638
150,T145,T32,K.J. Choi,87,380,Mercedes-Benz Championship,3,17,656
151,T145,T145,Paul Casey,38,380,World Golf Championships-Bridgestone Invitational,1,8,36
152,T145,T50,Nick Watney,87,380,World Golf Championships-Bridgestone Invitational,2,16,36
153,T145,T145,Brian Miller,2,380,Sony Open in Hawaii,2,16,6
154,T155,T58,Davis Love III,66,379,Mercedes-Benz Championship,3,18,656
155,T155,T155,Joey Sindelar,75,379,AT&T Classic,1,7,638
156,T155,T155,Kirk Triplett,77,379,Mercedes-Benz Championship,1,12,656
157,T155,T155,Neal Lancaster,41,379,Reno-Tahoe Open,3,10,660
158,T155,T155,Jeff Brehaut,59,379,Valero Texas Open,4,1,625
159,T155,T42,Charley Hoffman,97,379,World Golf Championships-Bridgestone Invitational,2,16,36
160,T155,T18,Tim Herron,98,379,Mercedes-Benz Championship,4,12,656
161,T155,T155,Rich Beem,89,379,Valero Texas Open,4,1,625
162,T155,T155,Scott Gutschewski,67,379,Buick Open,4,13,35
163,T155,T18,Bubba Watson,80,379,AT&T National,1,18,24
164,T155,T22,Troy Matteson,87,379,Mercedes-Benz Championship,2,12,656
165,T155,T22,Troy Matteson,87,379,World Golf Championships-Bridgestone Invitational,1,8,36
166,T167,T167,Mark Calcavecchia,93,378,Bob Hope Chrysler Classic,5,7,723
167,T167,T36,John Daly,59,378,Sony Open in Hawaii,4,8,6
168,T167,4,Chris Couch,76,378,Reno-Tahoe Open,4,9,660
169,T167,T167,Chad Campbell,96,378,Mercedes-Benz Championship,4,17,656
170,T167,T42,Charley Hoffman,97,378,World Golf Championships-Bridgestone Invitational,1,16,36
171,T167,T42,Charley Hoffman,97,378,BMW Championship,1,11,526
172,T167,T58,Stuart Appleby,74,378,Mercedes-Benz Championship,2,18,656
173,T167,T167,Stewart Cink,91,378,AT&T Classic,4,18,638
174,T167,T167,Mathew Goggin,97,378,AT&T Classic,1,18,638
175,T167,14,Sergio Garcia,68,378,World Golf Championships-Bridgestone Invitational,1,8,36
176,T167,T22,Ted Purdy,102,378,Reno-Tahoe Open,3,9,660
177,T167,T67,Jason Gore,86,378,Reno-Tahoe Open,2,9,660
178,T167,15,John Rollins,102,378,Mercedes-Benz Championship,4,18,656
179,T167,T12,Eric Axley,107,378,Mercedes-Benz Championship,4,18,656
180,T167,1,Brett Wetterich,88,378,Mercedes-Benz Championship,2,6,656
181,T167,1,Brett Wetterich,88,378,Mercedes-Benz Championship,4,18,656
182,T167,T88,J.J. Henry,86,378,Mercedes-Benz Championship,2,18,656
183,T167,T167,D.J. Trahan,99,378,Reno-Tahoe Open,4,17,660
184,T167,T167,Hunter Mahan,91,378,World Golf Championships-Bridgestone Invitational,1,16,36
185,T167,T155,Scott Gutschewski,67,378,AT&T Classic,2,10,638
186,T167,T22,Andrew Buckle,77,378,Turning Stone Resort Championship,4,18,730
187,T167,10,Carl Pettersson,111,378,Mercedes-Benz Championship,3,18,656
188,T167,T18,Bubba Watson,80,378,Sony Open in Hawaii,2,1,6
189,T167,T167,Lucas Glover,98,378,Reno-Tahoe Open,3,10,660
190,T167,T167,Ryan Moore,92,378,PODS Championship,3,10,665
191,T167,T22,Troy Matteson,87,378,Mercedes-Benz Championship,3,12,656
192,T167,3,J.B. Holmes,71,378,Mercedes-Benz Championship,1,7,656
193,T167,T18,Steve Marino,106,378,Bob Hope Chrysler Classic,5,9,723
194,T195,T195,Kenny Perry,83,377,Sony Open in Hawaii,3,1,6
195,T195,T195,Chris Smith,23,377,Reno-Tahoe Open,2,9,660
196,T195,T98,Stephen Ames,81,377,Mercedes-Benz Championship,3,18,656
197,T195,T195,Bob May,49,377,Reno-Tahoe Open,4,17,660
198,T195,T195,Joe Durant,88,377,Mercedes-Benz Championship,4,12,656
199,T195,T195,Joe Durant,88,377,Bob Hope Chrysler Classic,5,7,723
