,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
47,48,48,Anders Hansen,55,66.95,480,717
48,49,49,Tom Pernice Jr.,104,66.83,973,1456
49,50,50,Charles Warren,101,66.81,942,1410
50,51,51,Peter Lonard,85,66.7,753,1129
51,52,52,Charlie Wi,90,66.59,817,1227
52,53,53,Chris Stroud,66,66.56,597,897
53,54,54,Steve Wheatcroft,73,66.29,639,964
54,55,55,Briny Baird,115,66.24,1026,1549
55,56,56,Matt Kuchar,85,66.2,752,1136
56,57,57,Jeff Brehaut,59,66.04,525,795
57,58,58,Jeff Quinney,95,65.99,877,1329
58,59,59,Craig Kanada,109,65.96,967,1466
59,60,60,John Senden,97,65.91,897,1361
60,61,61,Stephen Leaney,82,65.82,751,1141
61,62,62,David Branshaw,83,65.74,760,1156
62,63,63,Jeff Maggert,79,65.73,727,1106
63,64,64,Jeff Gove,103,65.67,943,1436
64,65,65,Frank Lickliter II,95,65.64,871,1327
65,66,66,Richard Johnson,93,65.56,830,1266
66,67,67,Paul Gow,70,65.51,604,922
67,68,68,D.J. Trahan,99,65.36,902,1380
68,69,69,Joey Sindelar,75,65.29,681,1043
69,70,70,Bob Estes,88,65.28,803,1230
70,71,71,Rich Beem,89,65.25,815,1249
71,72,72,Jason Bohn,57,65.2,517,793
72,73,73,Mark Calcavecchia,93,65.09,811,1246
73,74,74,Duffy Waldorf,69,64.88,628,968
74,T75,T75,Trevor Immelman,74,64.85,620,956
75,T75,T75,David Toms,80,64.85,703,1084
76,77,77,John Rollins,102,64.81,917,1415
77,78,78,Bob Heintz,85,64.74,729,1126
78,T79,T79,K.J. Choi,87,64.71,772,1193
79,T79,T79,Sean O'Hair,98,64.71,891,1377
80,81,81,Boo Weekley,101,64.65,878,1358
81,82,82,Kenny Perry,83,64.61,745,1153
82,83,83,Tom Johnson,74,64.57,647,1002
83,84,84,Tripp Isenhour,86,64.37,737,1145
84,T85,T85,Michael Allen,74,64.31,627,975
85,T85,T85,Ted Purdy,102,64.31,881,1370
86,87,87,Vaughn Taylor,91,64.2,780,1215
87,88,88,Johnson Wagner,97,64.18,869,1354
88,89,89,Lucas Glover,98,64.14,873,1361
89,90,90,Greg Owen,81,64.08,710,1108
90,91,91,Tom Lehman,62,64.01,555,867
91,T92,T92,Ryan Moore,92,64.0,823,1286
92,T92,T92,Dean Wilson,92,64.0,823,1286
93,94,94,J.J. Henry,86,63.96,763,1193
94,95,95,Justin Rose,63,63.93,530,829
95,96,96,Mike Weir,82,63.82,725,1136
96,97,97,Steve Stricker,81,63.73,715,1122
97,98,98,Jeff Overton,60,63.66,515,809
98,99,99,Freddie Jacobson,70,63.62,626,984
99,100,100,Steve Flesch,100,63.56,888,1397
100,101,101,Mark Hensby,81,63.45,717,1130
101,T102,T102,Jason Gore,86,63.33,760,1200
102,T102,T102,Steve Lowery,74,63.33,658,1039
103,T102,T102,Rod Pampling,92,63.33,803,1268
104,105,105,Woody Austin,95,63.32,839,1325
105,106,106,Craig Lile,77,63.27,665,1051
106,107,107,Ian Poulter,63,63.23,533,843
107,108,108,Shigeki Maruyama,84,63.02,731,1160
108,109,109,Bill Haas,93,62.93,781,1241
109,110,110,Chad Campbell,96,62.79,793,1263
110,111,111,Nick O'Hern,72,62.68,598,954
111,112,112,Dicky Pride,71,62.65,587,937
112,113,113,Kevin Na,84,62.64,736,1175
113,114,114,Matt Hendrix,63,62.63,533,851
114,115,115,Jesper Parnevik,88,62.31,729,1170
115,116,116,D.J. Brigman,67,62.2,548,881
116,117,117,Will MacKenzie,100,62.11,867,1396
117,118,118,Bo Van Pelt,104,61.97,898,1449
118,119,119,Michael Sim,52,61.92,452,730
119,T120,T120,Nathan Green,103,61.8,851,1377
120,T120,T120,Chris Tidland,59,61.8,474,767
121,122,122,Tim Herron,98,61.78,810,1311
122,123,123,Arron Oberholser,69,61.7,588,953
123,124,124,Bubba Dickerson,51,61.68,404,655
124,125,125,John Merrick,92,61.41,756,1231
125,126,126,J.P. Hayes,89,61.26,759,1239
126,127,127,Joe Ogilvie,102,61.23,834,1362
127,128,128,Cliff Kresge,107,61.15,913,1493
128,129,129,Pat Perez,84,61.13,684,1119
129,130,130,Nick Watney,87,61.02,742,1216
130,131,131,Craig Barlow,52,60.97,442,725
131,132,132,Robert Allenby,90,60.85,760,1249
132,133,133,Jarrod Lyle,77,60.84,620,1019
133,134,134,Anthony Kim,93,60.79,786,1293
134,135,135,Jason Dufner,100,60.74,848,1396
135,136,136,Steve Marino,106,60.71,867,1428
136,137,137,Kevin Sutherland,85,60.62,719,1186
137,138,138,Jason Schultz,63,60.61,500,825
138,139,139,Bob Tway,103,60.45,836,1383
139,140,140,Stuart Appleby,74,60.43,620,1026
140,141,141,Kevin Stadler,95,60.27,769,1276
141,142,142,Camilo Villegas,82,60.23,686,1139
142,143,143,Tim Petrovic,106,60.22,890,1478
143,144,144,Steve Allan,63,60.05,493,821
144,145,145,Paul Stankowski,52,60.03,401,668
145,146,146,Aaron Baddeley,83,60.0,675,1125
146,147,147,Michael Putnam,96,59.97,773,1289
147,148,148,Troy Matteson,87,59.92,728,1215
148,T149,T149,Jonathan Byrd,73,59.84,611,1021
149,T149,T149,Marco Dawson,73,59.84,593,991
150,T149,T149,George McNeill,95,59.84,757,1265
151,152,152,Tiger Woods,63,59.83,505,844
152,153,153,Brandt Snedeker,105,59.8,842,1408
153,154,154,Mathias Grönberg,95,59.7,791,1325
154,155,155,Vijay Singh,102,59.66,837,1403
155,156,156,Billy Andrade,88,59.56,729,1224
156,T157,T157,Carl Pettersson,111,59.41,919,1547
157,T157,T157,Jeff Sluman,60,59.41,461,776
158,159,159,Brendon de Jonge,76,59.2,595,1005
159,160,160,Adam Scott,69,59.17,568,960
160,161,161,Kyle Reifers,71,59.15,572,967
161,162,162,Rory Sabbatini,81,59.14,657,1111
162,163,163,Lee Janzen,66,59.06,528,894
163,164,164,Chris DiMarco,79,59.05,636,1077
164,165,165,Geoff Ogilvy,84,59.02,648,1098
165,166,166,Ryuji Imada,104,58.77,821,1397
166,167,167,Brian Bateman,55,58.74,420,715
167,168,168,J.B. Holmes,71,58.7,567,966
168,169,169,Davis Love III,66,58.58,536,915
169,170,170,Brett Wetterich,88,58.15,710,1221
170,171,171,Andrew Buckle,77,58.14,611,1051
171,172,172,Rich Barcelo,80,58.07,633,1090
172,173,173,Ryan Palmer,91,57.92,735,1269
173,174,174,Padraig Harrington,64,57.52,501,871
174,175,175,Tag Ridings,52,57.1,398,697
175,176,176,Charley Hoffman,97,57.08,774,1356
176,177,177,Todd Hamilton,76,57.06,606,1062
177,178,178,Parker McLachlin,83,57.01,630,1105
178,179,179,Ernie Els,59,56.99,465,816
179,180,180,Henrik Stenson,52,56.97,368,646
180,181,181,Phil Mickelson,73,56.94,566,994
181,182,182,Chris Couch,76,56.59,601,1062
182,183,183,Stewart Cink,91,56.47,698,1236
183,184,184,Sergio Garcia,68,56.28,520,924
184,185,185,Scott Gutschewski,67,55.96,493,881
185,186,186,Brett Quigley,79,55.9,611,1093
186,187,187,Eric Axley,107,55.88,836,1496
187,188,188,Bubba Watson,80,55.66,620,1114
188,189,189,Daniel Chopra,106,55.34,819,1480
189,190,190,Harrison Frazar,88,55.07,663,1204
190,191,191,Bryce Molder,56,54.82,415,757
191,192,192,Retief Goosen,50,53.55,362,676
192,193,193,Robert Garrigus,95,52.86,702,1328
193,194,194,José María Olazábal,52,50.5,353,699
194,195,195,Charles Howell III,89,49.54,595,1201
195,196,196,John Daly,59,41.86,347,829
