,Percentage_of_Yardage_covered_by_Tee_Shots_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL DISTANCE
29,30,30,Tiger Woods,63,63.25,175443.9,277392
30,31,31,D.J. Trahan,99,63.22,360497.0,570256
31,32,32,Andrew Buckle,77,63.21,269118.7,425779
32,33,33,Robert Allenby,90,63.07,303431.4,481081
33,T34,T34,Greg Owen,81,63.06,281625.7,446634
34,T34,T34,Kenny Perry,83,63.06,298890.9,473999
35,36,36,Troy Matteson,87,63.05,305768.9,484966
36,37,37,Kevin Stadler,95,63.04,315130.5,499863
37,38,38,Steve Marino,106,63.02,366720.2,581868
38,39,39,Retief Goosen,50,62.91,136402.2,216836
39,40,40,Brendon de Jonge,76,62.86,264294.0,420475
40,T41,T41,Daniel Chopra,106,62.85,380984.2,606194
41,T41,T41,Mathew Goggin,97,62.85,346401.7,551148
42,43,43,John Merrick,92,62.81,324670.4,516882
43,44,44,John Rollins,102,62.8,336163.6,535302
44,45,45,Pat Perez,84,62.78,257273.0,409804
45,T46,T46,Padraig Harrington,64,62.77,183653.5,292600
46,T46,T46,Sean O'Hair,98,62.77,332951.0,530398
47,48,48,Bo Van Pelt,104,62.75,384645.9,612963
48,49,49,Hunter Mahan,91,62.74,287474.5,458219
49,50,50,Rod Pampling,92,62.7,295907.0,471911
50,T51,T51,Lucas Glover,98,62.68,313285.4,499802
51,T51,T51,Camilo Villegas,82,62.68,273759.6,436767
52,53,53,J.J. Henry,86,62.67,270364.0,431412
53,54,54,Stewart Cink,91,62.66,287308.4,458550
54,55,55,Jarrod Lyle,77,62.63,267783.9,427596
55,56,56,J.P. Hayes,89,62.58,317812.1,507881
56,57,57,Ted Purdy,102,62.55,347301.8,555280
57,58,58,Ryan Palmer,91,62.53,326049.0,521450
58,59,59,Paul Stankowski,52,62.52,167870.9,268524
59,T60,T60,Mark Calcavecchia,93,62.51,289822.8,463645
60,T60,T60,Jason Schultz,63,62.51,211654.8,338606
61,62,62,Aaron Baddeley,83,62.49,263747.6,422066
62,T63,T63,Craig Barlow,52,62.48,176955.0,283227
63,T63,T63,Joe Ogilvie,102,62.48,344578.1,551542
64,T63,T63,Chris Tidland,59,62.48,203262.1,325320
65,66,66,Steve Lowery,74,62.47,276599.6,442745
66,T67,T67,Will MacKenzie,100,62.45,360804.5,577795
67,T67,T67,George McNeill,95,62.45,317767.3,508863
68,T69,T69,Peter Lonard,85,62.43,300926.3,482057
69,T69,T69,Carl Pettersson,111,62.43,366136.8,586510
70,71,71,Mike Weir,82,62.41,238120.0,381518
71,72,72,Rich Beem,89,62.35,278282.0,446307
72,T73,T73,Stuart Appleby,74,62.33,232424.5,372872
73,T73,T73,Michael Sim,52,62.33,198553.3,318546
74,T73,T73,Jay Williamson,50,62.33,190240.8,305200
75,76,76,Justin Rose,63,62.31,155357.8,249325
76,77,77,Rory Sabbatini,81,62.28,250973.3,402977
77,78,78,Brian Bateman,55,62.21,174814.9,281001
78,79,79,Jonathan Byrd,73,62.2,245333.5,394426
79,80,80,Tim Herron,98,62.15,321486.6,517257
80,81,81,Kyle Reifers,71,62.11,250859.6,403884
81,82,82,Sergio Garcia,68,62.01,217179.9,350245
82,T83,T83,Jeff Brehaut,59,61.98,193428.6,312072
83,T83,T83,Michael Putnam,96,61.98,316468.6,510582
84,85,85,Kevin Sutherland,85,61.97,273591.8,441496
85,86,86,Jim Rutledge,59,61.96,182387.1,294381
86,87,87,Brett Quigley,79,61.93,248607.2,401431
87,88,88,Bryce Molder,56,61.89,193915.6,313305
88,89,89,Chris Stroud,66,61.86,221613.2,358259
89,90,90,John Senden,97,61.85,333951.6,539980
90,91,91,Alex Cejka,80,61.83,289927.2,468942
91,92,92,Steve Wheatcroft,73,61.79,240242.9,388833
92,93,93,Briny Baird,115,61.78,412659.5,667972
93,94,94,Eric Axley,107,61.76,369944.5,598955
94,95,95,Marco Dawson,73,61.74,255246.2,413454
95,T96,T96,Cameron Beckman,96,61.7,335249.6,543324
96,T96,T96,Jason Dufner,100,61.7,340450.0,551805
97,T96,T96,Jeff Gove,103,61.7,369507.3,598893
98,99,99,Ryan Moore,92,61.69,294304.9,477068
99,100,100,Michael Allen,74,61.66,251366.1,407653
100,101,101,Frank Lickliter II,95,61.65,331433.4,537633
101,102,102,Tom Johnson,74,61.63,247135.6,401003
102,T103,T103,Joe Durant,88,61.61,286756.0,465447
103,T103,T103,Mark Hensby,81,61.61,281758.5,457301
104,T103,T103,Kevin Na,84,61.61,305388.1,495661
105,T106,T106,Ryan Armour,107,61.58,366980.9,595912
106,T106,T106,Trevor Immelman,74,61.58,212969.0,345832
107,108,108,K.J. Choi,87,61.52,267179.6,434324
108,109,109,Chad Campbell,96,61.5,285219.4,463734
109,110,110,Daisuke Maruyama,86,61.49,296792.6,482638
110,T111,T111,David Branshaw,83,61.48,293022.7,476636
111,T111,T111,D.J. Brigman,67,61.48,212874.1,346235
112,T111,T111,Arron Oberholser,69,61.48,206306.2,335583
113,T111,T111,Tim Petrovic,106,61.48,370397.3,602476
114,T115,T115,Tommy Armour III,81,61.47,270473.2,439973
115,T115,T115,Woody Austin,95,61.47,329212.7,535591
116,117,117,Vaughn Taylor,91,61.44,282526.5,459808
117,T118,T118,Ken Duke,112,61.41,372883.2,607239
118,T118,T118,Tom Lehman,62,61.41,189028.9,307816
119,120,120,Rich Barcelo,80,61.4,274245.3,446648
120,121,121,Darron Stiles,65,61.39,208085.6,338935
121,122,122,Jesper Parnevik,88,61.36,291267.4,474658
122,T123,T123,Billy Andrade,88,61.35,308677.0,503134
123,T123,T123,Jeff Maggert,79,61.35,304760.5,496719
124,T125,T125,Todd Hamilton,76,61.34,228373.9,372325
125,T125,T125,Duffy Waldorf,69,61.34,231417.1,377274
126,T127,T127,Freddie Jacobson,70,61.32,265501.6,432970
127,T127,T127,Cliff Kresge,107,61.32,389076.2,634467
128,129,129,Jason Bohn,57,61.24,206515.5,337205
129,130,130,Johnson Wagner,97,61.23,335804.7,548463
130,T131,T131,Steve Flesch,100,61.2,349457.2,570978
131,T131,T131,Parker McLachlin,83,61.2,286506.6,468175
132,T131,T131,David Toms,80,61.2,246561.7,402897
133,134,134,Jerry Kelly,101,61.17,291032.6,475810
134,135,135,Bob Heintz,85,61.12,278675.0,455974
135,136,136,Stephen Ames,81,61.08,241320.1,395079
136,T137,T137,Brandt Snedeker,105,61.01,333420.1,546473
137,T137,T137,Bob Tway,103,61.01,341805.1,560254
138,139,139,Billy Mayfair,98,60.94,319925.0,524952
139,140,140,Mark Wilson,87,60.9,281148.1,461619
140,T141,T141,Kent Jones,97,60.89,341760.6,561241
141,T141,T141,Jaco Van Zyl,51,60.89,171621.3,281859
142,143,143,Charlie Wi,90,60.84,322351.4,529797
143,144,144,Brian Davis,101,60.81,341905.1,562290
144,T145,T145,Tripp Isenhour,86,60.78,282924.5,465516
145,T145,T145,Justin Leonard,95,60.78,317196.9,521884
146,T145,T145,Shaun Micheel,91,60.78,272681.1,448603
147,T148,T148,Bart Bryant,87,60.73,286917.8,472482
148,T148,T148,John Mallinger,96,60.73,335355.3,552214
149,T148,T148,Steve Stricker,81,60.73,252067.8,415080
150,151,151,Lee Janzen,66,60.72,202262.4,333120
151,152,152,Tom Pernice Jr.,104,60.69,323974.6,533785
152,153,153,Zach Johnson,76,60.67,231963.0,382355
153,154,154,Steve Elkington,87,60.63,279511.8,461050
154,T155,T155,Robert Gamez,88,60.6,292669.2,482935
155,T155,T155,Paul Gow,70,60.6,220302.5,363522
156,157,157,Luke Donald,69,60.59,194077.9,320333
157,158,158,Nathan Green,103,60.56,333806.2,551177
158,159,159,Heath Slocum,101,60.52,355277.1,587008
159,T160,T160,Ben Curtis,80,60.49,246848.3,408059
160,T160,T160,Chris DiMarco,79,60.49,242481.2,400835
161,162,162,Ian Poulter,63,60.48,150866.2,249462
162,163,163,Jim Furyk,84,60.47,254474.0,420844
163,164,164,Glen Day,85,60.44,287778.6,476177
164,165,165,Jeff Sluman,60,60.42,160141.5,265053
165,166,166,Joey Sindelar,75,60.41,257359.8,426006
166,T167,T167,Jeff Quinney,95,60.38,331445.2,548933
167,T167,T167,Scott Verplank,82,60.38,225865.7,374073
168,169,169,Craig Lile,77,60.26,265919.6,441268
169,170,170,Ryuji Imada,104,60.19,342448.7,568973
170,171,171,Dicky Pride,71,60.18,234002.1,388839
171,172,172,Tim Clark,66,60.16,201535.4,334987
172,173,173,Kirk Triplett,77,60.15,260829.2,433617
173,T174,T174,Bob Estes,88,60.14,305883.9,508594
174,T174,T174,Nick O'Hern,72,60.14,209946.7,349120
175,176,176,Tom Byrum,50,60.02,156615.0,260933
176,177,177,Dean Wilson,92,59.96,285217.7,475682
177,178,178,Rocco Mediate,72,59.91,256224.4,427684
178,179,179,Chris Riley,59,59.9,195425.5,326275
179,180,180,Richard Johnson,93,59.87,319375.3,533410
180,181,181,Matt Kuchar,85,59.85,270434.5,451844
181,182,182,Craig Kanada,109,59.84,358113.6,598416
182,183,183,Shigeki Maruyama,84,59.82,303801.1,507861
183,184,184,Mark Brooks,53,59.81,154203.1,257830
184,185,185,Anders Hansen,55,59.77,130439.5,218233
185,186,186,Doug LaBelle II,104,59.76,344345.4,576248
186,187,187,José María Olazábal,52,59.74,142236.2,238102
187,188,188,Paul Goydos,60,59.31,175241.0,295489
188,T189,T189,Craig Bowden,78,59.3,253558.4,427561
189,T189,T189,José Coceres,50,59.3,159064.3,268254
190,191,191,Michael Boyd,61,59.25,196927.9,332350
191,192,192,Stephen Leaney,82,59.11,276912.0,468455
192,193,193,Fred Funk,65,59.09,198572.7,336049
193,194,194,Brian Gay,107,58.35,360427.5,617685
194,195,195,Gavin Coles,87,58.01,284963.9,491260
195,196,196,Corey Pavin,81,57.7,260510.9,451491
