,Right_Rough_Tendency_RANK THIS WEEK,Right_Rough_Tendency_RANK LAST WEEK,Right_Rough_Tendency_PLAYER NAME,Right_Rough_Tendency_ROUNDS,Right_Rough_Tendency_%,Right_Rough_Tendency_TOTAL RIGHT ROUGH,Right_Rough_Tendency_POSSIBLE FWYS,Right_Rough_Tendency_RELATIVE TO PAR
29,T29,T29,Nathan Green,103,10.75,139,1293,+0.12
30,31,31,Anders Hansen,55,11.01,60,545,+0.12
31,32,32,Shaun Micheel,91,11.03,117,1061,+0.11
32,33,33,Kent Jones,97,11.08,150,1354,+0.15
33,34,34,Jesper Parnevik,88,11.11,130,1170,+0.02
34,35,35,Ben Curtis,80,11.16,107,959,+0.22
35,36,36,Tom Lehman,62,11.19,84,751,+0.18
36,37,37,Cameron Beckman,96,11.21,144,1285,+0.10
37,38,38,Scott Verplank,82,11.33,103,909,+0.10
38,39,39,Ryan Moore,92,11.37,133,1170,+0.14
39,40,40,Jerry Kelly,101,11.45,133,1162,+0.07
40,41,41,Matt Kuchar,85,11.48,127,1106,+0.08
41,42,42,Lee Janzen,66,11.58,97,838,+0.26
42,43,43,Tom Pernice Jr.,104,11.59,149,1286,+0.20
43,44,44,Kirk Triplett,77,11.66,122,1046,+0.23
44,45,45,Briny Baird,115,11.68,181,1549,+0.15
45,46,46,Mark Hensby,81,11.73,129,1100,+0.16
46,47,47,Kenny Perry,83,11.76,129,1097,+0.03
47,48,48,Stephen Leaney,82,11.77,131,1113,+0.05
48,49,49,Mark Calcavecchia,93,11.8,130,1102,+0.08
49,50,50,Jeff Gove,103,11.84,170,1436,+0.15
50,51,51,Jay Williamson,50,11.86,83,700,+0.17
51,52,52,Billy Mayfair,98,11.89,149,1253,+0.06
52,T53,T53,Jason Gore,86,11.92,143,1200,+0.15
53,T53,T53,Padraig Harrington,64,11.92,80,671,E
54,T53,T53,Mark Wilson,87,11.92,134,1124,+0.18
55,56,56,Frank Lickliter II,95,11.96,152,1271,+0.13
56,57,57,Corey Pavin,81,11.99,129,1076,+0.15
57,58,58,Eric Axley,107,12.01,173,1440,+0.09
58,T59,T59,Jeff Brehaut,59,12.04,89,739,+0.06
59,T59,T59,Justin Leonard,95,12.04,150,1246,+0.11
60,61,61,Duffy Waldorf,69,12.05,113,938,+0.11
61,T62,T62,Bill Haas,93,12.09,150,1241,+0.09
62,T62,T62,Tripp Isenhour,86,12.09,135,1117,+0.23
63,64,64,Zach Johnson,76,12.12,103,850,+0.24
64,65,65,Dean Wilson,92,12.13,139,1146,+0.08
65,66,66,Lucas Glover,98,12.14,141,1161,+0.13
66,67,67,Kevin Stadler,95,12.17,148,1216,+0.13
67,68,68,Steve Flesch,100,12.23,164,1341,+0.11
68,69,69,Bart Bryant,87,12.24,137,1119,+0.20
69,70,70,Michael Putnam,96,12.3,148,1203,+0.09
70,T71,T71,J.B. Holmes,71,12.32,119,966,+0.13
71,T71,T71,Peter Lonard,85,12.32,139,1128,+0.10
72,T73,T73,John Mallinger,96,12.35,165,1336,+0.15
73,T73,T73,Chris Riley,59,12.35,95,769,+0.13
74,T75,T75,David Branshaw,83,12.37,143,1156,+0.17
75,T75,T75,Bubba Dickerson,51,12.37,81,655,+0.15
76,77,77,Craig Kanada,109,12.38,178,1438,+0.10
77,T78,T78,Jason Dufner,100,12.39,166,1340,+0.17
78,T78,T78,Cliff Kresge,107,12.39,185,1493,+0.06
79,80,80,Rocco Mediate,72,12.41,123,991,+0.11
80,81,81,Steve Wheatcroft,73,12.45,120,964,+0.17
81,82,82,Matt Hendrix,63,12.46,106,851,+0.30
82,83,83,Jeff Maggert,79,12.48,138,1106,+0.07
83,84,84,K.J. Choi,87,12.49,124,993,+0.09
84,85,85,Nick Watney,87,12.55,138,1100,+0.11
85,86,86,Sean O'Hair,98,12.57,155,1233,+0.08
86,87,87,Daisuke Maruyama,86,12.58,144,1145,+0.24
87,88,88,Mathew Goggin,97,12.59,163,1295,+0.11
88,89,89,Jeff Sluman,60,12.65,84,664,+0.13
89,90,90,Ryan Armour,107,12.66,182,1438,+0.19
90,91,91,Michael Allen,74,12.72,124,975,+0.15
91,92,92,Phil Mickelson,73,12.74,105,824,+0.05
92,93,93,Tom Johnson,74,12.77,128,1002,+0.10
93,T94,T94,Richard Johnson,93,12.8,162,1266,+0.20
94,T94,T94,Charlie Wi,90,12.8,157,1227,+0.08
95,96,96,Jim Furyk,84,12.88,123,955,+0.05
96,97,97,Luke Donald,69,12.89,96,745,+0.23
97,98,98,Mike Weir,82,12.93,121,936,+0.22
98,T99,T99,Davis Love III,66,12.94,100,773,+0.08
99,T99,T99,Kevin Sutherland,85,12.94,139,1074,+0.12
100,101,101,Shigeki Maruyama,84,13.02,151,1160,+0.19
101,102,102,Chris DiMarco,79,13.04,118,905,+0.23
102,103,103,Robert Gamez,88,13.05,153,1172,+0.15
103,104,104,Paul Goydos,60,13.08,96,734,+0.27
104,105,105,Rich Beem,89,13.09,141,1077,+0.11
105,106,106,Kevin Na,84,13.11,154,1175,+0.11
106,107,107,Joe Ogilvie,102,13.12,175,1334,+0.06
107,T108,T108,Jeff Quinney,95,13.14,171,1301,+0.25
108,T108,T108,Vaughn Taylor,91,13.14,141,1073,+0.16
109,110,110,Ted Purdy,102,13.19,177,1342,+0.11
110,111,111,John Senden,97,13.25,165,1245,-0.01
111,112,112,Michael Sim,52,13.29,97,730,+0.19
112,113,113,Johnson Wagner,97,13.42,178,1326,+0.15
113,T114,T114,Jason Bohn,57,13.49,107,793,+0.27
114,T114,T114,Trevor Immelman,74,13.49,102,756,+0.19
115,116,116,Brendon de Jonge,76,13.63,137,1005,+0.22
116,117,117,Pat Perez,84,13.64,133,975,+0.14
117,T118,T118,Ian Poulter,63,13.66,84,615,-0.02
118,T118,T118,Boo Weekley,101,13.66,162,1186,+0.17
119,T120,T120,Paul Gow,70,13.67,126,922,+0.13
120,T120,T120,Rod Pampling,92,13.67,146,1068,+0.16
121,122,122,Arron Oberholser,69,13.68,103,753,+0.02
122,123,123,Jonathan Byrd,73,13.72,128,933,+0.27
123,124,124,D.J. Trahan,99,13.76,186,1352,+0.08
124,125,125,David Toms,80,13.77,122,886,+0.10
125,T126,T126,Brian Bateman,55,13.81,91,659,+0.11
126,T126,T126,Greg Owen,81,13.81,153,1108,+0.16
127,T128,T128,D.J. Brigman,67,13.82,114,825,+0.11
128,T128,T128,Chad Campbell,96,13.82,151,1093,+0.25
129,T128,T128,Freddie Jacobson,70,13.82,136,984,+0.10
130,131,131,Anthony Kim,93,13.89,164,1181,+0.03
131,132,132,Mathias Grönberg,95,13.96,185,1325,+0.20
132,133,133,Bo Van Pelt,104,14.07,200,1421,+0.08
133,134,134,Dicky Pride,71,14.09,132,937,+0.20
134,135,135,J.J. Henry,86,14.1,140,993,+0.08
135,136,136,Tag Ridings,52,14.2,99,697,+0.04
136,137,137,Ryuji Imada,104,14.32,192,1341,+0.10
137,138,138,Stephen Ames,81,14.33,127,886,+0.07
138,139,139,Brandt Snedeker,105,14.43,187,1296,+0.07
139,140,140,John Rollins,102,14.46,180,1245,+0.14
140,141,141,Bubba Watson,80,14.47,149,1030,-0.06
141,142,142,Ken Duke,112,14.51,211,1454,+0.01
142,143,143,Jarrod Lyle,77,14.52,148,1019,+0.11
143,T144,T144,J.P. Hayes,89,14.53,180,1239,+0.15
144,T144,T144,Steve Lowery,74,14.53,151,1039,+0.12
145,146,146,Chris Stroud,66,14.61,127,869,+0.21
146,147,147,Sergio Garcia,68,14.62,114,780,+0.06
147,148,148,George McNeill,95,14.64,177,1209,+0.08
148,149,149,Todd Hamilton,76,14.67,135,920,+0.17
149,150,150,Ryan Palmer,91,14.83,184,1241,+0.11
150,151,151,Kyle Reifers,71,14.89,144,967,+0.17
151,152,152,Craig Lile,77,14.94,157,1051,+0.15
152,153,153,Vijay Singh,102,15.05,181,1203,+0.03
153,154,154,Charley Hoffman,97,15.06,191,1268,+0.11
154,155,155,Will MacKenzie,100,15.07,202,1340,+0.15
155,T156,T156,Stuart Appleby,74,15.1,125,828,+0.17
156,T156,T156,Tim Petrovic,106,15.1,219,1450,+0.11
157,158,158,Billy Andrade,88,15.11,185,1224,+0.17
158,159,159,Marco Dawson,73,15.14,150,991,+0.11
159,160,160,Daniel Chopra,106,15.15,220,1452,+0.02
160,161,161,Steve Stricker,81,15.18,140,922,+0.05
161,162,162,Chris Couch,76,15.25,162,1062,+0.10
162,T163,T163,Woody Austin,95,15.31,190,1241,+0.10
163,T163,T163,Craig Barlow,52,15.31,111,725,+0.04
164,165,165,Carl Pettersson,111,15.35,211,1375,+0.03
165,166,166,Steve Allan,63,15.59,128,821,+0.03
166,167,167,Jeff Overton,60,15.7,127,809,-0.06
167,168,168,Steve Marino,106,15.71,220,1400,+0.05
168,169,169,Rich Barcelo,80,15.87,173,1090,+0.14
169,T170,T170,Scott Gutschewski,67,16.0,141,881,+0.09
170,T170,T170,Jason Schultz,63,16.0,132,825,+0.18
171,172,172,Robert Allenby,90,16.04,182,1135,+0.19
172,173,173,Bob Estes,88,16.1,189,1174,+0.14
173,174,174,Camilo Villegas,82,16.22,162,999,+0.08
174,175,175,Tim Herron,98,16.35,196,1199,+0.11
175,176,176,Brett Quigley,79,16.36,151,923,+0.15
176,177,177,Henrik Stenson,52,16.87,85,504,+0.21
177,178,178,Troy Matteson,87,16.89,191,1131,+0.15
178,179,179,Andrew Buckle,77,17.01,174,1023,+0.12
179,180,180,John Merrick,92,17.06,210,1231,+0.07
180,181,181,Harrison Frazar,88,17.16,197,1148,+0.08
181,182,182,Adam Scott,69,17.24,131,760,+0.11
182,183,183,Robert Garrigus,95,17.39,231,1328,+0.01
183,184,184,Brett Wetterich,88,17.51,184,1051,E
184,185,185,Stewart Cink,91,17.66,183,1036,+0.05
185,186,186,Rory Sabbatini,81,17.75,167,941,+0.01
186,187,187,Charles Howell III,89,18.34,184,1003,+0.10
187,188,188,Parker McLachlin,83,18.37,203,1105,+0.15
188,189,189,José María Olazábal,52,18.43,103,559,+0.08
189,190,190,Aaron Baddeley,83,19.06,182,955,+0.10
190,191,191,Bryce Molder,56,19.18,145,756,+0.16
191,192,192,John Daly,59,19.25,143,743,+0.02
192,193,193,Retief Goosen,50,19.75,94,476,+0.15
193,194,194,Tiger Woods,63,19.97,123,616,E
194,195,195,Geoff Ogilvy,84,20.22,182,900,+0.07
195,196,196,Ernie Els,59,20.29,125,616,E
