,Launch_Angle_RANK THIS WEEK,Launch_Angle_RANK LAST WEEK,Launch_Angle_PLAYER NAME,Launch_Angle_ROUNDS,Launch_Angle_AVG.,Launch_Angle_TOTAL VERT. LAUNCH ANGLE,Launch_Angle_TOTAL ATTEMPTS,Launch_Angle_LOWEST LAUNCH ANGLE,Launch_Angle_STEEPEST LAUNCH ANGLE
113,114,114,Mathew Goggin,97,10.61,657.89,62,8.02,13.95
114,115,115,Kyle Reifers,71,10.59,317.69,30,8.08,13.78
115,116,116,Steve Allan,63,10.55,400.79,38,3.01,19.41
116,T117,T117,Jonathan Byrd,73,10.5,514.29,49,6.95,13.9
117,T117,T117,Jason Gore,86,10.5,588.23,56,6.23,14.74
118,119,119,Todd Hamilton,76,10.49,430.04,41,7.13,17.08
119,120,120,David Branshaw,83,10.45,564.27,54,5.82,14.83
120,121,121,Paul Goydos,60,10.44,417.6,40,1.33,13.69
121,T122,T122,Jeff Brehaut,59,10.43,385.81,37,7.76,18.02
122,T122,T122,John Rollins,102,10.43,667.75,64,7.31,13.55
123,124,124,Tom Byrum,50,10.33,309.85,30,7.42,13.14
124,125,125,Ben Curtis,80,10.31,546.34,53,6.48,14.58
125,T126,T126,Brendon de Jonge,76,10.27,431.53,42,6.52,15.28
126,T126,T126,Paul Gow,70,10.27,441.4,43,4.92,13.45
127,128,128,Jason Bohn,57,10.25,358.73,35,7.22,14.42
128,129,129,Henrik Stenson,52,10.22,286.25,28,7.61,14.77
129,130,130,Ian Poulter,63,10.21,357.28,35,7.63,13.07
130,131,131,Fred Funk,65,10.18,417.32,41,6.3,13.96
131,T132,T132,Marco Dawson,73,10.17,427.17,42,6.07,13.55
132,T132,T132,Retief Goosen,50,10.17,274.48,27,3.18,12.96
133,T132,T132,Steve Lowery,74,10.17,508.37,50,6.55,14.48
134,135,135,Justin Leonard,95,10.16,670.31,66,6.44,12.53
135,T136,T136,Charley Hoffman,97,10.13,658.26,65,6.4,14.92
136,T136,T136,Jarrod Lyle,77,10.13,486.32,48,6.27,14.8
137,138,138,K.J. Choi,87,10.12,546.74,54,4.79,15.66
138,139,139,Daniel Chopra,106,9.96,677.21,68,5.9,13.47
139,140,140,Ryan Moore,92,9.92,615.11,62,6.1,15.18
140,141,141,Doug LaBelle II,104,9.91,654.2,66,1.22,14.11
141,142,142,Jim Rutledge,59,9.86,266.31,27,7.21,14.06
142,143,143,Bob Tway,103,9.85,601.12,61,4.15,15.7
143,144,144,Freddie Jacobson,70,9.81,431.8,44,4.21,13.01
144,T145,T145,Lee Janzen,66,9.76,370.86,38,6.32,13.55
145,T145,T145,Will MacKenzie,100,9.76,673.76,69,2.21,13.61
146,147,147,Stuart Appleby,74,9.74,574.46,59,2.54,13.08
147,148,148,Anders Hansen,55,9.65,289.4,30,8.11,11.72
148,149,149,J.J. Henry,86,9.63,462.23,48,5.8,17.42
149,150,150,Chad Campbell,96,9.61,547.85,57,5.18,12.94
150,151,151,Woody Austin,95,9.6,633.9,66,6.1,18.97
151,152,152,Nick Watney,87,9.53,504.99,53,1.12,17.41
152,153,153,Jim Furyk,84,9.52,542.64,57,6.47,13.21
153,154,154,Johnson Wagner,97,9.49,550.58,58,3.81,15.83
154,155,155,Nathan Green,103,9.4,601.46,64,3.6,17.39
155,156,156,Boo Weekley,101,9.33,447.61,48,3.0,13.73
156,157,157,Mike Weir,82,9.32,438.22,47,5.59,12.3
157,158,158,Steve Flesch,100,9.31,530.81,57,1.3,17.1
158,159,159,Charlie Wi,90,9.28,547.75,59,4.32,14.32
159,160,160,Rich Barcelo,80,9.27,435.82,47,3.86,14.14
160,161,161,Tag Ridings,52,9.26,240.7,26,5.86,15.45
161,162,162,Chris Tidland,59,9.21,396.06,43,5.86,16.69
162,T163,T163,José Coceres,50,9.2,349.72,38,1.42,11.68
163,T163,T163,Michael Putnam,96,9.2,423.16,46,3.06,13.4
164,165,165,Parker McLachlin,83,9.18,394.59,43,1.35,16.96
165,166,166,Rod Pampling,92,9.16,531.04,58,5.42,13.72
166,167,167,Bubba Watson,80,9.15,302.05,33,3.61,14.27
167,T168,T168,Chris Riley,59,9.13,301.32,33,4.64,12.14
168,T168,T168,Adam Scott,69,9.13,410.84,45,5.64,11.92
169,170,170,Tom Lehman,62,9.11,346.24,38,5.04,12.15
170,171,171,Stephen Ames,81,9.08,399.5,44,5.81,14.76
171,172,172,Kevin Na,84,8.95,483.09,54,2.29,13.02
172,173,173,Pat Perez,84,8.91,320.7,36,5.14,13.76
173,174,174,Shaun Micheel,91,8.84,397.6,45,2.63,12.71
174,175,175,Brett Wetterich,88,8.73,427.67,49,1.78,14.91
175,176,176,Michael Allen,74,8.68,364.6,42,0.4,14.15
176,177,177,Chris Couch,76,8.65,467.13,54,4.85,16.39
177,178,178,John Senden,97,8.57,531.29,62,3.85,13.23
178,179,179,Joe Durant,88,8.46,482.14,57,4.3,11.95
179,T180,T180,George McNeill,95,8.45,464.76,55,2.85,15.68
180,T180,T180,Tiger Woods,63,8.45,278.7,33,3.19,11.11
181,182,182,Michael Sim,52,8.33,266.55,32,0.28,15.05
182,T183,T183,Ken Duke,112,8.27,462.92,56,1.28,12.52
183,T183,T183,Lucas Glover,98,8.27,446.61,54,1.57,12.28
184,T183,T183,Rory Sabbatini,81,8.27,363.71,44,3.11,13.6
185,186,186,Aaron Baddeley,83,8.19,319.4,39,4.85,10.74
186,187,187,Bart Bryant,87,8.14,455.93,56,2.96,12.5
187,188,188,Phil Mickelson,73,8.01,240.27,30,1.75,19.24
188,189,189,Greg Owen,81,8.0,336.07,42,1.1,11.2
189,190,190,Tim Petrovic,106,7.95,453.1,57,2.17,11.86
190,191,191,Trevor Immelman,74,7.93,301.17,38,4.94,10.67
191,192,192,Bob Estes,88,7.8,467.99,60,1.38,12.17
192,193,193,Charles Howell III,89,7.45,387.3,52,1.9,10.87
193,194,194,Sergio Garcia,68,7.28,305.9,42,0.27,13.71
194,195,195,Steve Wheatcroft,73,7.18,272.7,38,0.4,12.46
195,196,196,José María Olazábal,52,6.66,173.27,26,3.39,9.93
