,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
135,T136,T136,Joe Durant,88,2.546,291.688,114.586,57,3.008
136,T136,T136,Chris Tidland,59,2.546,290.986,114.31,43,2.9
137,138,138,Andrew Buckle,77,2.545,289.597,113.76899999999999,53,3.016
138,139,139,David Branshaw,83,2.544,285.286,112.15899999999999,54,2.915
139,T140,T140,Nick Watney,87,2.543,304.9,119.904,53,3.068
140,T140,T140,Dean Wilson,92,2.543,278.78,109.63799999999999,53,3.227
141,142,142,Brett Quigley,79,2.542,290.493,114.273,39,2.865
142,143,143,Ryan Moore,92,2.541,289.254,113.82700000000001,63,3.031
143,144,144,Rocco Mediate,72,2.54,280.459,110.42200000000001,57,2.8310000000000004
144,T145,T145,Paul Stankowski,52,2.539,293.784,115.689,25,2.904
145,T145,T145,Brett Wetterich,88,2.539,308.32099999999997,121.428,49,3.1289999999999996
146,147,147,Brendon de Jonge,76,2.537,293.105,115.55,42,3.0260000000000002
147,T148,T148,Charles Howell III,89,2.536,304.276,119.963,53,3.051
148,T148,T148,Heath Slocum,101,2.536,274.346,108.162,73,2.872
149,T150,T150,Paul Goydos,60,2.535,268.628,105.98700000000001,40,3.0669999999999997
150,T150,T150,Tom Lehman,62,2.535,285.692,112.7,38,2.886
151,T150,T150,Justin Rose,63,2.535,287.16,113.26899999999999,35,3.0639999999999996
152,153,153,Scott Gutschewski,67,2.533,302.612,119.491,27,2.783
153,T154,T154,Ernie Els,59,2.532,296.513,117.086,33,2.883
154,T154,T154,John Senden,97,2.532,298.522,117.905,62,3.181
155,T156,T156,Jason Gore,86,2.53,300.695,118.853,56,2.988
156,T156,T156,Frank Lickliter II,95,2.53,284.881,112.579,65,2.965
157,158,158,Will MacKenzie,100,2.528,290.925,115.068,69,3.154
158,159,159,Bob Tway,103,2.5269999999999997,279.58799999999997,110.633,62,2.952
159,160,160,Aaron Baddeley,83,2.526,299.214,118.45200000000001,39,3.195
160,161,161,Mark Calcavecchia,93,2.525,288.155,114.09899999999999,57,3.0639999999999996
161,T162,T162,Rich Barcelo,80,2.523,285.749,113.264,47,2.923
162,T162,T162,Bart Bryant,87,2.523,280.274,111.081,56,2.988
163,T162,T162,Freddie Jacobson,70,2.523,282.35,111.91,44,2.907
164,T165,T165,Nick O'Hern,72,2.521,279.44599999999997,110.839,44,3.023
165,T165,T165,Greg Owen,81,2.521,297.168,117.88799999999999,42,3.1319999999999997
166,167,167,José Coceres,50,2.52,274.26,108.833,39,2.885
167,T168,T168,Michael Allen,74,2.5180000000000002,287.472,114.17299999999999,43,2.9589999999999996
168,T168,T168,Paul Gow,70,2.5180000000000002,272.758,108.32799999999999,43,3.1010000000000004
169,170,170,Charlie Wi,90,2.517,284.284,112.96799999999999,59,2.8080000000000003
170,171,171,Daniel Chopra,106,2.516,293.668,116.742,68,3.04
171,172,172,Tiger Woods,63,2.515,311.678,123.95,33,3.089
172,173,173,Chris Couch,76,2.5140000000000002,303.73,120.834,54,3.1430000000000002
173,174,174,Marco Dawson,73,2.513,286.237,113.90100000000001,42,3.065
174,175,175,Steve Wheatcroft,73,2.512,289.42900000000003,115.234,39,2.859
175,T176,T176,Lucas Glover,98,2.509,300.138,119.632,54,2.9139999999999997
176,T176,T176,Lee Janzen,66,2.509,284.77,113.505,38,2.9139999999999997
177,178,178,Doug LaBelle II,104,2.506,273.718,109.211,66,2.925
178,T179,T179,Parker McLachlin,83,2.503,279.371,111.62100000000001,43,2.883
179,T179,T179,Tim Petrovic,106,2.503,283.60200000000003,113.291,58,2.822
180,181,181,Pat Perez,84,2.5,295.975,118.381,36,2.8480000000000003
181,T182,T182,Ken Duke,112,2.499,284.355,113.781,56,2.8489999999999998
182,T182,T182,George McNeill,95,2.499,293.318,117.37200000000001,56,2.9360000000000004
183,184,184,Shaun Micheel,91,2.496,281.66200000000003,112.836,45,3.0989999999999998
184,185,185,Bob Estes,88,2.495,278.33,111.561,60,2.872
185,186,186,Phil Mickelson,73,2.485,303.336,122.045,32,3.1439999999999997
186,187,187,Tag Ridings,52,2.478,295.567,119.28299999999999,26,2.782
187,188,188,Johnson Wagner,97,2.476,280.686,113.355,58,2.897
188,189,189,Jonathan Byrd,73,2.474,287.098,116.03299999999999,49,2.88
189,190,190,Michael Putnam,96,2.471,293.486,118.76,45,2.859
190,191,191,José María Olazábal,52,2.4659999999999997,284.249,115.26,26,2.867
191,192,192,Henrik Stenson,52,2.464,296.513,120.333,28,3.051
192,193,193,Sergio Garcia,68,2.457,294.762,119.95299999999999,43,2.944
193,194,194,Jim Rutledge,59,2.454,278.673,113.54899999999999,27,2.792
194,195,195,Michael Sim,52,2.4530000000000003,286.23,116.694,32,2.7739999999999996
195,196,196,Bubba Watson,80,2.449,313.082,127.833,34,3.012
