,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
104,105,105,Shaun Micheel,91,165.32,7439.22,45,171.81,153.16
105,106,106,Steve Flesch,100,165.04,9407.02,57,172.46,157.08
106,107,107,Billy Andrade,88,165.02,9736.05,59,169.67,155.8
107,108,108,Freddie Jacobson,70,164.88,7254.7,44,171.16,154.07
108,109,109,David Branshaw,83,164.72,8894.82,54,169.51,156.43
109,110,110,Jeff Brehaut,59,164.71,6094.09,37,169.76,151.71
110,111,111,Charlie Wi,90,164.68,9716.26,59,168.78,159.06
111,112,112,D.J. Brigman,67,164.62,6420.08,39,169.02,158.18
112,113,113,Frank Lickliter II,95,164.61,10699.43,65,170.21,154.99
113,114,114,Parker McLachlin,83,164.49,7073.04,43,170.06,153.6
114,115,115,Jesper Parnevik,88,164.46,9374.05,57,175.14,156.23
115,116,116,Tom Johnson,74,164.09,7548.15,46,170.82,151.43
116,117,117,Alex Cejka,80,164.0,7872.1,48,168.0,154.9
117,118,118,Nathan Green,103,163.91,10490.46,64,170.18,154.58
118,119,119,Steve Lowery,74,163.8,8190.23,50,170.33,155.99
119,120,120,Stephen Ames,81,163.79,7206.81,44,170.77,154.37
120,121,121,Kevin Na,84,163.71,8840.51,54,168.55,156.9
121,122,122,Eric Axley,107,163.65,10964.29,67,168.23,153.69
122,123,123,J.P. Hayes,89,163.62,9326.62,57,167.54,158.4
123,T124,T124,Briny Baird,115,163.56,12266.92,75,169.59,153.2
124,T124,T124,Steve Stricker,81,163.56,9486.47,58,171.26,152.02
125,126,126,Joe Ogilvie,102,163.33,11269.65,69,168.0,154.99
126,T127,T127,Jim Furyk,84,163.25,9305.05,57,169.03,157.01
127,T127,T127,Duffy Waldorf,69,163.25,6529.88,40,170.45,159.06
128,129,129,Joey Sindelar,75,163.11,8481.83,52,168.77,140.21
129,130,130,Jay Williamson,50,163.04,4891.28,30,168.8,158.48
130,131,131,Kent Jones,97,163.0,10758.15,66,168.46,155.49
131,132,132,Rocco Mediate,72,162.97,9289.45,57,167.41,157.36
132,133,133,Anders Hansen,55,162.89,4886.81,30,166.75,156.57
133,134,134,Bob Estes,88,162.69,9761.13,60,167.0,157.29
134,135,135,Cameron Beckman,96,162.63,9107.39,56,167.84,153.37
135,136,136,Arron Oberholser,69,162.53,7964.17,49,166.22,152.42
136,137,137,Cliff Kresge,107,162.5,11699.78,72,169.94,154.58
137,138,138,Jeff Gove,103,162.47,11535.14,71,167.86,157.82
138,139,139,Ian Poulter,63,162.33,5681.42,35,166.63,157.5
139,140,140,Bob Tway,103,162.19,10055.89,62,168.7,154.78
140,141,141,Ryan Armour,107,162.12,11510.41,71,167.55,155.96
141,142,142,Brandt Snedeker,105,161.96,10203.74,63,166.1,155.6
142,143,143,Justin Leonard,95,161.84,10681.63,66,165.82,158.11
143,T144,T144,Luke Donald,69,161.75,6793.7,42,165.73,156.67
144,T144,T144,Ryuji Imada,104,161.75,12454.76,77,166.01,150.14
145,146,146,Mark Hensby,81,161.71,9217.31,57,170.18,156.63
146,147,147,Craig Lile,77,161.69,7599.62,47,166.66,154.6
147,148,148,Bart Bryant,87,161.41,9039.11,56,166.67,153.53
148,149,149,Bob Heintz,85,161.38,7584.96,47,165.83,156.07
149,150,150,Jaco Van Zyl,51,161.07,5315.29,33,164.08,154.99
150,151,151,Dean Wilson,92,161.04,8535.05,53,169.31,153.55
151,152,152,Jeff Quinney,95,161.0,9498.88,59,165.91,156.25
152,153,153,Chris DiMarco,79,160.92,7563.04,47,166.81,152.13
153,154,154,Steve Elkington,87,160.91,7884.82,49,164.92,157.57
154,155,155,David Toms,80,160.79,8521.78,53,170.2,156.8
155,156,156,Daisuke Maruyama,86,160.63,8673.84,54,167.5,152.55
156,157,157,Vaughn Taylor,91,160.62,9316.08,58,166.63,153.85
157,158,158,Tommy Armour III,81,160.6,8993.35,56,165.7,153.17
158,159,159,Dicky Pride,71,160.45,7220.18,45,164.73,149.4
159,160,160,Tripp Isenhour,86,160.37,8178.77,51,167.37,152.4
160,161,161,Tom Pernice Jr.,104,160.23,9934.21,62,166.87,151.69
161,162,162,Doug LaBelle II,104,160.14,10569.45,66,163.95,155.0
162,T163,T163,Ben Curtis,80,160.08,8484.22,53,165.49,154.93
163,T163,T163,Jeff Maggert,79,160.08,9124.59,57,170.57,155.06
164,165,165,Nick O'Hern,72,160.06,7202.91,45,165.1,153.4
165,166,166,Zach Johnson,76,160.0,8959.85,56,163.52,156.15
166,167,167,Paul Gow,70,159.9,6875.61,43,166.92,153.31
167,168,168,Mark Wilson,87,159.85,10230.55,64,164.63,155.96
168,169,169,Darron Stiles,65,159.68,5588.81,35,164.37,154.84
169,170,170,Chris Riley,59,159.58,5266.22,33,166.55,153.89
170,171,171,Richard Johnson,93,159.54,7498.61,47,164.35,154.09
171,172,172,Jeff Sluman,60,159.49,4784.69,30,162.53,153.91
172,173,173,Heath Slocum,101,159.39,11635.17,73,163.89,154.88
173,174,174,Billy Mayfair,98,159.3,10354.78,65,165.07,153.62
174,175,175,Matt Kuchar,85,159.27,7804.32,49,171.42,154.07
175,176,176,Jerry Kelly,101,159.23,10190.72,64,163.45,153.76
176,177,177,Brian Davis,101,158.95,9854.66,62,164.31,153.62
177,178,178,John Mallinger,96,158.93,10489.19,66,164.35,153.08
178,179,179,José Coceres,50,158.87,6196.07,39,163.73,151.02
179,180,180,Tom Byrum,50,158.79,4763.79,30,163.36,154.11
180,181,181,Stephen Leaney,82,158.22,7910.93,50,167.84,150.99
181,182,182,Scott Verplank,82,158.19,8067.84,51,161.89,153.4
182,183,183,Robert Gamez,88,158.09,8694.76,55,162.54,149.55
183,184,184,Kirk Triplett,77,157.33,9439.94,60,161.26,151.65
184,185,185,Tim Clark,66,157.12,8013.37,51,165.71,151.94
185,186,186,Glen Day,85,156.44,8291.29,53,167.35,148.96
186,187,187,Fred Funk,65,156.14,6401.54,41,160.76,145.55
187,188,188,Paul Goydos,60,156.05,6241.94,40,160.35,149.84
188,189,189,Michael Boyd,61,156.0,5460.16,35,161.08,150.6
189,190,190,Shigeki Maruyama,84,155.92,8575.42,55,161.91,150.01
190,191,191,Craig Kanada,109,155.85,11065.61,71,161.27,151.59
191,192,192,Corey Pavin,81,153.72,7686.04,50,158.44,150.33
192,193,193,Mark Brooks,53,152.89,4433.92,29,158.03,149.21
193,194,194,Brian Gay,107,152.22,11568.79,76,156.59,144.26
194,195,195,Gavin Coles,87,151.99,7751.65,51,154.87,146.8
195,196,196,Craig Bowden,78,150.63,7832.57,52,155.2,146.65
