,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
37,38,38,Freddie Jacobson,70,4.07,40,984,0.53
38,39,39,Peter Lonard,85,4.08,46,1128,0.43
39,40,40,J.J. Henry,86,4.13,41,993,0.41
40,41,41,Craig Bowden,78,4.14,44,1062,0.14
41,42,42,Chris Riley,59,4.16,32,769,0.63
42,43,43,Henrik Stenson,52,4.17,21,504,0.43
43,T44,T44,John Senden,97,4.18,52,1245,0.38
44,T44,T44,Scott Verplank,82,4.18,38,909,0.05
45,T46,T46,Shaun Micheel,91,4.24,45,1061,0.27
46,T46,T46,Vijay Singh,102,4.24,51,1203,0.24
47,48,48,Davis Love III,66,4.27,33,773,0.55
48,49,49,Jerry Kelly,101,4.3,50,1162,0.38
49,T50,T50,Glen Day,85,4.34,49,1129,0.49
50,T50,T50,Jeff Maggert,79,4.34,48,1106,0.6
51,52,52,Camilo Villegas,82,4.4,44,999,0.2
52,53,53,Will MacKenzie,100,4.48,60,1340,0.18
53,54,54,Robert Allenby,90,4.49,51,1135,0.29
54,55,55,Alex Cejka,80,4.51,49,1087,0.1
55,56,56,Daisuke Maruyama,86,4.54,52,1145,0.37
56,57,57,Boo Weekley,101,4.55,54,1186,0.22
57,58,58,Chad Campbell,96,4.57,50,1093,0.4
58,59,59,Jeff Quinney,95,4.61,60,1301,0.38
59,60,60,Kent Jones,97,4.65,63,1354,0.4
60,T61,T61,Craig Kanada,109,4.66,67,1438,0.39
61,T61,T61,Michael Sim,52,4.66,34,730,0.38
62,T61,T61,Vaughn Taylor,91,4.66,50,1073,0.34
63,64,64,Stephen Leaney,82,4.67,52,1113,0.38
64,65,65,Robert Gamez,88,4.69,55,1172,0.67
65,66,66,Bo Van Pelt,104,4.71,67,1421,0.37
66,T67,T67,Mark Calcavecchia,93,4.72,52,1102,0.31
67,T67,T67,John Mallinger,96,4.72,63,1336,0.38
68,T69,T69,Darron Stiles,65,4.73,39,825,0.28
69,T69,T69,Charlie Wi,90,4.73,58,1227,0.45
70,71,71,Woody Austin,95,4.75,59,1241,0.36
71,72,72,Paul Goydos,60,4.77,35,734,0.46
72,73,73,Mark Wilson,87,4.8,54,1124,0.13
73,74,74,Ken Duke,112,4.81,70,1454,0.49
74,T75,T75,Stuart Appleby,74,4.83,40,828,0.78
75,T75,T75,Kenny Perry,83,4.83,53,1097,0.4
76,77,77,Mark Brooks,53,4.88,32,656,0.34
77,78,78,Steve Lowery,74,4.91,51,1039,0.47
78,T79,T79,Mathew Goggin,97,4.94,64,1295,0.3
79,T79,T79,Jeff Overton,60,4.94,40,809,0.2
80,81,81,Rory Sabbatini,81,4.99,47,941,0.11
81,82,82,Shigeki Maruyama,84,5.0,58,1160,0.5
82,83,83,Doug LaBelle II,104,5.01,70,1396,0.36
83,T84,T84,Nathan Green,103,5.03,65,1293,0.23
84,T84,T84,Sean O'Hair,98,5.03,62,1233,0.11
85,T86,T86,Jason Bohn,57,5.04,40,793,0.43
86,T86,T86,Craig Lile,77,5.04,53,1051,0.42
87,88,88,Chris Stroud,66,5.06,44,869,0.14
88,89,89,Jeff Gove,103,5.08,73,1436,0.29
89,90,90,D.J. Trahan,99,5.1,69,1352,0.33
90,T91,T91,Rocco Mediate,72,5.15,51,991,0.47
91,T91,T91,Dean Wilson,92,5.15,59,1146,0.31
92,93,93,Lucas Glover,98,5.17,60,1161,0.35
93,94,94,Charles Warren,101,5.18,73,1410,0.52
94,95,95,Chris DiMarco,79,5.19,47,905,0.55
95,96,96,Tommy Armour III,81,5.2,56,1076,0.16
96,97,97,Steve Flesch,100,5.22,70,1341,0.44
97,98,98,Carl Pettersson,111,5.24,72,1375,0.32
98,99,99,Tom Pernice Jr.,104,5.29,68,1286,0.4
99,100,100,Corey Pavin,81,5.3,57,1076,0.37
100,101,101,Brian Davis,101,5.31,72,1356,0.33
101,102,102,Padraig Harrington,64,5.37,36,671,0.56
102,103,103,Briny Baird,115,5.42,84,1549,0.37
103,104,104,Justin Rose,63,5.49,33,601,0.06
104,105,105,Ian Poulter,63,5.53,34,615,0.03
105,106,106,Mike Weir,82,5.56,52,936,0.19
106,107,107,Sergio Garcia,68,5.64,44,780,0.27
107,108,108,Johnson Wagner,97,5.73,76,1326,0.37
108,109,109,Brett Quigley,79,5.74,53,923,0.4
109,110,110,Mark Hensby,81,5.82,64,1100,0.48
110,111,111,Cliff Kresge,107,5.83,87,1493,0.4
111,112,112,Richard Johnson,93,5.92,75,1266,0.44
112,T113,T113,Michael Allen,74,5.95,58,975,0.38
113,T113,T113,Bob Tway,103,5.95,79,1327,0.48
114,115,115,John Merrick,92,6.01,74,1231,0.45
115,116,116,Tim Herron,98,6.09,73,1199,0.41
116,117,117,Troy Matteson,87,6.1,69,1131,0.29
117,118,118,Jaco Van Zyl,51,6.13,42,685,0.52
118,T119,T119,Cameron Beckman,96,6.15,79,1285,0.32
119,T119,T119,Matt Kuchar,85,6.15,68,1106,0.31
120,T121,T121,Ted Purdy,102,6.18,83,1342,0.18
121,T121,T121,Brett Wetterich,88,6.18,65,1051,0.4
122,123,123,Dicky Pride,71,6.19,58,937,0.43
123,124,124,Frank Lickliter II,95,6.22,79,1271,0.46
124,125,125,Greg Owen,81,6.23,69,1108,0.41
125,T126,T126,Mathias Grönberg,95,6.26,83,1325,0.24
126,T126,T126,Pat Perez,84,6.26,61,975,0.43
127,128,128,Tripp Isenhour,86,6.27,70,1117,0.49
128,129,129,Anthony Kim,93,6.35,75,1181,0.35
129,130,130,Nick Watney,87,6.36,70,1100,0.36
130,131,131,Brandt Snedeker,105,6.4,83,1296,0.02
131,132,132,Rich Beem,89,6.41,69,1077,0.46
132,T133,T133,Tim Petrovic,106,6.48,94,1450,0.3
133,T133,T133,Michael Putnam,96,6.48,78,1203,0.38
134,135,135,J.P. Hayes,89,6.54,81,1239,0.51
135,136,136,Kevin Na,84,6.55,77,1175,0.4
136,137,137,Jason Dufner,100,6.57,88,1340,0.39
137,138,138,Steve Allan,63,6.58,54,821,0.52
138,139,139,Ryuji Imada,104,6.64,89,1341,0.28
139,140,140,David Branshaw,83,6.66,77,1156,0.6
140,141,141,D.J. Brigman,67,6.67,55,825,0.18
141,T142,T142,Joey Sindelar,75,6.7,68,1015,0.37
142,T142,T142,Kevin Sutherland,85,6.7,72,1074,0.17
143,144,144,Bubba Dickerson,51,6.72,44,655,0.36
144,145,145,Ryan Moore,92,6.75,79,1170,0.2
145,146,146,Jarrod Lyle,77,6.77,69,1019,0.41
146,147,147,Jeff Sluman,60,6.78,45,664,0.73
147,148,148,Tom Johnson,74,6.79,68,1002,0.38
148,149,149,Duffy Waldorf,69,6.82,64,938,0.09
149,150,150,Jason Gore,86,6.92,83,1200,0.19
150,151,151,Anders Hansen,55,6.97,38,545,0.37
151,152,152,Jeff Brehaut,59,7.04,52,739,0.52
152,153,153,Steve Wheatcroft,73,7.05,68,964,0.41
153,154,154,Chris Couch,76,7.06,75,1062,0.48
154,155,155,George McNeill,95,7.11,86,1209,0.24
155,156,156,Bill Haas,93,7.17,89,1241,0.2
156,157,157,Brendon de Jonge,76,7.26,73,1005,0.48
157,158,158,Matt Hendrix,63,7.29,62,851,0.37
158,159,159,Tom Lehman,62,7.32,55,751,0.45
159,160,160,Steve Marino,106,7.36,103,1400,0.37
160,161,161,Marco Dawson,73,7.37,73,991,0.36
161,T162,T162,Paul Gow,70,7.48,69,922,0.46
162,T162,T162,Kevin Stadler,95,7.48,91,1216,0.33
163,164,164,Jason Schultz,63,7.52,62,825,0.37
164,165,165,Ryan Palmer,91,7.57,94,1241,0.43
165,T166,T166,José María Olazábal,52,7.69,43,559,0.49
166,T166,T166,Chris Tidland,59,7.69,59,767,0.53
167,T168,T168,Andrew Buckle,77,7.72,79,1023,0.42
168,T168,T168,Joe Ogilvie,102,7.72,103,1334,0.55
169,170,170,Bob Heintz,85,7.73,87,1126,0.54
170,171,171,Jesper Parnevik,88,7.78,91,1170,0.41
171,172,172,Stewart Cink,91,7.82,81,1036,0.56
172,173,173,Parker McLachlin,83,7.96,88,1105,0.2
173,174,174,Charley Hoffman,97,7.97,101,1268,0.15
174,175,175,Jim Rutledge,59,8.05,62,770,0.58
175,176,176,Billy Andrade,88,8.09,99,1224,0.39
176,177,177,Jonathan Byrd,73,8.25,77,933,0.34
177,T178,T178,Brian Bateman,55,8.5,56,659,0.38
178,T178,T178,Phil Mickelson,73,8.5,70,824,0.19
179,180,180,Bryce Molder,56,8.6,65,756,0.55
180,181,181,Rich Barcelo,80,8.62,94,1090,0.54
181,182,182,Charles Howell III,89,8.67,87,1003,0.3
182,183,183,J.B. Holmes,71,8.7,84,966,0.46
183,184,184,Todd Hamilton,76,8.91,82,920,0.55
184,185,185,Craig Barlow,52,8.97,65,725,0.34
185,186,186,Kyle Reifers,71,9.0,87,967,0.43
186,187,187,Tag Ridings,52,9.04,63,697,0.44
187,188,188,Lee Janzen,66,9.19,77,838,0.42
188,189,189,Eric Axley,107,9.38,135,1440,0.51
189,190,190,Daniel Chopra,106,9.44,137,1452,0.23
190,191,191,Scott Gutschewski,67,9.53,84,881,0.39
191,192,192,Robert Garrigus,95,9.56,127,1328,0.4
192,193,193,Harrison Frazar,88,9.67,111,1148,0.35
193,194,194,Paul Stankowski,52,10.18,68,668,0.41
194,195,195,Bubba Watson,80,10.19,105,1030,0.38
195,196,196,John Daly,59,13.59,101,743,0.49
