,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
138,139,139,Adam Scott,69,13.16,100,760,+0.11
139,T140,T140,Scott Gutschewski,67,13.17,116,881,+0.20
140,T140,T140,Charley Hoffman,97,13.17,167,1268,+0.07
141,T140,T140,Chris Tidland,59,13.17,101,767,+0.05
142,143,143,Aaron Baddeley,83,13.19,126,955,+0.21
143,144,144,Pat Perez,84,13.23,129,975,+0.15
144,145,145,Shigeki Maruyama,84,13.28,154,1160,+0.17
145,146,146,Freddie Jacobson,70,13.31,131,984,+0.03
146,147,147,Chad Campbell,96,13.36,146,1093,+0.24
147,148,148,Vaughn Taylor,91,13.42,144,1073,+0.15
148,149,149,Anthony Kim,93,13.46,159,1181,+0.16
149,150,150,Ben Curtis,80,13.56,130,959,+0.33
150,151,151,Carl Pettersson,111,13.6,187,1375,+0.15
151,152,152,Mark Hensby,81,13.64,150,1100,+0.17
152,153,153,Steve Flesch,100,13.65,183,1341,+0.13
153,154,154,Robert Allenby,90,13.74,156,1135,+0.01
154,155,155,Trevor Immelman,74,13.76,104,756,+0.19
155,156,156,Alex Cejka,80,13.8,150,1087,+0.11
156,157,157,Mathias Grönberg,95,13.81,183,1325,+0.02
157,158,158,Michael Sim,52,13.84,101,730,+0.16
158,159,159,Nick Watney,87,13.91,153,1100,+0.12
159,160,160,Jesper Parnevik,88,13.93,163,1170,-0.03
160,161,161,Vijay Singh,102,13.97,168,1203,+0.07
161,162,162,Daniel Chopra,106,13.98,203,1452,E
162,163,163,Bubba Dickerson,51,14.05,92,655,+0.24
163,164,164,Lee Janzen,66,14.08,118,838,+0.14
164,165,165,Kenny Perry,83,14.13,155,1097,+0.14
165,166,166,Chris DiMarco,79,14.14,128,905,+0.09
166,167,167,Robert Garrigus,95,14.16,188,1328,+0.04
167,168,168,Camilo Villegas,82,14.21,142,999,+0.09
168,169,169,Ryuji Imada,104,14.32,192,1341,+0.09
169,170,170,Jason Dufner,100,14.4,193,1340,+0.08
170,171,171,Jeff Sluman,60,14.46,96,664,+0.29
171,172,172,Kevin Stadler,95,14.47,176,1216,+0.07
172,173,173,Paul Stankowski,52,14.52,97,668,+0.18
173,174,174,Michael Putnam,96,14.55,175,1203,+0.19
174,175,175,Ryan Palmer,91,14.67,182,1241,+0.19
175,176,176,K.J. Choi,87,14.9,148,993,+0.12
176,177,177,Chris Couch,76,15.16,161,1062,+0.10
177,178,178,José María Olazábal,52,15.21,85,559,+0.18
178,179,179,Bubba Watson,80,15.24,157,1030,+0.08
179,180,180,Justin Rose,63,15.31,92,601,+0.21
180,181,181,Cliff Kresge,107,15.41,230,1493,+0.20
181,182,182,Nathan Green,103,15.47,200,1293,+0.06
182,183,183,Arron Oberholser,69,15.8,119,753,+0.09
183,184,184,J.B. Holmes,71,15.84,153,966,+0.02
184,185,185,Brett Quigley,79,16.36,151,923,+0.13
185,186,186,Eric Axley,107,16.53,238,1440,+0.20
186,187,187,Phil Mickelson,73,16.63,137,824,+0.10
187,188,188,Charles Howell III,89,16.75,168,1003,+0.12
188,189,189,Retief Goosen,50,17.02,81,476,+0.21
189,190,190,Bob Tway,103,18.24,242,1327,+0.10
190,191,191,Henrik Stenson,52,18.25,92,504,+0.15
191,192,192,Sergio Garcia,68,18.46,144,780,+0.08
192,193,193,Nick O'Hern,72,18.62,146,784,+0.16
193,194,194,Davis Love III,66,18.63,144,773,+0.10
194,195,195,John Daly,59,18.98,141,743,+0.16
195,196,196,Padraig Harrington,64,19.08,128,671,+0.01
