,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
46,47,47,Tom Lehman,62,22.64,170,751,1.59
47,48,48,Paul Gow,70,22.67,209,922,1.39
48,49,49,Tom Pernice Jr.,104,22.71,292,1286,1.3
49,50,50,Briny Baird,115,22.72,352,1549,1.28
50,51,51,Tom Johnson,74,22.75,228,1002,1.67
51,52,52,Hunter Mahan,91,22.87,252,1102,1.83
52,53,53,Frank Lickliter II,95,22.97,292,1271,1.2
53,54,54,Alex Cejka,80,23.0,250,1087,0.76
54,55,55,Tim Clark,66,23.01,173,752,0.92
55,56,56,Mathew Goggin,97,23.17,300,1295,1.2
56,57,57,Peter Lonard,85,23.23,262,1128,1.07
57,T58,T58,Jason Gore,86,23.25,279,1200,1.22
58,T58,T58,Chris Stroud,66,23.25,202,869,1.68
59,60,60,Matt Kuchar,85,23.33,258,1106,1.51
60,61,61,Ryan Moore,92,23.42,274,1170,0.77
61,62,62,Chris Tidland,59,23.47,180,767,0.72
62,63,63,Mark Wilson,87,23.58,265,1124,1.85
63,64,64,Mike Weir,82,23.61,221,936,1.63
64,65,65,Greg Owen,81,23.65,262,1108,1.45
65,66,66,Charlie Wi,90,23.72,291,1227,1.0
66,67,67,Lucas Glover,98,23.77,276,1161,1.09
67,68,68,Michael Allen,74,23.79,232,975,1.85
68,69,69,Ted Purdy,102,23.85,320,1342,1.72
69,70,70,Craig Kanada,109,23.92,344,1438,1.54
70,71,71,Jeff Quinney,95,23.98,312,1301,2.18
71,72,72,Daisuke Maruyama,86,24.02,275,1145,2.0
72,73,73,Jeff Gove,103,24.03,345,1436,1.45
73,74,74,Richard Johnson,93,24.33,308,1266,1.85
74,75,75,Bill Haas,93,24.34,302,1241,0.96
75,T76,T76,Matt Hendrix,63,24.44,208,851,2.12
76,T76,T76,Stephen Leaney,82,24.44,272,1113,1.14
77,T76,T76,Dicky Pride,71,24.44,229,937,2.1
78,79,79,D.J. Trahan,99,24.48,331,1352,1.09
79,80,80,John Senden,97,24.5,305,1245,0.46
80,81,81,Dean Wilson,92,24.52,281,1146,1.25
81,82,82,Paul Stankowski,52,24.55,164,668,1.22
82,83,83,Mark Calcavecchia,93,24.68,272,1102,1.4
83,84,84,Ben Curtis,80,24.71,237,959,2.83
84,85,85,Johnson Wagner,97,24.74,328,1326,1.55
85,86,86,Tripp Isenhour,86,24.8,277,1117,1.95
86,87,87,Bob Estes,88,24.87,292,1174,1.3
87,88,88,Ian Poulter,63,24.88,153,615,0.33
88,89,89,Jarrod Lyle,77,25.02,255,1019,0.94
89,90,90,Jesper Parnevik,88,25.04,293,1170,-0.07
90,T91,T91,Stephen Ames,81,25.06,222,886,1.44
91,T91,T91,Sean O'Hair,98,25.06,309,1233,0.58
92,93,93,Joe Ogilvie,102,25.11,335,1334,0.87
93,94,94,Jeff Maggert,79,25.14,278,1106,1.37
94,95,95,Rich Beem,89,25.16,271,1077,1.29
95,T96,T96,D.J. Brigman,67,25.21,208,825,2.31
96,T96,T96,Jason Schultz,63,25.21,208,825,1.44
97,98,98,John Rollins,102,25.22,314,1245,1.24
98,99,99,Luke Donald,69,25.23,188,745,1.81
99,100,100,Mark Hensby,81,25.36,279,1100,1.61
100,101,101,Jonathan Byrd,73,25.51,238,933,1.89
101,102,102,Craig Barlow,52,25.52,185,725,0.97
102,103,103,Kevin Na,84,25.53,300,1175,1.1
103,104,104,Lee Janzen,66,25.66,215,838,1.91
104,105,105,Craig Lile,77,25.69,270,1051,1.74
105,106,106,Kevin Sutherland,85,25.79,277,1074,1.12
106,107,107,Steve Flesch,100,25.88,347,1341,1.21
107,108,108,Kenny Perry,83,25.89,284,1097,0.92
108,T109,T109,Justin Rose,63,25.96,156,601,1.92
109,T109,T109,David Toms,80,25.96,230,886,1.22
110,111,111,Bo Van Pelt,104,25.97,369,1421,0.49
111,112,112,Jason Bohn,57,25.98,206,793,1.8
112,113,113,Boo Weekley,101,26.05,309,1186,1.65
113,114,114,Steve Lowery,74,26.08,271,1039,1.33
114,115,115,Woody Austin,95,26.19,325,1241,1.2
115,116,116,Nathan Green,103,26.22,339,1293,0.83
116,117,117,Kyle Reifers,71,26.27,254,967,1.61
117,118,118,Shigeki Maruyama,84,26.29,305,1160,1.8
118,119,119,Bubba Dickerson,51,26.41,173,655,1.97
119,120,120,Nick Watney,87,26.45,291,1100,1.13
120,121,121,George McNeill,95,26.47,320,1209,0.81
121,122,122,Todd Hamilton,76,26.52,244,920,1.72
122,T123,T123,Brian Bateman,55,26.56,175,659,1.6
123,T123,T123,Vaughn Taylor,91,26.56,285,1073,1.51
124,125,125,Tim Herron,98,26.61,319,1199,1.35
125,126,126,Kevin Stadler,95,26.64,324,1216,0.99
126,127,127,Steve Allan,63,26.67,219,821,0.41
127,T128,T128,J.J. Henry,86,26.69,265,993,1.21
128,T128,T128,Rod Pampling,92,26.69,285,1068,1.16
129,130,130,Jeff Overton,60,26.7,216,809,-0.14
130,131,131,Steve Marino,106,26.71,374,1400,0.64
131,132,132,Brendon de Jonge,76,26.77,269,1005,1.75
132,133,133,Jason Dufner,100,26.79,359,1340,1.2
133,134,134,Michael Putnam,96,26.85,323,1203,1.42
134,135,135,Pat Perez,84,26.87,262,975,1.41
135,136,136,Jeff Sluman,60,27.11,180,664,2.17
136,137,137,Michael Sim,52,27.12,198,730,1.72
137,138,138,Freddie Jacobson,70,27.13,267,984,0.64
138,T139,T139,Chad Campbell,96,27.17,297,1093,2.46
139,T139,T139,Tim Petrovic,106,27.17,394,1450,1.19
140,141,141,Chris DiMarco,79,27.18,246,905,1.59
141,142,142,J.P. Hayes,89,27.2,337,1239,1.22
142,T143,T143,Rich Barcelo,80,27.25,297,1090,1.14
143,T143,T143,Trevor Immelman,74,27.25,206,756,1.89
144,145,145,Tag Ridings,52,27.26,190,697,0.05
145,146,146,John Merrick,92,27.29,336,1231,0.8
146,147,147,Anthony Kim,93,27.35,323,1181,0.96
147,148,148,K.J. Choi,87,27.39,272,993,1.07
148,149,149,Bob Tway,103,27.43,364,1327,0.85
149,150,150,Brandt Snedeker,105,27.47,356,1296,1.04
150,151,151,Marco Dawson,73,27.55,273,991,0.7
151,152,152,Stuart Appleby,74,27.66,229,828,1.48
152,153,153,Mathias Grönberg,95,27.77,368,1325,1.09
153,154,154,Cliff Kresge,107,27.8,415,1493,1.37
154,155,155,Will MacKenzie,100,27.99,375,1340,1.44
155,156,156,Troy Matteson,87,28.03,317,1131,1.42
156,157,157,Nick O'Hern,72,28.06,220,784,1.41
157,158,158,J.B. Holmes,71,28.16,272,966,0.7
158,159,159,Charley Hoffman,97,28.23,358,1268,0.89
159,160,160,Billy Andrade,88,28.27,346,1224,1.42
160,161,161,Steve Stricker,81,28.31,261,922,1.19
161,162,162,Parker McLachlin,83,28.33,313,1105,1.5
162,163,163,Harrison Frazar,88,28.48,327,1148,1.22
163,164,164,Eric Axley,107,28.54,411,1440,1.53
164,165,165,Ryuji Imada,104,28.64,384,1341,0.96
165,166,166,Carl Pettersson,111,28.95,398,1375,0.88
166,167,167,Vijay Singh,102,29.01,349,1203,0.49
167,168,168,Daniel Chopra,106,29.13,423,1452,0.09
168,169,169,Scott Gutschewski,67,29.17,257,881,1.4
169,170,170,Andrew Buckle,77,29.33,300,1023,1.33
170,171,171,Phil Mickelson,73,29.37,242,824,0.79
171,172,172,Arron Oberholser,69,29.48,222,753,0.59
172,173,173,Ryan Palmer,91,29.49,366,1241,1.48
173,174,174,Brett Wetterich,88,29.69,312,1051,0.9
174,175,175,Bubba Watson,80,29.71,306,1030,0.1
175,176,176,Robert Allenby,90,29.78,338,1135,1.04
176,177,177,Bryce Molder,56,30.16,228,756,1.97
177,178,178,Rory Sabbatini,81,30.29,285,941,0.28
178,179,179,Adam Scott,69,30.39,231,760,1.08
179,180,180,Chris Couch,76,30.41,323,1062,0.99
180,181,181,Camilo Villegas,82,30.43,304,999,0.86
181,182,182,Stewart Cink,91,30.69,318,1036,0.66
182,183,183,Padraig Harrington,64,31.0,208,671,0.05
183,184,184,Robert Garrigus,95,31.55,419,1328,0.21
184,185,185,Davis Love III,66,31.57,244,773,0.94
185,186,186,Tiger Woods,63,31.98,197,616,-0.36
186,187,187,Aaron Baddeley,83,32.25,308,955,1.49
187,188,188,Geoff Ogilvy,84,32.67,294,900,0.58
188,189,189,Brett Quigley,79,32.72,302,923,1.39
189,190,190,Sergio Garcia,68,33.08,258,780,0.7
190,191,191,Ernie Els,59,33.44,206,616,0.29
191,192,192,José María Olazábal,52,33.63,188,559,1.22
192,193,193,Charles Howell III,89,35.09,352,1003,1.08
193,194,194,Henrik Stenson,52,35.12,177,504,1.81
194,195,195,Retief Goosen,50,36.76,175,476,1.77
195,196,196,John Daly,59,38.22,284,743,0.92
