,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
42,T43,T43,Mike Sposa,68,0.20800000000000002,12.049000000000001,58
43,T43,T43,Vaughn Taylor,88,0.20800000000000002,15.978,77
44,T45,T45,Mark Brooks,90,0.207,15.319,74
45,T45,T45,Ian Poulter,53,0.207,8.702,42
46,47,47,Aaron Baddeley,78,0.196,13.338,68
47,48,48,Brian Davis,92,0.195,15.817,81
48,49,49,Tim Petrovic,95,0.193,15.987,83
49,50,50,Geoff Ogilvy,76,0.188,9.772,52
50,51,51,Todd Fischer,101,0.187,16.792,90
51,52,52,Michael Allen,84,0.18600000000000003,13.379000000000001,72
52,T53,T53,Jeff Gove,91,0.183,14.804,81
53,T53,T53,Jeff Sluman,101,0.183,15.19,83
54,55,55,Dean Wilson,115,0.182,16.889,93
55,56,56,Jimmy Walker,60,0.17800000000000002,9.954,56
56,57,57,Tim Herron,82,0.175,10.832,62
57,58,58,Bernhard Langer,77,0.17300000000000001,10.205,59
58,59,59,Scott Verplank,88,0.171,11.61,68
59,60,60,David Toms,76,0.16399999999999998,10.192,62
60,61,61,Adam Scott,70,0.16,8.161,51
61,62,62,Jonathan Byrd,66,0.153,8.262,54
62,63,63,Brian Gay,107,0.151,15.122,100
63,64,64,Frank Lickliter II,99,0.14300000000000002,12.19,85
64,65,65,Nick Watney,97,0.141,12.122,86
65,66,66,Phil Mickelson,74,0.136,6.375,47
66,67,67,Nathan Green,108,0.134,12.583,94
67,68,68,Bo Van Pelt,102,0.127,11.42,90
68,69,69,Woody Austin,107,0.122,11.360999999999999,93
69,70,70,Charles Howell III,96,0.114,9.039,79
70,71,71,Doug Barron,74,0.11199999999999999,7.474,67
71,72,72,Daniel Chopra,110,0.111,9.976,90
72,73,73,Bill Haas,99,0.109,9.601,88
73,74,74,Tiger Woods,55,0.107,3.949,37
74,75,75,Stephen Leaney,84,0.106,8.192,77
75,76,76,Billy Mayfair,94,0.10099999999999999,7.781000000000001,77
76,77,77,J.P. Hayes,55,0.1,5.018,50
77,T78,T78,K.J. Choi,93,0.094,7.417999999999999,79
78,T78,T78,John Cook,67,0.094,5.166,55
79,80,80,Carlos Franco,86,0.09300000000000001,7.167999999999999,77
80,81,81,Danny Ellis,68,0.091,5.4670000000000005,60
81,82,82,Fred Funk,106,0.09,7.667999999999999,85
82,83,83,Zach Johnson,98,0.08900000000000001,6.849,77
83,84,84,Jesper Parnevik,84,0.086,6.313,73
84,85,85,Hidemichi Tanaka,74,0.083,5.4079999999999995,65
85,86,86,Joe Ogilvie,95,0.08199999999999999,6.3660000000000005,78
86,T87,T87,Freddie Jacobson,56,0.078,4.202,54
87,T87,T87,Justin Rose,98,0.078,6.731,86
88,89,89,John Huston,74,0.077,4.996,65
89,90,90,Padraig Harrington,54,0.07400000000000001,2.815,38
90,91,91,Alex Cejka,93,0.066,5.305,80
91,92,92,Tom Lehman,70,0.065,3.0580000000000003,47
92,93,93,Bob Estes,85,0.064,4.763,75
93,94,94,Bob Tway,81,0.057,3.843,67
94,95,95,Shaun Micheel,96,0.055999999999999994,4.391,78
95,96,96,Greg Owen,79,0.053,3.279,62
96,97,97,James Driscoll,80,0.05,3.8369999999999997,76
97,98,98,Robert Damron,91,0.048,3.8960000000000004,82
98,99,99,Kent Jones,103,0.047,4.1530000000000005,88
99,100,100,Camilo Villegas,95,0.045,3.6489999999999996,82
100,101,101,J.J. Henry,96,0.039,3.023,77
101,102,102,Lee Janzen,79,0.031,2.141,68
102,103,103,Arjun Atwal,97,0.027000000000000003,2.187,82
103,104,104,John Senden,96,0.026000000000000002,2.0669999999999997,79
104,105,105,Jon Mills,68,0.024,1.3119999999999998,54
105,106,106,Larry Mize,53,0.023,0.9259999999999999,41
106,107,107,D.A. Points,82,0.022000000000000002,1.5530000000000002,71
107,108,108,Sergio Garcia,59,0.02,0.7709999999999999,39
108,109,109,Steve Lowery,99,0.011000000000000001,0.943,83
109,110,110,Jonathan Kaye,95,0.008,0.701,86
110,111,111,Kris Cox,83,-0.006999999999999999,-0.48700000000000004,72
111,112,112,Bob May,65,-0.025,-1.347,54
112,113,113,Will MacKenzie,91,-0.027000000000000003,-2.021,75
113,114,114,"John Engler, Jr.",69,-0.028999999999999998,-1.82,63
114,115,115,John Rollins,93,-0.036000000000000004,-2.735,76
115,116,116,Steve Jones,83,-0.038,-2.63,69
116,117,117,Tjaart van der Walt,60,-0.042,-2.186,52
117,118,118,Charley Hoffman,100,-0.047,-4.227,89
118,119,119,Olin Browne,108,-0.048,-4.095,86
119,120,120,Skip Kendall,72,-0.054000000000000006,-3.182,59
120,121,121,Richard Johnson,94,-0.055,-4.65,85
121,122,122,Mark Calcavecchia,94,-0.055999999999999994,-4.4319999999999995,79
122,123,123,Sean O'Hair,100,-0.057,-4.315,76
123,124,124,Chris DiMarco,83,-0.06,-3.6639999999999997,61
124,125,125,Stewart Cink,93,-0.063,-4.598,73
125,126,126,Fred Couples,52,-0.07200000000000001,-2.291,32
126,127,127,Stephen Ames,63,-0.079,-3.472,44
127,128,128,Ryan Hietala,61,-0.084,-4.28,51
128,129,129,Ben Curtis,86,-0.09,-6.046,67
129,130,130,Brett Wetterich,82,-0.092,-6.726,73
130,131,131,David Howell,52,-0.09300000000000001,-2.79,30
131,132,132,Robert Allenby,79,-0.10300000000000001,-6.171,60
132,T133,T133,Brent Geiberger,99,-0.10400000000000001,-9.347999999999999,90
133,T133,T133,Mathew Goggin,72,-0.10400000000000001,-6.047000000000001,58
134,135,135,Greg Kraft,79,-0.106,-7.112,67
135,136,136,Michael Connell,51,-0.10800000000000001,-4.5360000000000005,42
136,137,137,Lucas Glover,105,-0.109,-9.405,86
137,138,138,J.L. Lewis,57,-0.12,-5.997999999999999,50
138,T139,T139,Ryan Moore,68,-0.122,-7.087999999999999,58
139,T139,T139,Vance Veazey,59,-0.122,-6.597,54
140,141,141,Daisuke Maruyama,83,-0.131,-9.148,70
141,T142,T142,Shane Bertsch,104,-0.134,-12.095,90
142,T142,T142,Harrison Frazar,95,-0.134,-10.044,75
143,144,144,Brian Bateman,69,-0.14300000000000002,-8.433,59
144,T145,T145,Bart Bryant,87,-0.145,-10.272,71
145,T145,T145,Len Mattiace,59,-0.145,-7.563,52
146,147,147,Todd Hamilton,72,-0.146,-8.2,56
147,T148,T148,Briny Baird,81,-0.147,-10.264000000000001,70
148,T148,T148,Ted Purdy,103,-0.147,-11.777999999999999,80
149,T150,T150,Tim Clark,80,-0.151,-8.783999999999999,58
150,T150,T150,J.B. Holmes,81,-0.151,-9.541,63
151,T152,T152,Mathias Grönberg,92,-0.156,-12.292,79
152,T152,T152,Duffy Waldorf,96,-0.156,-12.762,82
153,154,154,Bubba Watson,83,-0.157,-11.272,72
154,155,155,Paul Stankowski,70,-0.162,-10.193,63
155,156,156,Ron Whittaker,81,-0.163,-11.573,71
156,157,157,Jeff Maggert,81,-0.17,-11.527999999999999,68
157,158,158,Greg Chalmers,71,-0.172,-9.782,57
158,159,159,David Duval,71,-0.17800000000000002,-9.436,53
159,160,160,Brad Faxon,78,-0.182,-13.275,73
160,161,161,Jeff Overton,95,-0.191,-16.614,87
161,162,162,Heath Slocum,96,-0.192,-16.122,84
162,163,163,Charles Warren,93,-0.209,-16.955,81
163,164,164,Robert Garrigus,85,-0.217,-16.072,74
164,165,165,Scott Gutschewski,53,-0.218,-9.812000000000001,45
165,166,166,Robert Gamez,94,-0.21899999999999997,-17.918,82
166,167,167,Henrik Bjornstad,97,-0.221,-19.657,89
167,168,168,Nicholas Thompson,96,-0.223,-17.406,78
168,169,169,Jeff Brehaut,100,-0.226,-19.23,85
169,170,170,Bubba Dickerson,98,-0.22899999999999998,-19.71,86
170,171,171,Troy Matteson,101,-0.231,-20.352,88
171,172,172,Ian Leggatt,80,-0.23199999999999998,-16.226,70
172,173,173,Patrick Sheehan,104,-0.233,-20.261,87
173,174,174,Kenny Perry,73,-0.23600000000000002,-14.152000000000001,60
174,175,175,John Daly,51,-0.239,-9.8,41
175,T176,T176,Joe Durant,101,-0.244,-23.462,96
176,T176,T176,Brandt Jobe,91,-0.244,-17.094,70
177,178,178,Rich Beem,85,-0.251,-16.294,65
178,179,179,Ryan Palmer,101,-0.259,-21.261,82
179,180,180,Hunter Mahan,98,-0.261,-23.226999999999997,89
180,181,181,Tag Ridings,103,-0.28800000000000003,-25.896,90
181,182,182,D.J. Trahan,92,-0.289,-21.988000000000003,76
182,183,183,Thomas Levet,53,-0.294,-14.117,48
183,184,184,David McKenzie,82,-0.304,-20.959,69
184,185,185,Matt Hansen,68,-0.32299999999999995,-18.750999999999998,58
185,186,186,David Branshaw,98,-0.34299999999999997,-29.871,87
186,187,187,Davis Love III,85,-0.34700000000000003,-19.764,57
187,188,188,Eric Axley,91,-0.35100000000000003,-27.726999999999997,79
188,189,189,Joey Sindelar,90,-0.355,-26.997,76
189,190,190,Alex Aragon,63,-0.396,-21.365,54
190,191,191,Jason Gore,86,-0.39799999999999996,-28.633000000000003,72
191,192,192,Roger Tambellini,64,-0.4,-21.174,53
192,193,193,"Wes Short, Jr.",96,-0.42700000000000005,-36.269,85
193,194,194,Chris Smith,67,-0.431,-25.438000000000002,59
194,195,195,Tommy Armour III,65,-0.45299999999999996,-24.011,53
195,196,196,Chris Couch,75,-0.53,-35.477,67
