,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
91,T91,T91,Jeff Overton,95,0.884,95,84.0
92,T91,T91,Rory Sabbatini,84,0.884,69,61.0
93,94,94,Arjun Atwal,97,0.885,113,100.0
94,95,95,Bo Van Pelt,102,0.8859999999999999,79,70.0
95,T96,T96,Daniel Chopra,110,0.887,115,102.0
96,T96,T96,Todd Hamilton,72,0.887,106,94.0
97,T98,T98,Paul Azinger,87,0.889,108,96.0
98,T98,T98,Tim Clark,80,0.889,72,64.0
99,T98,T98,Troy Matteson,101,0.889,99,88.0
100,T101,T101,Robert Gamez,94,0.89,91,81.0
101,T101,T101,Vance Veazey,59,0.89,82,73.0
102,T103,T103,Olin Browne,108,0.8909999999999999,92,82.0
103,T103,T103,Greg Owen,79,0.8909999999999999,46,41.0
104,105,105,K.J. Choi,93,0.892,74,66.0
105,106,106,Bob May,65,0.893,56,50.0
106,T107,T107,Will MacKenzie,91,0.895,76,68.0
107,T107,T107,Chris Smith,67,0.895,57,51.0
108,109,109,Jonathan Kaye,95,0.9,70,63.0
109,T110,T110,Ben Crane,85,0.902,92,83.0
110,T110,T110,Lucas Glover,105,0.902,82,74.0
111,112,112,Shigeki Maruyama,94,0.903,93,84.0
112,T113,T113,Briny Baird,81,0.907,54,49.0
113,T113,T113,John Rollins,93,0.907,86,78.0
114,T115,T115,John Cook,67,0.909,55,50.0
115,T115,T115,Jason Schultz,77,0.909,99,90.0
116,117,117,Greg Kraft,79,0.91,67,61.0
117,T118,T118,Mark Calcavecchia,94,0.9109999999999999,90,82.0
118,T118,T118,David Duval,71,0.9109999999999999,90,82.0
119,120,120,Nathan Green,108,0.912,113,103.0
120,121,121,Geoff Ogilvy,76,0.914,81,74.0
121,122,122,Shane Bertsch,104,0.915,117,107.0
122,123,123,Brett Wetterich,82,0.917,72,66.0
123,124,124,Sergio Garcia,59,0.9179999999999999,49,45.0
124,T125,T125,Hunter Mahan,98,0.922,90,83.0
125,T125,T125,John Senden,96,0.922,64,59.0
126,127,127,Charley Hoffman,100,0.924,92,85.0
127,T128,T128,James Driscoll,80,0.927,109,101.0
128,T128,T128,David Howell,52,0.927,41,38.0
129,130,130,Bill Haas,99,0.9279999999999999,111,103.0
130,T131,T131,Harrison Frazar,95,0.929,99,92.0
131,T131,T131,Heath Slocum,96,0.929,84,78.0
132,T133,T133,Chris Couch,75,0.93,71,66.0
133,T133,T133,Padraig Harrington,54,0.93,43,40.0
134,T133,T133,Ron Whittaker,81,0.93,71,66.0
135,T136,T136,Jason Bohn,104,0.938,80,75.0
136,T136,T136,Bart Bryant,87,0.938,64,60.0
137,138,138,J.P. Hayes,55,0.94,67,63.0
138,139,139,Nicholas Thompson,96,0.9420000000000001,69,65.0
139,T140,T140,Ben Curtis,86,0.9440000000000001,72,68.0
140,T140,T140,Jason Gore,86,0.9440000000000001,107,101.0
141,T140,T140,Bob Tway,81,0.9440000000000001,90,85.0
142,143,143,Ryan Palmer,101,0.948,96,91.0
143,T144,T144,Mark Brooks,90,0.9520000000000001,84,80.0
144,T144,T144,Paul Stankowski,70,0.9520000000000001,83,79.0
145,146,146,Vijay Singh,103,0.953,64,61.0
146,147,147,Paul Goydos,72,0.955,67,64.0
147,148,148,Marco Dawson,87,0.956,90,86.0
148,149,149,Patrick Sheehan,104,0.9570000000000001,93,89.0
149,150,150,Camilo Villegas,95,0.961,76,73.0
150,151,151,Sean O'Hair,100,0.9640000000000001,111,107.0
151,152,152,Steve Lowery,99,0.965,86,83.0
152,T153,T153,Billy Andrade,78,0.9670000000000001,61,59.0
153,T153,T153,Justin Rose,98,0.9670000000000001,91,88.0
154,T155,T155,Mathias Grönberg,92,0.971,70,68.0
155,T155,T155,Tag Ridings,103,0.971,138,134.0
156,157,157,Greg Chalmers,71,0.981,103,101.0
157,158,158,Ryan Moore,68,0.983,59,58.0
158,T159,T159,Jeff Brehaut,100,0.987,76,75.0
159,T159,T159,Frank Lickliter II,99,0.987,78,77.0
160,161,161,Jimmy Walker,60,0.988,83,82.0
161,162,162,Jeff Maggert,81,0.9890000000000001,94,93.0
162,T163,T163,Brian Bateman,69,1.0,70,70.0
163,T163,T163,"John Engler, Jr.",69,1.0,107,107.0
164,T163,T163,Carlos Franco,86,1.0,90,90.0
165,T163,T163,Mathew Goggin,72,1.0,51,51.0
166,167,167,David McKenzie,82,1.012,82,83.0
167,168,168,Daisuke Maruyama,83,1.015,67,68.0
168,169,169,Ian Leggatt,80,1.02,100,102.0
169,170,170,Craig Barlow,77,1.024,84,86.0
170,171,171,D.J. Trahan,92,1.026,76,78.0
171,172,172,Ian Poulter,53,1.03,33,34.0
172,173,173,Mike Sposa,68,1.032,63,65.0
173,174,174,Doug Barron,74,1.034,89,92.0
174,175,175,Robert Allenby,79,1.035,57,59.0
175,176,176,Lee Janzen,79,1.04,101,105.0
176,177,177,Hidemichi Tanaka,74,1.041,123,128.0
177,178,178,Henrik Bjornstad,97,1.042,96,100.0
178,179,179,Brent Geiberger,99,1.043,93,97.0
179,180,180,Joey Sindelar,90,1.045,67,70.0
180,181,181,Kris Cox,83,1.057,87,92.0
181,182,182,Kirk Triplett,58,1.0590000000000002,51,54.0
182,183,183,Alex Aragon,63,1.063,80,85.0
183,184,184,John Daly,51,1.0659999999999998,61,65.0
184,185,185,J.B. Holmes,81,1.074,81,87.0
185,186,186,Ryan Hietala,61,1.081,74,80.0
186,187,187,Bubba Dickerson,98,1.085,117,127.0
187,188,188,Rich Beem,85,1.088,57,62.0
188,189,189,Pat Perez,50,1.091,44,48.0
189,190,190,Matt Hansen,68,1.102,59,65.0
190,191,191,Alex Cejka,93,1.104,77,85.0
191,192,192,Ted Purdy,103,1.1079999999999999,83,92.0
192,193,193,Eric Axley,91,1.131,99,112.0
193,194,194,"Wes Short, Jr.",96,1.1540000000000001,104,120.0
194,195,195,Scott Gutschewski,53,1.2,50,60.0
195,196,196,Robert Garrigus,85,1.2819999999999998,71,91.0
