,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
101,T94,T94,Tjaart van der Walt,60,50.0,30,60
102,T94,T94,Tiger Woods,55,50.0,7,14
103,104,104,Jason Schultz,77,49.45,45,91
104,105,105,Jonathan Kaye,95,49.35,38,77
105,106,106,Chad Campbell,91,49.28,34,69
106,T107,T107,Matt Hansen,68,49.06,26,53
107,T107,T107,Geoff Ogilvy,76,49.06,26,53
108,109,109,Ryan Palmer,101,48.86,43,88
109,110,110,Hidemichi Tanaka,74,48.81,41,84
110,T111,T111,John Rollins,93,48.72,38,78
111,T111,T111,Jimmy Walker,60,48.72,38,78
112,T113,T113,Bart Bryant,87,48.57,34,70
113,T113,T113,Phil Mickelson,74,48.57,17,35
114,115,115,Greg Chalmers,71,48.45,47,97
115,116,116,Jon Mills,68,48.39,30,62
116,117,117,Dean Wilson,115,48.25,55,114
117,T118,T118,J.P. Hayes,55,48.15,26,54
118,T118,T118,Mike Weir,88,48.15,26,54
119,120,120,Tom Lehman,70,48.08,25,52
120,121,121,Frank Lickliter II,99,48.05,37,77
121,T122,T122,Padraig Harrington,54,48.0,12,25
122,T122,T122,Len Mattiace,59,48.0,36,75
123,124,124,Bubba Watson,83,47.83,33,69
124,125,125,Briny Baird,81,47.76,32,67
125,T126,T126,Eric Axley,91,47.73,42,88
126,T126,T126,Davis Love III,85,47.73,21,44
127,128,128,Justin Leonard,83,47.56,39,82
128,T129,T129,Todd Fischer,101,47.54,58,122
129,T129,T129,Jeff Gove,91,47.54,29,61
130,131,131,Fred Funk,106,47.44,37,78
131,132,132,Retief Goosen,68,47.37,27,57
132,133,133,John Senden,96,47.06,40,85
133,134,134,Tag Ridings,103,47.0,47,100
134,135,135,Patrick Sheehan,104,46.99,39,83
135,136,136,Tim Herron,82,46.97,31,66
136,137,137,Jeff Maggert,81,46.88,30,64
137,138,138,Alex Cejka,93,46.84,37,79
138,139,139,Brett Wetterich,82,46.67,35,75
139,140,140,Dudley Hart,83,46.59,41,88
140,141,141,Larry Mize,53,46.51,20,43
141,142,142,Brian Bateman,69,46.48,33,71
142,143,143,Billy Mayfair,94,46.43,26,56
143,T144,T144,Joe Durant,101,46.15,36,78
144,T144,T144,Harrison Frazar,95,46.15,36,78
145,146,146,Adam Scott,70,45.76,27,59
146,147,147,David Duval,71,45.61,26,57
147,148,148,Brian Davis,92,45.57,36,79
148,T149,T149,Mathew Goggin,72,45.45,30,66
149,T149,T149,Duffy Waldorf,96,45.45,40,88
150,151,151,Greg Owen,79,45.31,29,64
151,152,152,Tommy Armour III,65,45.28,24,53
152,T153,T153,Fred Couples,52,45.24,19,42
153,T153,T153,Steve Elkington,52,45.24,19,42
154,155,155,Vaughn Taylor,88,45.21,33,73
155,156,156,Robert Gamez,94,45.12,37,82
156,T157,T157,Robert Allenby,79,44.9,22,49
157,T157,T157,D.A. Points,82,44.9,44,98
158,159,159,Jeff Brehaut,100,44.55,45,101
159,160,160,Justin Rose,98,44.07,26,59
160,161,161,Shane Bertsch,104,43.93,47,107
161,162,162,Charley Hoffman,100,43.88,43,98
162,163,163,Charles Warren,93,43.84,32,73
163,164,164,Alex Aragon,63,43.75,28,64
164,165,165,Heath Slocum,96,42.86,27,63
165,166,166,Camilo Villegas,95,42.68,35,82
166,167,167,Chris Couch,75,42.67,32,75
167,168,168,Carlos Franco,86,42.55,40,94
168,169,169,Lee Janzen,79,42.22,38,90
169,170,170,Brandt Jobe,91,41.89,31,74
170,171,171,Ian Leggatt,80,41.79,28,67
171,172,172,D.J. Trahan,92,41.76,38,91
172,T173,T173,Nicholas Thompson,96,41.67,35,84
173,T173,T173,Vance Veazey,59,41.67,30,72
174,175,175,Todd Hamilton,72,41.46,34,82
175,176,176,Jason Gore,86,41.43,29,70
176,177,177,J.B. Holmes,81,41.18,21,51
177,178,178,Bob May,65,41.03,16,39
178,T179,T179,Rich Beem,85,40.91,27,66
179,T179,T179,Mark Calcavecchia,94,40.91,36,88
180,181,181,Ted Purdy,103,40.51,32,79
181,182,182,Will MacKenzie,91,40.48,34,84
182,183,183,"John Engler, Jr.",69,40.43,38,94
183,184,184,Mathias Grönberg,92,40.22,37,92
184,T185,T185,Robert Damron,91,40.0,36,90
185,T185,T185,Ryan Hietala,61,40.0,30,75
186,187,187,Michael Connell,51,38.78,19,49
187,188,188,Ron Whittaker,81,38.37,33,86
188,189,189,Chris Smith,67,38.1,24,63
189,190,190,Joey Sindelar,90,37.93,22,58
190,191,191,"Wes Short, Jr.",96,37.04,40,108
191,192,192,Hunter Mahan,98,36.08,35,97
192,193,193,Olin Browne,108,34.52,29,84
193,194,194,Scott Gutschewski,53,34.29,12,35
194,195,195,Bubba Dickerson,98,34.07,31,91
195,196,196,Roger Tambellini,64,32.76,19,58
