,Scrambling_from_the_Sand_RANK THIS WEEK,Scrambling_from_the_Sand_RANK LAST WEEK,Scrambling_from_the_Sand_PLAYER NAME,Scrambling_from_the_Sand_ROUNDS,Scrambling_from_the_Sand_%,Scrambling_from_the_Sand_SUCCESSES,Scrambling_from_the_Sand_ATTEMPTS
59,T60,T60,Bob Estes,85,53.85,42,78
60,T60,T60,Freddie Jacobson,56,53.85,35,65
61,62,62,Bernhard Langer,77,53.62,37,69
62,63,63,Tiger Woods,55,53.57,15,28
63,64,64,Tag Ridings,103,53.54,53,99
64,65,65,Fred Funk,106,53.47,54,101
65,T66,T66,Greg Owen,79,53.45,31,58
66,T66,T66,Brett Quigley,109,53.45,62,116
67,68,68,D.J. Trahan,92,53.4,55,103
68,69,69,Harrison Frazar,95,53.27,57,107
69,70,70,Mark Brooks,90,53.13,51,96
70,71,71,John Huston,74,52.87,46,87
71,72,72,Mike Sposa,68,52.86,37,70
72,T73,T73,Bubba Dickerson,98,52.83,56,106
73,T73,T73,Kenny Perry,73,52.83,28,53
74,T73,T73,Adam Scott,70,52.83,28,53
75,76,76,David McKenzie,82,52.81,47,89
76,77,77,Aaron Baddeley,78,52.71,68,129
77,78,78,Justin Leonard,83,52.63,40,76
78,T79,T79,Justin Rose,98,52.58,51,97
79,T79,T79,Heath Slocum,96,52.58,51,97
80,81,81,Carl Pettersson,95,52.54,62,118
81,82,82,Billy Mayfair,94,52.53,52,99
82,83,83,Scott Verplank,88,52.5,42,80
83,T84,T84,Craig Barlow,77,52.38,33,63
84,T84,T84,Ian Poulter,53,52.38,22,42
85,86,86,Mathew Goggin,72,52.24,35,67
86,87,87,Steve Lowery,99,52.14,61,117
87,88,88,Kris Cox,83,52.0,39,75
88,89,89,Lee Janzen,79,51.79,58,112
89,90,90,Jon Mills,68,51.76,44,85
90,91,91,Brad Faxon,78,51.72,60,116
91,92,92,Charley Hoffman,100,51.52,51,99
92,93,93,Charles Warren,93,51.35,38,74
93,94,94,Jeff Maggert,81,51.32,39,76
94,T95,T95,Robert Gamez,94,51.3,59,115
95,T95,T95,Bill Haas,99,51.3,59,115
96,97,97,Brian Davis,92,51.24,62,121
97,T98,T98,Woody Austin,107,51.09,70,137
98,T98,T98,Jason Gore,86,51.09,47,92
99,100,100,Omar Uresti,61,51.02,25,49
100,101,101,Troy Matteson,101,50.93,55,108
101,102,102,Shigeki Maruyama,94,50.91,56,110
102,T103,T103,Paul Stankowski,70,50.72,35,69
103,T103,T103,Vance Veazey,59,50.72,35,69
104,105,105,Thomas Levet,53,50.68,37,73
105,T106,T106,Brian Bateman,69,50.0,36,72
106,T106,T106,Jonathan Byrd,66,50.0,36,72
107,T106,T106,Robert Damron,91,50.0,59,118
108,T106,T106,Jeff Gove,91,50.0,39,78
109,T106,T106,Richard Johnson,94,50.0,51,102
110,T106,T106,Steve Jones,83,50.0,47,94
111,T106,T106,Skip Kendall,72,50.0,39,78
112,T106,T106,Tom Pernice Jr.,108,50.0,52,104
113,T106,T106,Kirk Triplett,58,50.0,32,64
114,T106,T106,Bo Van Pelt,102,50.0,56,112
115,T106,T106,Brett Wetterich,82,50.0,39,78
116,117,117,Kent Jones,103,49.55,55,111
117,118,118,James Driscoll,80,49.53,53,107
118,119,119,Lucas Glover,105,49.52,52,105
119,120,120,Greg Kraft,79,49.43,43,87
120,121,121,Brandt Jobe,91,49.4,41,83
121,122,122,J.L. Lewis,57,49.33,37,75
122,123,123,Billy Andrade,78,49.3,35,71
123,124,124,Ryan Moore,68,49.28,34,69
124,125,125,Sergio Garcia,59,49.09,27,55
125,126,126,Camilo Villegas,95,48.89,44,90
126,127,127,Charles Howell III,96,48.84,42,86
127,128,128,Stephen Leaney,84,48.72,38,78
128,T129,T129,David Duval,71,48.48,32,66
129,T129,T129,Ryan Palmer,101,48.48,48,99
130,131,131,Frank Lickliter II,99,48.45,47,97
131,132,132,Ben Crane,85,48.15,39,81
132,133,133,J.B. Holmes,81,48.1,38,79
133,134,134,Daisuke Maruyama,83,47.87,45,94
134,135,135,Jesper Parnevik,84,47.83,44,92
135,136,136,Jason Schultz,77,47.73,42,88
136,137,137,Nick Watney,97,47.66,51,107
137,138,138,Danny Ellis,68,47.46,28,59
138,139,139,Olin Browne,108,47.27,52,110
139,140,140,Paul Goydos,72,47.25,43,91
140,141,141,"Wes Short, Jr.",96,47.22,51,108
141,142,142,Len Mattiace,59,47.19,42,89
142,143,143,Retief Goosen,68,47.06,24,51
143,144,144,Pat Perez,50,46.67,28,60
144,145,145,Brent Geiberger,99,46.22,55,119
145,T146,T146,Ben Curtis,86,46.15,42,91
146,T146,T146,Shaun Micheel,96,46.15,36,78
147,148,148,Jimmy Walker,60,46.05,35,76
148,149,149,Jim Furyk,89,46.03,29,63
149,150,150,Zach Johnson,98,45.98,40,87
150,151,151,Henrik Bjornstad,97,45.83,44,96
151,152,152,Stephen Ames,63,45.76,27,59
152,153,153,Tim Herron,82,45.68,37,81
153,154,154,Davis Love III,85,45.56,41,90
154,T155,T155,Larry Mize,53,45.45,20,44
155,T155,T155,Nicholas Thompson,96,45.45,45,99
156,157,157,Jeff Brehaut,100,45.13,51,113
157,158,158,John Cook,67,45.0,27,60
158,159,159,Robert Allenby,79,44.78,30,67
159,160,160,Shane Bertsch,104,44.74,68,152
160,161,161,Hunter Mahan,98,44.68,42,94
161,162,162,Tom Lehman,70,44.64,25,56
162,163,163,Bubba Watson,83,44.55,45,101
163,164,164,Rich Beem,85,44.32,39,88
164,165,165,Matt Hansen,68,44.23,23,52
165,166,166,Alex Cejka,93,44.19,38,86
166,167,167,Joe Durant,101,43.64,48,110
167,168,168,Tommy Armour III,65,43.53,37,85
168,169,169,Briny Baird,81,43.48,30,69
169,170,170,Fred Couples,52,43.1,25,58
170,171,171,Mark Calcavecchia,94,42.86,42,98
171,172,172,D.A. Points,82,42.72,44,103
172,173,173,Eric Axley,91,42.27,41,97
173,174,174,Bart Bryant,87,42.11,24,57
174,175,175,Bob Tway,81,41.86,36,86
175,176,176,John Daly,51,41.82,23,55
176,177,177,Ryan Hietala,61,41.18,28,68
177,178,178,Todd Fischer,101,41.13,51,124
178,179,179,Patrick Sheehan,104,41.07,46,112
179,180,180,Mathias Grönberg,92,41.0,41,100
180,181,181,Joey Sindelar,90,40.7,35,86
181,182,182,J.J. Henry,96,40.26,31,77
182,183,183,Michael Connell,51,40.0,22,55
183,184,184,Scott Gutschewski,53,39.62,21,53
184,T185,T185,Todd Hamilton,72,39.29,33,84
185,T185,T185,J.P. Hayes,55,39.29,22,56
186,T185,T185,Ted Purdy,103,39.29,33,84
187,T188,T188,Phil Mickelson,74,38.64,17,44
188,T188,T188,Ron Whittaker,81,38.64,34,88
189,190,190,Will MacKenzie,91,37.65,32,85
190,191,191,John Rollins,93,36.56,34,93
191,192,192,Roger Tambellini,64,36.23,25,69
192,193,193,Jonathan Kaye,95,35.11,33,94
193,194,194,Chris Couch,75,32.91,26,79
194,195,195,Chris Smith,67,32.81,21,64
195,196,196,Alex Aragon,63,31.67,19,60
