,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
32,T33,T33,Peter Lonard,77,+.024,85,+2.00
33,T33,T33,Bubba Watson,83,+.024,84,+2.00
34,35,35,Ben Curtis,86,+.026,76,+2.00
35,36,36,Shigeki Maruyama,94,+.027,111,+3.00
36,37,37,Bob Estes,85,+.028,108,+3.00
37,38,38,Pat Perez,50,+.029,70,+2.00
38,39,39,Tiger Woods,55,+.030,33,+1.00
39,40,40,K.J. Choi,93,+.032,93,+3.00
40,T41,T41,Stephen Ames,63,+.033,61,+2.00
41,T41,T41,Heath Slocum,96,+.033,90,+3.00
42,T41,T41,Hidemichi Tanaka,74,+.033,91,+3.00
43,44,44,Carlos Franco,86,+.034,87,+3.00
44,T45,T45,Brad Faxon,78,+.037,107,+4.00
45,T45,T45,Scott Verplank,88,+.037,108,+4.00
46,T47,T47,Charley Hoffman,100,+.038,78,+3.00
47,T47,T47,Steve Jones,83,+.038,80,+3.00
48,49,49,Briny Baird,81,+.039,103,+4.00
49,50,50,Jesper Parnevik,84,+.040,99,+4.00
50,51,51,Ryan Hietala,61,+.041,74,+3.00
51,T52,T52,Stewart Cink,93,+.042,71,+3.00
52,T52,T52,"John Engler, Jr.",69,+.042,72,+3.00
53,T54,T54,Retief Goosen,68,+.043,47,+2.00
54,T54,T54,Mathias Grönberg,92,+.043,116,+5.00
55,T54,T54,Padraig Harrington,54,+.043,46,+2.00
56,T54,T54,Mike Sposa,68,+.043,70,+3.00
57,T58,T58,Todd Fischer,101,+.044,136,+6.00
58,T58,T58,Ryan Moore,68,+.044,91,+4.00
59,T60,T60,Robert Garrigus,85,+.045,88,+4.00
60,T60,T60,Bob May,65,+.045,67,+3.00
61,T62,T62,Stuart Appleby,83,+.046,65,+3.00
62,T62,T62,Doug Barron,74,+.046,108,+5.00
63,T62,T62,Brent Geiberger,99,+.046,130,+6.00
64,T62,T62,Phil Mickelson,74,+.046,65,+3.00
65,T62,T62,Jeff Sluman,101,+.046,109,+5.00
66,67,67,Tim Clark,80,+.047,86,+4.00
67,T68,T68,Jerry Kelly,100,+.048,124,+6.00
68,T68,T68,John Senden,96,+.048,83,+4.00
69,70,70,Fred Couples,52,+.049,41,+2.00
70,71,71,Charles Howell III,96,+.051,118,+6.00
71,T72,T72,Ryuji Imada,105,+.052,97,+5.00
72,T72,T72,Billy Mayfair,94,+.052,97,+5.00
73,74,74,Steve Elkington,52,+.053,57,+3.00
74,T75,T75,Brett Quigley,109,+.054,93,+5.00
75,T75,T75,Adam Scott,70,+.054,56,+3.00
76,77,77,Daniel Chopra,110,+.055,109,+6.00
77,T78,T78,Chris DiMarco,83,+.056,89,+5.00
78,T78,T78,Ernie Els,69,+.056,54,+3.00
79,T78,T78,Brian Gay,107,+.056,142,+8.00
80,T78,T78,Ian Leggatt,80,+.056,89,+5.00
81,82,82,Tom Pernice Jr.,108,+.058,121,+7.00
82,T83,T83,Tommy Armour III,65,+.060,83,+5.00
83,T83,T83,Olin Browne,108,+.060,116,+7.00
84,T83,T83,Bo Van Pelt,102,+.060,116,+7.00
85,T86,T86,Kris Cox,83,+.061,98,+6.00
86,T86,T86,Todd Hamilton,72,+.061,66,+4.00
87,T86,T86,John Huston,74,+.061,98,+6.00
88,T86,T86,Larry Mize,53,+.061,49,+3.00
89,T90,T90,Scott Gutschewski,53,+.063,48,+3.00
90,T90,T90,J.J. Henry,96,+.063,95,+6.00
91,T90,T90,Kirk Triplett,58,+.063,64,+4.00
92,T93,T93,Frank Lickliter II,99,+.064,110,+7.00
93,T93,T93,Steve Lowery,99,+.064,110,+7.00
94,T95,T95,Brian Davis,92,+.065,108,+7.00
95,T95,T95,Nick Watney,97,+.065,124,+8.00
96,97,97,Jerry Smith,94,+.066,106,+7.00
97,98,98,Arjun Atwal,97,+.067,105,+7.00
98,99,99,Justin Rose,98,+.068,103,+7.00
99,T100,T100,Lucas Glover,105,+.069,102,+7.00
100,T100,T100,Davis Love III,85,+.069,72,+5.00
101,T102,T102,Bill Haas,99,+.071,112,+8.00
102,T102,T102,Patrick Sheehan,104,+.071,127,+9.00
103,104,104,Richard Johnson,94,+.073,110,+8.00
104,105,105,David Howell,52,+.074,27,+2.00
105,106,106,Jeff Gove,91,+.075,80,+6.00
106,T107,T107,Henrik Bjornstad,97,+.076,118,+9.00
107,T107,T107,John Cook,67,+.076,66,+5.00
108,T107,T107,David Duval,71,+.076,66,+5.00
109,T107,T107,Skip Kendall,72,+.076,79,+6.00
110,T111,T111,Joe Ogilvie,95,+.078,115,+9.00
111,T111,T111,Chris Riley,86,+.078,77,+6.00
112,T111,T111,Vijay Singh,103,+.078,102,+8.00
113,T114,T114,Brandt Jobe,91,+.080,75,+6.00
114,T114,T114,Bernhard Langer,77,+.080,88,+7.00
115,T114,T114,Will MacKenzie,91,+.080,100,+8.00
116,T117,T117,Fred Funk,106,+.081,124,+10.00
117,T117,T117,Nathan Green,108,+.081,124,+10.00
118,T117,T117,Jonathan Kaye,95,+.081,111,+9.00
119,120,120,Brett Wetterich,82,+.082,73,+6.00
120,T121,T121,Shaun Micheel,96,+.083,84,+7.00
121,T121,T121,Paul Stankowski,70,+.083,84,+7.00
122,123,123,Paul Azinger,87,+.084,119,+10.00
123,T124,T124,Robert Allenby,79,+.085,71,+6.00
124,T124,T124,Freddie Jacobson,56,+.085,59,+5.00
125,T124,T124,"Wes Short, Jr.",96,+.085,106,+9.00
126,T124,T124,D.J. Trahan,92,+.085,118,+10.00
127,T128,T128,Mathew Goggin,72,+.086,81,+7.00
128,T128,T128,Camilo Villegas,95,+.086,128,+11.00
129,T128,T128,Mark Wilson,79,+.086,93,+8.00
130,131,131,Duffy Waldorf,96,+.087,103,+9.00
131,132,132,Nicholas Thompson,96,+.088,113,+10.00
132,T133,T133,Billy Andrade,78,+.089,79,+7.00
133,T133,T133,Bart Bryant,87,+.089,90,+8.00
134,T135,T135,Michael Allen,84,+.091,99,+9.00
135,T135,T135,J.L. Lewis,57,+.091,66,+6.00
136,T137,T137,Matt Hansen,68,+.093,75,+7.00
137,T137,T137,Len Mattiace,59,+.093,75,+7.00
138,139,139,J.P. Hayes,55,+.094,64,+6.00
139,140,140,Ted Purdy,103,+.095,105,+10.00
140,141,141,Jimmy Walker,60,+.096,73,+7.00
141,142,142,Mark Brooks,90,+.098,112,+11.00
142,143,143,Stephen Leaney,84,+.099,91,+9.00
143,144,144,Tom Lehman,70,+.100,50,+5.00
144,145,145,Tag Ridings,103,+.102,127,+13.00
145,146,146,Omar Uresti,61,+.103,78,+8.00
146,147,147,Charles Warren,93,+.104,106,+11.00
147,T148,T148,Jeff Maggert,81,+.110,100,+11.00
148,T148,T148,Jason Schultz,77,+.110,91,+10.00
149,T148,T148,Vaughn Taylor,88,+.110,91,+10.00
150,T151,T151,Robert Damron,91,+.111,117,+13.00
151,T151,T151,Joe Durant,101,+.111,108,+12.00
152,153,153,Mark Calcavecchia,94,+.115,130,+15.00
153,154,154,David McKenzie,82,+.116,95,+11.00
154,155,155,Mike Weir,88,+.119,84,+10.00
155,T156,T156,Kent Jones,103,+.122,115,+14.00
156,T156,T156,Jeff Overton,95,+.122,123,+15.00
157,T156,T156,Roger Tambellini,64,+.122,74,+9.00
158,T159,T159,Mark O'Meara,52,+.123,57,+7.00
159,T159,T159,Rory Sabbatini,84,+.123,57,+7.00
160,T159,T159,Kevin Sutherland,100,+.123,114,+14.00
161,162,162,Troy Matteson,101,+.124,121,+15.00
162,163,163,David Branshaw,98,+.125,120,+15.00
163,164,164,D.A. Points,82,+.128,109,+14.00
164,T165,T165,Chris Couch,75,+.132,91,+12.00
165,T165,T165,J.B. Holmes,81,+.132,76,+10.00
166,T167,T167,Alex Cejka,93,+.133,105,+14.00
167,T167,T167,Tim Herron,82,+.133,90,+12.00
168,T167,T167,Lee Janzen,79,+.133,98,+13.00
169,T167,T167,Greg Kraft,79,+.133,90,+12.00
170,171,171,Eric Axley,91,+.135,96,+13.00
171,172,172,Jon Mills,68,+.137,73,+10.00
172,173,173,Danny Ellis,68,+.138,87,+12.00
173,174,174,Tim Petrovic,95,+.140,121,+17.00
174,T175,T175,Shane Bertsch,104,+.141,128,+18.00
175,T175,T175,Zach Johnson,98,+.141,78,+11.00
176,177,177,Woody Austin,107,+.145,124,+18.00
177,T178,T178,Marco Dawson,87,+.146,89,+13.00
178,T178,T178,James Driscoll,80,+.146,103,+15.00
179,180,180,Hunter Mahan,98,+.152,112,+17.00
180,181,181,Chris Smith,67,+.153,72,+11.00
181,182,182,Ron Whittaker,81,+.156,90,+14.00
182,T183,T183,Daisuke Maruyama,83,+.157,102,+16.00
183,T183,T183,Kenny Perry,73,+.157,70,+11.00
184,185,185,John Rollins,93,+.161,87,+14.00
185,186,186,Tjaart van der Walt,60,+.169,77,+13.00
186,187,187,Arron Oberholser,82,+.171,70,+12.00
187,188,188,Joey Sindelar,90,+.174,92,+16.00
188,189,189,Michael Connell,51,+.182,55,+10.00
189,190,190,John Daly,51,+.184,49,+9.00
190,191,191,Jeff Brehaut,100,+.193,109,+21.00
191,T192,T192,Alex Aragon,63,+.200,110,+22.00
192,T192,T192,Vance Veazey,59,+.200,65,+13.00
193,194,194,Thomas Levet,53,+.211,57,+12.00
194,195,195,Jonathan Byrd,66,+.226,62,+14.00
195,196,196,Jason Gore,86,+.265,98,+26.00
