,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
65,T57,T57,Pat Perez,50,"7' 4""",2335.583,320,166
66,T57,T57,Camilo Villegas,95,"7' 4""",4215.333,576,123
67,T57,T57,Nick Watney,97,"7' 4""",4807.417,656,15
68,T57,T57,Mark Wilson,79,"7' 4""",3379.75,461,82
69,T70,T70,Ben Crane,85,"7' 5""",3328.667,447,120
70,T70,T70,Mark O'Meara,52,"7' 5""",2064.333,278,67
71,T70,T70,Arron Oberholser,82,"7' 5""",2853.917,386,98
72,T70,T70,Greg Owen,79,"7' 5""",3176.833,430,11
73,T70,T70,Patrick Sheehan,104,"7' 5""",4751.917,640,60
74,T70,T70,Vaughn Taylor,88,"7' 5""",3924.25,528,144
75,T70,T70,David Toms,76,"7' 5""",2937.917,398,54
76,T70,T70,Tiger Woods,55,"7' 5""",1432.9170000000001,194,10
77,T78,T78,Bart Bryant,87,"7' 6""",3216.25,429,142
78,T78,T78,Ben Curtis,86,"7' 6""",3226.667,428,116
79,T78,T78,Harrison Frazar,95,"7' 6""",4223.833,566,96
80,T78,T78,Jeff Gove,91,"7' 6""",3735.5,496,78
81,T78,T78,Matt Hansen,68,"7' 6""",3086.083,411,89
82,T78,T78,J.P. Hayes,55,"7' 6""",2556.833,341,75
83,T78,T78,Trevor Immelman,86,"7' 6""",3351.5,447,32
84,T78,T78,Freddie Jacobson,56,"7' 6""",2833.25,376,101
85,T78,T78,Lee Janzen,79,"7' 6""",3659.0,490,184
86,T78,T78,Steve Jones,83,"7' 6""",3692.333,494,92
87,T78,T78,Kent Jones,103,"7' 6""",4445.417,590,136
88,T78,T78,Thomas Levet,53,"7' 6""",2525.75,337,81
89,T78,T78,Phil Mickelson,74,"7' 6""",2434.417,324,138
90,T78,T78,Brett Quigley,109,"7' 6""",4566.917,612,14
91,T78,T78,Heath Slocum,96,"7' 6""",3858.083,512,141
92,T78,T78,Jeff Sluman,101,"7' 6""",4224.417,562,71
93,T78,T78,Duffy Waldorf,96,"7' 6""",4185.833,559,61
94,T78,T78,Jimmy Walker,60,"7' 6""",3181.167,424,175
95,T78,T78,Charles Warren,93,"7' 6""",4013.583,537,64
96,T97,T97,Robert Gamez,94,"7' 7""",4238.25,558,135
97,T97,T97,Charley Hoffman,100,"7' 7""",4856.5,642,137
98,T97,T97,Frank Lickliter II,99,"7' 7""",4425.583,585,16
99,T97,T97,Billy Mayfair,94,"7' 7""",3869.333,509,35
100,T97,T97,Jon Mills,68,"7' 7""",2922.833,386,140
101,T97,T97,José María Olazábal,62,"7' 7""",1939.9170000000001,256,95
102,T97,T97,D.A. Points,82,"7' 7""",4085.583,539,131
103,T97,T97,Jason Schultz,77,"7' 7""",3597.667,477,119
104,T97,T97,Adam Scott,70,"7' 7""",2473.25,326,91
105,T97,T97,John Senden,96,"7' 7""",3684.25,485,86
106,T97,T97,Jerry Smith,94,"7' 7""",3955.167,524,41
107,T97,T97,D.J. Trahan,92,"7' 7""",4394.333,577,128
108,T97,T97,Dean Wilson,115,"7' 7""",4837.5,640,51
109,T110,T110,Arjun Atwal,97,"7' 8""",4602.5,601,113
110,T110,T110,Daniel Chopra,110,"7' 8""",5167.5,674,105
111,T110,T110,John Cook,67,"7' 8""",2726.667,354,28
112,T110,T110,Brian Davis,92,"7' 8""",4545.75,592,49
113,T110,T110,Bernhard Langer,77,"7' 8""",3227.417,423,57
114,T110,T110,Ian Leggatt,80,"7' 8""",4015.417,523,164
115,T110,T110,Will MacKenzie,91,"7' 8""",3912.417,511,165
116,T110,T110,Jeff Maggert,81,"7' 8""",3709.75,485,178
117,T110,T110,Geoff Ogilvy,76,"7' 8""",2917.75,380,69
118,T110,T110,Carl Pettersson,95,"7' 8""",4304.25,563,66
119,T110,T110,Hidemichi Tanaka,74,"7' 8""",3635.917,474,169
120,T121,T121,Craig Barlow,77,"7' 9""",3304.0,427,159
121,T121,T121,David Duval,71,"7' 9""",3041.25,392,187
122,T121,T121,Steve Elkington,52,"7' 9""",2347.083,302,6
123,T121,T121,Brent Geiberger,99,"7' 9""",4915.583,632,34
124,T121,T121,Nathan Green,108,"7' 9""",5418.4169999999995,699,17
125,T121,T121,Mathias Grönberg,92,"7' 9""",4535.917,583,125
126,T121,T121,Todd Hamilton,72,"7' 9""",3526.417,454,191
127,T121,T121,Richard Johnson,94,"7' 9""",4308.417,555,44
128,T121,T121,Tom Lehman,70,"7' 9""",2428.833,313,155
129,T121,T121,Shaun Micheel,96,"7' 9""",3864.5,499,127
130,T121,T121,Ryan Moore,68,"7' 9""",3361.333,432,46
131,T121,T121,Sean O'Hair,100,"7' 9""",4390.333,565,139
132,T133,T133,Tommy Armour III,65,"7' 10""",2863.667,366,172
133,T133,T133,Mark Calcavecchia,94,"7' 10""",4594.667,585,130
134,T133,T133,K.J. Choi,93,"7' 10""",4070.417,517,67
135,T133,T133,Stewart Cink,93,"7' 10""",3645.833,465,27
136,T133,T133,Kris Cox,83,"7' 10""",3787.917,486,118
137,T133,T133,Carlos Franco,86,"7' 10""",4360.083,559,163
138,T133,T133,Charles Howell III,96,"7' 10""",4369.917,559,115
139,T133,T133,Vance Veazey,59,"7' 10""",3059.25,390,189
140,T141,T141,Briny Baird,81,"7' 11""",3432.167,433,124
141,T141,T141,Henrik Bjornstad,97,"7' 11""",5194.667,657,109
142,T141,T141,John Daly,51,"7' 11""",2632.667,332,186
143,T141,T141,James Driscoll,80,"7' 11""",4498.583,571,160
144,T141,T141,Davis Love III,85,"7' 11""",3137.75,395,149
145,T141,T141,Len Mattiace,59,"7' 11""",3086.583,391,143
146,T141,T141,Jesper Parnevik,84,"7' 11""",4335.667,550,28
147,T141,T141,Kenny Perry,73,"7' 11""",2823.583,358,162
148,T141,T141,John Rollins,93,"7' 11""",4137.833,525,182
149,T141,T141,Nicholas Thompson,96,"7' 11""",4591.167,580,171
150,T141,T141,Tjaart van der Walt,60,"7' 11""",2839.667,360,9
151,T141,T141,Bubba Watson,83,"7' 11""",3962.167,498,83
152,T141,T141,Ron Whittaker,81,"7' 11""",3819.75,483,167
153,T154,T154,Alex Aragon,63,"8' 0""",3440.583,432,193
154,T154,T154,Jeff Brehaut,100,"8' 0""",4426.083,553,153
155,T154,T154,Robert Garrigus,85,"8' 0""",4399.0,551,158
156,T154,T154,Greg Kraft,79,"8' 0""",3729.667,467,88
157,T154,T154,Ryan Palmer,101,"8' 0""",5064.833,632,74
158,T154,T154,Tag Ridings,103,"8' 0""",5616.5830000000005,703,160
159,T160,T160,Robert Allenby,79,"8' 1""",3293.083,408,131
160,T160,T160,Stephen Ames,63,"8' 1""",2367.667,294,58
161,T160,T160,Brian Bateman,69,"8' 1""",3424.917,424,94
162,T160,T160,Brad Faxon,78,"8' 1""",4632.167,571,110
163,T160,T160,J.J. Henry,96,"8' 1""",3891.333,482,157
164,T160,T160,J.L. Lewis,57,"8' 1""",3154.083,389,76
165,T160,T160,Ted Purdy,103,"8' 1""",4400.5,543,168
166,T160,T160,Paul Stankowski,70,"8' 1""",3495.333,434,114
167,T160,T160,Brett Wetterich,82,"8' 1""",4074.833,503,178
168,T169,T169,Joe Durant,101,"8' 2""",5260.25,647,133
169,T169,T169,Mathew Goggin,72,"8' 2""",3391.833,417,146
170,T169,T169,Jason Gore,86,"8' 2""",4135.083,507,170
171,T169,T169,John Huston,74,"8' 2""",3881.75,477,63
172,T169,T169,David McKenzie,82,"8' 2""",3813.833,469,112
173,T169,T169,Jeff Overton,95,"8' 2""",5297.6669999999995,649,55
174,T175,T175,Eric Axley,91,"8' 3""",4724.667,570,121
175,T175,T175,Shane Bertsch,104,"8' 3""",5074.083,616,105
176,T175,T175,David Branshaw,98,"8' 3""",4562.5,554,38
177,T175,T175,"John Engler, Jr.",69,"8' 3""",4015.5,488,176
178,T175,T175,Tim Petrovic,95,"8' 3""",5444.5830000000005,662,31
179,T180,T180,Rich Beem,85,"8' 4""",3939.167,473,174
180,T180,T180,Bubba Dickerson,98,"8' 4""",5111.75,615,181
181,T182,T182,Greg Chalmers,71,"8' 5""",3715.333,440,126
182,T182,T182,Sergio Garcia,59,"8' 5""",2286.417,273,183
183,T182,T182,Joey Sindelar,90,"8' 5""",4049.417,483,177
184,T185,T185,Ryan Hietala,61,"8' 6""",3548.75,417,180
185,T185,T185,Brandt Jobe,91,"8' 6""",4069.333,479,154
186,T185,T185,Troy Matteson,101,"8' 6""",5563.5830000000005,655,97
187,T185,T185,"Wes Short, Jr.",96,"8' 6""",5366.0,633,194
188,T189,T189,Fred Couples,52,"8' 7""",2052.167,239,150
189,T189,T189,Scott Gutschewski,53,"8' 7""",2807.0,328,190
190,T189,T189,Roger Tambellini,64,"8' 7""",3301.0,384,195
191,192,192,Hunter Mahan,98,"8' 8""",5252.1669999999995,607,150
192,193,193,Michael Connell,51,"8' 9""",2508.917,288,192
193,194,194,Chris Couch,75,"8' 11""",4376.333,490,196
194,195,195,David Howell,52,"9' 1""",1821.0,201,173
195,196,196,Chris Smith,67,"9' 3""",3619.5,392,185
