,Proximity_to_Hole_from_Rough_RANK THIS WEEK,Proximity_to_Hole_from_Rough_RANK LAST WEEK,Proximity_to_Hole_from_Rough_PLAYER NAME,Proximity_to_Hole_from_Rough_ROUNDS,Proximity_to_Hole_from_Rough_AVG DTP,Proximity_to_Hole_from_Rough_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Rough_# OF SHOTS,Proximity_to_Hole_from_Rough_SCRAMBLING RANK
38,T35,T35,Patrick Sheehan,104,"7' 11""",1997.8329999999999,253,60
39,T35,T35,Mike Weir,88,"7' 11""",1399.25,176,79
40,T41,T41,Billy Andrade,78,"8' 0""",1430.9170000000001,179,72
41,T41,T41,Alex Cejka,93,"8' 0""",1661.3329999999999,207,156
42,T41,T41,Padraig Harrington,54,"8' 0""",735.75,92,36
43,T41,T41,John Rollins,93,"8' 0""",1645.4170000000001,206,182
44,T41,T41,Bo Van Pelt,102,"8' 0""",1813.25,227,99
45,T46,T46,Jason Bohn,104,"8' 1""",1883.0,234,13
46,T46,T46,J.B. Holmes,81,"8' 1""",1468.6670000000001,181,188
47,T46,T46,Rod Pampling,89,"8' 1""",1622.4170000000001,200,85
48,T46,T46,D.A. Points,82,"8' 1""",1539.5,190,131
49,T46,T46,Mike Sposa,68,"8' 1""",1282.75,158,47
50,T46,T46,Nicholas Thompson,96,"8' 1""",1771.5829999999999,220,171
51,T52,T52,Todd Fischer,101,"8' 2""",2015.5829999999999,248,117
52,T52,T52,Steve Flesch,119,"8' 2""",2177.667,268,22
53,T52,T52,Lucas Glover,105,"8' 2""",1912.8329999999999,235,129
54,T52,T52,Freddie Jacobson,56,"8' 2""",1237.25,151,101
55,T52,T52,Bob May,65,"8' 2""",1127.083,138,144
56,T52,T52,Shaun Micheel,96,"8' 2""",1733.9170000000001,213,127
57,T52,T52,Arron Oberholser,82,"8' 2""",1047.583,128,98
58,T52,T52,Joe Ogilvie,95,"8' 2""",1831.6670000000001,225,45
59,T52,T52,Nick Watney,97,"8' 2""",2183.0,266,15
60,T61,T61,Bob Estes,85,"8' 3""",1442.5829999999999,174,40
61,T61,T61,Fred Funk,106,"8' 3""",1736.3329999999999,211,42
62,T61,T61,Steve Jones,83,"8' 3""",1575.6670000000001,191,92
63,T61,T61,Tom Pernice Jr.,108,"8' 3""",2035.75,248,80
64,T61,T61,Ian Poulter,53,"8' 3""",936.6669999999999,114,36
65,T66,T66,Stuart Appleby,83,"8' 4""",1691.9170000000001,203,56
66,T66,T66,Henrik Bjornstad,97,"8' 4""",2194.167,262,109
67,T66,T66,Steve Elkington,52,"8' 4""",958.3330000000001,115,6
68,T66,T66,Brent Geiberger,99,"8' 4""",1768.8329999999999,212,34
69,T66,T66,Ryuji Imada,105,"8' 4""",2066.167,249,24
70,T66,T66,Richard Johnson,94,"8' 4""",1888.75,226,44
71,T66,T66,Peter Lonard,77,"8' 4""",1579.0829999999999,189,87
72,T66,T66,Jon Mills,68,"8' 4""",1224.417,147,140
73,T66,T66,Larry Mize,53,"8' 4""",1028.25,124,33
74,T66,T66,Mark O'Meara,52,"8' 4""",961.8330000000001,115,67
75,T66,T66,Vijay Singh,103,"8' 4""",1824.0,219,39
76,T66,T66,Duffy Waldorf,96,"8' 4""",1747.8329999999999,209,61
77,T66,T66,Charles Warren,93,"8' 4""",1771.3329999999999,212,64
78,T79,T79,Brian Davis,92,"8' 5""",1739.8329999999999,206,49
79,T79,T79,Adam Scott,70,"8' 5""",1038.083,123,91
80,T79,T79,David Toms,76,"8' 5""",1141.5,135,54
81,T79,T79,Jimmy Walker,60,"8' 5""",1385.9170000000001,164,175
82,T83,T83,Tommy Armour III,65,"8' 6""",1158.333,136,172
83,T83,T83,Doug Barron,74,"8' 6""",1599.6670000000001,188,23
84,T83,T83,Daniel Chopra,110,"8' 6""",2427.25,286,105
85,T83,T83,Robert Damron,91,"8' 6""",1802.0829999999999,213,100
86,T83,T83,David Duval,71,"8' 6""",1381.3329999999999,163,187
87,T83,T83,Ernie Els,69,"8' 6""",1273.5,150,53
88,T83,T83,Harrison Frazar,95,"8' 6""",1830.4170000000001,216,96
89,T83,T83,Brian Gay,107,"8' 6""",2210.083,259,5
90,T83,T83,Todd Hamilton,72,"8' 6""",1578.9170000000001,185,191
91,T83,T83,Ryan Moore,68,"8' 6""",1307.0,154,46
92,T83,T83,José María Olazábal,62,"8' 6""",871.9169999999999,103,95
93,T83,T83,Jesper Parnevik,84,"8' 6""",1888.75,222,28
94,T83,T83,John Senden,96,"8' 6""",1579.5829999999999,185,86
95,T83,T83,Kevin Sutherland,100,"8' 6""",2056.25,242,30
96,T83,T83,Vaughn Taylor,88,"8' 6""",1722.9170000000001,203,144
97,T98,T98,Fred Couples,52,"8' 7""",729.9169999999999,85,150
98,T98,T98,Chris DiMarco,83,"8' 7""",1188.417,138,62
99,T98,T98,Mathew Goggin,72,"8' 7""",1261.083,147,146
100,T98,T98,J.J. Henry,96,"8' 7""",1589.4170000000001,186,157
101,T98,T98,Trevor Immelman,86,"8' 7""",1444.25,169,32
102,T98,T98,Jerry Kelly,100,"8' 7""",1657.25,194,17
103,T98,T98,Frank Lickliter II,99,"8' 7""",1788.3329999999999,208,16
104,T105,T105,Stephen Ames,63,"8' 8""",891.0,103,58
105,T105,T105,Mathias Grönberg,92,"8' 8""",1837.6670000000001,212,125
106,T105,T105,Zach Johnson,98,"8' 8""",1674.25,193,103
107,T105,T105,Skip Kendall,72,"8' 8""",1185.583,137,73
108,T105,T105,Phil Mickelson,74,"8' 8""",1117.583,129,138
109,T105,T105,Kenny Perry,73,"8' 8""",1129.333,130,162
110,T111,T111,Alex Aragon,63,"8' 9""",1338.75,153,193
111,T111,T111,Bernhard Langer,77,"8' 9""",1404.75,161,57
112,T111,T111,Ian Leggatt,80,"8' 9""",1683.5829999999999,193,164
113,T111,T111,Will MacKenzie,91,"8' 9""",1678.8329999999999,191,165
114,T111,T111,Ted Purdy,103,"8' 9""",1796.6670000000001,205,168
115,T111,T111,Heath Slocum,96,"8' 9""",1756.0829999999999,200,141
116,T111,T111,D.J. Trahan,92,"8' 9""",1837.0,209,128
117,T111,T111,Camilo Villegas,95,"8' 9""",1871.75,214,123
118,T119,T119,Arjun Atwal,97,"8' 10""",2039.6670000000001,230,113
119,T119,T119,Robert Garrigus,85,"8' 10""",1912.6670000000001,216,158
120,T119,T119,Jeff Gove,91,"8' 10""",1605.3329999999999,182,78
121,T119,T119,Lee Janzen,79,"8' 10""",1480.8329999999999,167,184
122,T119,T119,Tim Petrovic,95,"8' 10""",2169.5,246,31
123,T119,T119,Brett Wetterich,82,"8' 10""",1705.9170000000001,193,178
124,T125,T125,Robert Allenby,79,"8' 11""",1256.75,141,131
125,T125,T125,Jeff Brehaut,100,"8' 11""",1769.4170000000001,199,153
126,T125,T125,Carlos Franco,86,"8' 11""",1882.25,212,163
127,T125,T125,Dudley Hart,83,"8' 11""",1655.4170000000001,186,64
128,T125,T125,Kent Jones,103,"8' 11""",1843.5829999999999,207,136
129,T125,T125,Greg Kraft,79,"8' 11""",1638.25,183,88
130,T125,T125,Len Mattiace,59,"8' 11""",1351.9170000000001,151,143
131,T125,T125,Greg Owen,79,"8' 11""",1412.1670000000001,158,11
132,T125,T125,Brett Quigley,109,"8' 11""",1872.3329999999999,210,14
133,T125,T125,Jeff Sluman,101,"8' 11""",2180.75,244,71
134,T125,T125,Tjaart van der Walt,60,"8' 11""",1184.75,133,9
135,T136,T136,Mark Calcavecchia,94,"9' 0""",2090.583,233,130
136,T136,T136,Stewart Cink,93,"9' 0""",1710.0829999999999,190,27
137,T136,T136,J.L. Lewis,57,"9' 0""",1220.667,136,76
138,T136,T136,Hidemichi Tanaka,74,"9' 0""",1624.0,180,169
139,T136,T136,Kirk Triplett,58,"9' 0""",938.1669999999999,104,133
140,T141,T141,Brian Bateman,69,"9' 1""",1539.3329999999999,170,94
141,T141,T141,Shane Bertsch,104,"9' 1""",2075.667,229,105
142,T141,T141,John Daly,51,"9' 1""",1368.0,150,186
143,T141,T141,Davis Love III,85,"9' 1""",1293.5,142,149
144,T141,T141,Carl Pettersson,95,"9' 1""",1881.0829999999999,208,66
145,T141,T141,Jason Schultz,77,"9' 1""",1613.1670000000001,178,119
146,T141,T141,Bubba Watson,83,"9' 1""",1677.75,184,83
147,T141,T141,Mark Wilson,79,"9' 1""",1620.25,178,82
148,T149,T149,David McKenzie,82,"9' 2""",1623.75,177,112
149,T149,T149,Jeff Overton,95,"9' 2""",2304.75,251,55
150,T151,T151,Rich Beem,85,"9' 3""",1661.5829999999999,179,174
151,T151,T151,Chad Campbell,91,"9' 3""",1299.917,141,93
152,T151,T151,Ben Curtis,86,"9' 3""",1410.5829999999999,152,116
153,T151,T151,Jason Gore,86,"9' 3""",1646.1670000000001,178,170
154,T151,T151,Brandt Jobe,91,"9' 3""",1829.75,197,154
155,T151,T151,Troy Matteson,101,"9' 3""",2449.917,264,97
156,T151,T151,Vance Veazey,59,"9' 3""",1520.6670000000001,165,189
157,T158,T158,Eric Axley,91,"9' 4""",2120.333,227,121
158,T158,T158,Briny Baird,81,"9' 4""",1345.0,144,124
159,T158,T158,Bart Bryant,87,"9' 4""",1504.1670000000001,161,142
160,T158,T158,Robert Gamez,94,"9' 4""",1875.9170000000001,201,135
161,T158,T158,Nathan Green,108,"9' 4""",2436.0,262,17
162,T158,T158,Charles Howell III,96,"9' 4""",1915.0,206,115
163,T158,T158,Jeff Maggert,81,"9' 4""",1636.1670000000001,176,178
164,T158,T158,Joey Sindelar,90,"9' 4""",1688.0829999999999,181,177
165,T158,T158,Ron Whittaker,81,"9' 4""",1762.1670000000001,188,167
166,T158,T158,Dean Wilson,115,"9' 4""",2449.583,262,51
167,T168,T168,"John Engler, Jr.",69,"9' 5""",1909.1670000000001,202,176
168,T168,T168,Hunter Mahan,98,"9' 5""",2600.0,275,150
169,T168,T168,Geoff Ogilvy,76,"9' 5""",1315.0,140,69
170,T171,T171,Brad Faxon,78,"9' 6""",2083.333,219,110
171,T171,T171,Ryan Hietala,61,"9' 6""",1648.8329999999999,174,180
172,T173,T173,Kris Cox,83,"9' 7""",1910.8329999999999,199,118
173,T173,T173,James Driscoll,80,"9' 7""",2052.25,214,160
174,T173,T173,Joe Durant,101,"9' 7""",2168.5,226,133
175,T173,T173,Jerry Smith,94,"9' 7""",1668.8329999999999,174,41
176,T177,T177,Bubba Dickerson,98,"9' 8""",2269.417,235,181
177,T177,T177,Scott Gutschewski,53,"9' 8""",1377.5,142,190
178,T177,T177,Billy Mayfair,94,"9' 8""",1782.75,185,35
179,T177,T177,Ryan Palmer,101,"9' 8""",2367.75,245,74
180,T177,T177,Tag Ridings,103,"9' 8""",2818.667,291,160
181,T182,T182,Craig Barlow,77,"9' 9""",1703.5,174,159
182,T182,T182,Chris Couch,75,"9' 9""",1943.75,200,196
183,T182,T182,John Huston,74,"9' 9""",1660.1670000000001,171,63
184,T182,T182,Sean O'Hair,100,"9' 9""",1912.0829999999999,196,139
185,186,186,"Wes Short, Jr.",96,"9' 11""",2476.333,249,194
186,T187,T187,K.J. Choi,93,"10' 0""",1869.75,187,67
187,T187,T187,Roger Tambellini,64,"10' 0""",1475.25,147,195
188,T187,T187,Tiger Woods,55,"10' 0""",816.8330000000001,82,10
189,T190,T190,Greg Chalmers,71,"10' 1""",1860.6670000000001,185,126
190,T190,T190,Paul Stankowski,70,"10' 1""",1905.0,189,114
191,T192,T192,Sergio Garcia,59,"10' 5""",1041.333,100,183
192,T192,T192,Chris Smith,67,"10' 5""",1452.0,139,185
193,194,194,David Howell,52,"10' 9""",751.5830000000001,70,173
194,195,195,David Branshaw,98,"11' 0""",2089.167,190,38
195,196,196,Michael Connell,51,"11' 3""",1189.333,106,192
