,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
55,56,56,Jonathan Kaye,95,56.93,115,202
56,57,57,Todd Hamilton,72,56.84,108,190
57,T58,T58,Tom Lehman,70,56.78,67,118
58,T58,T58,Ted Purdy,103,56.78,113,199
59,60,60,Tommy Armour III,65,56.62,77,136
60,61,61,Stephen Leaney,84,56.54,108,191
61,62,62,John Senden,96,56.4,97,172
62,63,63,Fred Funk,106,56.38,106,188
63,64,64,Tim Herron,82,56.36,93,165
64,65,65,Peter Lonard,77,56.25,99,176
65,66,66,Troy Matteson,101,56.18,141,251
66,67,67,Trevor Immelman,86,56.03,79,141
67,68,68,Chris Riley,86,55.94,113,202
68,69,69,Bart Bryant,87,55.92,85,152
69,70,70,Jesper Parnevik,84,55.71,117,210
70,71,71,Tom Pernice Jr.,108,55.7,132,237
71,72,72,Carl Pettersson,95,55.67,108,194
72,73,73,David Toms,76,55.64,74,133
73,T74,T74,Justin Leonard,83,55.63,89,160
74,T74,T74,Jon Mills,68,55.63,89,160
75,T76,T76,Richard Johnson,94,55.61,124,223
76,T76,T76,Duffy Waldorf,96,55.61,114,205
77,78,78,Justin Rose,98,55.56,110,198
78,79,79,Geoff Ogilvy,76,55.47,71,128
79,80,80,Jerry Kelly,100,55.38,108,195
80,81,81,Jason Schultz,77,55.19,101,183
81,82,82,Lucas Glover,105,55.17,112,203
82,83,83,Joe Ogilvie,95,55.16,123,223
83,84,84,Rod Pampling,89,54.97,105,191
84,85,85,Olin Browne,108,54.94,128,233
85,86,86,Kevin Sutherland,100,54.87,124,226
86,87,87,Daniel Chopra,110,54.85,164,299
87,88,88,Jeff Overton,95,54.66,129,236
88,89,89,Jeff Sluman,101,54.55,126,231
89,90,90,Alex Cejka,93,54.4,105,193
90,91,91,K.J. Choi,93,54.27,89,164
91,92,92,Greg Owen,79,54.25,83,153
92,93,93,Tim Petrovic,95,54.2,129,238
93,94,94,Brian Davis,92,54.15,111,205
94,95,95,D.A. Points,82,54.12,105,194
95,96,96,Dean Wilson,115,54.02,141,261
96,97,97,Greg Kraft,79,53.97,102,189
97,98,98,Jeff Gove,91,53.85,84,156
98,99,99,Hunter Mahan,98,53.82,134,249
99,100,100,Vaughn Taylor,88,53.81,106,197
100,101,101,Chris DiMarco,83,53.79,71,132
101,T102,T102,Robert Damron,91,53.73,108,201
102,T102,T102,Tiger Woods,55,53.73,36,67
103,104,104,Michael Allen,84,53.6,119,222
104,105,105,Retief Goosen,68,53.33,64,120
105,106,106,Marco Dawson,87,53.3,113,212
106,T107,T107,Charley Hoffman,100,53.22,124,233
107,T107,T107,Daisuke Maruyama,83,53.22,91,171
108,109,109,Len Mattiace,59,53.13,85,160
109,110,110,Ryan Palmer,101,53.11,128,241
110,111,111,Tim Clark,80,53.08,69,130
111,112,112,Billy Mayfair,94,52.98,89,168
112,T113,T113,Harrison Frazar,95,52.94,108,204
113,T113,T113,Ryan Hietala,61,52.94,90,170
114,115,115,Mathias Grönberg,92,52.91,100,189
115,116,116,Mike Sposa,68,52.8,85,161
116,117,117,Robert Garrigus,85,52.78,114,216
117,118,118,Brett Quigley,109,52.66,99,188
118,119,119,Jerry Smith,94,52.51,94,179
119,T120,T120,Bob Estes,85,52.5,84,160
120,T120,T120,Ryuji Imada,105,52.5,126,240
121,122,122,Henrik Bjornstad,97,52.44,129,246
122,123,123,Kris Cox,83,52.38,99,189
123,T124,T124,David Duval,71,52.2,83,159
124,T124,T124,Kent Jones,103,52.2,107,205
125,T126,T126,Chad Campbell,91,52.11,74,142
126,T126,T126,Robert Gamez,94,52.11,111,213
127,128,128,Charles Howell III,96,52.06,101,194
128,T129,T129,Bob Tway,81,51.98,92,177
129,T129,T129,Bubba Watson,83,51.98,92,177
130,131,131,Arjun Atwal,97,51.9,123,237
131,132,132,Doug Barron,74,51.85,98,189
132,133,133,Ben Crane,85,51.79,87,168
133,134,134,Matt Hansen,68,51.74,89,172
134,135,135,Brandt Jobe,91,51.63,95,184
135,136,136,Jason Gore,86,51.53,101,196
136,T137,T137,Steve Jones,83,51.52,102,198
137,T137,T137,Steve Lowery,99,51.52,102,198
138,139,139,Paul Stankowski,70,51.48,87,169
139,140,140,Mike Weir,88,51.43,90,175
140,141,141,Kenny Perry,73,51.33,58,113
141,142,142,David McKenzie,82,51.14,90,176
142,143,143,Camilo Villegas,95,51.05,97,190
143,144,144,Mark Wilson,79,50.96,80,157
144,145,145,Joe Durant,101,50.82,93,183
145,T146,T146,Mathew Goggin,72,50.76,67,132
146,T146,T146,Dudley Hart,83,50.76,100,197
147,T146,T146,Will MacKenzie,91,50.76,100,197
148,149,149,Jeff Brehaut,100,50.75,101,199
149,150,150,Ben Curtis,86,50.65,78,154
150,151,151,Pat Perez,50,50.44,57,113
151,152,152,Phil Mickelson,74,50.4,63,125
152,153,153,Ryan Moore,68,50.34,74,147
153,154,154,J.J. Henry,96,50.26,98,195
154,T155,T155,David Branshaw,98,50.0,91,182
155,T155,T155,John Daly,51,50.0,61,122
156,T155,T155,James Driscoll,80,50.0,109,218
157,T155,T155,Zach Johnson,98,50.0,83,166
158,T155,T155,Sean O'Hair,100,50.0,91,182
159,160,160,Todd Fischer,101,49.79,119,239
160,161,161,Hidemichi Tanaka,74,49.74,97,195
161,162,162,Fred Couples,52,49.37,39,79
162,163,163,Vance Veazey,59,49.35,76,154
163,164,164,Greg Chalmers,71,49.28,103,209
164,165,165,Ron Whittaker,81,49.22,95,193
165,166,166,Nicholas Thompson,96,48.91,112,229
166,167,167,Briny Baird,81,48.87,65,133
167,168,168,Tag Ridings,103,48.58,137,282
168,169,169,Craig Barlow,77,48.47,79,163
169,170,170,Heath Slocum,96,48.44,93,192
170,171,171,J.B. Holmes,81,48.39,75,155
171,172,172,Davis Love III,85,48.15,65,135
172,173,173,Thomas Levet,53,48.11,51,106
173,174,174,Chris Smith,67,47.9,57,119
174,175,175,Jeff Maggert,81,47.83,88,184
175,176,176,Scott Gutschewski,53,47.69,62,130
176,177,177,Jimmy Walker,60,47.68,72,151
177,178,178,Carlos Franco,86,47.59,89,187
178,179,179,Brad Faxon,78,47.17,100,212
179,T180,T180,"John Engler, Jr.",69,47.0,94,200
180,T180,T180,Kirk Triplett,58,47.0,47,100
181,182,182,Brett Wetterich,82,46.33,82,177
182,183,183,Alex Aragon,63,46.26,68,147
183,184,184,Chris Couch,75,46.11,77,167
184,185,185,Adam Scott,70,46.02,52,113
185,186,186,Lee Janzen,79,45.71,80,175
186,187,187,Michael Connell,51,45.45,50,110
187,188,188,D.J. Trahan,92,44.95,98,218
188,189,189,Sergio Garcia,59,44.44,36,81
189,190,190,Bubba Dickerson,98,43.91,101,230
190,191,191,Ian Leggatt,80,43.81,85,194
191,192,192,David Howell,52,43.75,28,64
192,193,193,Rich Beem,85,43.53,74,170
193,194,194,Roger Tambellini,64,43.33,65,150
194,195,195,"Wes Short, Jr.",96,41.67,100,240
195,196,196,Bob May,65,39.16,56,143
