,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
113,114,114,Paul Stankowski,70,56.98,245,430
114,115,115,Charles Howell III,96,56.92,325,571
115,116,116,Ben Curtis,86,56.88,306,538
116,117,117,Todd Fischer,101,56.76,382,673
117,118,118,Kris Cox,83,56.73,278,490
118,119,119,Jason Schultz,77,56.54,281,497
119,120,120,Ben Crane,85,56.49,309,547
120,T121,T121,Eric Axley,91,56.47,310,549
121,T121,T121,Marco Dawson,87,56.47,310,549
122,123,123,Camilo Villegas,95,56.45,328,581
123,124,124,Briny Baird,81,56.42,233,413
124,125,125,Mathias Grönberg,92,56.34,302,536
125,126,126,Greg Chalmers,71,56.28,278,494
126,127,127,Shaun Micheel,96,56.27,305,542
127,128,128,D.J. Trahan,92,56.26,328,583
128,129,129,Lucas Glover,105,56.23,334,594
129,130,130,Mark Calcavecchia,94,56.22,357,635
130,T131,T131,Robert Allenby,79,56.18,250,445
131,T131,T131,D.A. Points,82,56.18,300,534
132,T133,T133,Joe Durant,101,56.0,308,550
133,T133,T133,Kirk Triplett,58,56.0,196,350
134,135,135,Robert Gamez,94,55.97,333,595
135,136,136,Kent Jones,103,55.89,351,628
136,137,137,Charley Hoffman,100,55.86,329,589
137,138,138,Phil Mickelson,74,55.84,220,394
138,139,139,Sean O'Hair,100,55.79,347,622
139,140,140,Jon Mills,68,55.76,247,443
140,141,141,Heath Slocum,96,55.66,300,539
141,142,142,Bart Bryant,87,55.46,269,485
142,143,143,Len Mattiace,59,55.38,242,437
143,T144,T144,Bob May,65,55.36,191,345
144,T144,T144,Vaughn Taylor,88,55.36,315,569
145,146,146,Mathew Goggin,72,55.31,229,414
146,147,147,Bob Tway,81,55.27,278,503
147,148,148,Tim Herron,82,55.23,301,545
148,149,149,Davis Love III,85,55.14,252,457
149,T150,T150,Fred Couples,52,55.13,172,312
150,T150,T150,Hunter Mahan,98,55.13,317,575
151,152,152,Olin Browne,108,55.09,368,668
152,153,153,Jeff Brehaut,100,55.04,311,565
153,154,154,Brandt Jobe,91,54.91,285,519
154,155,155,Tom Lehman,70,54.89,202,368
155,156,156,Alex Cejka,93,54.82,290,529
156,157,157,J.J. Henry,96,54.78,292,533
157,158,158,Robert Garrigus,85,54.73,289,528
158,159,159,Craig Barlow,77,54.67,246,450
159,T160,T160,James Driscoll,80,54.58,304,557
160,T160,T160,Tag Ridings,103,54.58,381,698
161,162,162,Kenny Perry,73,54.57,221,405
162,163,163,Carlos Franco,86,54.55,294,539
163,164,164,Ian Leggatt,80,54.47,274,503
164,165,165,Will MacKenzie,91,54.44,276,507
165,166,166,Pat Perez,50,54.4,173,318
166,167,167,Ron Whittaker,81,54.24,262,483
167,168,168,Ted Purdy,103,54.09,324,599
168,169,169,Hidemichi Tanaka,74,54.07,299,553
169,170,170,Jason Gore,86,53.85,301,559
170,171,171,Nicholas Thompson,96,53.79,312,580
171,172,172,Tommy Armour III,65,53.77,228,424
172,173,173,David Howell,52,53.69,160,298
173,174,174,Rich Beem,85,53.66,271,505
174,175,175,Jimmy Walker,60,53.65,213,397
175,176,176,"John Engler, Jr.",69,53.61,260,485
176,177,177,Joey Sindelar,90,53.54,272,508
177,T178,T178,Jeff Maggert,81,53.47,270,505
178,T178,T178,Brett Wetterich,82,53.47,254,475
179,180,180,Ryan Hietala,61,53.07,225,424
180,181,181,Bubba Dickerson,98,53.03,315,594
181,182,182,John Rollins,93,52.97,294,555
182,183,183,Sergio Garcia,59,52.8,170,322
183,184,184,Lee Janzen,79,52.76,277,525
184,185,185,Chris Smith,67,52.7,195,370
185,186,186,John Daly,51,52.46,181,345
186,187,187,David Duval,71,52.42,260,496
187,188,188,J.B. Holmes,81,51.98,250,481
188,189,189,Vance Veazey,59,51.96,212,408
189,190,190,Scott Gutschewski,53,51.63,158,306
190,191,191,Todd Hamilton,72,51.34,287,559
191,192,192,Michael Connell,51,51.29,159,310
192,193,193,Alex Aragon,63,50.78,228,449
193,194,194,"Wes Short, Jr.",96,49.5,300,606
194,195,195,Roger Tambellini,64,49.47,188,380
195,196,196,Chris Couch,75,49.02,224,457
