,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
77,T78,T78,Lucas Glover,105,"8' 6""",3806.417,448
78,T78,T78,Nathan Green,108,"8' 6""",4542.167,536
79,T78,T78,Skip Kendall,72,"8' 6""",2476.0,290
80,T78,T78,Tom Lehman,70,"8' 6""",2117.333,248
81,T78,T78,Arron Oberholser,82,"8' 6""",2531.083,297
82,T78,T78,Pat Perez,50,"8' 6""",2020.9170000000001,238
83,T78,T78,Tim Petrovic,95,"8' 6""",4446.917,522
84,T78,T78,Carl Pettersson,95,"8' 6""",3717.5,436
85,T78,T78,Jason Schultz,77,"8' 6""",3133.333,370
86,T78,T78,Bob Tway,81,"8' 6""",3048.0,360
87,T88,T88,Briny Baird,81,"8' 7""",2850.75,332
88,T88,T88,K.J. Choi,93,"8' 7""",3464.5,405
89,T88,T88,Retief Goosen,68,"8' 7""",2016.25,234
90,T88,T88,Freddie Jacobson,56,"8' 7""",2432.333,284
91,T88,T88,Shaun Micheel,96,"8' 7""",3347.083,391
92,T88,T88,David Toms,76,"8' 7""",2747.167,320
93,T94,T94,Doug Barron,74,"8' 8""",3519.417,406
94,T94,T94,Daniel Chopra,110,"8' 8""",4485.083,516
95,T94,T94,John Daly,51,"8' 8""",2053.75,237
96,T94,T94,Mathew Goggin,72,"8' 8""",2553.0,296
97,T94,T94,Bernhard Langer,77,"8' 8""",2736.0,317
98,T94,T94,Jon Mills,68,"8' 8""",2658.333,306
99,T94,T94,Hidemichi Tanaka,74,"8' 8""",3284.75,378
100,T94,T94,Tjaart van der Walt,60,"8' 8""",2636.167,303
101,T94,T94,Charles Warren,93,"8' 8""",3410.333,395
102,T103,T103,Carlos Franco,86,"8' 9""",3676.917,420
103,T103,T103,Brent Geiberger,99,"8' 9""",4404.333,502
104,T103,T103,Jeff Gove,91,"8' 9""",3181.083,363
105,T103,T103,José María Olazábal,62,"8' 9""",1586.4170000000001,181
106,T103,T103,Ted Purdy,103,"8' 9""",3543.917,406
107,T108,T108,Stewart Cink,93,"8' 10""",3330.25,377
108,T108,T108,J.B. Holmes,81,"8' 10""",2870.083,324
109,T108,T108,Steve Lowery,99,"8' 10""",4046.5,458
110,T108,T108,Mark O'Meara,52,"8' 10""",2119.667,239
111,T108,T108,Ryan Palmer,101,"8' 10""",4120.417,467
112,T108,T108,Kenny Perry,73,"8' 10""",2400.833,272
113,T108,T108,Heath Slocum,96,"8' 10""",3654.167,412
114,T108,T108,Bubba Watson,83,"8' 10""",3218.083,365
115,T108,T108,Dean Wilson,115,"8' 10""",4513.333,509
116,T117,T117,Arjun Atwal,97,"8' 11""",4140.917,465
117,T117,T117,Dudley Hart,83,"8' 11""",3482.417,392
118,T117,T117,Phil Mickelson,74,"8' 11""",2009.5,226
119,T117,T117,Ryan Moore,68,"8' 11""",3008.667,339
120,T117,T117,Geoff Ogilvy,76,"8' 11""",2627.667,294
121,T117,T117,Patrick Sheehan,104,"8' 11""",4578.583,513
122,T117,T117,Mike Sposa,68,"8' 11""",3079.75,346
123,T117,T117,Camilo Villegas,95,"8' 11""",3769.75,423
124,T125,T125,Jeff Brehaut,100,"9' 0""",3830.0,426
125,T125,T125,Joe Durant,101,"9' 0""",4357.0,484
126,T125,T125,Harrison Frazar,95,"9' 0""",3749.833,415
127,T125,T125,Zach Johnson,98,"9' 0""",3608.417,400
128,T125,T125,Greg Kraft,79,"9' 0""",3613.75,401
129,T130,T130,Robert Allenby,79,"9' 1""",2729.25,300
130,T130,T130,David Branshaw,98,"9' 1""",3914.0,429
131,T130,T130,Robert Gamez,94,"9' 1""",4084.917,449
132,T130,T130,Robert Garrigus,85,"9' 1""",3651.25,402
133,T130,T130,Matt Hansen,68,"9' 1""",2825.667,311
134,T130,T130,Lee Janzen,79,"9' 1""",3539.75,390
135,T130,T130,Thomas Levet,53,"9' 1""",2486.333,273
136,T130,T130,Jeff Overton,95,"9' 1""",4398.0,482
137,T130,T130,Ron Whittaker,81,"9' 1""",3476.833,383
138,T139,T139,Stephen Ames,63,"9' 2""",2116.333,230
139,T139,T139,Brad Faxon,78,"9' 2""",4484.75,489
140,T139,T139,Sergio Garcia,59,"9' 2""",1745.1670000000001,191
141,T139,T139,Mathias Grönberg,92,"9' 2""",3942.833,430
142,T139,T139,Paul Stankowski,70,"9' 2""",3019.667,330
143,T144,T144,Len Mattiace,59,"9' 3""",2915.667,314
144,T144,T144,Jesper Parnevik,84,"9' 3""",3822.75,413
145,T146,T146,Olin Browne,108,"9' 4""",4574.333,492
146,T146,T146,J.J. Henry,96,"9' 4""",3542.833,378
147,T146,T146,Jeff Maggert,81,"9' 4""",3448.583,368
148,T146,T146,Nicholas Thompson,96,"9' 4""",4137.25,442
149,T146,T146,D.J. Trahan,92,"9' 4""",4160.833,447
150,T146,T146,Brett Wetterich,82,"9' 4""",3466.167,371
151,T152,T152,Aaron Baddeley,78,"9' 5""",4184.167,446
152,T152,T152,Henrik Bjornstad,97,"9' 5""",4709.333,502
153,T152,T152,Ben Curtis,86,"9' 5""",3301.167,351
154,T152,T152,John Huston,74,"9' 5""",3550.75,378
155,T152,T152,Richard Johnson,94,"9' 5""",4234.083,450
156,T152,T152,Daisuke Maruyama,83,"9' 5""",3693.917,392
157,T152,T152,D.A. Points,82,"9' 5""",4027.417,429
158,T152,T152,Vance Veazey,59,"9' 5""",3013.417,321
159,T160,T160,Michael Connell,51,"9' 6""",2192.583,230
160,T160,T160,David Duval,71,"9' 6""",2888.833,304
161,T160,T160,Charles Howell III,96,"9' 6""",4080.5,429
162,T160,T160,Joey Sindelar,90,"9' 6""",3557.083,375
163,T164,T164,Ryan Hietala,61,"9' 7""",3195.417,333
164,T164,T164,Steve Jones,83,"9' 7""",3904.667,407
165,T164,T164,Ian Leggatt,80,"9' 7""",3861.833,403
166,T164,T164,Troy Matteson,101,"9' 7""",4661.25,486
167,T164,T164,Tag Ridings,103,"9' 7""",5048.0,529
168,T169,T169,Alex Aragon,63,"9' 8""",3221.667,333
169,T169,T169,Rich Beem,85,"9' 8""",3356.833,348
170,T169,T169,Scott Gutschewski,53,"9' 8""",2351.167,243
171,T169,T169,J.L. Lewis,57,"9' 8""",3016.833,312
172,T169,T169,David McKenzie,82,"9' 8""",3536.583,365
173,T174,T174,Bubba Dickerson,98,"9' 9""",4513.833,461
174,T174,T174,James Driscoll,80,"9' 9""",4382.75,449
175,T174,T174,Jason Gore,86,"9' 9""",3749.833,386
176,T174,T174,David Howell,52,"9' 9""",1350.3329999999999,138
177,T174,T174,Will MacKenzie,91,"9' 9""",3833.917,394
178,T174,T174,John Rollins,93,"9' 9""",3724.333,381
179,T180,T180,"John Engler, Jr.",69,"9' 11""",3962.667,398
180,T180,T180,Adam Scott,70,"9' 11""",2484.917,250
181,T182,T182,Brian Bateman,69,"10' 0""",3226.417,323
182,T182,T182,Shane Bertsch,104,"10' 0""",5087.75,510
183,T182,T182,Todd Hamilton,72,"10' 0""",3722.833,372
184,T182,T182,Charley Hoffman,100,"10' 0""",4649.167,465
185,T182,T182,Davis Love III,85,"10' 0""",2956.0,296
186,187,187,Eric Axley,91,"10' 1""",4226.5,418
187,188,188,Brandt Jobe,91,"10' 2""",3759.833,371
188,T189,T189,Greg Chalmers,71,"10' 3""",3550.333,346
189,T189,T189,Hunter Mahan,98,"10' 3""",4773.25,465
190,T191,T191,"Wes Short, Jr.",96,"10' 6""",4943.25,472
191,T191,T191,Chris Smith,67,"10' 6""",3159.917,301
192,193,193,Tommy Armour III,65,"10' 7""",3228.417,305
193,T194,T194,Fred Couples,52,"10' 9""",1996.25,185
194,T194,T194,Roger Tambellini,64,"10' 9""",3078.167,287
195,196,196,Chris Couch,75,"11' 4""",4003.083,353
