,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
53,54,54,Steve Jones,83,88.75,71,80
54,T55,T55,Craig Barlow,77,88.71,55,62
55,T55,T55,Nathan Green,108,88.71,110,124
56,57,57,Bubba Dickerson,98,88.7,102,115
57,58,58,Billy Andrade,78,88.61,70,79
58,59,59,Mike Sposa,68,88.57,62,70
59,60,60,Briny Baird,81,88.35,91,103
60,61,61,Peter Lonard,77,88.24,75,85
61,62,62,Frank Lickliter II,99,88.18,97,110
62,63,63,Len Mattiace,59,88.0,66,75
63,64,64,Fred Funk,106,87.9,109,124
64,65,65,Sergio Garcia,59,87.88,29,33
65,66,66,Fred Couples,52,87.8,36,41
66,67,67,Heath Slocum,96,87.78,79,90
67,68,68,Larry Mize,53,87.76,43,49
68,T69,T69,Stuart Appleby,83,87.69,57,65
69,T69,T69,Brent Geiberger,99,87.69,114,130
70,T69,T69,Phil Mickelson,74,87.69,57,65
71,72,72,Ryuji Imada,105,87.63,85,97
72,T73,T73,"John Engler, Jr.",69,87.5,63,72
73,T73,T73,Scott Gutschewski,53,87.5,42,48
74,T73,T73,Camilo Villegas,95,87.5,112,128
75,76,76,Patrick Sheehan,104,87.4,111,127
76,77,77,Stewart Cink,93,87.32,62,71
77,78,78,Henrik Bjornstad,97,87.29,103,118
78,79,79,Trevor Immelman,86,87.14,61,70
79,T80,T80,Jerry Kelly,100,87.1,108,124
80,T80,T80,Nick Watney,97,87.1,108,124
81,82,82,Scott Verplank,88,87.04,94,108
82,83,83,Chris Riley,86,87.01,67,77
83,84,84,Shaun Micheel,96,86.9,73,84
84,85,85,Stephen Ames,63,86.89,53,61
85,86,86,Dudley Hart,83,86.87,86,99
86,87,87,Stephen Leaney,84,86.81,79,91
87,T88,T88,"Wes Short, Jr.",96,86.79,92,106
88,T88,T88,Jerry Smith,94,86.79,92,106
89,90,90,Todd Fischer,101,86.76,118,136
90,91,91,Tommy Armour III,65,86.75,72,83
91,92,92,Jason Bohn,104,86.73,98,113
92,93,93,Matt Hansen,68,86.67,65,75
93,94,94,Billy Mayfair,94,86.6,84,97
94,95,95,Justin Rose,98,86.41,89,103
95,T96,T96,David Duval,71,86.36,57,66
96,T96,T96,Bernhard Langer,77,86.36,76,88
97,T96,T96,J.L. Lewis,57,86.36,57,66
98,99,99,J.J. Henry,96,86.32,82,95
99,100,100,Jimmy Walker,60,86.3,63,73
100,T101,T101,Olin Browne,108,86.21,100,116
101,T101,T101,Carlos Franco,86,86.21,75,87
102,T101,T101,Bo Van Pelt,102,86.21,100,116
103,104,104,Joe Durant,101,86.11,93,108
104,105,105,Skip Kendall,72,86.08,68,79
105,106,106,Tim Clark,80,86.05,74,86
106,T107,T107,Kris Cox,83,85.71,84,98
107,T107,T107,Bill Haas,99,85.71,96,112
108,T107,T107,Pat Perez,50,85.71,60,70
109,T107,T107,Paul Stankowski,70,85.71,72,84
110,111,111,Charles Howell III,96,85.59,101,118
111,112,112,Ryan Palmer,101,85.38,111,130
112,113,113,Brandt Jobe,91,85.33,64,75
113,114,114,Brian Davis,92,85.19,92,108
114,T115,T115,David Branshaw,98,85.0,102,120
115,T115,T115,Jeff Gove,91,85.0,68,80
116,117,117,Paul Azinger,87,84.87,101,119
117,118,118,Michael Allen,84,84.85,84,99
118,119,119,Ted Purdy,103,84.76,89,105
119,T120,T120,Freddie Jacobson,56,84.75,50,59
120,T120,T120,D.J. Trahan,92,84.75,100,118
121,122,122,John Huston,74,84.69,83,98
122,123,123,Charley Hoffman,100,84.62,66,78
123,124,124,Mike Weir,88,84.52,71,84
124,125,125,Bart Bryant,87,84.44,76,90
125,126,126,Daniel Chopra,110,84.4,92,109
126,127,127,Tag Ridings,103,84.25,107,127
127,T128,T128,Mark O'Meara,52,84.21,48,57
128,T128,T128,Kevin Sutherland,100,84.21,96,114
129,130,130,Will MacKenzie,91,84.0,84,100
130,131,131,Mathew Goggin,72,83.95,68,81
131,T132,T132,Woody Austin,107,83.87,104,124
132,T132,T132,Mark Wilson,79,83.87,78,93
133,134,134,Arjun Atwal,97,83.81,88,105
134,135,135,Jonathan Kaye,95,83.78,93,111
135,136,136,Mathias Grönberg,92,83.62,97,116
136,T137,T137,Ryan Moore,68,83.52,76,91
137,T137,T137,Vaughn Taylor,88,83.52,76,91
138,139,139,Joe Ogilvie,95,83.48,96,115
139,T140,T140,Eric Axley,91,83.33,80,96
140,T140,T140,Todd Hamilton,72,83.33,55,66
141,T140,T140,Davis Love III,85,83.33,60,72
142,143,143,Nicholas Thompson,96,83.19,94,113
143,144,144,Robert Allenby,79,83.1,59,71
144,145,145,Mark Calcavecchia,94,83.08,108,130
145,146,146,Mark Brooks,90,83.04,93,112
146,147,147,Jeff Maggert,81,83.0,83,100
147,148,148,Robert Garrigus,85,82.95,73,88
148,149,149,Robert Damron,91,82.91,97,117
149,150,150,Danny Ellis,68,82.76,72,87
150,151,151,Steve Lowery,99,82.73,91,110
151,152,152,Lee Janzen,79,82.65,81,98
152,153,153,Tim Petrovic,95,82.64,100,121
153,154,154,Kent Jones,103,82.61,95,115
154,155,155,Duffy Waldorf,96,82.52,85,103
155,156,156,Rory Sabbatini,84,82.46,47,57
156,157,157,Jason Schultz,77,82.42,75,91
157,T158,T158,Lucas Glover,105,82.35,84,102
158,T158,T158,Vijay Singh,103,82.35,84,102
159,160,160,Greg Kraft,79,82.22,74,90
160,T161,T161,David McKenzie,82,82.11,78,95
161,T161,T161,Jeff Overton,95,82.11,101,123
162,T163,T163,Zach Johnson,98,82.05,64,78
163,T163,T163,Omar Uresti,61,82.05,64,78
164,165,165,Shane Bertsch,104,82.03,105,128
165,166,166,Marco Dawson,87,82.02,73,89
166,167,167,Tom Lehman,70,82.0,41,50
167,T168,T168,Michael Connell,51,81.82,45,55
168,T168,T168,Troy Matteson,101,81.82,99,121
169,170,170,D.A. Points,82,81.65,89,109
170,171,171,Kenny Perry,73,81.43,57,70
171,172,172,J.P. Hayes,55,81.25,52,64
172,173,173,Ron Whittaker,81,81.11,73,90
173,174,174,Roger Tambellini,64,81.08,60,74
174,175,175,Chris Smith,67,80.56,58,72
175,176,176,Tjaart van der Walt,60,80.52,62,77
176,177,177,Daisuke Maruyama,83,80.39,82,102
177,178,178,James Driscoll,80,79.61,82,103
178,179,179,John Daly,51,79.59,39,49
179,T180,T180,Jon Mills,68,79.45,58,73
180,T180,T180,Brett Wetterich,82,79.45,58,73
181,182,182,Joey Sindelar,90,79.35,73,92
182,183,183,John Rollins,93,79.31,69,87
183,184,184,Chris Couch,75,79.12,72,91
184,185,185,J.B. Holmes,81,78.95,60,76
185,186,186,Tim Herron,82,78.89,71,90
186,187,187,Hunter Mahan,98,78.57,88,112
187,188,188,Vance Veazey,59,78.46,51,65
188,189,189,Charles Warren,93,78.3,83,106
189,190,190,Alex Aragon,63,78.18,86,110
190,191,191,Alex Cejka,93,78.1,82,105
191,192,192,Arron Oberholser,82,77.14,54,70
192,193,193,Jeff Brehaut,100,76.15,83,109
193,194,194,Thomas Levet,53,75.44,43,57
194,195,195,Jonathan Byrd,66,74.19,46,62
195,196,196,Jason Gore,86,72.45,71,98
