,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
101,T101,T101,Frank Lickliter II,94,35.56,3236,91
102,103,103,J.P. Hayes,79,35.57,2810,79
103,T104,T104,Tommy Armour III,66,35.58,2277,64
104,T104,T104,Richard Johnson,89,35.58,3167,89
105,T106,T106,Brent Geiberger,51,35.59,1815,51
106,T106,T106,Shigeki Maruyama,87,35.59,3025,85
107,108,108,Ian Leggatt,71,35.6,2421,68
108,T109,T109,Greg Chalmers,98,35.61,3383,95
109,T109,T109,Scott Laycock,71,35.61,2457,69
110,T109,T109,Spike McRoy,103,35.61,3597,101
111,112,112,Hank Kuehne,73,35.62,2529,71
112,T113,T113,Brad Faxon,97,35.63,3385,95
113,T113,T113,Todd Fischer,97,35.63,3385,95
114,T113,T113,Peter Jacobsen,75,35.63,2672,75
115,T113,T113,Jonathan Kaye,91,35.63,3135,88
116,T113,T113,Carl Pettersson,80,35.63,2815,79
117,T118,T118,David Frost,80,35.64,2851,80
118,T118,T118,Phil Mickelson,87,35.64,2851,80
119,T120,T120,Tom Byrum,97,35.65,3458,97
120,T120,T120,Nick Price,65,35.65,2210,62
121,T122,T122,Glen Hnatiuk,92,35.66,3174,89
122,T122,T122,Jesper Parnevik,102,35.66,3566,100
123,T122,T122,Jay Williamson,93,35.66,3281,92
124,125,125,K.J. Choi,112,35.67,3781,106
125,T126,T126,Brian Henninger,56,35.68,1998,56
126,T126,T126,Carl Paulson,101,35.68,3604,101
127,128,128,Brent Schwarzrock,60,35.69,2070,58
128,T129,T129,Len Mattiace,94,35.7,3320,93
129,T129,T129,Heath Slocum,101,35.7,3499,98
130,131,131,Dean Wilson,82,35.72,2929,82
131,T132,T132,Notah Begay III,92,35.73,3216,90
132,T132,T132,Matt Gogel,77,35.73,2608,73
133,T132,T132,Mike Sposa,72,35.73,2501,70
134,T135,T135,Paul Azinger,73,35.74,2609,73
135,T135,T135,John Maginnes,87,35.74,3109,87
136,137,137,Sergio Garcia,62,35.75,2038,57
137,T138,T138,Aaron Barber,94,35.77,3362,94
138,T138,T138,Craig Perks,82,35.77,2826,79
139,T140,T140,Robert Damron,96,35.79,3436,96
140,T140,T140,Scott McCarron,86,35.79,2899,81
141,T142,T142,Darron Stiles,93,35.81,3223,90
142,T142,T142,Garrett Willis,97,35.81,3438,96
143,144,144,Brian Bateman,70,35.82,2400,67
144,T145,T145,Chris Anderson,96,35.83,3440,96
145,T145,T145,Jay Don Blake,77,35.83,2687,75
146,147,147,Brad Elder,51,35.84,1756,49
147,148,148,Brian Gay,100,35.87,3479,97
148,149,149,John Morgan,81,35.89,2835,79
149,T150,T150,Donnie Hammond,92,35.9,3303,92
150,T150,T150,Matt Kuchar,63,35.9,2190,61
151,T150,T150,Corey Pavin,88,35.9,3087,86
152,153,153,Rich Beem,80,35.92,2766,77
153,154,154,Jeff Maggert,81,35.95,2912,81
154,T155,T155,Steve Allan,53,35.96,1762,49
155,T155,T155,Pat Perez,95,35.96,3344,93
156,T157,T157,Bob Burns,88,35.99,3023,84
157,T157,T157,Thomas Levet,85,35.99,2987,83
158,159,159,Anthony Painter,87,36.0,3060,85
159,160,160,Mark Brooks,90,36.01,3133,87
160,161,161,Joel Edwards,60,36.02,2161,60
161,162,162,Bernhard Langer,65,36.03,2306,64
162,T163,T163,Jim Carter,95,36.04,3352,93
163,T163,T163,Kenneth Staton,59,36.04,2054,57
164,T163,T163,Steve Stricker,59,36.04,2018,56
165,166,166,Gene Sauers,87,36.06,3065,85
166,167,167,Mark O'Meara,69,36.09,2418,67
167,168,168,Jason Gore,83,36.1,2996,83
168,169,169,Mark Wilson,82,36.11,2889,80
169,170,170,Steven Alker,87,36.13,3071,85
170,T171,T171,Mathew Goggin,90,36.15,3109,86
171,T171,T171,Kenichi Kuboya,91,36.15,3217,89
172,173,173,Ben Curtis,69,36.16,2495,69
173,174,174,Akio Sadakata,83,36.17,2930,81
174,175,175,Jason Buha,61,36.22,2101,58
175,176,176,Chris Smith,92,36.23,3333,92
176,T177,T177,Michael Clark II,54,36.26,1958,54
177,T177,T177,Adam Scott,52,36.26,1668,46
178,179,179,Andy Miller,75,36.33,2725,75
179,180,180,Vance Veazey,66,36.39,2402,66
180,181,181,"Dave Stockton, Jr.",79,36.43,2805,77
181,182,182,Cameron Yancey,58,36.46,2042,56
182,183,183,Gavin Coles,69,36.47,2407,66
183,T184,T184,José Coceres,62,36.48,2262,62
184,T184,T184,Kaname Yokoo,56,36.48,1970,54
185,186,186,John Daly,56,36.55,2047,56
186,187,187,Todd Barranger,78,36.6,2745,75
187,188,188,Jason Caron,74,36.68,2604,71
188,189,189,Ty Tryon,52,36.84,1842,50
189,190,190,Jeff Klein,60,36.86,2138,58
