,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
46,T47,T47,Skip Kendall,110,+.75,70.48,71.23
47,T47,T47,Duffy Waldorf,90,+.75,70.51,71.26
48,49,49,Woody Austin,107,+.74,70.62,71.36
49,50,50,Peter Lonard,96,+.72,71.06,71.78
50,51,51,Jonathan Kaye,91,+.70,70.77,71.47
51,52,52,Tim Clark,79,+.69,71.1,71.79
52,53,53,Joe Durant,96,+.66,70.41,71.07
53,54,54,Arron Oberholser,80,+.64,70.36,71.0
54,55,55,Paul Goydos,86,+.62,70.47,71.09
55,56,56,Glen Day,103,+.61,70.39,71.0
56,T57,T57,Scott McCarron,86,+.60,70.85,71.45
57,T57,T57,Brett Quigley,92,+.60,70.58,71.18
58,59,59,Tom Pernice Jr.,105,+.58,70.59,71.17
59,60,60,David Peoples,96,+.57,70.32,70.89
60,T61,T61,Lee Janzen,83,+.56,70.99,71.55
61,T61,T61,Brandt Jobe,77,+.56,70.48,71.04
62,T61,T61,Shigeki Maruyama,87,+.56,70.96,71.52
63,T64,T64,Jonathan Byrd,101,+.55,70.94,71.49
64,T64,T64,Shaun Micheel,97,+.55,70.56,71.11
65,T64,T64,Hidemichi Tanaka,112,+.55,70.51,71.06
66,T67,T67,Ben Crane,94,+.54,70.76,71.3
67,T67,T67,Paul Stankowski,67,+.54,70.54,71.08
68,T69,T69,Dicky Pride,73,+.52,70.58,71.1
69,T69,T69,Patrick Sheehan,101,+.52,70.48,71.0
70,71,71,Alex Cejka,98,+.51,70.8,71.31
71,T72,T72,Carlos Franco,99,+.50,70.58,71.08
72,T72,T72,Brenden Pappas,105,+.50,70.6,71.1
73,T72,T72,Hal Sutton,81,+.50,70.56,71.06
74,75,75,John Senden,111,+.42,70.46,70.88
75,76,76,John Riegger,55,+.36,70.63,70.99
76,T77,T77,David Gossett,92,+.35,70.87,71.22
77,T77,T77,Rory Sabbatini,95,+.35,71.15,71.5
78,T79,T79,Jeff Brehaut,110,+.34,70.67,71.01
79,T79,T79,Luke Donald,88,+.34,71.02,71.36
80,T81,T81,Billy Andrade,100,+.33,70.77,71.1
81,T81,T81,Sergio Garcia,62,+.33,71.07,71.4
82,T81,T81,Andrew Magee,91,+.33,70.64,70.97
83,84,84,Kent Jones,74,+.32,70.64,70.96
84,T85,T85,David Frost,80,+.31,70.74,71.05
85,T85,T85,Geoff Ogilvy,86,+.31,70.85,71.16
86,T85,T85,John Rollins,89,+.31,71.12,71.43
87,88,88,Marco Dawson,86,+.30,70.82,71.12
88,T89,T89,Cameron Beckman,86,+.29,70.57,70.86
89,T89,T89,J.L. Lewis,99,+.29,71.12,71.41
90,T91,T91,Hank Kuehne,73,+.28,70.92,71.2
91,T91,T91,Carl Pettersson,80,+.28,71.23,71.51
92,T93,T93,Neal Lancaster,110,+.26,70.8,71.06
93,T93,T93,Billy Mayfair,105,+.26,70.91,71.17
94,T95,T95,Aaron Baddeley,71,+.25,70.73,70.98
95,T95,T95,Jeff Maggert,81,+.25,71.26,71.51
96,97,97,Corey Pavin,88,+.23,71.06,71.29
97,T98,T98,J.P. Hayes,79,+.22,70.87,71.09
98,T98,T98,Steve Lowery,86,+.22,71.2,71.42
99,T100,T100,Olin Browne,113,+.21,70.74,70.95
100,T100,T100,Joey Sindelar,93,+.21,70.91,71.12
101,T102,T102,Craig Barlow,95,+.20,70.74,70.94
102,T102,T102,J.J. Henry,100,+.20,70.73,70.93
103,104,104,Peter Jacobsen,75,+.19,70.95,71.14
104,105,105,Len Mattiace,94,+.18,71.44,71.62
105,106,106,Dudley Hart,66,+.17,71.12,71.29
106,T107,T107,Frank Lickliter II,94,+.15,71.08,71.23
107,T107,T107,Deane Pappas,75,+.15,70.97,71.12
108,T107,T107,Jesper Parnevik,102,+.15,71.12,71.27
109,T110,T110,Tom Byrum,97,+.13,71.11,71.24
110,T110,T110,Harrison Frazar,88,+.13,70.6,70.73
111,T110,T110,Dean Wilson,82,+.13,71.16,71.29
112,113,113,Bernhard Langer,65,+.12,71.73,71.85
113,114,114,Mike Heinen,89,+.11,70.8,70.91
114,115,115,Brent Geiberger,51,+.10,70.73,70.83
115,116,116,Tommy Armour III,66,+.09,71.02,71.11
116,117,117,Cliff Kresge,102,+.08,71.07,71.15
117,118,118,Jay Williamson,93,+.06,71.14,71.2
118,T119,T119,Pat Bates,111,+.05,70.77,70.82
119,T119,T119,Paul Gow,62,+.05,71.0,71.05
120,121,121,Scott Laycock,71,+.01,71.07,71.08
121,122,122,Mike Sposa,72,E,70.99,70.99
122,123,123,Richard Johnson,89,-.01,70.99,70.98
123,124,124,Per-Ulrik Johansson,96,-.02,70.89,70.87
124,125,125,Ben Curtis,69,-.04,71.83,71.79
125,126,126,Tom Gillis,71,-.05,71.04,70.99
126,127,127,David Sutherland,77,-.06,71.23,71.17
127,T128,T128,Matt Gogel,77,-.12,71.25,71.13
128,T128,T128,Brent Schwarzrock,60,-.12,71.26,71.14
129,130,130,Thomas Levet,85,-.13,71.55,71.42
130,131,131,Brian Henninger,56,-.14,71.11,70.97
131,132,132,Todd Fischer,97,-.16,71.17,71.01
132,133,133,Robert Damron,96,-.17,71.35,71.18
133,134,134,Carl Paulson,101,-.18,70.84,70.66
134,135,135,Esteban Toledo,109,-.19,71.15,70.96
135,T136,T136,Donnie Hammond,92,-.21,71.29,71.08
136,T136,T136,Pat Perez,95,-.21,71.62,71.41
137,138,138,Brian Bateman,70,-.22,71.28,71.06
138,139,139,Brian Gay,100,-.23,71.23,71.0
139,140,140,Heath Slocum,101,-.24,71.22,70.98
140,141,141,Spike McRoy,103,-.26,71.19,70.93
141,T142,T142,Mathew Goggin,90,-.27,71.65,71.38
142,T142,T142,Darron Stiles,93,-.27,71.41,71.14
143,T144,T144,Rich Beem,80,-.28,71.75,71.47
144,T144,T144,Mike Grob,83,-.28,71.38,71.1
145,146,146,Ian Leggatt,71,-.29,71.32,71.03
146,147,147,Aaron Barber,94,-.30,71.37,71.07
147,148,148,Garrett Willis,97,-.38,71.34,70.96
148,T149,T149,Greg Chalmers,98,-.39,71.32,70.93
149,T149,T149,Mark O'Meara,69,-.39,72.34,71.95
150,151,151,Notah Begay III,92,-.40,71.38,70.98
151,T152,T152,Glen Hnatiuk,92,-.41,71.39,70.98
152,T152,T152,Andy Miller,75,-.41,71.69,71.28
153,154,154,Steve Stricker,59,-.45,71.59,71.14
154,155,155,Jay Don Blake,77,-.48,71.44,70.96
155,T156,T156,Steve Allan,53,-.49,71.73,71.24
156,T156,T156,Chris Anderson,96,-.49,71.42,70.93
157,158,158,Jim Carter,95,-.55,71.68,71.13
158,T159,T159,Kenichi Kuboya,91,-.57,71.71,71.14
159,T159,T159,Chris Smith,92,-.57,71.75,71.18
160,161,161,Mark Wilson,82,-.58,71.83,71.25
161,162,162,Doug Barron,90,-.59,71.4,70.81
162,163,163,Mark Brooks,90,-.60,71.74,71.14
163,164,164,Joel Edwards,60,-.62,71.73,71.11
164,165,165,Jason Gore,83,-.63,71.66,71.03
165,166,166,José Coceres,62,-.64,72.35,71.71
166,167,167,John Maginnes,87,-.67,71.67,71.0
167,168,168,Michael Clark II,54,-.68,71.89,71.21
168,169,169,Paul Azinger,73,-.69,71.75,71.06
169,170,170,Matt Kuchar,63,-.72,72.02,71.3
170,T171,T171,John Morgan,81,-.77,71.85,71.08
171,T171,T171,Kenneth Staton,59,-.77,71.98,71.21
172,173,173,Steven Alker,87,-.81,71.88,71.07
173,174,174,John Daly,56,-.82,72.68,71.86
174,T175,T175,Bob Burns,88,-.84,71.93,71.09
175,T175,T175,Craig Perks,82,-.84,71.92,71.08
176,177,177,Brad Elder,51,-.85,71.8,70.95
177,178,178,Akio Sadakata,83,-.93,71.77,70.84
178,179,179,Jason Caron,74,-1.08,72.34,71.26
179,180,180,Vance Veazey,66,-1.10,72.18,71.08
180,181,181,Jason Buha,61,-1.19,72.14,70.95
181,182,182,Gene Sauers,87,-1.24,72.2,70.96
182,183,183,Anthony Painter,87,-1.26,72.39,71.13
183,184,184,"Dave Stockton, Jr.",79,-1.28,72.3,71.02
184,185,185,Cameron Yancey,58,-1.42,72.73,71.31
185,186,186,Gavin Coles,69,-1.55,72.59,71.04
186,187,187,Todd Barranger,78,-1.67,72.8,71.13
187,188,188,Kaname Yokoo,56,-1.68,72.65,70.97
188,189,189,Ty Tryon,52,-2.12,73.26,71.14
189,190,190,Jeff Klein,60,-2.24,73.4,71.16
