,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
90,T91,T91,David Gossett,28,52.94
91,T91,T91,Heath Slocum,32,52.94
92,T91,T91,David Toms,26,52.94
93,94,94,Carlos Franco,30,52.63
94,T95,T95,Brad Faxon,27,52.38
95,T95,T95,John Senden,33,52.38
96,T95,T95,Jeff Sluman,31,52.38
97,T98,T98,Woody Austin,31,50.0
98,T98,T98,Briny Baird,33,50.0
99,T98,T98,Jay Don Blake,27,50.0
100,T98,T98,Charles Howell III,31,50.0
101,T98,T98,John Huston,23,50.0
102,T98,T98,Brandt Jobe,22,50.0
103,T98,T98,Jeff Klein,25,50.0
104,T98,T98,Matt Kuchar,23,50.0
105,T98,T98,Bernhard Langer,21,50.0
106,T98,T98,Ian Leggatt,26,50.0
107,T98,T98,Steve Lowery,29,50.0
108,T98,T98,Andrew Magee,26,50.0
109,T98,T98,Billy Mayfair,31,50.0
110,T98,T98,David Peoples,30,50.0
111,T98,T98,Tom Pernice Jr.,31,50.0
112,T98,T98,John Riegger,17,50.0
113,T98,T98,Brent Schwarzrock,20,50.0
114,T98,T98,David Sutherland,25,50.0
115,T98,T98,Esteban Toledo,35,50.0
116,T98,T98,Ty Tryon,21,50.0
117,T98,T98,Garrett Willis,32,50.0
118,119,119,Hidemichi Tanaka,30,48.0
119,120,120,Tim Petrovic,32,47.62
120,T121,T121,Phil Mickelson,23,47.37
121,T121,T121,Brett Quigley,27,47.37
122,123,123,Tom Byrum,31,47.06
123,T124,T124,Tim Clark,25,46.67
124,T124,T124,Todd Fischer,32,46.67
125,T124,T124,Lee Janzen,25,46.67
126,T124,T124,Nick Price,17,46.67
127,T124,T124,Chris Smith,30,46.67
128,T124,T124,Darron Stiles,29,46.67
129,T130,T130,Kent Jones,23,46.15
130,T130,T130,John Maginnes,29,46.15
131,T130,T130,Deane Pappas,24,46.15
132,133,133,Akio Sadakata,29,45.45
133,T134,T134,Pat Bates,35,44.44
134,T134,T134,Paul Gow,21,44.44
135,T134,T134,Jesper Parnevik,31,44.44
136,T137,T137,Greg Chalmers,32,43.75
137,T137,T137,Jeff Maggert,24,43.75
138,T137,T137,Spike McRoy,35,43.75
139,140,140,Stewart Cink,28,43.48
140,T141,T141,Jason Caron,29,42.86
141,T141,T141,Peter Jacobsen,22,42.86
142,T143,T143,Alex Cejka,30,42.11
143,T143,T143,Neal Lancaster,35,42.11
144,145,145,Darren Clarke,16,41.67
145,T146,T146,Cameron Beckman,26,41.18
146,T146,T146,Rocco Mediate,24,41.18
147,T148,T148,Aaron Baddeley,20,40.0
148,T148,T148,Jason Buha,25,40.0
149,T148,T148,Robert Damron,32,40.0
150,T148,T148,Brad Elder,20,40.0
151,T148,T148,Robert Gamez,31,40.0
152,T148,T148,Per-Ulrik Johansson,31,40.0
153,T148,T148,Len Mattiace,27,40.0
154,T148,T148,Scott McCarron,27,40.0
155,T148,T148,Mark O'Meara,25,40.0
156,T148,T148,Cameron Yancey,23,40.0
157,T158,T158,Cliff Kresge,32,38.89
158,T158,T158,Corey Pavin,26,38.89
159,160,160,Mark Brooks,31,38.46
160,161,161,Olin Browne,34,38.1
161,T162,T162,Harrison Frazar,27,37.5
162,T162,T162,Mathew Goggin,28,37.5
163,T162,T162,Glen Hnatiuk,29,37.5
164,T165,T165,Fred Couples,18,35.29
165,T165,T165,Jay Williamson,31,35.29
166,167,167,Steve Flesch,33,35.0
167,T168,T168,Jeff Brehaut,32,33.33
168,T168,T168,Brent Geiberger,16,33.33
169,T168,T168,Donnie Hammond,27,33.33
170,T168,T168,J.J. Henry,31,33.33
171,T168,T168,Andy Miller,25,33.33
172,T168,T168,Arron Oberholser,25,33.33
173,T168,T168,Carl Paulson,32,33.33
174,175,175,Rod Pampling,27,31.25
175,T176,T176,Steven Alker,30,30.77
176,T176,T176,Aaron Barber,32,30.77
177,T176,T176,Rich Beem,26,30.77
178,T179,T179,Jim Carter,33,28.57
179,T179,T179,John Daly,22,28.57
180,T179,T179,Joel Edwards,23,28.57
181,T179,T179,Steve Stricker,21,28.57
182,T183,T183,Sergio Garcia,20,27.27
183,T183,T183,Brian Henninger,17,27.27
184,T183,T183,Craig Perks,28,27.27
185,186,186,Doug Barron,32,25.0
186,187,187,Paul Goydos,25,23.53
187,188,188,Kenichi Kuboya,31,21.43
188,189,189,Gavin Coles,28,20.0
189,190,190,José Coceres,21,18.18
