,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
38,39,39,Kirk Triplett,92,70.411,6340,- 3.000,90
39,40,40,Tom Lehman,87,70.42,5778,- 3.529,82
40,41,41,Stephen Ames,91,70.422,6232,35.535,89
41,42,42,Rod Pampling,87,70.44,5826,20.541,83
42,43,43,Rocco Mediate,80,70.469,5511,- 14.456,78
43,44,44,Bob Tway,89,70.479,5976,14.706,85
44,45,45,Jerry Kelly,108,70.5,7328,4.010,104
45,46,46,Steve Flesch,110,70.518,7607,8.956,108
46,47,47,Kevin Sutherland,97,70.527,6642,- 12.481,94
47,48,48,Sergio Garcia,62,70.564,4051,- 28.877,57
48,49,49,John Huston,76,70.565,5256,36.409,75
49,50,50,Joe Durant,96,70.577,6759,16.409,96
50,51,51,Arron Oberholser,80,70.59899999999999,5629,18.921,80
51,52,52,Alex Cejka,98,70.62100000000001,6443,- 16.506,91
52,53,53,Duffy Waldorf,90,70.634,6064,10.537,86
53,54,54,Tim Clark,79,70.645,5546,- 35.663,78
54,55,55,Lee Janzen,83,70.646,5679,- 27.294,80
55,56,56,Shaun Micheel,97,70.67399999999999,6633,10.313,94
56,57,57,Paul Goydos,86,70.689,5849,18.208,83
57,58,58,Hal Sutton,81,70.705,5715,12.087,81
58,59,59,Brett Quigley,92,70.72,6211,12.344,88
59,60,60,Woody Austin,107,70.742,7344,13.145,104
60,T61,T61,Dicky Pride,73,70.752,5152,12.929,73
61,T61,T61,Patrick Sheehan,101,70.752,6978,26.439,99
62,63,63,Shigeki Maruyama,87,70.76,6032,- 17.433,85
63,64,64,Jonathan Byrd,101,70.763,7165,- 17.973,101
64,65,65,Brandt Jobe,77,70.78699999999999,5427,23.581,77
65,66,66,Skip Kendall,110,70.788,7753,33.679,110
66,67,67,David Peoples,96,70.798,6751,45.561,96
67,68,68,Tom Pernice Jr.,105,70.804,7200,21.983,102
68,69,69,Scott McCarron,86,70.825,5739,- 2.209,81
69,70,70,Rory Sabbatini,95,70.842,6617,- 28.658,93
70,71,71,Brenden Pappas,105,70.848,7272,25.336,103
71,72,72,Hidemichi Tanaka,112,70.862,7897,39.572,112
72,73,73,Carlos Franco,99,70.865,6846,27.931,97
73,74,74,Glen Day,103,70.866,7109,48.457,101
74,75,75,Ben Crane,94,70.88600000000001,6510,11.547,92
75,76,76,J.L. Lewis,99,70.91,6899,- 20.742,97
76,77,77,Aaron Baddeley,71,70.919,4739,12.584,67
77,78,78,Corey Pavin,88,70.949,6111,- 9.388,86
78,79,79,Billy Andrade,100,70.957,7077,18.672,100
79,80,80,John Senden,111,70.971,7539,54.907,107
80,81,81,John Rollins,89,70.972,6045,- 12.372,85
81,82,82,Olin Browne,113,70.97399999999999,7781,26.188,110
82,T83,T83,Kent Jones,74,70.987,4945,24.114,70
83,T83,T83,John Riegger,55,70.987,3673,18.311,52
84,85,85,Marco Dawson,86,70.997,5949,14.743,84
85,86,86,Luke Donald,88,71.00399999999999,6250,- 1.608,88
86,87,87,Cameron Beckman,86,71.01,5857,36.829,83
87,88,88,Tommy Armour III,66,71.014,4545,- .111,64
88,89,89,Andrew Magee,91,71.029,6287,34.599,89
89,90,90,Len Mattiace,94,71.032,6644,- 38.053,93
90,91,91,Billy Mayfair,105,71.044,7446,13.608,105
91,92,92,Jeff Brehaut,110,71.07300000000001,7562,42.807,107
92,93,93,Tom Byrum,97,71.083,6898,- 2.952,97
93,94,94,Paul Stankowski,67,71.085,4726,36.690,67
94,95,95,Frank Lickliter II,94,71.086,6468,.837,91
95,96,96,David Frost,80,71.125,5659,31.011,80
96,97,97,Hank Kuehne,73,71.126,5035,14.953,71
97,98,98,Bernhard Langer,65,71.13,4591,- 38.650,64
98,99,99,J.J. Henry,100,71.135,6790,38.976,96
99,100,100,Jesper Parnevik,102,71.14399999999999,7112,2.395,100
100,T101,T101,David Gossett,92,71.146,6520,25.402,92
101,T101,T101,Steve Lowery,86,71.146,5696,- 4.321,80
102,103,103,Jay Williamson,93,71.148,6545,.624,92
103,104,104,Joey Sindelar,93,71.153,6453,21.885,91
104,105,105,Jeff Maggert,81,71.155,5772,- 8.463,81
105,T106,T106,Peter Jacobsen,75,71.158,5321,15.830,75
106,T106,T106,Carl Pettersson,80,71.158,5627,- 5.497,79
107,108,108,Dudley Hart,66,71.16199999999999,4694,2.714,66
108,109,109,Harrison Frazar,88,71.178,6001,49.134,85
109,110,110,Neal Lancaster,110,71.188,7576,41.089,107
110,111,111,Geoff Ogilvy,86,71.193,5810,27.787,82
111,112,112,Dean Wilson,82,71.199,5835,3.286,82
112,113,113,Brian Henninger,56,71.205,3982,5.498,56
113,114,114,Craig Barlow,95,71.211,6579,43.593,93
114,115,115,J.P. Hayes,79,71.236,5599,28.662,79
115,116,116,Paul Gow,62,71.258,4402,15.996,62
116,117,117,Richard Johnson,89,71.283,6318,26.187,89
117,118,118,Deane Pappas,75,71.294,5181,23.466,73
118,119,119,Brent Geiberger,51,71.324,3607,30.504,51
119,120,120,Tom Gillis,71,71.329,4831,19.357,68
120,121,121,Mike Sposa,72,71.34899999999999,4969,25.453,70
121,122,122,Pat Bates,111,71.35,7643,62.827,108
122,123,123,Per-Ulrik Johansson,96,71.363,6805,45.803,96
123,124,124,Cliff Kresge,102,71.366,7107,29.608,100
124,125,125,Ben Curtis,69,71.373,4956,- 31.233,69
125,126,126,Mike Heinen,89,71.39699999999999,6230,52.944,88
126,127,127,Scott Laycock,71,71.42699999999999,4904,24.487,69
127,128,128,Rich Beem,80,71.512,5525,- 18.550,77
128,129,129,Mike Grob,83,71.53,5782,11.934,81
129,130,130,Carl Paulson,101,71.541,7155,70.602,101
130,131,131,Robert Damron,96,71.546,6850,18.457,96
131,132,132,Brian Gay,100,71.555,6909,31.806,97
132,133,133,Todd Fischer,97,71.575,6761,38.645,95
133,T134,T134,Matt Gogel,77,71.58,5201,24.321,73
134,T134,T134,Esteban Toledo,109,71.58,7542,45.428,106
135,136,136,Darron Stiles,93,71.596,6427,16.670,90
136,137,137,Pat Perez,95,71.598,6661,- 2.429,93
137,T138,T138,Steve Allan,53,71.6,3515,- 6.580,49
138,T138,T138,Brent Schwarzrock,60,71.6,4133,19.798,58
139,140,140,Thomas Levet,85,71.612,5939,4.784,83
140,141,141,David Sutherland,77,71.634,5200,29.274,73
141,142,142,Ian Leggatt,71,71.643,4850,21.705,68
142,143,143,Brian Bateman,70,71.646,4776,24.283,67
143,144,144,Notah Begay III,92,71.65100000000001,6424,24.571,90
144,145,145,Donnie Hammond,92,71.664,6559,34.054,92
145,146,146,Heath Slocum,101,71.668,6980,43.473,98
146,147,147,Jay Don Blake,77,71.695,5358,19.113,75
147,148,148,Mark O'Meara,69,71.703,4847,- 42.878,67
148,149,149,Spike McRoy,103,71.734,7190,55.149,101
149,150,150,Greg Chalmers,98,71.74,6775,40.326,95
150,151,151,Glen Hnatiuk,92,71.757,6354,32.403,89
151,152,152,Garrett Willis,97,71.767,6849,40.668,96
152,153,153,Aaron Barber,94,71.798,6709,40.052,94
153,154,154,Mathew Goggin,90,71.813,6162,13.900,86
154,155,155,Joel Edwards,60,71.822,4304,5.310,60
155,156,156,Chris Anderson,96,71.835,6856,40.143,96
156,157,157,Steve Stricker,59,71.837,4009,13.882,56
157,158,158,Andy Miller,75,71.868,5377,13.098,75
158,159,159,Jim Carter,95,71.882,6666,19.033,93
159,160,160,Jason Gore,83,71.92399999999999,5948,21.680,83
160,161,161,John Maginnes,87,71.943,6235,24.017,87
161,162,162,Kenichi Kuboya,91,71.949,6382,21.481,89
162,163,163,Mark Wilson,82,71.958,5746,10.606,80
163,164,164,Doug Barron,90,71.96,6283,49.522,88
164,165,165,Paul Azinger,73,71.968,5238,15.648,73
165,166,166,Mark Brooks,90,72.031,6241,25.678,87
166,167,167,Chris Smith,92,72.04899999999999,6601,27.492,92
167,168,168,José Coceres,62,72.069,4486,- 17.749,62
168,T169,T169,Michael Clark II,54,72.08800000000001,3882,10.727,54
169,T169,T169,Brad Elder,51,72.08800000000001,3518,14.306,49
170,171,171,John Morgan,81,72.16199999999999,5676,24.803,79
171,172,172,Steven Alker,87,72.163,6110,23.854,85
172,173,173,Kenneth Staton,59,72.17699999999999,4103,11.109,57
173,174,174,Bob Burns,88,72.189,6042,21.840,84
174,175,175,Akio Sadakata,83,72.255,5813,39.634,81
175,176,176,Matt Kuchar,63,72.321,4393,18.559,61
176,177,177,Craig Perks,82,72.372,5682,35.361,79
177,178,178,John Daly,56,72.389,4070,- 16.234,56
178,179,179,Jason Buha,61,72.446,4184,17.857,58
179,180,180,Jason Caron,74,72.498,5136,11.341,71
180,181,181,Vance Veazey,66,72.536,4764,23.406,66
181,182,182,Gene Sauers,87,72.594,6137,33.490,85
182,183,183,Anthony Painter,87,72.707,6153,27.070,85
183,184,184,"Dave Stockton, Jr.",79,72.794,5567,38.164,77
184,185,185,Gavin Coles,69,72.899,4791,20.308,66
185,186,186,Cameron Yancey,58,72.906,4073,9.750,56
186,187,187,Kaname Yokoo,56,72.915,3923,14.400,54
187,188,188,Todd Barranger,78,73.113,5460,23.459,75
188,189,189,Jeff Klein,60,73.7,4257,17.616,58
189,190,190,Ty Tryon,52,73.779,3663,25.974,50
