,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
41,42,42,Per-Ulrik Johansson,96,28.15,219,778
42,43,43,Jeff Brehaut,110,28.14,253,899
43,44,44,David Sutherland,77,28.07,169,602
44,T45,T45,Rocco Mediate,80,27.93,174,623
45,T45,T45,Rod Pampling,87,27.93,174,623
46,47,47,Bob Estes,92,27.9,202,724
47,48,48,Glen Day,103,27.78,250,900
48,49,49,Kirk Triplett,92,27.77,208,749
49,50,50,K.J. Choi,112,27.7,205,740
50,51,51,Scott Verplank,97,27.67,220,795
51,52,52,Jonathan Kaye,91,27.63,171,619
52,53,53,Peter Lonard,96,27.53,182,661
53,54,54,Carlos Franco,99,27.52,205,745
54,55,55,Rory Sabbatini,95,27.51,178,647
55,56,56,David Toms,90,27.5,157,571
56,57,57,Todd Barranger,78,27.36,145,530
57,58,58,Carl Paulson,101,27.31,251,919
58,59,59,Chris Smith,92,27.26,199,730
59,60,60,Scott McCarron,86,27.25,139,510
60,61,61,Billy Andrade,100,27.2,201,739
61,62,62,Craig Perks,82,27.17,147,541
62,63,63,Carl Pettersson,80,27.15,180,663
63,T64,T64,Brent Schwarzrock,60,27.14,133,490
64,T64,T64,Patrick Sheehan,101,27.14,225,829
65,66,66,Garrett Willis,97,27.07,226,835
66,67,67,Lee Janzen,83,27.05,145,536
67,68,68,Brenden Pappas,105,26.99,207,767
68,69,69,Tim Petrovic,108,26.98,225,834
69,70,70,J.P. Hayes,79,26.97,171,634
70,71,71,Jeff Sluman,106,26.85,218,812
71,72,72,Charles Howell III,120,26.8,212,791
72,73,73,Harrison Frazar,88,26.72,194,726
73,74,74,Shaun Micheel,97,26.7,208,779
74,75,75,Steve Lowery,86,26.68,159,596
75,76,76,Mike Heinen,89,26.64,203,762
76,77,77,Brad Faxon,97,26.63,167,627
77,78,78,Brent Geiberger,51,26.6,104,391
78,79,79,Todd Fischer,97,26.56,200,753
79,80,80,Nick Price,65,26.55,124,467
80,81,81,Paul Goydos,86,26.5,199,751
81,T82,T82,John Daly,56,26.46,86,325
82,T82,T82,Ernie Els,65,26.46,95,359
83,84,84,Jesper Parnevik,102,26.37,197,747
84,85,85,Billy Mayfair,105,26.34,226,858
85,86,86,Kent Jones,74,26.28,164,624
86,87,87,Rich Beem,80,26.27,129,491
87,88,88,Vance Veazey,66,26.1,125,479
88,89,89,Darron Stiles,93,26.07,183,702
89,90,90,Tommy Armour III,66,26.02,140,538
90,91,91,David Frost,80,25.94,187,721
91,T92,T92,Chris Anderson,96,25.86,195,754
92,T92,T92,Shigeki Maruyama,87,25.86,173,669
93,T92,T92,Kevin Sutherland,97,25.86,158,611
94,95,95,David Gossett,92,25.83,211,817
95,96,96,J.L. Lewis,99,25.81,183,709
96,97,97,Jason Gore,83,25.78,148,574
97,98,98,Frank Lickliter II,94,25.73,185,719
98,99,99,Jeff Maggert,81,25.72,179,696
99,100,100,Andy Miller,75,25.7,138,537
100,101,101,Mike Grob,83,25.67,191,744
101,102,102,Andrew Magee,91,25.63,174,679
102,103,103,Olin Browne,113,25.59,248,969
103,104,104,Luke Donald,88,25.55,198,775
104,105,105,Thomas Levet,85,25.5,167,655
105,106,106,Paul Gow,62,25.47,123,483
106,107,107,Alex Cejka,98,25.45,170,668
107,T108,T108,Brandt Jobe,77,25.39,161,634
108,T108,T108,Neal Lancaster,110,25.39,211,831
109,T110,T110,Skip Kendall,110,25.29,242,957
110,T110,T110,Hidemichi Tanaka,112,25.29,259,1024
111,112,112,Dean Wilson,82,25.26,167,661
112,T113,T113,Marco Dawson,86,25.25,153,606
113,T113,T113,Sergio Garcia,62,25.25,75,297
114,115,115,Joe Durant,96,25.22,203,805
115,116,116,Aaron Barber,94,25.19,202,802
116,117,117,Briny Baird,113,25.18,240,953
117,118,118,Anthony Painter,87,25.12,162,645
118,119,119,Hal Sutton,81,25.07,179,714
119,120,120,John Senden,111,25.03,228,911
120,121,121,Mark O'Meara,69,25.0,107,428
121,122,122,Cameron Beckman,86,24.93,182,730
122,123,123,Fred Funk,112,24.87,240,965
123,124,124,Dicky Pride,73,24.78,143,577
124,125,125,Doug Barron,90,24.77,188,759
125,126,126,Dan Forsman,98,24.65,196,795
126,127,127,Tom Gillis,71,24.63,149,605
127,128,128,Spike McRoy,103,24.57,214,871
128,129,129,John Morgan,81,24.53,144,587
129,130,130,Matt Kuchar,63,24.51,126,514
130,131,131,Arron Oberholser,80,24.49,179,731
131,132,132,Mike Sposa,72,24.43,139,569
132,133,133,Peter Jacobsen,75,24.42,158,647
133,T134,T134,Heath Slocum,101,24.33,236,970
134,T134,T134,Ty Tryon,52,24.33,82,337
135,136,136,Brian Bateman,70,24.28,134,552
136,137,137,Chris Riley,96,24.27,167,688
137,138,138,Scott Laycock,71,24.24,128,528
138,T139,T139,Pat Perez,95,24.22,163,673
139,T139,T139,Akio Sadakata,83,24.22,156,644
140,141,141,John Riegger,55,24.19,112,463
141,142,142,Len Mattiace,94,24.16,172,712
142,143,143,Kaname Yokoo,56,24.15,106,439
143,144,144,Brian Gay,100,24.13,187,775
144,145,145,Steve Allan,53,24.09,99,411
145,146,146,Paul Azinger,73,24.07,129,536
146,147,147,"Dave Stockton, Jr.",79,24.05,140,582
147,148,148,J.J. Henry,100,24.02,209,870
148,149,149,Tim Clark,79,23.89,156,653
149,150,150,Ian Leggatt,71,23.79,128,538
150,151,151,Joey Sindelar,93,23.76,191,804
151,152,152,Bernhard Langer,65,23.73,112,472
152,153,153,David Peoples,96,23.67,200,845
153,154,154,Tom Byrum,97,23.58,187,793
154,155,155,Pat Bates,111,23.55,228,968
155,156,156,Michael Clark II,54,23.44,113,482
156,T157,T157,Mathew Goggin,90,23.4,154,658
157,T157,T157,Kenichi Kuboya,91,23.4,179,765
158,159,159,Esteban Toledo,109,23.24,211,908
159,160,160,Cameron Yancey,58,23.21,107,461
160,161,161,Brian Henninger,56,23.2,113,487
161,162,162,Jay Don Blake,77,23.14,131,566
162,163,163,Brad Elder,51,23.1,94,407
163,164,164,Jason Buha,61,23.06,104,451
164,165,165,Donnie Hammond,92,23.01,179,778
165,166,166,Cliff Kresge,102,22.8,181,794
166,167,167,Loren Roberts,87,22.7,153,674
167,168,168,Robert Damron,96,22.69,194,855
168,169,169,Joel Edwards,60,22.64,132,583
169,170,170,Notah Begay III,92,22.6,179,792
170,171,171,John Maginnes,87,22.58,156,691
171,172,172,Mark Brooks,90,22.51,156,693
172,173,173,Matt Gogel,77,22.47,133,592
173,174,174,Steve Stricker,59,22.41,93,415
174,175,175,Jason Caron,74,22.33,117,524
175,176,176,Corey Pavin,88,22.28,160,718
176,177,177,Jay Williamson,93,22.2,186,838
177,178,178,Richard Johnson,89,22.19,176,793
178,179,179,Jim Carter,95,22.03,182,826
179,180,180,Dudley Hart,66,21.98,109,496
180,181,181,Ben Curtis,69,21.91,124,566
181,182,182,Bob Burns,88,21.85,144,659
182,183,183,José Coceres,62,21.64,119,550
183,184,184,Steven Alker,87,21.52,153,711
184,185,185,Glen Hnatiuk,92,21.48,191,889
185,186,186,Mark Wilson,82,21.18,144,680
186,187,187,Kenneth Staton,59,21.14,104,492
187,188,188,Gene Sauers,87,20.89,155,742
188,189,189,Jeff Klein,60,19.92,102,512
189,190,190,Gavin Coles,69,17.04,98,575
