,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
111,112,112,Stuart Appleby,90,16.51,53,321
112,113,113,Deane Pappas,75,16.54,45,272
113,114,114,Gavin Coles,69,16.56,26,157
114,115,115,Mike Heinen,89,16.57,56,338
115,116,116,Akio Sadakata,83,16.61,45,271
116,117,117,J.L. Lewis,99,16.62,56,337
117,118,118,Cameron Beckman,86,16.67,52,312
118,119,119,Scott McCarron,86,16.72,52,311
119,120,120,Matt Kuchar,63,16.84,32,190
120,121,121,Ty Tryon,52,16.88,26,154
121,122,122,Brad Elder,51,16.9,24,142
122,123,123,Per-Ulrik Johansson,96,16.96,57,336
123,124,124,Greg Chalmers,98,17.01,58,341
124,125,125,Peter Lonard,96,17.06,51,299
125,126,126,Hank Kuehne,73,17.13,49,286
126,127,127,Paul Goydos,86,17.2,54,314
127,T128,T128,Chris Anderson,96,17.23,51,296
128,T128,T128,Richard Johnson,89,17.23,51,296
129,130,130,Shigeki Maruyama,87,17.3,50,289
130,T131,T131,J.P. Hayes,79,17.31,49,283
131,T131,T131,Corey Pavin,88,17.31,45,260
132,133,133,John Morgan,81,17.32,44,254
133,134,134,J.J. Henry,100,17.41,55,316
134,135,135,Esteban Toledo,109,17.48,61,349
135,136,136,Tim Clark,79,17.49,46,263
136,137,137,Fred Couples,71,17.51,45,257
137,138,138,Michael Clark II,54,17.55,33,188
138,139,139,Kenichi Kuboya,91,17.61,50,284
139,140,140,Sergio Garcia,62,17.62,34,193
140,141,141,Mark O'Meara,69,17.7,37,209
141,142,142,Brent Schwarzrock,60,17.73,39,220
142,143,143,Tom Pernice Jr.,105,17.77,67,377
143,144,144,Tommy Armour III,66,17.78,40,225
144,145,145,Joey Sindelar,93,17.81,52,292
145,146,146,Hidemichi Tanaka,112,17.86,70,392
146,147,147,Paul Azinger,73,17.89,39,218
147,148,148,Jesper Parnevik,102,17.99,61,339
148,149,149,Thomas Levet,85,18.15,49,270
149,150,150,Paul Gow,62,18.23,37,203
150,151,151,David Sutherland,77,18.32,50,273
151,152,152,David Gossett,92,18.34,62,338
152,153,153,Spike McRoy,103,18.64,63,338
153,154,154,Pat Perez,95,18.65,58,311
154,155,155,Marco Dawson,86,18.69,54,289
155,156,156,Peter Jacobsen,75,18.73,50,267
156,T157,T157,Frank Lickliter II,94,18.77,61,325
157,T157,T157,Gene Sauers,87,18.77,49,261
158,159,159,Brent Geiberger,51,18.82,35,186
159,160,160,Bob Burns,88,18.85,49,260
160,161,161,Chris Smith,92,18.93,60,317
161,162,162,Ben Curtis,69,18.96,40,211
162,163,163,Darron Stiles,93,19.3,61,316
163,164,164,Anthony Painter,87,19.31,50,259
164,165,165,Charles Howell III,120,19.47,81,416
165,166,166,Loren Roberts,87,19.49,54,277
166,167,167,Olin Browne,113,19.58,74,378
167,168,168,Jason Gore,83,19.86,57,287
168,T169,T169,Ian Leggatt,71,20.0,45,225
169,T169,T169,Kenneth Staton,59,20.0,35,175
170,171,171,Andy Miller,75,20.15,53,263
171,172,172,Steve Allan,53,20.28,29,143
172,173,173,Patrick Sheehan,101,20.44,75,367
173,174,174,Jason Buha,61,20.56,37,180
174,175,175,Doug Barron,90,20.69,60,290
175,176,176,Rich Beem,80,20.91,55,263
176,177,177,Jay Don Blake,77,21.01,50,238
177,178,178,John Daly,56,21.39,43,201
178,179,179,Mathew Goggin,90,21.63,61,282
179,180,180,Craig Perks,82,21.72,58,267
180,181,181,Steve Stricker,59,21.79,39,179
181,182,182,Joel Edwards,60,21.86,40,183
182,183,183,Vance Veazey,66,22.17,47,212
183,184,184,Cameron Yancey,58,23.12,40,173
184,185,185,José Coceres,62,23.27,47,202
185,186,186,Todd Barranger,78,23.53,60,255
186,187,187,"Dave Stockton, Jr.",79,24.02,61,254
187,188,188,Jason Caron,74,24.54,53,216
188,189,189,Mike Grob,83,24.91,66,265
189,190,190,Jeff Klein,60,27.92,43,154
