,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
102,103,103,Tim Petrovic,108,19.77
103,104,104,Mark O'Meara,69,19.75
104,105,105,Paul Goydos,86,19.72
105,106,106,Tommy Armour III,66,19.69
106,107,107,Michael Clark II,54,19.68
107,108,108,Fred Funk,112,19.64
108,109,109,David Frost,80,19.51
109,110,110,Briny Baird,113,19.46
110,111,111,J.P. Hayes,79,19.44
111,112,112,Nick Price,65,19.41
112,113,113,Joey Sindelar,93,19.31
113,114,114,Bob Tway,89,19.25
114,T115,T115,Joel Edwards,60,19.23
115,T115,T115,Scott McCarron,86,19.23
116,117,117,Brad Elder,51,19.21
117,118,118,Jason Caron,74,19.17
118,119,119,Olin Browne,113,19.14
119,120,120,Shigeki Maruyama,87,19.07
120,121,121,Garrett Willis,97,18.93
121,122,122,José Coceres,62,18.69
122,123,123,Ben Crane,94,18.68
123,124,124,Marco Dawson,86,18.64
124,125,125,Akio Sadakata,83,18.63
125,126,126,John Morgan,81,18.6
126,127,127,Arron Oberholser,80,18.58
127,T128,T128,Mathew Goggin,90,18.53
128,T128,T128,Darron Stiles,93,18.53
129,130,130,Greg Chalmers,98,18.48
130,131,131,Bob Burns,88,18.36
131,132,132,Rory Sabbatini,95,18.21
132,133,133,Paul Azinger,73,18.18
133,134,134,Bob Estes,92,18.14
134,135,135,Kirk Triplett,92,18.1
135,136,136,Mike Sposa,72,18.09
136,137,137,K.J. Choi,112,18.06
137,138,138,Frank Lickliter II,94,18.05
138,139,139,Shaun Micheel,97,18.04
139,140,140,Joe Durant,96,18.0
140,141,141,Aaron Barber,94,17.88
141,142,142,Mark Brooks,90,17.83
142,143,143,Bernhard Langer,65,17.8
143,144,144,Brian Gay,100,17.56
144,145,145,Alex Cejka,98,17.51
145,146,146,J.L. Lewis,99,17.43
146,147,147,Brian Henninger,56,17.37
147,148,148,Cliff Kresge,102,17.28
148,149,149,Tom Byrum,97,17.27
149,T150,T150,Steve Allan,53,17.24
150,T150,T150,Craig Perks,82,17.24
151,152,152,Lee Janzen,83,17.18
152,T153,T153,Kenny Perry,98,17.08
153,T153,T153,Chris Riley,96,17.08
154,155,155,Mark Wilson,82,17.0
155,156,156,Gene Sauers,87,16.96
156,157,157,"Dave Stockton, Jr.",79,16.92
157,158,158,Ty Tryon,52,16.83
158,159,159,Mike Grob,83,16.73
159,160,160,Chris Anderson,96,16.72
160,161,161,Tim Herron,102,16.67
161,162,162,Billy Mayfair,105,16.61
162,163,163,Chris DiMarco,98,16.6
163,164,164,Scott Verplank,97,16.45
164,165,165,Brett Quigley,92,16.37
165,166,166,Steven Alker,87,16.28
166,167,167,Richard Johnson,89,16.19
167,T168,T168,Brad Faxon,97,16.18
168,T168,T168,Mike Weir,80,16.18
169,170,170,Cameron Yancey,58,16.14
170,171,171,Rich Beem,80,16.1
171,172,172,Jerry Kelly,108,16.02
172,173,173,Glen Hnatiuk,92,15.92
173,174,174,J.J. Henry,100,15.73
174,175,175,Len Mattiace,94,15.47
175,176,176,Brian Bateman,70,15.46
176,177,177,Adam Scott,52,15.23
177,T178,T178,Robert Damron,96,15.19
178,T178,T178,Kenichi Kuboya,91,15.19
179,180,180,Jason Buha,61,14.5
180,181,181,Retief Goosen,69,14.47
181,182,182,Kenneth Staton,59,14.36
182,183,183,Dudley Hart,66,14.2
183,184,184,Jay Williamson,93,14.12
184,185,185,Notah Begay III,92,13.43
185,186,186,Ian Leggatt,71,13.2
186,187,187,Ben Curtis,69,12.68
187,188,188,Gavin Coles,69,12.21
188,189,189,Steve Stricker,59,12.05
189,190,190,Jeff Klein,60,11.91
