,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
117,118,118,Darron Stiles,71.18,4271,60
118,119,119,Heath Slocum,71.19,4556,64
119,120,120,Stuart Appleby,71.2,3631,51
120,121,121,Sergio Garcia,71.22,2635,37
121,122,122,Jonathan Byrd,71.23,4274,60
122,123,123,Glen Hnatiuk,71.24,4132,58
123,T124,T124,Spike McRoy,71.29,4990,70
124,T124,T124,Carl Pettersson,71.29,3636,51
125,T124,T124,Jay Williamson,71.29,4206,59
126,127,127,Todd Fischer,71.3,4706,66
127,128,128,Tom Gillis,71.31,3423,48
128,T129,T129,Brian Gay,71.32,4921,69
129,T129,T129,Mike Sposa,71.32,3566,50
130,T129,T129,Dean Wilson,71.32,3994,56
131,T132,T132,Chris Anderson,71.33,4708,66
132,T132,T132,Jay Don Blake,71.33,3923,55
133,134,134,Esteban Toledo,71.34,5065,71
134,135,135,Mike Grob,71.35,3853,54
135,T136,T136,Robert Damron,71.39,4712,66
136,T136,T136,Scott McCarron,71.39,3855,54
137,138,138,Doug Barron,71.4,4641,65
138,139,139,Tommy Armour III,71.41,3142,44
139,140,140,Andy Miller,71.42,3714,52
140,141,141,Greg Chalmers,71.44,4501,63
141,142,142,Mike Heinen,71.47,4145,58
142,143,143,Scott Laycock,71.48,3574,50
143,144,144,Adam Scott,71.5,1859,26
144,T145,T145,Brian Bateman,71.51,3504,49
145,T145,T145,Bob Burns,71.51,4076,57
146,147,147,Notah Begay III,71.53,4292,60
147,148,148,Matt Gogel,71.54,3720,52
148,149,149,Thomas Levet,71.55,3649,51
149,150,150,Jason Gore,71.57,4366,61
150,151,151,Steven Alker,71.58,4295,60
151,T152,T152,Rich Beem,71.61,3652,51
152,T152,T152,Kenichi Kuboya,71.61,4368,61
153,T152,T152,Akio Sadakata,71.61,4225,59
154,155,155,Aaron Barber,71.62,4870,68
155,156,156,Steve Stricker,71.64,3009,42
156,157,157,John Maginnes,71.65,4442,62
157,T158,T158,Pat Perez,71.71,4518,63
158,T158,T158,Chris Smith,71.71,4446,62
159,T160,T160,Jim Carter,71.77,4665,65
160,T160,T160,Garrett Willis,71.77,4593,64
161,T162,T162,Mathew Goggin,71.86,4024,56
162,T162,T162,Craig Perks,71.86,4096,57
163,T164,T164,Paul Azinger,71.91,3811,53
164,T164,T164,Joel Edwards,71.91,3308,46
165,T166,T166,Mark Brooks,71.95,4461,62
166,T166,T166,John Morgan,71.95,4101,57
167,T168,T168,Matt Kuchar,71.98,3239,45
168,T168,T168,Mark Wilson,71.98,4319,60
169,170,170,Steve Allan,72.03,2521,35
170,171,171,José Coceres,72.08,2883,40
171,172,172,Ben Curtis,72.09,3100,43
172,173,173,Brad Elder,72.1,2812,39
173,174,174,Kenneth Staton,72.12,3101,43
174,T175,T175,John Daly,72.21,3105,43
175,T175,T175,Vance Veazey,72.21,3755,52
176,T177,T177,Jason Buha,72.25,3468,48
177,T177,T177,Bernhard Langer,72.25,2890,40
178,179,179,Jason Caron,72.28,4192,58
179,180,180,"Dave Stockton, Jr.",72.3,4627,64
180,181,181,Gene Sauers,72.39,4416,61
181,182,182,Michael Clark II,72.47,3116,43
182,T183,T183,Gavin Coles,72.5,4060,56
183,T183,T183,Mark O'Meara,72.5,3480,48
184,185,185,Anthony Painter,72.56,4499,62
185,T186,T186,Cameron Yancey,72.61,3340,46
186,T186,T186,Kaname Yokoo,72.61,3195,44
187,188,188,Todd Barranger,72.95,4450,61
188,189,189,Jeff Klein,73.28,3664,50
189,190,190,Ty Tryon,73.38,3082,42
