,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
90,T90,T90,Kevin Sutherland,97,20.63,349,1692
91,T92,T92,J.L. Lewis,99,20.62,360,1746
92,T92,T92,Dicky Pride,73,20.62,271,1314
93,94,94,Nick Price,65,20.61,230,1116
94,95,95,Hidemichi Tanaka,112,20.59,415,2016
95,T96,T96,Luke Donald,88,20.58,326,1584
96,T96,T96,Todd Fischer,97,20.58,352,1710
97,T98,T98,Marco Dawson,86,20.57,311,1512
98,T98,T98,Shaun Micheel,97,20.57,348,1692
99,100,100,John Daly,56,20.54,207,1008
100,101,101,David Frost,80,20.49,295,1440
101,102,102,Andrew Magee,91,20.47,328,1602
102,103,103,Scott Laycock,71,20.45,254,1242
103,104,104,Brad Faxon,97,20.41,349,1710
104,T105,T105,Sergio Garcia,62,20.37,209,1026
105,T105,T105,Andy Miller,75,20.37,275,1350
106,107,107,Chris Smith,92,20.35,337,1656
107,108,108,Fred Funk,112,20.34,399,1962
108,109,109,Matt Gogel,77,20.32,267,1314
109,T110,T110,Neal Lancaster,110,20.3,391,1926
110,T110,T110,John Riegger,55,20.3,190,936
111,112,112,Heath Slocum,101,20.29,358,1764
112,113,113,Olin Browne,113,20.25,401,1980
113,114,114,K.J. Choi,112,20.23,386,1908
114,115,115,Michael Clark II,54,20.16,196,972
115,116,116,Lee Janzen,83,20.14,290,1440
116,117,117,Dean Wilson,82,20.12,297,1476
117,118,118,Todd Barranger,78,20.07,271,1350
118,119,119,Cliff Kresge,102,20.06,361,1800
119,T120,T120,Shigeki Maruyama,87,20.0,306,1530
120,T120,T120,Billy Mayfair,105,20.0,378,1890
121,T120,T120,Mike Sposa,72,20.0,252,1260
122,T123,T123,Tim Clark,79,19.94,280,1404
123,T123,T123,Peter Lonard,96,19.94,323,1620
124,125,125,Aaron Barber,94,19.92,337,1692
125,126,126,Arron Oberholser,80,19.86,286,1440
126,127,127,Jesper Parnevik,102,19.83,357,1800
127,128,128,Brian Bateman,70,19.82,239,1206
128,129,129,Tom Gillis,71,19.77,242,1224
129,130,130,Paul Gow,62,19.71,220,1116
130,131,131,Craig Perks,82,19.69,280,1422
131,132,132,Pat Bates,111,19.65,382,1944
132,T133,T133,Rich Beem,80,19.62,272,1386
133,T133,T133,Akio Sadakata,83,19.62,286,1458
134,135,135,"Dave Stockton, Jr.",79,19.55,271,1386
135,T136,T136,Ian Leggatt,71,19.53,239,1224
136,T136,T136,Pat Perez,95,19.53,327,1674
137,138,138,John Morgan,81,19.48,277,1422
138,T139,T139,J.J. Henry,100,19.39,335,1728
139,T139,T139,Esteban Toledo,109,19.39,370,1908
140,141,141,Doug Barron,90,19.38,307,1584
141,T142,T142,Brian Gay,100,19.36,338,1746
142,T142,T142,Spike McRoy,103,19.36,352,1818
143,144,144,Brian Henninger,56,19.35,195,1008
144,145,145,Adam Scott,52,19.32,160,828
145,146,146,Kenichi Kuboya,91,19.29,309,1602
146,147,147,Mike Grob,83,19.27,281,1458
147,148,148,Mathew Goggin,90,19.25,298,1548
148,149,149,Vance Veazey,66,19.19,228,1188
149,150,150,Richard Johnson,89,19.16,307,1602
150,151,151,Loren Roberts,87,19.12,296,1548
151,152,152,Jay Don Blake,77,19.04,257,1350
152,153,153,Thomas Levet,85,19.01,284,1494
153,154,154,José Coceres,62,19.0,212,1116
154,155,155,Donnie Hammond,92,18.96,314,1656
155,156,156,Notah Begay III,92,18.95,307,1620
156,157,157,Joey Sindelar,93,18.86,309,1638
157,158,158,Tom Byrum,97,18.84,329,1746
158,159,159,Chris Anderson,96,18.81,325,1728
159,160,160,Ty Tryon,52,18.67,168,900
160,161,161,Matt Kuchar,63,18.58,204,1098
161,162,162,Steve Stricker,59,18.55,187,1008
162,163,163,Dudley Hart,66,18.52,220,1188
163,164,164,Mark Brooks,90,18.45,289,1566
164,T165,T165,John Maginnes,87,18.33,287,1566
165,T165,T165,Mark O'Meara,69,18.33,221,1206
166,167,167,Cameron Yancey,58,18.25,184,1008
167,168,168,Bernhard Langer,65,18.23,210,1152
168,169,169,Jason Buha,61,18.2,190,1044
169,170,170,Anthony Painter,87,18.17,278,1530
170,171,171,Mark Wilson,82,18.13,261,1440
171,172,172,Bob Burns,88,18.12,274,1512
172,173,173,Jason Caron,74,18.08,231,1278
173,174,174,Robert Damron,96,18.06,312,1728
174,175,175,Gene Sauers,87,18.04,276,1530
175,176,176,Paul Azinger,73,17.88,235,1314
176,177,177,Kenneth Staton,59,17.84,183,1026
177,178,178,Jay Williamson,93,17.81,295,1656
178,T179,T179,Jim Carter,95,17.8,298,1674
179,T179,T179,Len Mattiace,94,17.8,298,1674
180,181,181,Glen Hnatiuk,92,17.79,285,1602
181,182,182,Corey Pavin,88,17.76,275,1548
182,183,183,Kaname Yokoo,56,17.7,172,972
183,184,184,Joel Edwards,60,17.69,191,1080
184,185,185,Ben Curtis,69,17.63,219,1242
185,186,186,Brad Elder,51,17.23,152,882
186,187,187,Steve Allan,53,17.01,150,882
187,188,188,Steven Alker,87,16.93,259,1530
188,189,189,Jeff Klein,60,15.9,166,1044
189,190,190,Gavin Coles,69,14.23,169,1188
