,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
63,T63,T63,Donnie Hammond,92,16.18,268,1656
64,T63,T63,Tom Pernice Jr.,105,16.18,297,1836
65,66,66,Shaun Micheel,97,16.19,274,1692
66,67,67,Shigeki Maruyama,87,16.21,248,1530
67,68,68,Richard Johnson,89,16.23,260,1602
68,69,69,J.P. Hayes,79,16.24,231,1422
69,70,70,Cameron Beckman,86,16.27,243,1494
70,T71,T71,Cliff Kresge,102,16.28,293,1800
71,T71,T71,Corey Pavin,88,16.28,252,1548
72,73,73,Olin Browne,113,16.31,323,1980
73,T74,T74,Robert Damron,96,16.32,282,1728
74,T74,T74,Carlos Franco,99,16.32,285,1746
75,76,76,Geoff Ogilvy,86,16.33,241,1476
76,77,77,Ben Crane,94,16.36,271,1656
77,78,78,Spike McRoy,103,16.39,298,1818
78,79,79,Billy Mayfair,105,16.4,310,1890
79,80,80,Nick Price,65,16.49,184,1116
80,81,81,Per-Ulrik Johansson,96,16.55,286,1728
81,82,82,Paul Gow,62,16.58,185,1116
82,83,83,Kent Jones,74,16.59,209,1260
83,T84,T84,Glen Hnatiuk,92,16.6,266,1602
84,T84,T84,Jonathan Kaye,91,16.6,263,1584
85,86,86,Esteban Toledo,109,16.67,318,1908
86,T87,T87,Woody Austin,107,16.72,313,1872
87,T87,T87,Carl Paulson,101,16.72,304,1818
88,T89,T89,Mark Calcavecchia,84,16.73,253,1512
89,T89,T89,Marco Dawson,86,16.73,253,1512
90,T89,T89,Tom Lehman,87,16.73,247,1476
91,92,92,Mike Sposa,72,16.75,211,1260
92,93,93,Billy Andrade,100,16.78,302,1800
93,94,94,Scott Laycock,71,16.83,209,1242
94,95,95,Scott McCarron,86,16.87,246,1458
95,T96,T96,Rocco Mediate,80,16.88,237,1404
96,T96,T96,Brenden Pappas,105,16.88,313,1854
97,98,98,David Gossett,92,16.91,280,1656
98,99,99,Mike Heinen,89,16.92,268,1584
99,100,100,Jesper Parnevik,102,16.94,305,1800
100,101,101,Tim Clark,79,16.95,238,1404
101,102,102,Len Mattiace,94,16.97,284,1674
102,103,103,Todd Fischer,97,17.02,291,1710
103,104,104,Craig Barlow,95,17.03,285,1674
104,105,105,Matt Gogel,77,17.05,224,1314
105,106,106,Brian Gay,100,17.07,298,1746
106,107,107,Tom Gillis,71,17.08,209,1224
107,T108,T108,Alex Cejka,98,17.09,280,1638
108,T108,T108,K.J. Choi,112,17.09,326,1908
109,110,110,Brad Faxon,97,17.13,293,1710
110,111,111,Dean Wilson,82,17.14,253,1476
111,112,112,Brian Bateman,70,17.16,207,1206
112,113,113,Aaron Barber,94,17.2,291,1692
113,114,114,Lee Janzen,83,17.22,248,1440
114,115,115,Peter Jacobsen,75,17.26,233,1350
115,116,116,Deane Pappas,75,17.28,227,1314
116,117,117,Ian Leggatt,71,17.32,212,1224
117,T118,T118,Steve Allan,53,17.35,153,882
118,T118,T118,Tom Byrum,97,17.35,303,1746
119,120,120,Luke Donald,88,17.36,275,1584
120,121,121,Heath Slocum,101,17.46,308,1764
121,122,122,Aaron Baddeley,71,17.5,211,1206
122,123,123,Notah Begay III,92,17.59,285,1620
123,124,124,Jeff Maggert,81,17.63,257,1458
124,125,125,Garrett Willis,97,17.65,305,1728
125,126,126,Jonathan Byrd,101,17.66,321,1818
126,127,127,Phil Mickelson,87,17.71,255,1440
127,128,128,Carl Pettersson,80,17.72,252,1422
128,T129,T129,Brian Henninger,56,17.76,179,1008
129,T129,T129,Steve Stricker,59,17.76,179,1008
130,131,131,Tommy Armour III,66,17.8,205,1152
131,132,132,Paul Azinger,73,17.81,234,1314
132,133,133,Chris Anderson,96,17.82,308,1728
133,T134,T134,Fred Couples,71,17.83,215,1206
134,T134,T134,Frank Lickliter II,94,17.83,292,1638
135,136,136,Jim Carter,95,17.92,300,1674
136,137,137,Jay Don Blake,77,17.93,242,1350
137,138,138,Thomas Levet,85,17.94,268,1494
138,139,139,Steven Alker,87,17.97,275,1530
139,140,140,Mark Brooks,90,18.01,282,1566
140,141,141,Mike Grob,83,18.11,264,1458
141,142,142,Doug Barron,90,18.12,287,1584
142,143,143,Mark Wilson,82,18.13,261,1440
143,144,144,Peter Lonard,96,18.15,294,1620
144,T145,T145,Hank Kuehne,73,18.23,233,1278
145,T145,T145,Bernhard Langer,65,18.23,210,1152
146,147,147,Joel Edwards,60,18.24,197,1080
147,148,148,David Sutherland,77,18.26,240,1314
148,T149,T149,Ben Curtis,69,18.28,227,1242
149,T149,T149,Mathew Goggin,90,18.28,283,1548
150,151,151,Brent Schwarzrock,60,18.3,191,1044
151,152,152,Steve Lowery,86,18.47,266,1440
152,153,153,Matt Kuchar,63,18.49,203,1098
153,154,154,John Maginnes,87,18.58,291,1566
154,155,155,Brad Elder,51,18.59,164,882
155,156,156,Bob Burns,88,18.65,282,1512
156,157,157,J.L. Lewis,99,18.67,326,1746
157,158,158,Pat Perez,95,18.7,313,1674
158,T159,T159,John Rollins,89,18.76,287,1530
159,T159,T159,Rory Sabbatini,95,18.76,314,1674
160,161,161,Greg Chalmers,98,18.83,322,1710
161,162,162,Kenichi Kuboya,91,18.85,302,1602
162,163,163,Gavin Coles,69,18.86,224,1188
163,164,164,Darron Stiles,93,19.01,308,1620
164,165,165,Darren Clarke,61,19.03,185,972
165,166,166,Craig Perks,82,19.27,274,1422
166,167,167,Kenneth Staton,59,19.3,198,1026
167,168,168,John Morgan,81,19.34,275,1422
168,169,169,Akio Sadakata,83,19.41,283,1458
169,170,170,Chris Smith,92,19.5,323,1656
170,171,171,Andy Miller,75,19.63,265,1350
171,172,172,Jason Buha,61,19.73,206,1044
172,173,173,Adam Scott,52,19.81,164,828
173,174,174,Sergio Garcia,62,19.88,204,1026
174,175,175,Gene Sauers,87,19.93,305,1530
175,176,176,Anthony Painter,87,20.2,309,1530
176,177,177,Jason Caron,74,20.34,260,1278
177,178,178,Jason Gore,83,20.35,304,1494
178,179,179,"Dave Stockton, Jr.",79,20.56,285,1386
179,180,180,Vance Veazey,66,20.62,245,1188
180,181,181,Michael Clark II,54,20.78,202,972
181,182,182,José Coceres,62,20.88,233,1116
182,183,183,Rich Beem,80,20.92,290,1386
183,184,184,John Daly,56,21.43,216,1008
184,185,185,Mark O'Meara,69,21.89,264,1206
185,186,186,Kaname Yokoo,56,22.74,221,972
186,187,187,Cameron Yancey,58,23.02,232,1008
187,188,188,Todd Barranger,78,23.19,313,1350
188,189,189,Jeff Klein,60,23.95,250,1044
189,190,190,Ty Tryon,52,24.22,218,900
