,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
63,T59,T59,Darron Stiles,93,70.33,1477,21
64,65,65,J.P. Hayes,79,70.36,985,14
65,T66,T66,Len Mattiace,94,70.38,1126,16
66,T66,T66,Arron Oberholser,80,70.38,915,13
67,T66,T66,Rod Pampling,87,70.38,1126,16
68,T66,T66,Steve Stricker,59,70.38,563,8
69,T70,T70,John Senden,111,70.4,1760,25
70,T70,T70,David Toms,90,70.4,704,10
71,T72,T72,Woody Austin,107,70.41,1549,22
72,T72,T72,Pat Bates,111,70.41,1901,27
73,T72,T72,David Peoples,96,70.41,1197,17
74,75,75,Tom Pernice Jr.,105,70.45,1550,22
75,76,76,Lee Janzen,83,70.46,916,13
76,T77,T77,Bob Estes,92,70.47,1198,17
77,T77,T77,Mike Sposa,72,70.47,1057,15
78,T79,T79,Brent Geiberger,51,70.5,987,14
79,T79,T79,Paul Goydos,86,70.5,987,14
80,T79,T79,Nick Price,65,70.5,282,4
81,82,82,Joey Sindelar,93,70.52,1622,23
82,83,83,Brent Schwarzrock,60,70.53,1340,19
83,84,84,Kirk Triplett,92,70.56,1270,18
84,85,85,Hal Sutton,81,70.57,988,14
85,86,86,Bob Burns,88,70.58,1341,19
86,87,87,Shigeki Maruyama,87,70.61,1271,18
87,88,88,Carl Pettersson,80,70.65,1201,17
88,89,89,Adam Scott,52,70.67,212,3
89,90,90,Cameron Beckman,86,70.69,1131,16
90,T91,T91,Chris Anderson,96,70.7,1414,20
91,T91,T91,Garrett Willis,97,70.7,1626,23
92,T93,T93,Dan Forsman,98,70.72,1273,18
93,T93,T93,Ian Leggatt,71,70.72,1273,18
94,T95,T95,Per-Ulrik Johansson,96,70.73,1839,26
95,T95,T95,Richard Johnson,89,70.73,1556,22
96,T97,T97,Jeff Maggert,81,70.75,1132,16
97,T97,T97,John Riegger,55,70.75,849,12
98,T99,T99,Tom Gillis,71,70.79,1345,19
99,T99,T99,Craig Perks,82,70.79,991,14
100,101,101,Pat Perez,95,70.81,1133,16
101,102,102,Brett Quigley,92,70.82,1558,22
102,T103,T103,Robert Allenby,87,70.83,850,12
103,T103,T103,Brandt Jobe,77,70.83,850,12
104,T103,T103,Billy Mayfair,105,70.83,1629,23
105,106,106,Tim Petrovic,108,70.85,921,13
106,107,107,Joe Durant,96,70.87,1630,23
107,108,108,Cliff Kresge,102,70.92,1702,24
108,T109,T109,K.J. Choi,112,70.93,993,14
109,T109,T109,Jerry Kelly,108,70.93,993,14
110,T109,T109,Jesper Parnevik,102,70.93,1915,27
111,112,112,Akio Sadakata,83,70.94,1135,16
112,113,113,David Frost,80,70.95,1561,22
113,T114,T114,Jay Don Blake,77,71.0,923,13
114,T114,T114,Jeff Brehaut,110,71.0,1562,22
115,T114,T114,Ben Crane,94,71.0,923,13
116,T114,T114,Mark O'Meara,69,71.0,781,11
117,118,118,John Morgan,81,71.06,1208,17
118,119,119,John Rollins,89,71.09,782,11
119,120,120,Tommy Armour III,66,71.13,1138,16
120,T121,T121,Deane Pappas,75,71.14,1494,21
121,T121,T121,Carl Paulson,101,71.14,1565,22
122,123,123,Jonathan Byrd,101,71.17,854,12
123,124,124,Todd Fischer,97,71.18,1210,17
124,125,125,Mike Heinen,89,71.19,1139,16
125,126,126,Brian Henninger,56,71.25,855,12
126,127,127,Corey Pavin,88,71.27,1069,15
127,T128,T128,J.J. Henry,100,71.28,1283,18
128,T128,T128,Esteban Toledo,109,71.28,1782,25
129,T130,T130,Greg Chalmers,98,71.33,1926,27
130,T130,T130,John Maginnes,87,71.33,1284,18
131,T130,T130,Geoff Ogilvy,86,71.33,856,12
132,133,133,Joel Edwards,60,71.36,999,14
133,T134,T134,Aaron Barber,94,71.38,1713,24
134,T134,T134,Matt Kuchar,63,71.38,928,13
135,T134,T134,Frank Lickliter II,94,71.38,1142,16
136,T137,T137,Olin Browne,113,71.41,1571,22
137,T137,T137,Mike Grob,83,71.41,1214,17
138,T139,T139,Rich Beem,80,71.42,857,12
139,T139,T139,"Dave Stockton, Jr.",79,71.42,857,12
140,141,141,Brian Gay,100,71.43,1500,21
141,142,142,Peter Jacobsen,75,71.44,1286,18
142,143,143,Ben Curtis,69,71.46,929,13
143,144,144,Matt Gogel,77,71.48,1501,21
144,T145,T145,Paul Azinger,73,71.5,1430,20
145,T145,T145,Robert Damron,96,71.5,1001,14
146,T145,T145,Paul Gow,62,71.5,858,12
147,T145,T145,Bernhard Langer,65,71.5,1001,14
148,149,149,Donnie Hammond,92,71.52,1502,21
149,150,150,Kaname Yokoo,56,71.55,787,11
150,151,151,Hank Kuehne,73,71.56,644,9
151,152,152,Jim Carter,95,71.63,1361,19
152,153,153,Harrison Frazar,88,71.64,1003,14
153,154,154,Andy Miller,75,71.69,1864,26
154,155,155,Stuart Appleby,90,71.71,1004,14
155,156,156,Kent Jones,74,71.75,574,8
156,157,157,Shaun Micheel,97,71.76,1220,17
157,158,158,Kenichi Kuboya,91,71.79,1364,19
158,159,159,Mathew Goggin,90,71.81,1149,16
159,160,160,Kenneth Staton,59,71.82,790,11
160,161,161,Michael Clark II,54,71.83,862,12
161,162,162,José Coceres,62,71.87,1078,15
162,T163,T163,Brian Bateman,70,71.88,1222,17
163,T163,T163,Jason Caron,74,71.88,1222,17
164,T163,T163,Gavin Coles,69,71.88,1222,17
165,166,166,Thomas Levet,85,71.89,1294,18
166,167,167,David Sutherland,77,71.94,1151,16
167,168,168,Mark Brooks,90,71.95,1511,21
168,T169,T169,Scott Laycock,71,72.0,1080,15
169,T169,T169,Spike McRoy,103,72.0,1656,23
170,171,171,Steven Alker,87,72.11,1370,19
171,172,172,Steve Allan,53,72.18,794,11
172,173,173,Gene Sauers,87,72.23,939,13
173,174,174,Jason Buha,61,72.24,1228,17
174,175,175,John Daly,56,72.4,724,10
175,176,176,Jay Williamson,93,72.41,1231,17
176,177,177,Chris Smith,92,72.47,1232,17
177,178,178,Brad Elder,51,72.5,580,8
178,179,179,Glen Hnatiuk,92,72.56,1306,18
179,180,180,Vance Veazey,66,72.65,1235,17
180,181,181,Sergio Garcia,62,72.67,872,12
181,182,182,Heath Slocum,101,72.78,1310,18
182,183,183,Jason Gore,83,72.87,1093,15
183,184,184,Mark Wilson,82,72.94,1313,18
184,185,185,Todd Barranger,78,73.15,951,13
185,186,186,Dean Wilson,82,73.29,1246,17
186,187,187,Anthony Painter,87,73.72,1327,18
187,188,188,Cameron Yancey,58,74.0,814,11
188,189,189,Jeff Klein,60,74.08,889,12
189,190,190,Ty Tryon,52,74.11,667,9
