,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
25,26,26,Tommy Armour III,81,26.04,25,96,-27,27 Under
26,27,27,Tag Ridings,52,25.93,28,108,-30,30 Under
27,28,28,Hunter Mahan,91,25.9,36,139,-39,39 Under
28,29,29,Rory Sabbatini,81,25.78,33,128,-37,37 Under
29,30,30,Charles Warren,101,25.76,59,229,-56,56 Under
30,31,31,Briny Baird,115,25.65,49,191,-48,48 Under
31,32,32,Camilo Villegas,82,25.49,39,153,-38,38 Under
32,T33,T33,Joe Ogilvie,102,25.15,43,171,-44,44 Under
33,T33,T33,Nick Watney,87,25.15,41,163,-42,42 Under
34,T35,T35,Kevin Stadler,95,25.0,44,176,-48,48 Under
35,T35,T35,Mark Wilson,87,25.0,25,100,-26,26 Under
36,37,37,Bill Haas,93,24.76,52,210,-57,57 Under
37,38,38,Rod Pampling,92,24.69,40,162,-44,44 Under
38,39,39,Jim Rutledge,59,24.64,17,69,-17,17 Under
39,40,40,Carl Pettersson,111,24.61,47,191,-52,52 Under
40,41,41,Boo Weekley,101,24.52,38,155,-36,36 Under
41,42,42,Phil Mickelson,73,24.44,33,135,-37,37 Under
42,43,43,Andrew Buckle,77,24.22,31,128,-30,30 Under
43,44,44,Steve Marino,106,24.14,49,203,-48,48 Under
44,45,45,J.P. Hayes,89,23.94,34,142,-33,33 Under
45,46,46,Steve Lowery,74,23.74,33,139,-30,30 Under
46,47,47,Jeff Sluman,60,23.73,14,59,-11,11 Under
47,48,48,Bo Van Pelt,104,23.68,45,190,-47,47 Under
48,49,49,Tom Byrum,50,23.53,12,51,-12,12 Under
49,50,50,Steve Stricker,81,23.46,19,81,-18,18 Under
50,51,51,Paul Stankowski,52,23.4,22,94,-19,19 Under
51,52,52,Lee Janzen,66,23.38,18,77,-21,21 Under
52,53,53,Troy Matteson,87,23.35,39,167,-41,41 Under
53,54,54,Chad Campbell,96,23.33,28,120,-29,29 Under
54,55,55,K.J. Choi,87,23.26,30,129,-28,28 Under
55,56,56,Anders Hansen,55,23.21,13,56,-12,12 Under
56,57,57,John Daly,59,23.13,31,134,-33,33 Under
57,58,58,Michael Allen,74,23.01,26,113,-28,28 Under
58,59,59,Jay Williamson,50,22.99,20,87,-18,18 Under
59,60,60,Kevin Sutherland,85,22.6,33,146,-34,34 Under
60,61,61,J.B. Holmes,71,22.56,44,195,-39,39 Under
61,62,62,Steve Allan,63,22.48,29,129,-30,30 Under
62,63,63,Jesper Parnevik,88,22.46,31,138,-32,32 Under
63,64,64,Robert Gamez,88,22.31,27,121,-31,31 Under
64,T65,T65,Billy Andrade,88,22.22,32,144,-31,31 Under
65,T65,T65,Kyle Reifers,71,22.22,26,117,-24,24 Under
66,67,67,David Branshaw,83,22.14,29,131,-30,30 Under
67,68,68,Chris Couch,76,22.01,35,159,-34,34 Under
68,T69,T69,Fred Funk,65,22.0,11,50,-12,12 Under
69,T69,T69,Mathew Goggin,97,22.0,44,200,-45,45 Under
70,71,71,Jason Gore,86,21.98,40,182,-38,38 Under
71,72,72,J.J. Henry,86,21.83,31,142,-32,32 Under
72,73,73,George McNeill,95,21.82,36,165,-35,35 Under
73,74,74,Jeff Gove,103,21.81,41,188,-39,39 Under
74,75,75,Pat Perez,84,21.71,28,129,-30,30 Under
75,76,76,Heath Slocum,101,21.6,27,125,-29,29 Under
76,T77,T77,Steve Flesch,100,21.52,34,158,-34,34 Under
77,T77,T77,Tom Lehman,62,21.52,17,79,-15,15 Under
78,79,79,Aaron Baddeley,83,21.48,32,149,-35,35 Under
79,80,80,Geoff Ogilvy,84,21.43,27,126,-29,29 Under
80,T81,T81,Sergio Garcia,68,21.31,26,122,-30,30 Under
81,T81,T81,Tripp Isenhour,86,21.31,26,122,-27,27 Under
82,83,83,Ryan Palmer,91,21.29,33,155,-33,33 Under
83,84,84,Tom Pernice Jr.,104,21.28,30,141,-33,33 Under
84,85,85,Mathias Grönberg,95,21.2,46,217,-47,47 Under
85,T86,T86,Jarrod Lyle,77,21.19,25,118,-26,26 Under
86,T86,T86,Daisuke Maruyama,86,21.19,32,151,-36,36 Under
87,88,88,Sean O'Hair,98,21.13,41,194,-46,46 Under
88,89,89,Brian Davis,101,21.05,32,152,-33,33 Under
89,90,90,Ted Purdy,102,21.02,37,176,-41,41 Under
90,91,91,Matt Kuchar,85,20.88,19,91,-20,20 Under
91,92,92,Brendon de Jonge,76,20.74,28,135,-30,30 Under
92,93,93,Jason Dufner,100,20.71,35,169,-32,32 Under
93,94,94,Jeff Brehaut,59,20.59,21,102,-22,22 Under
94,T95,T95,Stuart Appleby,74,20.56,22,107,-22,22 Under
95,T95,T95,Charley Hoffman,97,20.56,37,180,-38,38 Under
96,97,97,Billy Mayfair,98,20.53,31,151,-34,34 Under
97,98,98,Vaughn Taylor,91,20.47,26,127,-27,27 Under
98,T99,T99,Ernie Els,59,20.37,22,108,-27,27 Under
99,T99,T99,Cliff Kresge,107,20.37,33,162,-32,32 Under
100,101,101,Michael Boyd,61,20.31,13,64,-12,12 Under
101,102,102,Peter Lonard,85,20.29,28,138,-26,26 Under
102,103,103,Kent Jones,97,20.25,33,163,-35,35 Under
103,104,104,Michael Putnam,96,20.23,35,173,-39,39 Under
104,105,105,Vijay Singh,102,20.22,37,183,-43,43 Under
105,T106,T106,Rich Beem,89,20.0,31,155,-35,35 Under
106,T106,T106,John Merrick,92,20.0,32,160,-33,33 Under
107,108,108,Greg Owen,81,19.87,30,151,-34,34 Under
108,109,109,Kenny Perry,83,19.86,29,146,-30,30 Under
109,110,110,Todd Hamilton,76,19.74,15,76,-17,17 Under
110,111,111,Retief Goosen,50,19.7,13,66,-12,12 Under
111,112,112,Eric Axley,107,19.64,33,168,-36,36 Under
112,113,113,Jason Schultz,63,19.61,20,102,-24,24 Under
113,114,114,Jim Furyk,84,19.59,19,97,-19,19 Under
114,115,115,Daniel Chopra,106,19.58,37,189,-35,35 Under
115,116,116,Kirk Triplett,77,19.57,18,92,-20,20 Under
116,117,117,Jeff Overton,60,19.55,26,133,-28,28 Under
117,118,118,Anthony Kim,93,19.39,38,196,-35,35 Under
118,119,119,Woody Austin,95,19.26,26,135,-20,20 Under
119,120,120,Matt Hendrix,63,19.23,25,130,-26,26 Under
120,121,121,Tim Herron,98,19.08,29,152,-26,26 Under
121,122,122,Padraig Harrington,64,19.0,19,100,-17,17 Under
122,123,123,Jonathan Byrd,73,18.98,26,137,-27,27 Under
123,124,124,John Mallinger,96,18.9,24,127,-24,24 Under
124,125,125,Ryan Armour,107,18.83,29,154,-28,28 Under
125,126,126,Parker McLachlin,83,18.8,25,133,-25,25 Under
126,127,127,Freddie Jacobson,70,18.69,20,107,-21,21 Under
127,T128,T128,Bart Bryant,87,18.64,22,118,-21,21 Under
128,T128,T128,Brandt Snedeker,105,18.64,22,118,-23,23 Under
129,T130,T130,Mark Calcavecchia,93,18.54,28,151,-30,30 Under
130,T130,T130,Ken Duke,112,18.54,33,178,-34,34 Under
131,132,132,Kevin Na,84,18.52,30,162,-32,32 Under
132,133,133,D.J. Brigman,67,18.48,17,92,-19,19 Under
133,134,134,Craig Bowden,78,18.31,13,71,-12,12 Under
134,135,135,Zach Johnson,76,18.28,17,93,-20,20 Under
135,136,136,Craig Lile,77,18.27,19,104,-18,18 Under
136,T137,T137,Rich Barcelo,80,18.18,22,121,-20,20 Under
137,T137,T137,Mark Brooks,53,18.18,8,44,-6,6 Under
138,139,139,Jerry Kelly,101,17.95,21,117,-21,21 Under
139,140,140,Bubba Dickerson,51,17.89,17,95,-13,13 Under
140,141,141,John Rollins,102,17.75,30,169,-31,31 Under
141,142,142,D.J. Trahan,99,17.7,37,209,-34,34 Under
142,143,143,Brian Bateman,55,17.5,14,80,-14,14 Under
143,144,144,Justin Leonard,95,17.17,17,99,-15,15 Under
144,145,145,Corey Pavin,81,17.14,12,70,-12,12 Under
145,146,146,Johnson Wagner,97,17.11,32,187,-32,32 Under
146,T147,T147,Jeff Maggert,79,17.07,21,123,-21,21 Under
147,T147,T147,Michael Sim,52,17.07,14,82,-13,13 Under
148,149,149,Cameron Beckman,96,16.96,29,171,-29,29 Under
149,150,150,Luke Donald,69,16.9,12,71,-11,11 Under
150,T151,T151,Bryce Molder,56,16.67,13,78,-13,13 Under
151,T151,T151,Dicky Pride,71,16.67,13,78,-15,15 Under
152,153,153,Frank Lickliter II,95,16.46,26,158,-23,23 Under
153,154,154,Jeff Quinney,95,16.43,23,140,-26,26 Under
154,155,155,Steve Wheatcroft,73,16.3,22,135,-20,20 Under
155,156,156,Shaun Micheel,91,16.19,17,105,-15,15 Under
156,157,157,Nathan Green,103,15.98,27,169,-31,31 Under
157,158,158,Ryan Moore,92,15.92,25,157,-25,25 Under
158,159,159,Marco Dawson,73,15.83,19,120,-16,16 Under
159,160,160,Tim Petrovic,106,15.76,29,184,-28,28 Under
160,161,161,Richard Johnson,93,15.63,15,96,-13,13 Under
161,162,162,Henrik Stenson,52,15.38,12,78,-13,13 Under
162,163,163,Rocco Mediate,72,15.29,13,85,-13,13 Under
163,T164,T164,Tom Johnson,74,15.25,18,118,-12,12 Under
164,T164,T164,Doug LaBelle II,104,15.25,18,118,-21,21 Under
165,166,166,Alex Cejka,80,15.17,22,145,-18,18 Under
166,167,167,Chris Riley,59,15.15,10,66,-11,11 Under
167,168,168,Jaco Van Zyl,51,14.94,13,87,-14,14 Under
168,169,169,Glen Day,85,14.89,14,94,-16,16 Under
169,170,170,Nick O'Hern,72,14.77,13,88,-15,15 Under
170,171,171,Bob Estes,88,14.71,15,102,-15,15 Under
171,172,172,Charlie Wi,90,14.29,21,147,-25,25 Under
172,173,173,Ryuji Imada,104,14.18,20,141,-20,20 Under
173,174,174,Ben Curtis,80,14.14,14,99,-16,16 Under
174,175,175,Bob Tway,103,13.92,22,158,-23,23 Under
175,176,176,Duffy Waldorf,69,13.91,16,115,-17,17 Under
176,177,177,Chris DiMarco,79,13.86,14,101,-17,17 Under
177,178,178,Chris Stroud,66,13.68,13,95,-11,11 Under
178,179,179,Dean Wilson,92,13.51,15,111,-15,15 Under
179,180,180,Mike Weir,82,13.43,18,134,-19,19 Under
180,181,181,José Coceres,50,13.11,8,61,-8,8 Under
181,182,182,Shigeki Maruyama,84,12.87,13,101,-14,14 Under
182,T183,T183,David Toms,80,12.77,12,94,-14,14 Under
183,T183,T183,Scott Verplank,82,12.77,12,94,-14,14 Under
184,185,185,Stephen Leaney,82,12.75,13,102,-14,14 Under
185,186,186,Paul Gow,70,12.63,12,95,-12,12 Under
186,187,187,Tim Clark,66,12.07,7,58,-10,10 Under
187,T188,T188,Mark Hensby,81,11.94,16,134,-13,13 Under
188,T188,T188,Justin Rose,63,11.94,8,67,-8,8 Under
189,190,190,Steve Elkington,87,11.81,15,127,-14,14 Under
190,191,191,Brian Gay,107,10.98,9,82,-8,8 Under
191,192,192,Ian Poulter,63,10.34,6,58,-6,6 Under
192,193,193,Arron Oberholser,69,9.76,8,82,-7,7 Under
193,194,194,José María Olazábal,52,8.33,5,60,-6,6 Under
194,195,195,Craig Kanada,109,6.19,7,113,-6,6 Under
195,196,196,Paul Goydos,60,4.08,2,49,-1,1 Under
