,Going_for_the_Green_-_Birdie_or_Better_RANK THIS WEEK,Going_for_the_Green_-_Birdie_or_Better_RANK LAST WEEK,Going_for_the_Green_-_Birdie_or_Better_PLAYER NAME,Going_for_the_Green_-_Birdie_or_Better_ROUNDS,Going_for_the_Green_-_Birdie_or_Better_%,Going_for_the_Green_-_Birdie_or_Better_# OF BIRDIE OR BETTER,Going_for_the_Green_-_Birdie_or_Better_ATTEMPTS,Going_for_the_Green_-_Birdie_or_Better_RTP-SUCCESSES,Going_for_the_Green_-_Birdie_or_Better_RTP-NOT GOING FOR THE GRN
58,59,59,Brian Davis,101,57.24,87,152,-92,-12.00
59,T60,T60,Bill Haas,93,57.14,120,210,-131,+4.00
60,T60,T60,Jeff Quinney,95,57.14,80,140,-84,+4.00
61,62,62,Robert Allenby,90,56.97,94,165,-100,E
62,63,63,Billy Andrade,88,56.94,82,144,-85,-8.00
63,64,64,Troy Matteson,87,56.89,95,167,-100,E
64,65,65,Davis Love III,66,56.88,62,109,-64,+8.00
65,66,66,Kenny Perry,83,56.85,83,146,-86,-14.00
66,67,67,Bo Van Pelt,104,56.84,108,190,-113,-16.00
67,68,68,Jarrod Lyle,77,56.78,67,118,-74,-7.00
68,T69,T69,Charley Hoffman,97,56.67,102,180,-107,-8.00
69,T69,T69,José María Olazábal,52,56.67,34,60,-35,-12.00
70,71,71,Anthony Kim,93,56.63,111,196,-115,+1.00
71,72,72,Joe Durant,88,56.62,77,136,-79,-6.00
72,73,73,Briny Baird,115,56.54,108,191,-113,-27.00
73,74,74,Tag Ridings,52,56.48,61,108,-66,+8.00
74,75,75,Jerry Kelly,101,56.41,66,117,-71,-15.00
75,76,76,Billy Mayfair,98,56.29,85,151,-90,-23.00
76,77,77,Bob Heintz,85,56.19,59,105,-63,-7.00
77,78,78,Steve Lowery,74,56.12,78,139,-83,-2.00
78,79,79,Stuart Appleby,74,56.07,60,107,-63,-5.00
79,80,80,Retief Goosen,50,56.06,37,66,-38,-1.00
80,81,81,Will MacKenzie,100,56.04,102,182,-111,-1.00
81,82,82,Mike Weir,82,55.97,75,134,-81,+5.00
82,83,83,Doug LaBelle II,104,55.93,66,118,-72,-18.00
83,84,84,Jason Schultz,63,55.88,57,102,-62,-3.00
84,85,85,Lee Janzen,66,55.84,43,77,-46,-6.00
85,86,86,Sergio Garcia,68,55.74,68,122,-74,-8.00
86,87,87,Tom Lehman,62,55.7,44,79,-46,-5.00
87,T88,T88,Jim Furyk,84,55.67,54,97,-56,-30.00
88,T88,T88,Steve Marino,106,55.67,113,203,-118,-18.00
89,90,90,J.P. Hayes,89,55.63,79,142,-82,-17.00
90,T91,T91,Joe Ogilvie,102,55.56,95,171,-103,-8.00
91,T91,T91,Chris Tidland,59,55.56,55,99,-64,-4.00
92,93,93,Rich Beem,89,55.48,86,155,-94,-12.00
93,94,94,Kirk Triplett,77,55.43,51,92,-57,-18.00
94,95,95,Rich Barcelo,80,55.37,67,121,-70,-18.00
95,96,96,Jeff Gove,103,55.32,104,188,-110,-16.00
96,97,97,Heath Slocum,101,55.2,69,125,-75,-45.00
97,98,98,Sean O'Hair,98,55.15,107,194,-119,+2.00
98,99,99,Paul Goydos,60,55.1,27,49,-27,-4.00
99,100,100,Bart Bryant,87,55.08,65,118,-67,-27.00
100,101,101,Pat Perez,84,55.04,71,129,-78,-1.00
101,T102,T102,Brian Bateman,55,55.0,44,80,-45,+8.00
102,T102,T102,John Merrick,92,55.0,88,160,-92,-5.00
103,104,104,Dean Wilson,92,54.95,61,111,-62,-9.00
104,105,105,Craig Bowden,78,54.93,39,71,-39,-48.00
105,106,106,Michael Putnam,96,54.91,95,173,-102,+5.00
106,107,107,Duffy Waldorf,69,54.78,63,115,-68,-3.00
107,108,108,Geoff Ogilvy,84,54.76,69,126,-74,-11.00
108,T109,T109,Paul Gow,70,54.74,52,95,-56,-9.00
109,T109,T109,Trevor Immelman,74,54.74,52,95,-54,-14.00
110,T111,T111,Ted Purdy,102,54.55,96,176,-100,-12.00
111,T111,T111,Johnson Wagner,97,54.55,102,187,-107,-11.00
112,113,113,Jason Gore,86,54.4,99,182,-105,+5.00
113,114,114,Stewart Cink,91,54.33,69,127,-74,-11.00
114,115,115,Ryan Moore,92,54.14,85,157,-92,-5.00
115,116,116,D.J. Trahan,99,54.07,113,209,-117,+1.00
116,117,117,Jonathan Byrd,73,54.01,74,137,-79,-20.00
117,118,118,Kyle Reifers,71,53.85,63,117,-66,-5.00
118,T119,T119,Cameron Beckman,96,53.8,92,171,-95,-15.00
119,T119,T119,Bob Tway,103,53.8,85,158,-88,-1.00
120,121,121,Zach Johnson,76,53.76,50,93,-54,-6.00
121,T122,T122,Chris Couch,76,53.46,85,159,-88,+10.00
122,T122,T122,Mathias Grönberg,95,53.46,116,217,-125,+4.00
123,124,124,Tim Clark,66,53.45,31,58,-37,-31.00
124,125,125,Brendon de Jonge,76,53.33,72,135,-77,-4.00
125,126,126,Charles Warren,101,53.28,122,229,-134,E
126,127,127,Ryan Armour,107,53.25,82,154,-84,-25.00
127,128,128,David Toms,80,53.19,50,94,-53,-22.00
128,129,129,Michael Allen,74,53.1,60,113,-67,-11.00
129,130,130,Cliff Kresge,107,53.09,86,162,-93,-9.00
130,131,131,Chris Riley,59,53.03,35,66,-37,-23.00
131,132,132,Stephen Leaney,82,52.94,54,102,-58,-16.00
132,133,133,Jay Williamson,50,52.87,46,87,-46,-2.00
133,134,134,Jeff Maggert,79,52.85,65,123,-70,-10.00
134,135,135,Kevin Stadler,95,52.84,93,176,-100,+14.00
135,T136,T136,Stephen Ames,81,52.63,50,95,-52,-15.00
136,T136,T136,Tim Herron,98,52.63,80,152,-82,E
137,T136,T136,Parker McLachlin,83,52.63,70,133,-75,-8.00
138,T136,T136,Chris Stroud,66,52.63,50,95,-52,-10.00
139,140,140,Steve Wheatcroft,73,52.59,71,135,-75,-6.00
140,141,141,Justin Leonard,95,52.53,52,99,-54,-9.00
141,142,142,José Coceres,50,52.46,32,61,-32,+3.00
142,143,143,Michael Sim,52,52.44,43,82,-46,-10.00
143,144,144,Mark Hensby,81,52.24,70,134,-72,+2.00
144,145,145,Craig Kanada,109,52.21,59,113,-61,-45.00
145,146,146,Steve Elkington,87,51.97,66,127,-66,-22.00
146,147,147,David Branshaw,83,51.91,68,131,-73,+22.00
147,148,148,Frank Lickliter II,95,51.9,82,158,-87,-25.00
148,149,149,Jeff Overton,60,51.88,69,133,-76,+3.00
149,150,150,J.B. Holmes,71,51.79,101,195,-105,+9.00
150,151,151,Ken Duke,112,51.69,92,178,-99,-11.00
151,152,152,Daisuke Maruyama,86,51.66,78,151,-87,-6.00
152,153,153,Andrew Buckle,77,51.56,66,128,-70,+5.00
153,154,154,Eric Axley,107,51.19,86,168,-96,+3.00
154,155,155,Nick O'Hern,72,51.14,45,88,-47,-15.00
155,156,156,D.J. Brigman,67,51.09,47,92,-53,+1.00
156,157,157,Richard Johnson,93,51.04,49,96,-50,-19.00
157,158,158,Mathew Goggin,97,51.0,102,200,-110,-5.00
158,159,159,Ryan Palmer,91,50.97,79,155,-85,+3.00
159,160,160,Brett Quigley,79,50.85,60,118,-64,-11.00
160,161,161,Peter Lonard,85,50.72,70,138,-73,-8.00
161,162,162,Steve Flesch,100,50.63,80,158,-89,-18.00
162,163,163,Bubba Dickerson,51,50.53,48,95,-48,+5.00
163,164,164,Steve Allan,63,50.39,65,129,-71,+6.00
164,165,165,George McNeill,95,50.3,83,165,-90,-14.00
165,T166,T166,Tommy Armour III,81,50.0,48,96,-52,-15.00
166,T166,T166,Jeff Brehaut,59,50.0,51,102,-57,+4.00
167,T166,T166,Chad Campbell,96,50.0,60,120,-64,+5.00
168,T166,T166,Tom Johnson,74,50.0,59,118,-61,+2.00
169,T166,T166,Dicky Pride,71,50.0,39,78,-41,+1.00
170,171,171,Robert Gamez,88,49.59,60,121,-66,-24.00
171,172,172,Shaun Micheel,91,49.52,52,105,-53,-7.00
172,173,173,Jim Rutledge,59,49.28,34,69,-37,+5.00
173,174,174,Jeff Sluman,60,49.15,29,59,-30,-15.00
174,175,175,Jason Dufner,100,49.11,83,169,-91,-10.00
175,176,176,Boo Weekley,101,49.03,76,155,-83,+9.00
176,177,177,Corey Pavin,81,48.57,34,70,-35,-36.00
177,178,178,Ben Curtis,80,48.48,48,99,-51,-6.00
178,179,179,Tripp Isenhour,86,48.36,59,122,-66,-17.00
179,180,180,Rocco Mediate,72,48.24,41,85,-43,-28.00
180,181,181,Woody Austin,95,48.15,65,135,-67,-17.00
181,182,182,Fred Funk,65,48.0,24,50,-26,-30.00
182,183,183,Glen Day,85,47.87,45,94,-48,-35.00
183,184,184,Bryce Molder,56,47.44,37,78,-38,-6.00
184,185,185,Robert Garrigus,95,47.35,107,226,-117,+11.00
185,186,186,Matt Hendrix,63,46.92,61,130,-65,+1.00
186,187,187,Craig Lile,77,46.15,48,104,-51,-15.00
187,188,188,Gavin Coles,87,45.71,32,70,-32,-52.00
188,189,189,Chris DiMarco,79,45.54,46,101,-54,-5.00
189,190,190,Greg Owen,81,45.03,68,151,-78,+1.00
190,191,191,Henrik Stenson,52,44.87,35,78,-36,+12.00
191,192,192,Ian Poulter,63,44.83,26,58,-27,-17.00
192,193,193,Scott Verplank,82,44.68,42,94,-48,-19.00
193,194,194,Jaco Van Zyl,51,42.53,37,87,-39,+1.00
194,195,195,Michael Boyd,61,40.63,26,64,-27,-13.00
195,196,196,Mark Brooks,53,36.36,16,44,-16,-7.00
