,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
87,88,88,Mark Brooks,53,46.46,46,99,-0.11
88,89,89,Steve Elkington,87,46.45,72,155,-0.10
89,90,90,Steve Flesch,100,46.38,96,207,-0.13
90,91,91,Charlie Wi,90,46.32,88,190,+0.01
91,92,92,Johnson Wagner,97,46.27,93,201,-0.14
92,93,93,Sergio Garcia,68,46.1,65,141,-0.17
93,94,94,K.J. Choi,87,45.98,80,174,+0.03
94,95,95,Charley Hoffman,97,45.75,70,153,-0.16
95,96,96,Steve Stricker,81,45.74,86,188,-0.07
96,97,97,D.J. Trahan,99,45.71,80,175,-0.05
97,98,98,Chris Couch,76,45.7,69,151,-0.03
98,99,99,Steve Marino,106,45.67,95,208,-0.02
99,100,100,Vaughn Taylor,91,45.66,79,173,-0.15
100,101,101,Briny Baird,115,45.54,102,224,-0.06
101,102,102,Eric Axley,107,45.5,96,211,-0.10
102,103,103,Zach Johnson,76,45.3,82,181,-0.15
103,104,104,Stewart Cink,91,45.29,77,170,-0.12
104,105,105,Billy Andrade,88,45.03,86,191,-0.01
105,106,106,Bart Bryant,87,45.0,81,180,-0.07
106,107,107,Mark Calcavecchia,93,44.71,76,170,-0.08
107,108,108,Geoff Ogilvy,84,44.6,62,139,-0.10
108,109,109,Tag Ridings,52,44.59,33,74,-0.09
109,110,110,Kevin Stadler,95,44.57,78,175,+0.04
110,T111,T111,Brian Bateman,55,44.44,44,99,E
111,T111,T111,Michael Sim,52,44.44,48,108,-0.08
112,113,113,Kirk Triplett,77,44.38,75,169,-0.09
113,114,114,Lucas Glover,98,44.25,77,174,-0.05
114,115,115,Dicky Pride,71,44.24,73,165,-0.11
115,116,116,John Daly,59,44.19,38,86,-0.08
116,117,117,Brian Davis,101,44.14,98,222,-0.10
117,118,118,Ryan Armour,107,44.12,90,204,-0.08
118,119,119,Tom Pernice Jr.,104,43.89,97,221,-0.07
119,120,120,Jeff Brehaut,59,43.88,43,98,+0.05
120,121,121,Camilo Villegas,82,43.87,68,155,-0.15
121,122,122,Justin Rose,63,43.75,42,96,-0.14
122,123,123,Rod Pampling,92,43.71,73,167,-0.11
123,124,124,Glen Day,85,43.68,76,174,-0.11
124,125,125,Jesper Parnevik,88,43.45,73,168,-0.07
125,126,126,Kevin Na,84,43.35,75,173,-0.05
126,127,127,Paul Stankowski,52,43.18,38,88,-0.03
127,128,128,Jim Rutledge,59,43.16,41,95,E
128,129,129,Kent Jones,97,43.07,87,202,-0.08
129,130,130,John Mallinger,96,43.06,90,209,-0.09
130,131,131,Nathan Green,103,43.04,102,237,-0.09
131,132,132,Matt Kuchar,85,43.03,71,165,-0.06
132,T133,T133,David Branshaw,83,42.86,72,168,-0.01
133,T133,T133,Bill Haas,93,42.86,69,161,-0.14
134,T133,T133,Mike Weir,82,42.86,60,140,-0.12
135,136,136,Doug LaBelle II,104,42.74,100,234,-0.07
136,137,137,Tim Petrovic,106,42.59,92,216,-0.05
137,138,138,Stuart Appleby,74,42.54,57,134,-0.16
138,139,139,John Rollins,102,42.33,80,189,-0.01
139,140,140,Duffy Waldorf,69,41.86,54,129,-0.09
140,T141,T141,Mathias Grönberg,95,41.71,73,175,-0.12
141,T141,T141,Mark Wilson,87,41.71,78,187,-0.05
142,143,143,Darron Stiles,65,41.67,50,120,E
143,144,144,Joe Ogilvie,102,41.58,79,190,-0.11
144,145,145,Scott Gutschewski,67,41.53,49,118,-0.10
145,146,146,Stephen Ames,81,41.51,66,159,-0.06
146,147,147,Andrew Buckle,77,41.5,61,147,E
147,148,148,Phil Mickelson,73,41.48,56,135,-0.11
148,149,149,Chris Tidland,59,41.35,43,104,E
149,150,150,Kevin Sutherland,85,41.33,81,196,-0.07
150,151,151,Bo Van Pelt,104,41.26,85,206,E
151,152,152,Justin Leonard,95,41.18,84,204,-0.04
152,153,153,Craig Lile,77,41.14,72,175,-0.04
153,T154,T154,Chris DiMarco,79,41.07,69,168,-0.10
154,T154,T154,Jeff Sluman,60,41.07,46,112,+0.07
155,156,156,Bob Estes,88,40.97,93,227,-0.15
156,157,157,Scott Verplank,82,40.94,61,149,-0.16
157,158,158,Rory Sabbatini,81,40.91,63,154,-0.10
158,159,159,Bob Heintz,85,40.88,65,159,-0.09
159,160,160,Corey Pavin,81,40.53,92,227,-0.11
160,161,161,Richard Johnson,93,40.51,79,195,-0.06
161,162,162,Michael Allen,74,40.44,55,136,-0.18
162,163,163,Padraig Harrington,64,40.35,46,114,-0.22
163,164,164,Harrison Frazar,88,40.15,53,132,+0.02
164,165,165,Steve Wheatcroft,73,40.0,54,135,-0.07
165,166,166,Brian Gay,107,39.3,123,313,-0.08
166,167,167,J.P. Hayes,89,39.29,66,168,-0.17
167,168,168,Jason Bohn,57,39.23,51,130,-0.06
168,169,169,Jason Schultz,63,39.0,39,100,E
169,170,170,Todd Hamilton,76,38.93,51,131,-0.02
170,171,171,Bryce Molder,56,38.74,43,111,-0.02
171,172,172,Ben Curtis,80,38.69,65,168,-0.03
172,173,173,Jarrod Lyle,77,38.67,58,150,-0.10
173,174,174,Retief Goosen,50,38.37,33,86,-0.18
174,175,175,Paul Goydos,60,38.31,59,154,-0.10
175,176,176,Chad Campbell,96,38.2,68,178,-0.16
176,T177,T177,Steve Allan,63,38.18,42,110,-0.07
177,T177,T177,Aaron Baddeley,83,38.18,63,165,-0.13
178,179,179,Brendon de Jonge,76,38.1,56,147,-0.02
179,180,180,Cameron Beckman,96,37.63,70,186,-0.17
180,181,181,Jason Dufner,100,37.44,76,203,-0.07
181,182,182,Luke Donald,69,37.31,50,134,-0.14
182,183,183,Michael Boyd,61,37.24,54,145,-0.04
183,184,184,Parker McLachlin,83,37.21,64,172,-0.03
184,185,185,Fred Funk,65,37.09,56,151,-0.11
185,186,186,Ian Poulter,63,36.73,36,98,+0.03
186,187,187,Ryuji Imada,104,35.97,91,253,-0.02
187,188,188,Tripp Isenhour,86,35.93,60,167,-0.07
188,189,189,Nick O'Hern,72,35.37,58,164,-0.03
189,190,190,Marco Dawson,73,35.33,53,150,-0.13
190,191,191,Shigeki Maruyama,84,35.18,89,253,-0.10
191,192,192,Chris Riley,59,35.11,46,131,+0.02
192,193,193,Rich Barcelo,80,35.0,56,160,-0.09
193,194,194,Lee Janzen,66,33.85,44,130,-0.14
194,195,195,Bubba Dickerson,51,31.94,23,72,E
195,196,196,José María Olazábal,52,29.41,35,119,-0.11
