,Birdie_or_Better_Percentage_-_Right_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Right_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Right_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Right_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Right_Rough_%,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL HOLES
66,T66,T66,Justin Rose,63,15.38,8,52
67,68,68,Daniel Chopra,106,15.31,32,209
68,69,69,Sean O'Hair,98,15.22,21,138
69,70,70,Vijay Singh,102,15.2,26,171
70,71,71,Charles Warren,101,15.18,17,112
71,72,72,Dicky Pride,71,15.13,18,119
72,73,73,Ryuji Imada,104,15.12,26,172
73,74,74,Steve Marino,106,15.08,30,199
74,75,75,Gavin Coles,87,15.04,17,113
75,76,76,Johnson Wagner,97,15.0,24,160
76,77,77,Cameron Beckman,96,14.96,19,127
77,T78,T78,Glen Day,85,14.95,16,107
78,T78,T78,Paul Gow,70,14.95,16,107
79,80,80,Jeff Sluman,60,14.93,10,67
80,81,81,Arron Oberholser,69,14.89,14,94
81,82,82,Steve Flesch,100,14.86,22,148
82,83,83,Brian Davis,101,14.84,19,128
83,84,84,Chris Couch,76,14.77,22,149
84,85,85,Jeff Maggert,79,14.73,19,129
85,86,86,Robert Gamez,88,14.69,21,143
86,87,87,Steve Wheatcroft,73,14.68,16,109
87,T88,T88,Cliff Kresge,107,14.67,22,150
88,T88,T88,Chris Tidland,59,14.67,11,75
89,90,90,John Mallinger,96,14.63,24,164
90,T91,T91,Kevin Na,84,14.58,21,144
91,T91,T91,Tag Ridings,52,14.58,14,96
92,T93,T93,Sergio Garcia,68,14.56,15,103
93,T93,T93,Charles Howell III,89,14.56,23,158
94,95,95,Craig Lile,77,14.48,21,145
95,96,96,Craig Bowden,78,14.43,14,97
96,97,97,Bart Bryant,87,14.41,17,118
97,T98,T98,Matt Hendrix,63,14.29,13,91
98,T98,T98,Tim Herron,98,14.29,25,175
99,T98,T98,Bo Van Pelt,104,14.29,25,175
100,101,101,D.J. Trahan,99,14.19,22,155
101,102,102,Tom Pernice Jr.,104,14.17,18,127
102,103,103,Bob Heintz,85,14.15,15,106
103,104,104,John Senden,97,14.09,21,149
104,105,105,Marco Dawson,73,14.07,19,135
105,T106,T106,Scott Gutschewski,67,14.06,18,128
106,T106,T106,Heath Slocum,101,14.06,18,128
107,108,108,Stephen Leaney,82,14.04,16,114
108,109,109,Scott Verplank,82,13.98,13,93
109,110,110,Ryan Moore,92,13.95,18,129
110,T111,T111,Ryan Palmer,91,13.91,21,151
111,T111,T111,Brandt Snedeker,105,13.91,21,151
112,113,113,Will MacKenzie,100,13.9,26,187
113,T114,T114,Michael Boyd,61,13.85,9,65
114,T114,T114,Frank Lickliter II,95,13.85,18,130
115,T116,T116,Rich Barcelo,80,13.79,24,174
116,T116,T116,Trevor Immelman,74,13.79,12,87
117,118,118,Bill Haas,93,13.75,22,160
118,119,119,Jarrod Lyle,77,13.64,18,132
119,120,120,Jim Furyk,84,13.59,14,103
120,121,121,Charlie Wi,90,13.53,18,133
121,122,122,J.P. Hayes,89,13.46,21,156
122,123,123,Justin Leonard,95,13.39,17,127
123,124,124,Boo Weekley,101,13.29,19,143
124,125,125,Michael Allen,74,13.27,15,113
125,126,126,Brian Gay,107,13.24,18,136
126,127,127,Rocco Mediate,72,13.21,14,106
127,128,128,Mathew Goggin,97,13.07,20,153
128,129,129,Joe Durant,88,12.96,14,108
129,130,130,J.J. Henry,86,12.93,15,116
130,131,131,Steve Elkington,87,12.77,12,94
131,132,132,Jaco Van Zyl,51,12.7,8,63
132,133,133,Kevin Sutherland,85,12.6,16,127
133,T134,T134,Brendon de Jonge,76,12.5,16,128
134,T134,T134,Kent Jones,97,12.5,16,128
135,T134,T134,Parker McLachlin,83,12.5,22,176
136,T134,T134,Nick O'Hern,72,12.5,8,64
137,138,138,Billy Andrade,88,12.34,19,154
138,139,139,Ian Poulter,63,12.33,9,73
139,140,140,Michael Putnam,96,12.32,17,138
140,141,141,Kirk Triplett,77,12.12,12,99
141,142,142,Rory Sabbatini,81,12.08,18,149
142,143,143,Stephen Ames,81,12.07,14,116
143,144,144,Chris Stroud,66,11.97,14,117
144,145,145,Mathias Grönberg,95,11.95,19,159
145,146,146,Jason Schultz,63,11.93,13,109
146,147,147,John Rollins,102,11.84,18,152
147,148,148,Corey Pavin,81,11.82,13,110
148,149,149,Briny Baird,115,11.66,19,163
149,150,150,Craig Kanada,109,11.64,17,146
150,151,151,Steve Stricker,81,11.61,13,112
151,152,152,Greg Owen,81,11.59,16,138
152,T153,T153,Jeff Brehaut,59,11.54,9,78
153,T153,T153,Camilo Villegas,82,11.54,18,156
154,T153,T153,Mike Weir,82,11.54,12,104
155,T156,T156,Jason Gore,86,11.38,14,123
156,T156,T156,Nick Watney,87,11.38,14,123
157,158,158,Lee Janzen,66,11.36,10,88
158,159,159,Retief Goosen,50,11.27,8,71
159,160,160,Michael Sim,52,11.25,9,80
160,161,161,Nathan Green,103,11.19,15,134
161,T162,T162,Anders Hansen,55,11.11,6,54
162,T162,T162,Freddie Jacobson,70,11.11,14,126
163,T162,T162,Rod Pampling,92,11.11,15,135
164,T162,T162,Henrik Stenson,52,11.11,8,72
165,T162,T162,Jay Williamson,50,11.11,8,72
166,167,167,Kyle Reifers,71,10.83,13,120
167,168,168,Daisuke Maruyama,86,10.53,14,133
168,169,169,Woody Austin,95,10.5,19,181
169,170,170,Ryan Armour,107,10.43,17,163
170,171,171,Brett Quigley,79,10.16,13,128
171,172,172,Darron Stiles,65,10.14,7,69
172,173,173,Dean Wilson,92,9.92,12,121
173,174,174,Mark Brooks,53,9.76,4,41
174,175,175,Mark Wilson,87,9.48,11,116
175,T176,T176,Tom Byrum,50,9.09,6,66
176,T176,T176,Paul Goydos,60,9.09,7,77
177,178,178,Jim Rutledge,59,8.96,6,67
178,T179,T179,Todd Hamilton,76,8.87,11,124
179,T179,T179,Matt Kuchar,85,8.87,11,124
180,181,181,Chad Campbell,96,8.8,11,125
181,182,182,Tim Clark,66,8.7,6,69
182,183,183,Jeff Gove,103,8.67,13,150
183,184,184,Shaun Micheel,91,8.57,9,105
184,185,185,Tom Lehman,62,8.2,5,61
185,186,186,Chris Riley,59,8.14,7,86
186,187,187,Doug LaBelle II,104,8.04,9,112
187,188,188,Ben Curtis,80,8.0,8,100
188,189,189,José Coceres,50,7.84,4,51
189,190,190,Jason Bohn,57,7.53,7,93
190,191,191,Zach Johnson,76,7.5,6,80
191,192,192,Richard Johnson,93,7.24,11,152
192,193,193,Luke Donald,69,7.04,5,71
193,194,194,Chris DiMarco,79,7.0,7,100
194,195,195,Fred Funk,65,5.17,3,58
195,196,196,Tripp Isenhour,86,4.27,5,117
