,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
130,T129,T129,Duffy Waldorf,69,0.195
131,132,132,Steve Elkington,87,0.196
132,T133,T133,Chad Campbell,96,0.19699999999999998
133,T133,T133,Harrison Frazar,88,0.19699999999999998
134,T133,T133,Richard Johnson,93,0.19699999999999998
135,T133,T133,José María Olazábal,52,0.19699999999999998
136,T133,T133,Chris Stroud,66,0.19699999999999998
137,138,138,Aaron Baddeley,83,0.198
138,139,139,D.J. Trahan,99,0.201
139,T140,T140,John Daly,59,0.20199999999999999
140,T140,T140,Troy Matteson,87,0.20199999999999999
141,T140,T140,John Merrick,92,0.20199999999999999
142,T143,T143,Mark Hensby,81,0.203
143,T143,T143,Trevor Immelman,74,0.203
144,T143,T143,Pat Perez,84,0.203
145,146,146,Craig Lile,77,0.204
146,147,147,Paul Gow,70,0.205
147,148,148,Nick Watney,87,0.20600000000000002
148,149,149,Justin Leonard,95,0.207
149,150,150,Rich Beem,89,0.212
150,151,151,Glen Day,85,0.213
151,T152,T152,Ryan Armour,107,0.218
152,T152,T152,Adam Scott,69,0.218
153,154,154,Nick O'Hern,72,0.21899999999999997
154,155,155,Brett Wetterich,88,0.226
155,156,156,Doug LaBelle II,104,0.228
156,T157,T157,Stephen Ames,81,0.23
157,T157,T157,Scott Gutschewski,67,0.23
158,T159,T159,Gavin Coles,87,0.231
159,T159,T159,Todd Hamilton,76,0.231
160,T159,T159,Matt Hendrix,63,0.231
161,T159,T159,Jeff Maggert,79,0.231
162,T159,T159,Chris Riley,59,0.231
163,164,164,Tripp Isenhour,86,0.23800000000000002
164,165,165,Tim Herron,98,0.24
165,166,166,Jaco Van Zyl,51,0.24100000000000002
166,167,167,Steve Wheatcroft,73,0.242
167,168,168,Michael Allen,74,0.244
168,169,169,Jeff Quinney,95,0.245
169,170,170,Corey Pavin,81,0.247
170,171,171,Ryan Palmer,91,0.25
171,172,172,Bubba Dickerson,51,0.253
172,173,173,Mark Calcavecchia,93,0.258
173,174,174,Tom Lehman,62,0.259
174,T175,T175,Ben Curtis,80,0.26
175,T175,T175,Darron Stiles,65,0.26
176,177,177,Kent Jones,97,0.261
177,T178,T178,Robert Gamez,88,0.262
178,T178,T178,Jim Rutledge,59,0.262
179,180,180,Rocco Mediate,72,0.266
180,181,181,José Coceres,50,0.267
181,182,182,Zach Johnson,76,0.27899999999999997
182,T183,T183,D.J. Brigman,67,0.287
183,T183,T183,Dicky Pride,71,0.287
184,185,185,Justin Rose,63,0.292
185,186,186,Tom Johnson,74,0.297
186,187,187,Anders Hansen,55,0.298
187,188,188,Tom Byrum,50,0.302
188,189,189,Jeff Brehaut,59,0.315
189,190,190,Steve Lowery,74,0.318
190,T191,T191,David Branshaw,83,0.33899999999999997
191,T191,T191,Mark Brooks,53,0.33899999999999997
192,193,193,Brian Bateman,55,0.35100000000000003
193,194,194,Jeff Sluman,60,0.36
194,195,195,Paul Stankowski,52,0.37799999999999995
195,196,196,Kirk Triplett,77,0.396
