,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
150,T151,T151,Luke Donald,69,"18' 5""",1325.4170000000001,72,-0.03
151,T151,T151,Anthony Kim,93,"18' 5""",2008.6670000000001,109,-0.02
152,153,153,George McNeill,95,"18' 6""",1945.4170000000001,105,-0.11
153,154,154,Marco Dawson,73,"18' 7""",1558.0,84,E
154,T155,T155,Charley Hoffman,97,"18' 8""",2125.833,114,-0.09
155,T155,T155,Ryan Moore,92,"18' 8""",1362.8329999999999,73,-0.10
156,T155,T155,Jeff Overton,60,"18' 8""",1323.8329999999999,71,-0.17
157,T158,T158,Billy Andrade,88,"18' 9""",1871.1670000000001,100,-0.06
158,T158,T158,Mark Brooks,53,"18' 9""",1067.833,57,-0.07
159,T160,T160,John Merrick,92,"18' 10""",1809.5,96,-0.02
160,T160,T160,Pat Perez,84,"18' 10""",1507.5,80,+0.10
161,T160,T160,Carl Pettersson,111,"18' 10""",2033.25,108,+0.03
162,T160,T160,Kyle Reifers,71,"18' 10""",1315.4170000000001,70,-0.16
163,164,164,Lucas Glover,98,"18' 11""",1894.1670000000001,100,-0.09
164,T165,T165,Chad Campbell,96,"19' 0""",1707.5,90,+0.08
165,T165,T165,Tim Herron,98,"19' 0""",2208.167,116,+0.04
166,T165,T165,Trevor Immelman,74,"19' 0""",1310.9170000000001,69,+0.04
167,T165,T165,Chris Stroud,66,"19' 0""",1574.8329999999999,83,-0.13
168,169,169,Steve Marino,106,"19' 1""",2214.0,116,-0.06
169,T170,T170,Eric Axley,107,"19' 2""",2279.583,119,+0.06
170,T170,T170,Jason Dufner,100,"19' 2""",1764.25,92,-0.14
171,T172,T172,Kent Jones,97,"19' 3""",2636.417,137,-0.03
172,T172,T172,Parker McLachlin,83,"19' 3""",1576.3329999999999,82,-0.16
173,T174,T174,Michael Boyd,61,"19' 4""",1779.3329999999999,92,-0.10
174,T174,T174,J.B. Holmes,71,"19' 4""",1836.75,95,-0.11
175,T174,T174,Charles Howell III,89,"19' 4""",1704.0829999999999,88,+0.13
176,T174,T174,Tag Ridings,52,"19' 4""",1238.75,64,-0.03
177,T174,T174,Jim Rutledge,59,"19' 4""",1119.333,58,-0.05
178,179,179,Nick Watney,87,"19' 5""",1322.75,68,+0.03
179,180,180,John Rollins,102,"19' 6""",2322.75,119,-0.04
180,181,181,Mark Wilson,87,"19' 8""",2200.25,112,+0.07
181,182,182,Mathew Goggin,97,"19' 9""",1820.0829999999999,92,-0.14
182,183,183,Duffy Waldorf,69,"19' 10""",1267.25,64,E
183,184,184,Jason Bohn,57,"19' 11""",974.5830000000001,49,+0.06
184,T185,T185,David Branshaw,83,"20' 3""",1743.75,86,-0.07
185,T185,T185,Anders Hansen,55,"20' 3""",648.0,32,+0.03
186,T185,T185,Jesper Parnevik,88,"20' 3""",1779.5829999999999,88,-0.03
187,188,188,Dean Wilson,92,"20' 7""",1973.8329999999999,96,E
188,T189,T189,Troy Matteson,87,"20' 9""",1598.0,77,-0.08
189,T189,T189,Kenny Perry,83,"20' 9""",1886.4170000000001,91,-0.03
190,T189,T189,Bob Tway,103,"20' 9""",2325.667,112,-0.07
191,192,192,Steve Allan,63,"20' 10""",1019.3330000000001,49,-0.04
192,193,193,Andrew Buckle,77,"20' 11""",1759.25,84,+0.06
193,194,194,K.J. Choi,87,"21' 1""",1580.3329999999999,75,-0.05
194,195,195,Davis Love III,66,"21' 6""",1224.917,57,-0.09
195,196,196,Henrik Stenson,52,"21' 8""",1060.667,49,E
