,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
40,T40,T40,Woody Austin,95,"49' 1""",13004.583,265,-18
41,T40,T40,Jay Williamson,50,"49' 1""",6525.1669999999995,133,-21
42,43,43,Kenny Perry,83,"49' 2""",10766.917,219,-35
43,T44,T44,Padraig Harrington,64,"49' 3""",6895.8330000000005,140,-22
44,T44,T44,Justin Rose,63,"49' 3""",5809.5830000000005,118,-31
45,T46,T46,Brian Gay,107,"49' 4""",15400.917,312,3
46,T46,T46,Charles Howell III,89,"49' 4""",9320.417,189,-38
47,T46,T46,Nick Watney,87,"49' 4""",10858.167,220,-35
48,T49,T49,Tommy Armour III,81,"49' 5""",10469.0,212,-20
49,T49,T49,D.J. Brigman,67,"49' 5""",7269.75,147,-27
50,T51,T51,José Coceres,50,"49' 6""",7174.0,145,-10
51,T51,T51,David Toms,80,"49' 6""",9352.0,189,-25
52,T51,T51,Mark Wilson,87,"49' 6""",10946.083,221,-15
53,54,54,Jonathan Byrd,73,"49' 7""",10418.667,210,-46
54,T55,T55,Jason Bohn,57,"49' 9""",8402.25,169,-26
55,T55,T55,George McNeill,95,"49' 9""",11437.417,230,-21
56,T57,T57,Bart Bryant,87,"49' 10""",11453.75,230,-22
57,T57,T57,Will MacKenzie,100,"49' 10""",13511.25,271,-59
58,T59,T59,Craig Barlow,52,"49' 11""",6342.1669999999995,127,-21
59,T59,T59,Retief Goosen,50,"49' 11""",5191.167,104,-21
60,T59,T59,Cliff Kresge,107,"49' 11""",14482.25,290,-31
61,T59,T59,Sean O'Hair,98,"49' 11""",13375.75,268,-64
62,T59,T59,Dicky Pride,71,"49' 11""",9031.917,181,-18
63,64,64,Steve Marino,106,"50' 0""",14747.0,295,-38
64,T65,T65,Joe Ogilvie,102,"50' 2""",12100.0,241,-34
65,T65,T65,Tom Pernice Jr.,104,"50' 2""",12952.167,258,-49
66,67,67,Greg Owen,81,"50' 3""",10106.0,201,-12
67,68,68,Harrison Frazar,88,"50' 4""",9614.667,191,-21
68,T69,T69,Charley Hoffman,97,"50' 5""",11902.0,236,-37
69,T69,T69,J.B. Holmes,71,"50' 5""",10285.333,204,-17
70,T71,T71,Robert Gamez,88,"50' 6""",11573.833,229,-12
71,T71,T71,Adam Scott,69,"50' 6""",9891.75,196,-47
72,T73,T73,Stephen Ames,81,"50' 7""",9110.333,180,-18
73,T73,T73,J.J. Henry,86,"50' 7""",9913.583,196,-37
74,75,75,Tom Lehman,62,"50' 8""",7148.4169999999995,141,-22
75,T76,T76,Mark Brooks,53,"50' 9""",5941.8330000000005,117,-6
76,T76,T76,Nick O'Hern,72,"50' 9""",8579.583,169,-15
77,T76,T76,Jeff Sluman,60,"50' 9""",6038.5,119,-3
78,T76,T76,Chris Stroud,66,"50' 9""",7918.0830000000005,156,-21
79,80,80,Steve Allan,63,"50' 10""",8435.5,166,-24
80,81,81,Eric Axley,107,"50' 11""",13028.833,256,-48
81,T82,T82,Briny Baird,115,"51' 0""",15908.583,312,-60
82,T82,T82,Jeff Maggert,79,"51' 0""",11674.083,229,-33
83,T82,T82,John Merrick,92,"51' 0""",11829.25,232,-30
84,T82,T82,Vijay Singh,102,"51' 0""",13920.833,273,-59
85,T86,T86,Alex Cejka,80,"51' 1""",11333.75,222,-50
86,T86,T86,Craig Kanada,109,"51' 1""",13942.583,273,-14
87,88,88,Corey Pavin,81,"51' 2""",10847.333,212,-2
88,T89,T89,Brendon de Jonge,76,"51' 3""",9684.083,189,-22
89,T89,T89,Todd Hamilton,76,"51' 3""",7634.3330000000005,149,-6
90,T91,T91,Mark Hensby,81,"51' 4""",10111.333,197,-27
91,T91,T91,Jim Rutledge,59,"51' 4""",6571.4169999999995,128,-13
92,T93,T93,Bob Heintz,85,"51' 5""",10283.667,200,-25
93,T93,T93,Ted Purdy,102,"51' 5""",13162.667,256,-37
94,T95,T95,Chris DiMarco,79,"51' 6""",9112.583,177,-16
95,T95,T95,Steve Lowery,74,"51' 6""",9272.667,180,-34
96,T95,T95,Rocco Mediate,72,"51' 6""",10613.0,206,-11
97,T98,T98,Craig Bowden,78,"51' 7""",10724.25,208,-3
98,T98,T98,Jeff Quinney,95,"51' 7""",12947.167,251,-25
99,T98,T98,Tag Ridings,52,"51' 7""",5987.8330000000005,116,-21
100,T101,T101,Brian Davis,101,"51' 8""",13750.0,266,-39
101,T101,T101,Trevor Immelman,74,"51' 8""",9149.083,177,-26
102,T103,T103,Ryan Armour,107,"51' 9""",13928.833,269,-15
103,T103,T103,Daniel Chopra,106,"51' 9""",13198.167,255,-43
104,T103,T103,Stewart Cink,91,"51' 9""",10810.0,209,-27
105,T103,T103,Ken Duke,112,"51' 9""",14331.833,277,-44
106,T103,T103,John Senden,97,"51' 9""",14948.167,289,-46
107,T103,T103,Charles Warren,101,"51' 9""",15633.083,302,-55
108,109,109,Mathew Goggin,97,"51' 11""",14027.917,270,-39
109,110,110,Chad Campbell,96,"52' 0""",11238.583,216,-11
110,T111,T111,Lucas Glover,98,"52' 1""",14006.0,269,-56
111,T111,T111,Rory Sabbatini,81,"52' 1""",10320.25,198,-31
112,113,113,Peter Lonard,85,"52' 2""",11885.917,228,-15
113,T114,T114,Anthony Kim,93,"52' 3""",12909.583,247,-57
114,T114,T114,Matt Kuchar,85,"52' 3""",9504.75,182,-39
115,T116,T116,Steve Flesch,100,"52' 4""",14449.417,276,-47
116,T116,T116,Paul Gow,70,"52' 4""",9365.583,179,-19
117,T116,T116,Bo Van Pelt,104,"52' 4""",14295.083,273,-13
118,119,119,Doug LaBelle II,104,"52' 5""",15052.667,287,-19
119,120,120,D.J. Trahan,99,"52' 6""",15013.833,286,-35
120,T121,T121,Jeff Gove,103,"52' 7""",15830.333,301,-57
121,T121,T121,Anders Hansen,55,"52' 7""",5839.0,111,-22
122,T121,T121,Lee Janzen,66,"52' 7""",7571.25,144,-13
123,T121,T121,Carl Pettersson,111,"52' 7""",15032.083,286,-63
124,T121,T121,Chris Tidland,59,"52' 7""",7839.0,149,-21
125,T126,T126,Tim Herron,98,"52' 8""",12956.5,246,-39
126,T126,T126,Duffy Waldorf,69,"52' 8""",9263.083,176,-31
127,T128,T128,Chris Couch,76,"52' 9""",11398.917,216,-33
128,T128,T128,Dean Wilson,92,"52' 9""",11926.75,226,-20
129,T130,T130,Rich Barcelo,80,"52' 10""",10034.333,190,-25
130,T130,T130,Jason Dufner,100,"52' 10""",13206.75,250,-19
131,T130,T130,Arron Oberholser,69,"52' 10""",8190.1669999999995,155,-17
132,T133,T133,K.J. Choi,87,"53' 0""",12127.75,229,-45
133,T133,T133,Troy Matteson,87,"53' 0""",12718.917,240,-38
134,T133,T133,Ian Poulter,63,"53' 0""",5825.9169999999995,110,-5
135,T136,T136,Justin Leonard,95,"53' 1""",11897.667,224,-12
136,T136,T136,Michael Sim,52,"53' 1""",7117.9169999999995,134,-25
137,T138,T138,Daisuke Maruyama,86,"53' 2""",12546.917,236,-13
138,T138,T138,Michael Putnam,96,"53' 2""",13771.25,259,-41
139,140,140,Johnson Wagner,97,"53' 3""",15444.25,290,-47
140,T141,T141,Fred Funk,65,"53' 5""",8221.583,154,2
141,T141,T141,Kevin Na,84,"53' 5""",12455.333,233,-59
142,143,143,Mathias Grönberg,95,"53' 7""",13831.333,258,-48
143,T144,T144,Bob Estes,88,"53' 9""",12569.917,234,-29
144,T144,T144,Bill Haas,93,"53' 9""",13286.25,247,-56
145,T144,T144,Richard Johnson,93,"53' 9""",11338.417,211,-9
146,147,147,Luke Donald,69,"54' 1""",8493.667,157,-21
147,T148,T148,Nathan Green,103,"54' 2""",14679.0,271,-55
148,T148,T148,Kyle Reifers,71,"54' 2""",10131.583,187,-17
149,T150,T150,Tom Byrum,50,"54' 3""",6291.5,116,-15
150,T150,T150,John Rollins,102,"54' 3""",14423.25,266,-37
151,T152,T152,Michael Allen,74,"54' 4""",9131.5,168,-36
152,T152,T152,Scott Gutschewski,67,"54' 4""",8427.833,155,-36
153,T152,T152,Shaun Micheel,91,"54' 4""",10874.583,200,-9
154,155,155,Tim Petrovic,106,"54' 5""",14691.667,270,-53
155,T156,T156,Jesper Parnevik,88,"54' 6""",11710.333,215,-28
156,T156,T156,Paul Stankowski,52,"54' 6""",6973.5830000000005,128,-20
157,T158,T158,Tom Johnson,74,"54' 7""",10974.583,201,-13
158,T158,T158,Jarrod Lyle,77,"54' 7""",10314.333,189,-28
159,T160,T160,Kent Jones,97,"54' 8""",14919.583,273,-52
160,T160,T160,Jeff Overton,60,"54' 8""",8743.25,160,-25
161,T162,T162,Jeff Brehaut,59,"54' 9""",8047.8330000000005,147,-18
162,T162,T162,Matt Hendrix,63,"54' 9""",9365.333,171,-6
163,T164,T164,Rich Beem,89,"54' 10""",11413.083,208,-33
164,T164,T164,Kevin Sutherland,85,"54' 10""",12674.833,231,-37
165,166,166,Rod Pampling,92,"54' 11""",12801.083,233,-53
166,167,167,Jason Gore,86,"55' 0""",12657.917,230,-19
167,168,168,Mike Weir,82,"55' 1""",10961.0,199,-24
168,T169,T169,Stuart Appleby,74,"55' 2""",10043.917,182,-34
169,T169,T169,Brian Bateman,55,"55' 2""",7448.25,135,-8
170,T169,T169,Ben Curtis,80,"55' 2""",11521.333,209,6
171,172,172,Steve Elkington,87,"55' 5""",12022.667,217,-37
172,T173,T173,Michael Boyd,61,"55' 6""",9043.75,163,8
173,T173,T173,Marco Dawson,73,"55' 6""",10159.0,183,-22
174,T173,T173,Frank Lickliter II,95,"55' 6""",15645.667,282,-31
175,176,176,Jason Schultz,63,"55' 7""",8224.167,148,-16
176,T177,T177,Cameron Beckman,96,"55' 8""",14241.083,256,-38
177,T177,T177,Glen Day,85,"55' 8""",11629.25,209,-15
178,T177,T177,Chris Riley,59,"55' 8""",8575.25,154,-9
179,T180,T180,Paul Goydos,60,"56' 0""",8563.25,153,2
180,T180,T180,Charlie Wi,90,"56' 0""",13839.5,247,-56
181,182,182,Shigeki Maruyama,84,"56' 1""",13853.0,247,-22
182,183,183,Andrew Buckle,77,"56' 3""",10292.333,183,-18
183,184,184,Bob Tway,103,"56' 4""",15198.75,270,-28
184,185,185,Parker McLachlin,83,"56' 6""",12139.917,215,-16
185,T186,T186,Craig Lile,77,"56' 9""",11285.333,199,-13
186,T186,T186,Scott Verplank,82,"56' 9""",10665.667,188,-20
187,T188,T188,David Branshaw,83,"57' 4""",12725.5,222,-17
188,T188,T188,Tripp Isenhour,86,"57' 4""",12206.25,213,-22
189,190,190,J.P. Hayes,89,"57' 9""",12640.75,219,-30
190,191,191,Bubba Dickerson,51,"58' 6""",6377.1669999999995,109,-8
191,192,192,Bryce Molder,56,"59' 9""",8124.75,136,-2
192,193,193,José María Olazábal,52,"60' 4""",6698.6669999999995,111,-6
193,194,194,Jaco Van Zyl,51,"60' 9""",8994.75,148,-13
194,195,195,Steve Wheatcroft,73,"61' 0""",11777.083,193,-23
195,196,196,Ryuji Imada,104,"63' 3""",17579.0,278,-9
