,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
49,50,50,J.P. Hayes,89,"42' 7""",147197,288,12266.417,32.0
50,T51,T51,Charley Hoffman,97,"42' 9""",155327,303,12943.917,49.0
51,T51,T51,Shaun Micheel,91,"42' 9""",105195,205,8766.25,37.0
52,T51,T51,Jeff Quinney,95,"42' 9""",131886,257,10990.5,44.0
53,T54,T54,Geoff Ogilvy,84,"42' 10""",116626,227,9718.833,11.0
54,T54,T54,Dicky Pride,71,"42' 10""",105980,206,8831.667,44.0
55,T56,T56,Jason Bohn,57,"42' 11""",93759,182,7813.25,32.0
56,T56,T56,Fred Funk,65,"42' 11""",61746,120,5145.5,28.0
57,T56,T56,Frank Lickliter II,95,"42' 11""",128287,249,10690.583,48.0
58,T59,T59,Davis Love III,66,"43' 0""",109302,212,9108.5,21.0
59,T59,T59,Jarrod Lyle,77,"43' 0""",125817,244,10484.75,27.0
60,61,61,Chris Couch,76,"43' 1""",151898,294,12658.167,41.0
61,T62,T62,Charles Howell III,89,"43' 2""",159175,307,13264.583,34.0
62,T62,T62,Jesper Parnevik,88,"43' 2""",140442,271,11703.5,13.0
63,T62,T62,Brandt Snedeker,105,"43' 2""",153792,297,12816.0,32.0
64,T65,T65,Robert Allenby,90,"43' 3""",149968,289,12497.333,32.0
65,T65,T65,Brian Davis,101,"43' 3""",117771,227,9814.25,19.0
66,T65,T65,Sean O'Hair,98,"43' 3""",138532,267,11544.333,20.0
67,T65,T65,Arron Oberholser,69,"43' 3""",103736,200,8644.667,19.0
68,T65,T65,Carl Pettersson,111,"43' 3""",175009,337,14584.083,24.0
69,T70,T70,Ryan Armour,107,"43' 4""",149343,287,12445.25,64.0
70,T70,T70,Tag Ridings,52,"43' 4""",93614,180,7801.1669999999995,19.0
71,T70,T70,Nick Watney,87,"43' 4""",132161,254,11013.417,46.0
72,T70,T70,Boo Weekley,101,"43' 4""",143545,276,11962.083,41.0
73,T74,T74,Bubba Dickerson,51,"43' 5""",87539,168,7294.9169999999995,28.0
74,T74,T74,Harrison Frazar,88,"43' 5""",158238,304,13186.5,50.0
75,T74,T74,John Mallinger,96,"43' 5""",145763,280,12146.917,45.0
76,T74,T74,Michael Sim,52,"43' 5""",84947,163,7078.9169999999995,24.0
77,78,78,Kirk Triplett,77,"43' 6""",99216,190,8268.0,55.0
78,T79,T79,Stuart Appleby,74,"43' 7""",101407,194,8450.583,31.0
79,T79,T79,Robert Gamez,88,"43' 7""",118769,227,9897.417,56.0
80,T79,T79,Anders Hansen,55,"43' 7""",58053,111,4837.75,26.0
81,T79,T79,Will MacKenzie,100,"43' 7""",179817,344,14984.75,57.0
82,83,83,Vaughn Taylor,91,"43' 8""",123196,235,10266.333,31.0
83,T84,T84,Tom Johnson,74,"43' 9""",114510,218,9542.5,45.0
84,T84,T84,Steve Wheatcroft,73,"43' 9""",104982,200,8748.5,42.0
85,T86,T86,Eric Axley,107,"43' 11""",196142,372,16345.167,57.0
86,T86,T86,Jim Furyk,84,"43' 11""",85872,163,7156.0,15.0
87,T86,T86,Mark Hensby,81,"43' 11""",122751,233,10229.25,42.0
88,T86,T86,Rory Sabbatini,81,"43' 11""",134281,255,11190.083,22.0
89,T86,T86,Henrik Stenson,52,"43' 11""",71149,135,5929.0830000000005,19.0
90,91,91,Billy Andrade,88,"44' 0""",159338,302,13278.167,51.0
91,T92,T92,Alex Cejka,80,"44' 1""",115906,219,9658.833,30.0
92,T92,T92,Scott Gutschewski,67,"44' 1""",120557,228,10046.417,37.0
93,T92,T92,Trevor Immelman,74,"44' 1""",85177,161,7098.0830000000005,32.0
94,T92,T92,Troy Matteson,87,"44' 1""",150634,285,12552.833,41.0
95,T92,T92,Phil Mickelson,73,"44' 1""",113127,214,9427.25,19.0
96,T92,T92,Joe Ogilvie,102,"44' 1""",158303,299,13191.917,35.0
97,T92,T92,Scott Verplank,82,"44' 1""",85715,162,7142.9169999999995,15.0
98,T99,T99,D.J. Brigman,67,"44' 2""",100678,190,8389.833,35.0
99,T99,T99,Brian Gay,107,"44' 2""",128812,243,10734.333,38.0
100,T101,T101,Todd Hamilton,76,"44' 3""",114189,215,9515.75,51.0
101,T101,T101,Freddie Jacobson,70,"44' 3""",127869,241,10655.75,32.0
102,T101,T101,Nick O'Hern,72,"44' 3""",94529,178,7877.4169999999995,29.0
103,104,104,Tim Petrovic,106,"44' 4""",192428,362,16035.667,47.0
104,T105,T105,Jonathan Byrd,73,"44' 5""",113432,213,9452.667,35.0
105,T105,T105,Stephen Leaney,82,"44' 5""",126304,237,10525.333,31.0
106,T105,T105,Ryan Palmer,91,"44' 5""",170040,319,14170.0,59.0
107,T108,T108,Paul Goydos,60,"44' 6""",76409,143,6367.4169999999995,39.0
108,T108,T108,John Merrick,92,"44' 6""",161358,302,13446.5,43.0
109,T110,T110,Chris Stroud,66,"44' 7""",103185,193,8598.75,41.0
110,T110,T110,Bo Van Pelt,104,"44' 7""",176035,329,14669.583,29.0
111,T110,T110,Jay Williamson,50,"44' 7""",72736,136,6061.3330000000005,18.0
112,T113,T113,Rich Beem,89,"44' 8""",129159,241,10763.25,43.0
113,T113,T113,John Daly,59,"44' 8""",139800,261,11650.0,29.0
114,T113,T113,Brendon de Jonge,76,"44' 8""",130665,244,10888.75,53.0
115,T113,T113,Matt Hendrix,63,"44' 8""",97557,182,8129.75,52.0
116,T113,T113,Rocco Mediate,72,"44' 8""",107228,200,8935.667,46.0
117,T118,T118,Stewart Cink,91,"44' 9""",141643,264,11803.583,24.0
118,T118,T118,Mathias Grönberg,95,"44' 9""",180320,336,15026.667,34.0
119,T120,T120,Shigeki Maruyama,84,"44' 10""",142159,264,11846.583,50.0
120,T120,T120,Kevin Na,84,"44' 10""",151127,281,12593.917,38.0
121,T120,T120,Kevin Sutherland,85,"44' 10""",134477,250,11206.417,28.0
122,T123,T123,Woody Austin,95,"44' 11""",162305,301,13525.417,44.0
123,T123,T123,Lucas Glover,98,"44' 11""",131990,245,10999.167,27.0
124,T123,T123,Anthony Kim,93,"44' 11""",153652,285,12804.333,32.0
125,T123,T123,Charlie Wi,90,"44' 11""",138979,258,11581.583,37.0
126,T127,T127,Jeff Gove,103,"45' 0""",157104,291,13092.0,47.0
127,T127,T127,Craig Lile,77,"45' 0""",136508,253,11375.667,41.0
128,T127,T127,Ryan Moore,92,"45' 0""",135090,250,11257.5,20.0
129,T127,T127,Johnson Wagner,97,"45' 0""",162550,301,13545.833,46.0
130,T131,T131,Rich Barcelo,80,"45' 1""",156768,290,13064.0,58.0
131,T131,T131,Daisuke Maruyama,86,"45' 1""",134632,249,11219.333,47.0
132,T133,T133,Darron Stiles,65,"45' 2""",79175,146,6597.9169999999995,35.0
133,T133,T133,Duffy Waldorf,69,"45' 2""",96536,178,8044.6669999999995,26.0
134,T135,T135,Stephen Ames,81,"45' 3""",110258,203,9188.167,32.0
135,T135,T135,Andrew Buckle,77,"45' 3""",142351,262,11862.583,42.0
136,T135,T135,Justin Leonard,95,"45' 3""",118987,219,9915.583,30.0
137,T138,T138,Steve Marino,106,"45' 4""",181616,334,15134.667,25.0
138,T138,T138,Paul Stankowski,52,"45' 4""",80497,148,6708.0830000000005,38.0
139,T138,T138,Mike Weir,82,"45' 4""",103862,191,8655.167,27.0
140,T141,T141,Mark Calcavecchia,93,"45' 5""",130287,239,10857.25,39.0
141,T141,T141,J.J. Henry,86,"45' 5""",117752,216,9812.667,24.0
142,T141,T141,Tim Herron,98,"45' 5""",152110,279,12675.833,40.0
143,T141,T141,Ryuji Imada,104,"45' 5""",182431,335,15202.583,35.0
144,T141,T141,Tom Lehman,62,"45' 5""",77352,142,6446.0,35.0
145,T141,T141,Adam Scott,69,"45' 5""",104594,192,8716.167,30.0
146,147,147,Cliff Kresge,107,"45' 6""",193854,355,16154.5,57.0
147,T148,T148,Jason Gore,86,"45' 8""",126115,230,10509.583,30.0
148,T148,T148,Rod Pampling,92,"45' 8""",140406,256,11700.5,35.0
149,T150,T150,Bart Bryant,87,"45' 9""",113669,207,9472.417,27.0
150,T150,T150,Gavin Coles,87,"45' 9""",119040,217,9920.0,33.0
151,T150,T150,Mathew Goggin,97,"45' 9""",150359,274,12529.917,34.0
152,T150,T150,Paul Gow,70,"45' 9""",104402,190,8700.167,34.0
153,T150,T150,Bryce Molder,56,"45' 9""",106467,194,8872.25,29.0
154,T150,T150,Jeff Overton,60,"45' 9""",108055,197,9004.583,6.0
155,T150,T150,Steve Stricker,81,"45' 9""",115933,211,9661.083,27.0
156,157,157,Chad Campbell,96,"45' 10""",135914,247,11326.167,55.0
157,158,158,Chris Tidland,59,"45' 11""",84816,154,7068.0,20.0
158,T159,T159,Chris DiMarco,79,"46' 3""",123104,222,10258.667,39.0
159,T159,T159,Richard Johnson,93,"46' 3""",163196,294,13599.667,66.0
160,T161,T161,Bill Haas,93,"46' 4""",158939,286,13244.917,33.0
161,T161,T161,Jerry Kelly,101,"46' 4""",126709,228,10559.083,30.0
162,T163,T163,Glen Day,85,"46' 5""",119835,215,9986.25,32.0
163,T163,T163,Jim Rutledge,59,"46' 5""",71359,128,5946.5830000000005,31.0
164,T163,T163,Camilo Villegas,82,"46' 5""",148279,266,12356.583,29.0
165,T166,T166,Brian Bateman,55,"46' 7""",84392,151,7032.6669999999995,31.0
166,T166,T166,Matt Kuchar,85,"46' 7""",129624,232,10802.0,32.0
167,T166,T166,Brett Quigley,79,"46' 7""",145854,261,12154.5,44.0
168,T169,T169,Nathan Green,103,"46' 8""",171967,307,14330.583,33.0
169,T169,T169,Peter Lonard,85,"46' 8""",123841,221,10320.083,24.0
170,T169,T169,Jeff Maggert,79,"46' 8""",139934,250,11661.167,38.0
171,T172,T172,Jason Dufner,100,"46' 11""",178046,316,14837.167,51.0
172,T172,T172,Corey Pavin,81,"46' 11""",116558,207,9713.167,42.0
173,174,174,Steve Lowery,74,"47' 0""",134836,239,11236.333,51.0
174,175,175,Craig Kanada,109,"47' 1""",167176,296,13931.333,58.0
175,176,176,Ian Poulter,63,"47' 2""",76465,135,6372.0830000000005,10.0
176,177,177,Marco Dawson,73,"47' 3""",136175,240,11347.917,20.0
177,178,178,Parker McLachlin,83,"47' 4""",157454,277,13121.167,47.0
178,179,179,Kent Jones,97,"47' 5""",140520,247,11710.0,56.0
179,180,180,Mark Wilson,87,"47' 6""",116846,205,9737.167,33.0
180,T181,T181,Justin Rose,63,"47' 8""",70923,124,5910.25,26.0
181,T181,T181,Dean Wilson,92,"47' 8""",140027,245,11668.917,24.0
182,183,183,Steve Elkington,87,"48' 2""",110377,191,9198.083,33.0
183,T184,T184,Billy Mayfair,98,"48' 3""",120992,209,10082.667,16.0
184,T184,T184,José María Olazábal,52,"48' 3""",89801,155,7483.4169999999995,23.0
185,186,186,Tom Byrum,50,"48' 4""",69027,119,5752.25,26.0
186,187,187,Hunter Mahan,91,"48' 8""",114491,196,9540.917,27.0
187,188,188,Doug LaBelle II,104,"48' 10""",150503,257,12541.917,56.0
188,T189,T189,K.J. Choi,87,"49' 0""",145804,248,12150.333,32.0
189,T189,T189,Zach Johnson,76,"49' 0""",82867,141,6905.5830000000005,36.0
190,191,191,Tripp Isenhour,86,"49' 2""",141123,239,11760.25,63.0
191,192,192,Tom Pernice Jr.,104,"49' 8""",147831,248,12319.25,31.0
192,193,193,Ben Curtis,80,"49' 11""",122264,204,10188.667,47.0
193,194,194,Lee Janzen,66,"50' 0""",110461,184,9205.083,41.0
194,195,195,Retief Goosen,50,"50' 7""",81392,134,6782.6669999999995,24.0
195,196,196,Aaron Baddeley,83,"50' 11""",158755,260,13229.583,29.0
