,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
138,139,139,Todd Hamilton,76,19.85,53,267
139,140,140,John Daly,59,19.83,46,232
140,141,141,Paul Goydos,60,19.79,38,192
141,T142,T142,Johnson Wagner,97,19.75,63,319
142,T142,T142,Bubba Watson,80,19.75,63,319
143,T144,T144,Chris DiMarco,79,19.71,54,274
144,T144,T144,Brett Wetterich,88,19.71,54,274
145,146,146,Jeff Quinney,95,19.7,66,335
146,147,147,Mark Brooks,53,19.69,38,193
147,148,148,Vaughn Taylor,91,19.66,57,290
148,149,149,Tom Lehman,62,19.65,34,173
149,150,150,J.J. Henry,86,19.62,51,260
150,151,151,Mathias Grönberg,95,19.57,73,373
151,152,152,Carl Pettersson,111,19.54,76,389
152,153,153,Kevin Sutherland,85,19.5,55,282
153,154,154,Scott Gutschewski,67,19.33,46,238
154,155,155,Greg Owen,81,19.17,60,313
155,156,156,Trevor Immelman,74,19.07,37,194
156,157,157,Troy Matteson,87,19.0,57,300
157,158,158,Steve Flesch,100,18.91,66,349
158,159,159,Kevin Na,84,18.9,55,291
159,160,160,K.J. Choi,87,18.68,48,257
160,161,161,Ryan Palmer,91,18.63,68,365
161,162,162,Chris Tidland,59,18.58,42,226
162,163,163,Jaco Van Zyl,51,18.54,33,178
163,164,164,Anthony Kim,93,18.53,58,313
164,T165,T165,Brian Bateman,55,18.48,34,184
165,T165,T165,Michael Putnam,96,18.48,56,303
166,167,167,Charles Howell III,89,18.45,50,271
167,168,168,Doug LaBelle II,104,18.42,63,342
168,169,169,Sergio Garcia,68,18.34,31,169
169,170,170,Ernie Els,59,18.24,29,159
170,171,171,Parker McLachlin,83,18.12,52,287
171,172,172,Mike Weir,82,18.1,40,221
172,173,173,Davis Love III,66,18.06,41,227
173,174,174,Richard Johnson,93,17.98,57,317
174,175,175,Andrew Buckle,77,17.93,52,290
175,176,176,Jeff Gove,103,17.79,66,371
176,177,177,Camilo Villegas,82,17.75,41,231
177,T178,T178,Jeff Brehaut,59,17.7,43,243
178,T178,T178,D.J. Brigman,67,17.7,40,226
179,T180,T180,Joe Durant,88,17.65,57,323
180,T180,T180,Padraig Harrington,64,17.65,30,170
181,182,182,Bill Haas,93,17.52,55,314
182,183,183,D.J. Trahan,99,17.32,62,358
183,184,184,Ben Curtis,80,17.23,41,238
184,185,185,Kyle Reifers,71,17.18,45,262
185,186,186,Jason Schultz,63,17.13,37,216
186,187,187,José Coceres,50,16.88,26,154
187,188,188,Jim Rutledge,59,16.82,37,220
188,189,189,Kevin Stadler,95,16.62,62,373
189,190,190,Rod Pampling,92,16.61,48,289
190,191,191,Shaun Micheel,91,16.15,47,291
191,192,192,Retief Goosen,50,15.0,21,140
192,193,193,Henrik Stenson,52,14.81,24,162
193,194,194,Matt Hendrix,63,14.78,34,230
194,195,195,Paul Stankowski,52,14.69,26,177
195,196,196,Duffy Waldorf,69,14.11,34,241
