,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
60,T60,T60,D.J. Brigman,67,"34' 11""",33625.083,962,51
61,T60,T60,Bob Estes,88,"34' 11""",49896.083,1428,143
62,T60,T60,Paul Goydos,60,"34' 11""",29418.667,842,192
63,T60,T60,Arron Oberholser,69,"34' 11""",33178.0,950,163
64,T60,T60,Brett Wetterich,88,"34' 11""",43759.583,1252,43
65,66,66,Hunter Mahan,91,"35' 0""",44955.667,1284,29
66,T67,T67,Stewart Cink,91,"35' 1""",45257.667,1289,48
67,T67,T67,Cliff Kresge,107,"35' 1""",62815.583,1792,96
68,T67,T67,Adam Scott,69,"35' 1""",33989.667,969,72
69,T70,T70,Zach Johnson,76,"35' 2""",37838.5,1076,111
70,T70,T70,Sean O'Hair,98,"35' 2""",52337.333,1487,23
71,T70,T70,Chris Stroud,66,"35' 2""",35198.083,1000,49
72,T70,T70,Camilo Villegas,82,"35' 2""",43340.917,1232,59
73,T74,T74,Daniel Chopra,106,"35' 3""",59931.75,1699,75
74,T74,T74,Sergio Garcia,68,"35' 3""",34833.583,988,105
75,T74,T74,Trevor Immelman,74,"35' 3""",34194.417,970,66
76,T74,T74,Corey Pavin,81,"35' 3""",44960.25,1275,183
77,T74,T74,Mark Wilson,87,"35' 3""",46103.917,1308,91
78,T79,T79,Davis Love III,66,"35' 4""",33556.667,949,124
79,T79,T79,Bo Van Pelt,104,"35' 4""",61379.167,1738,37
80,T81,T81,Steve Lowery,74,"35' 5""",43568.25,1230,41
81,T81,T81,George McNeill,95,"35' 5""",50922.917,1438,139
82,T81,T81,Dicky Pride,71,"35' 5""",38691.083,1093,135
83,T81,T81,Chris Riley,59,"35' 5""",32450.25,916,165
84,T81,T81,Michael Sim,52,"35' 5""",31737.167,896,106
85,T81,T81,D.J. Trahan,99,"35' 5""",57080.25,1612,27
86,T87,T87,Billy Andrade,88,"35' 6""",50022.5,1410,81
87,T87,T87,Jeff Gove,103,"35' 6""",59750.0,1685,3
88,T87,T87,Anders Hansen,55,"35' 6""",21609.75,609,156
89,T87,T87,Jeff Maggert,79,"35' 6""",49490.25,1394,33
90,T87,T87,Carl Pettersson,111,"35' 6""",58302.833,1644,126
91,T92,T92,Cameron Beckman,96,"35' 7""",54043.5,1520,4
92,T92,T92,Tom Byrum,50,"35' 7""",26070.5,733,76
93,T92,T92,Padraig Harrington,64,"35' 7""",29141.5,819,189
94,T92,T92,Ryan Moore,92,"35' 7""",47686.833,1340,60
95,T96,T96,Brian Davis,101,"35' 8""",56181.917,1576,83
96,T96,T96,Brendon de Jonge,76,"35' 8""",42262.917,1184,113
97,T96,T96,Jarrod Lyle,77,"35' 8""",42762.083,1200,100
98,T96,T96,John Senden,97,"35' 8""",53807.75,1507,2
99,T96,T96,Vijay Singh,102,"35' 8""",52224.167,1465,45
100,T96,T96,Charles Warren,101,"35' 8""",59093.917,1657,14
101,T102,T102,Jeff Brehaut,59,"35' 9""",31407.25,879,79
102,T102,T102,Frank Lickliter II,95,"35' 9""",54343.583,1519,77
103,T104,T104,Mark Hensby,81,"35' 10""",46193.917,1288,140
104,T104,T104,Charley Hoffman,97,"35' 10""",53211.0,1484,123
105,T104,T104,Richard Johnson,93,"35' 10""",53950.333,1507,99
106,T104,T104,Ian Poulter,63,"35' 10""",25178.75,702,173
107,T108,T108,Stuart Appleby,74,"35' 11""",37347.5,1039,175
108,T108,T108,John Merrick,92,"35' 11""",52158.25,1453,9
109,T108,T108,Bubba Watson,80,"35' 11""",42312.083,1178,68
110,T111,T111,Glen Day,85,"36' 0""",48294.0,1342,114
111,T111,T111,Joe Ogilvie,102,"36' 0""",56087.0,1557,172
112,T111,T111,Duffy Waldorf,69,"36' 0""",38089.333,1059,26
113,T114,T114,David Branshaw,83,"36' 1""",48453.583,1344,97
114,T114,T114,Jonathan Byrd,73,"36' 1""",40221.083,1114,136
115,T114,T114,J.J. Henry,86,"36' 1""",44004.083,1219,30
116,T114,T114,Kent Jones,97,"36' 1""",56704.75,1573,27
117,T114,T114,Peter Lonard,85,"36' 1""",49207.5,1363,100
118,T114,T114,Charlie Wi,90,"36' 1""",53554.833,1483,38
119,T120,T120,Robert Garrigus,95,"36' 2""",55719.0,1542,25
120,T120,T120,Doug LaBelle II,104,"36' 2""",58830.25,1627,114
121,T120,T120,Dean Wilson,92,"36' 2""",48510.25,1342,142
122,T123,T123,Anthony Kim,93,"36' 3""",51775.333,1429,73
123,T123,T123,Will MacKenzie,100,"36' 3""",59057.417,1628,47
124,T123,T123,Phil Mickelson,73,"36' 3""",33600.833,927,84
125,T123,T123,Nick O'Hern,72,"36' 3""",35802.833,988,190
126,T123,T123,Tom Pernice Jr.,104,"36' 3""",54403.75,1500,170
127,T123,T123,Tag Ridings,52,"36' 3""",29162.667,804,157
128,T123,T123,John Rollins,102,"36' 3""",54459.583,1502,131
129,T130,T130,J.P. Hayes,89,"36' 4""",52230.5,1437,154
130,T130,T130,Lee Janzen,66,"36' 4""",33821.417,931,117
131,T130,T130,Shigeki Maruyama,84,"36' 4""",51940.917,1431,182
132,T130,T130,Jeff Overton,60,"36' 4""",35291.667,971,10
133,T130,T130,Brett Quigley,79,"36' 4""",41094.917,1132,166
134,T130,T130,Kyle Reifers,71,"36' 4""",40933.917,1127,110
135,T130,T130,Kevin Stadler,95,"36' 4""",50683.917,1394,64
136,T130,T130,Henrik Stenson,52,"36' 4""",23383.75,644,180
137,138,138,Steve Marino,106,"36' 5""",59384.083,1631,50
138,T139,T139,Harrison Frazar,88,"36' 6""",47723.667,1308,133
139,T139,T139,Daisuke Maruyama,86,"36' 6""",49696.75,1363,88
140,T139,T139,Rory Sabbatini,81,"36' 6""",40994.917,1123,174
141,T139,T139,Bob Tway,103,"36' 6""",57584.833,1578,138
142,T143,T143,Rich Beem,89,"36' 7""",45890.0,1255,112
143,T143,T143,Todd Hamilton,76,"36' 7""",37998.25,1038,195
144,T145,T145,Tim Herron,98,"36' 8""",53662.167,1465,102
145,T145,T145,Rod Pampling,92,"36' 8""",48589.333,1324,78
146,T147,T147,Chris DiMarco,79,"36' 9""",41363.833,1126,187
147,T147,T147,Lucas Glover,98,"36' 9""",51266.417,1396,44
148,T147,T147,Tripp Isenhour,86,"36' 9""",47958.5,1305,184
149,T147,T147,Jim Rutledge,59,"36' 9""",30240.417,822,119
150,T147,T147,Nick Watney,87,"36' 9""",45885.75,1250,35
151,T152,T152,Johnson Wagner,97,"36' 10""",56755.917,1542,19
152,T152,T152,Mike Weir,82,"36' 10""",39404.667,1071,151
153,T154,T154,Michael Boyd,61,"36' 11""",34301.583,930,148
154,T154,T154,Steve Elkington,87,"36' 11""",48198.25,1307,149
155,T156,T156,Marco Dawson,73,"37' 0""",43021.083,1162,134
156,T156,T156,Matt Hendrix,63,"37' 0""",36238.583,980,86
157,T156,T156,Michael Putnam,96,"37' 0""",52823.333,1428,24
158,T159,T159,Jason Dufner,100,"37' 1""",57497.167,1551,80
159,T159,T159,Tom Johnson,74,"37' 1""",41890.167,1129,107
160,T161,T161,Chris Couch,76,"37' 2""",48561.75,1306,121
161,T161,T161,Troy Matteson,87,"37' 2""",50560.833,1361,137
162,T161,T161,Tim Petrovic,106,"37' 2""",63139.917,1700,155
163,T164,T164,Eric Axley,107,"37' 3""",62617.583,1681,178
164,T164,T164,Aaron Baddeley,83,"37' 3""",43814.333,1177,188
165,T164,T164,Nathan Green,103,"37' 3""",57928.417,1556,169
166,T164,T164,Jesper Parnevik,88,"37' 3""",50020.917,1342,33
167,T168,T168,Steve Allan,63,"37' 4""",36475.417,977,95
168,T168,T168,Rich Barcelo,80,"37' 4""",46703.417,1252,147
169,T168,T168,Brian Bateman,55,"37' 4""",29367.417,787,177
170,T168,T168,Retief Goosen,50,"37' 4""",22744.25,609,194
171,T168,T168,Paul Gow,70,"37' 4""",37934.833,1015,130
172,T168,T168,Craig Lile,77,"37' 4""",46102.333,1235,150
173,T174,T174,Andrew Buckle,77,"37' 6""",44938.917,1198,162
174,T174,T174,Bubba Dickerson,51,"37' 6""",28593.333,762,193
175,T174,T174,Mathew Goggin,97,"37' 6""",58366.0,1557,11
176,T174,T174,Charles Howell III,89,"37' 6""",44477.167,1187,140
177,T178,T178,Jason Gore,86,"37' 8""",52722.417,1400,64
178,T178,T178,Jason Schultz,63,"37' 8""",35506.417,943,164
179,T180,T180,Mathias Grönberg,95,"37' 10""",59448.833,1571,108
180,T180,T180,Bill Haas,93,"37' 10""",55648.917,1470,53
181,T180,T180,Kevin Na,84,"37' 10""",52939.25,1398,167
182,T180,T180,Chris Tidland,59,"37' 10""",34501.75,911,131
183,184,184,Jaco Van Zyl,51,"37' 11""",29939.417,789,125
184,185,185,Ben Curtis,80,"38' 1""",43409.333,1140,185
185,T186,T186,K.J. Choi,87,"38' 3""",46712.5,1220,74
186,T186,T186,J.B. Holmes,71,"38' 3""",43713.417,1143,104
187,T186,T186,Bryce Molder,56,"38' 3""",33544.167,877,191
188,189,189,Scott Gutschewski,67,"38' 5""",39846.833,1037,160
189,T190,T190,Ryuji Imada,104,"38' 8""",61461.0,1591,159
190,T190,T190,Paul Stankowski,52,"38' 8""",29107.5,752,143
191,192,192,John Daly,59,"38' 9""",33860.417,873,179
192,T193,T193,Kevin Sutherland,85,"38' 10""",47873.333,1233,68
193,T193,T193,Steve Wheatcroft,73,"38' 10""",42294.25,1088,118
194,195,195,Parker McLachlin,83,"38' 11""",50899.5,1308,186
195,196,196,José María Olazábal,52,"39' 8""",26159.333,660,196
