,Average_Distance_to_Hole_After_Tee_Shot_RANK THIS WEEK,Average_Distance_to_Hole_After_Tee_Shot_RANK LAST WEEK,Average_Distance_to_Hole_After_Tee_Shot_PLAYER NAME,Average_Distance_to_Hole_After_Tee_Shot_ROUNDS,Average_Distance_to_Hole_After_Tee_Shot_AVG,Average_Distance_to_Hole_After_Tee_Shot_TOTAL DIST AFTER TEE SHOT,Average_Distance_to_Hole_After_Tee_Shot_TOTAL TEE SHOTS
26,27,27,Mathias Grönberg,95,167.9,7357581.0,1217
27,28,28,Matt Hendrix,63,168.1,4570179.0,755
28,T29,T29,Andrew Buckle,77,168.2,5605589.0,926
29,T29,T29,Charley Hoffman,97,168.2,6896400.0,1139
30,31,31,Kenny Perry,83,168.6,6264277.0,1032
31,32,32,Pat Perez,84,168.9,5394348.0,887
32,33,33,Charles Howell III,89,169.1,5490056.0,902
33,34,34,Steve Allan,63,169.2,4609780.0,757
34,35,35,Padraig Harrington,64,169.3,3875941.0,636
35,T36,T36,Robert Allenby,90,169.4,6358912.0,1043
36,T36,T36,Rod Pampling,92,169.4,6282439.0,1030
37,T36,T36,Bo Van Pelt,104,169.4,8163371.0,1339
38,39,39,Mathew Goggin,97,169.5,7334415.0,1202
39,40,40,John Rollins,102,169.7,7140283.0,1169
40,T41,T41,Troy Matteson,87,169.9,6414581.0,1049
41,T41,T41,Kevin Stadler,95,169.9,6586463.0,1077
42,T41,T41,Tiger Woods,63,169.9,3664751.0,599
43,44,44,Steve Marino,106,170.0,7706834.0,1259
44,45,45,J.J. Henry,86,170.1,5787501.0,945
45,46,46,Daniel Chopra,106,170.4,7997350.0,1304
46,T47,T47,Mark Calcavecchia,93,170.5,6168742.0,1005
47,T47,T47,Hunter Mahan,91,170.5,6136446.0,1000
48,T47,T47,Mike Weir,82,170.5,5101341.0,831
49,T50,T50,Stewart Cink,91,170.7,6066563.0,987
50,T50,T50,Retief Goosen,50,170.7,2911989.0,474
51,T50,T50,Camilo Villegas,82,170.7,5855984.0,953
52,T53,T53,Brendon de Jonge,76,170.8,5590682.0,909
53,T53,T53,Sean O'Hair,98,170.8,7091634.0,1153
54,55,55,Tim Herron,98,171.0,6939719.0,1127
55,T56,T56,John Merrick,92,171.2,6907050.0,1121
56,T56,T56,Carl Pettersson,111,171.2,7852288.0,1274
57,58,58,J.P. Hayes,89,171.3,6796415.0,1102
58,59,59,Jarrod Lyle,77,171.5,5710998.0,925
59,T60,T60,Aaron Baddeley,83,171.6,5684694.0,920
60,T60,T60,Lucas Glover,98,171.6,6664732.0,1079
61,T60,T60,Joe Ogilvie,102,171.6,7345301.0,1189
62,T63,T63,Peter Lonard,85,171.7,6485728.0,1049
63,T63,T63,Ted Purdy,102,171.7,7467403.0,1208
64,T63,T63,Rory Sabbatini,81,171.7,5408576.0,875
65,T63,T63,Jay Williamson,50,171.7,4152643.0,672
66,T67,T67,Rich Beem,89,171.9,5948521.0,961
67,T67,T67,Will MacKenzie,100,171.9,7809515.0,1262
68,69,69,Ryan Palmer,91,172.0,6961332.0,1124
69,70,70,Stuart Appleby,74,172.1,4955166.0,800
70,71,71,Jonathan Byrd,73,172.2,5245802.0,846
71,T72,T72,Jason Schultz,63,172.3,4497849.0,725
72,T72,T72,Michael Sim,52,172.3,4304529.0,694
73,T74,T74,Craig Barlow,52,172.7,3743307.0,602
74,T74,T74,Brian Bateman,55,172.7,3748215.0,603
75,T74,T74,Steve Lowery,74,172.7,5948292.0,957
76,77,77,Justin Rose,63,172.8,3371750.0,542
77,78,78,George McNeill,95,172.9,6870401.0,1104
78,79,79,Sergio Garcia,68,173.3,4709022.0,755
79,T80,T80,Paul Stankowski,52,173.4,3570550.0,572
80,T80,T80,Chris Tidland,59,173.4,4382585.0,702
81,T82,T82,Jeff Brehaut,59,173.8,4191221.0,670
82,T82,T82,Alex Cejka,80,173.8,6425175.0,1027
83,T84,T84,Marco Dawson,73,174.2,5555789.0,886
84,T84,T84,Joe Durant,88,174.2,6415908.0,1023
85,T84,T84,Jim Rutledge,59,174.2,3969872.0,633
86,T87,T87,Chad Campbell,96,174.5,6364825.0,1013
87,T87,T87,Bryce Molder,56,174.5,4171639.0,664
88,T87,T87,Michael Putnam,96,174.5,6914890.0,1101
89,T90,T90,Eric Axley,107,174.6,8113457.0,1291
90,T90,T90,Jason Dufner,100,174.6,7548452.0,1201
91,T92,T92,Mark Hensby,81,174.7,6202251.0,986
92,T92,T92,Frank Lickliter II,95,174.7,7401098.0,1177
93,T94,T94,Ryan Armour,107,174.8,8172902.0,1299
94,T94,T94,Kyle Reifers,71,174.8,5460718.0,868
95,T94,T94,Chris Stroud,66,174.8,4908724.0,780
96,T97,T97,Ryan Moore,92,174.9,6518254.0,1035
97,T97,T97,Brett Quigley,79,174.9,5497699.0,873
98,T99,T99,Briny Baird,115,175.0,9127121.0,1449
99,T99,T99,John Senden,97,175.0,7346548.0,1166
100,101,101,Steve Wheatcroft,73,175.2,5309763.0,842
101,102,102,Daisuke Maruyama,86,175.3,6656757.0,1055
102,103,103,Cameron Beckman,96,175.4,7413442.0,1174
103,T104,T104,Jeff Gove,103,175.6,8224373.0,1301
104,T104,T104,Freddie Jacobson,70,175.6,6012510.0,951
105,T104,T104,Kevin Na,84,175.6,6827842.0,1080
106,T104,T104,Jesper Parnevik,88,175.6,6542254.0,1035
107,108,108,K.J. Choi,87,175.7,5953272.0,941
108,T109,T109,Tommy Armour III,81,175.8,6070866.0,959
109,T109,T109,Tom Lehman,62,175.8,4259690.0,673
110,T111,T111,David Branshaw,83,175.9,6509927.0,1028
111,T111,T111,Jerry Kelly,101,175.9,6621970.0,1046
112,T111,T111,Arron Oberholser,69,175.9,4628693.0,731
113,114,114,Kevin Sutherland,85,176.0,6038807.0,953
114,115,115,Trevor Immelman,74,176.2,4757881.0,750
115,116,116,Darron Stiles,65,176.4,4655288.0,733
116,T117,T117,Michael Allen,74,176.5,5598295.0,881
117,T117,T117,Tom Johnson,74,176.5,5494980.0,865
118,T117,T117,Jeff Maggert,79,176.5,6869509.0,1081
119,T117,T117,Tim Petrovic,106,176.5,8315518.0,1309
120,T121,T121,Stephen Ames,81,176.8,5510914.0,866
121,T121,T121,Woody Austin,95,176.8,7394117.0,1162
122,123,123,Ken Duke,112,176.9,8399800.0,1319
123,T124,T124,Cliff Kresge,107,177.1,8741591.0,1371
124,T124,T124,David Toms,80,177.1,5578473.0,875
125,126,126,Vaughn Taylor,91,177.4,6334097.0,992
126,127,127,Steve Flesch,100,177.5,7942526.0,1243
127,128,128,Rich Barcelo,80,177.6,6119536.0,957
128,129,129,Duffy Waldorf,69,177.7,5244402.0,820
129,130,130,Billy Mayfair,98,177.8,7336252.0,1146
130,131,131,Bob Heintz,85,178.0,6319748.0,986
131,T132,T132,Johnson Wagner,97,178.1,7660530.0,1195
132,T132,T132,Mark Wilson,87,178.1,6464249.0,1008
133,T134,T134,Billy Andrade,88,178.2,6965168.0,1086
134,T134,T134,Jason Bohn,57,178.2,4682819.0,730
135,T134,T134,D.J. Brigman,67,178.2,4766966.0,743
136,T134,T134,Brandt Snedeker,105,178.2,7608989.0,1186
137,T138,T138,Ben Curtis,80,178.4,5765862.0,898
138,T138,T138,Todd Hamilton,76,178.4,5137958.0,800
139,140,140,Justin Leonard,95,178.6,7295900.0,1135
140,141,141,Brian Davis,101,178.8,7815998.0,1214
141,142,142,Parker McLachlin,83,178.9,6477244.0,1006
142,T143,T143,Heath Slocum,101,179.0,8293560.0,1287
143,T143,T143,Bob Tway,103,179.0,7821036.0,1214
144,145,145,Luke Donald,69,179.3,4505899.0,698
145,146,146,Kent Jones,97,179.4,7881390.0,1220
146,147,147,Robert Gamez,88,179.5,6797685.0,1052
147,T148,T148,Steve Elkington,87,179.6,6522915.0,1009
148,T148,T148,Paul Gow,70,179.6,5101371.0,789
149,T148,T148,Scott Verplank,82,179.6,5315280.0,822
150,T151,T151,Zach Johnson,76,179.7,5383758.0,832
151,T151,T151,John Mallinger,96,179.7,7757069.0,1199
152,T153,T153,Tom Pernice Jr.,104,179.8,7546064.0,1166
153,T153,T153,Jaco Van Zyl,51,179.8,3935111.0,608
154,155,155,Jim Furyk,84,180.0,5992335.0,925
155,T156,T156,Bart Bryant,87,180.2,6694684.0,1032
156,T156,T156,Tripp Isenhour,86,180.2,6565884.0,1012
157,T156,T156,Lee Janzen,66,180.2,4663585.0,719
158,T159,T159,Nathan Green,103,180.4,7808073.0,1202
159,T159,T159,Charlie Wi,90,180.4,7408607.0,1141
160,161,161,Glen Day,85,180.5,6697950.0,1031
161,162,162,Mark Brooks,53,180.6,3699406.0,569
162,T163,T163,Jeff Quinney,95,180.8,7751881.0,1191
163,T163,T163,Steve Stricker,81,180.8,5844057.0,898
164,T165,T165,Shaun Micheel,91,181.0,6315033.0,969
165,T165,T165,Nick O'Hern,72,181.0,4977162.0,764
166,T167,T167,Tim Clark,66,181.4,4774163.0,731
167,T167,T167,Chris DiMarco,79,181.4,5680230.0,870
168,T169,T169,Ian Poulter,63,181.7,3551429.0,543
169,T169,T169,Joey Sindelar,75,181.7,6004971.0,918
170,T171,T171,Jeff Sluman,60,181.9,3764543.0,575
171,T171,T171,Kirk Triplett,77,181.9,6149527.0,939
172,173,173,Dicky Pride,71,182.0,5471269.0,835
173,174,174,Dean Wilson,92,182.2,6802676.0,1037
174,175,175,Craig Lile,77,182.3,6306981.0,961
175,176,176,Shigeki Maruyama,84,182.5,7267694.0,1106
176,177,177,Bob Estes,88,182.7,7287439.0,1108
177,178,178,Tom Byrum,50,183.2,3745674.0,568
178,T179,T179,Ryuji Imada,104,183.3,8124844.0,1231
179,T179,T179,Matt Kuchar,85,183.3,6505571.0,986
180,T179,T179,Doug LaBelle II,104,183.3,8300506.0,1258
181,182,182,Rocco Mediate,72,183.4,6121147.0,927
182,183,183,Richard Johnson,93,183.9,7678191.0,1160
183,184,184,Craig Kanada,109,184.0,8632761.0,1303
184,185,185,Anders Hansen,55,184.3,3119195.0,470
185,186,186,Chris Riley,59,184.6,4663999.0,702
186,187,187,Paul Goydos,60,185.0,4321317.0,649
187,188,188,José María Olazábal,52,185.1,3385768.0,508
188,189,189,José Coceres,50,185.7,3917068.0,586
189,190,190,Michael Boyd,61,185.8,4830593.0,722
190,191,191,Fred Funk,65,185.9,4951119.0,740
191,192,192,Craig Bowden,78,186.2,6254407.0,933
192,193,193,Stephen Leaney,82,187.5,6884601.0,1020
193,194,194,Brian Gay,107,189.7,9207514.0,1348
194,195,195,Gavin Coles,87,192.1,7379532.0,1067
195,196,196,Corey Pavin,81,192.7,6807060.0,981
