,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
48,49,49,Glen Day,85,+.084
49,50,50,Steve Marino,106,+.085
50,51,51,Tim Herron,98,+.086
51,52,52,Justin Leonard,95,+.087
52,53,53,Steve Stricker,81,+.089
53,54,54,Jeff Brehaut,59,+.090
54,55,55,Bo Van Pelt,104,+.091
55,56,56,Brandt Snedeker,105,+.093
56,57,57,Michael Putnam,96,+.094
57,58,58,Justin Rose,63,+.096
58,59,59,Sergio Garcia,68,+.097
59,T60,T60,Mathew Goggin,97,+.098
60,T60,T60,Pat Perez,84,+.098
61,62,62,Charles Howell III,89,+.101
62,63,63,Troy Matteson,87,+.102
63,64,64,Stephen Ames,81,+.103
64,65,65,Duffy Waldorf,69,+.104
65,T66,T66,David Branshaw,83,+.105
66,T66,T66,Matt Kuchar,85,+.105
67,T66,T66,John Rollins,102,+.105
68,T66,T66,Adam Scott,69,+.105
69,70,70,Jarrod Lyle,77,+.106
70,T71,T71,Scott Gutschewski,67,+.109
71,T71,T71,John Merrick,92,+.109
72,T71,T71,Heath Slocum,101,+.109
73,74,74,George McNeill,95,+.110
74,75,75,Kevin Na,84,+.111
75,76,76,José María Olazábal,52,+.112
76,T77,T77,Craig Bowden,78,+.113
77,T77,T77,Cliff Kresge,107,+.113
78,T77,T77,Ryan Palmer,91,+.113
79,T80,T80,Chris Couch,76,+.114
80,T80,T80,Vaughn Taylor,91,+.114
81,T82,T82,Eric Axley,107,+.116
82,T82,T82,Ryuji Imada,104,+.116
83,T82,T82,Jeff Quinney,95,+.116
84,T85,T85,Bill Haas,93,+.119
85,T85,T85,Boo Weekley,101,+.119
86,87,87,Tim Petrovic,106,+.121
87,88,88,Mark Brooks,53,+.122
88,T89,T89,Peter Lonard,85,+.123
89,T89,T89,D.J. Trahan,99,+.123
90,T91,T91,Steve Lowery,74,+.124
91,T91,T91,Dean Wilson,92,+.124
92,93,93,Marco Dawson,73,+.126
93,T94,T94,Tom Johnson,74,+.128
94,T94,T94,Bryce Molder,56,+.128
95,T94,T94,Camilo Villegas,82,+.128
96,97,97,Scott Verplank,82,+.129
97,T98,T98,Robert Allenby,90,+.131
98,T98,T98,Alex Cejka,80,+.131
99,T98,T98,Lucas Glover,98,+.131
100,T98,T98,Craig Lile,77,+.131
101,102,102,Bob Heintz,85,+.132
102,103,103,K.J. Choi,87,+.133
103,T104,T104,Cameron Beckman,96,+.134
104,T104,T104,Charley Hoffman,97,+.134
105,T104,T104,Jeff Sluman,60,+.134
106,107,107,Kevin Stadler,95,+.135
107,T108,T108,Michael Boyd,61,+.138
108,T108,T108,Michael Sim,52,+.138
109,T110,T110,Harrison Frazar,88,+.140
110,T110,T110,Brian Gay,107,+.140
111,112,112,Steve Flesch,100,+.142
112,113,113,Bob Estes,88,+.144
113,114,114,Rich Beem,89,+.146
114,T115,T115,Andrew Buckle,77,+.147
115,T115,T115,Chris Tidland,59,+.147
116,T117,T117,Woody Austin,95,+.149
117,T117,T117,Steve Elkington,87,+.149
118,119,119,Will MacKenzie,100,+.150
119,120,120,Mathias Grönberg,95,+.151
120,T121,T121,Tom Byrum,50,+.152
121,T121,T121,Hunter Mahan,91,+.152
122,123,123,Bart Bryant,87,+.153
123,T124,T124,J.P. Hayes,89,+.154
124,T124,T124,Nick Watney,87,+.154
125,T126,T126,Stuart Appleby,74,+.155
126,T126,T126,Mark Hensby,81,+.155
127,128,128,Nathan Green,103,+.157
128,T129,T129,Joey Sindelar,75,+.158
129,T129,T129,Charlie Wi,90,+.158
130,T131,T131,Paul Gow,70,+.159
131,T131,T131,Freddie Jacobson,70,+.159
132,T133,T133,Briny Baird,115,+.160
133,T133,T133,Dicky Pride,71,+.160
134,135,135,Johnson Wagner,97,+.163
135,136,136,Corey Pavin,81,+.164
136,T137,T137,Anders Hansen,55,+.167
137,T137,T137,Tag Ridings,52,+.167
138,139,139,Retief Goosen,50,+.169
139,T140,T140,Jeff Gove,103,+.173
140,T140,T140,Tom Pernice Jr.,104,+.173
141,T142,T142,Shaun Micheel,91,+.181
142,T142,T142,Henrik Stenson,52,+.181
143,T142,T142,Kevin Sutherland,85,+.181
144,T142,T142,Mark Wilson,87,+.181
145,T146,T146,Craig Barlow,52,+.183
146,T146,T146,Jason Schultz,63,+.183
147,T146,T146,Steve Wheatcroft,73,+.183
148,149,149,Ryan Moore,92,+.186
149,T150,T150,Billy Andrade,88,+.188
150,T150,T150,Parker McLachlin,83,+.188
151,152,152,Jaco Van Zyl,51,+.190
152,153,153,Kirk Triplett,77,+.192
153,154,154,Rod Pampling,92,+.193
154,155,155,Jay Williamson,50,+.194
155,T156,T156,Jason Gore,86,+.195
156,T156,T156,Trevor Immelman,74,+.195
157,T156,T156,Kent Jones,97,+.195
158,T156,T156,Brett Quigley,79,+.195
159,160,160,Rocco Mediate,72,+.198
160,161,161,Craig Kanada,109,+.199
161,162,162,Ben Curtis,80,+.200
162,163,163,John Mallinger,96,+.201
163,164,164,Mike Weir,82,+.202
164,T165,T165,Tim Clark,66,+.203
165,T165,T165,Daisuke Maruyama,86,+.203
166,167,167,Doug LaBelle II,104,+.205
167,168,168,Shigeki Maruyama,84,+.206
168,169,169,Michael Allen,74,+.212
169,170,170,Jason Dufner,100,+.214
170,171,171,José Coceres,50,+.216
171,172,172,Darron Stiles,65,+.217
172,173,173,Chris Stroud,66,+.222
173,T174,T174,Frank Lickliter II,95,+.223
174,T174,T174,Charles Warren,101,+.223
175,T176,T176,Rich Barcelo,80,+.224
176,T176,T176,Jim Rutledge,59,+.224
177,178,178,Ryan Armour,107,+.227
178,179,179,Tom Lehman,62,+.230
179,180,180,Kyle Reifers,71,+.233
180,T181,T181,Robert Gamez,88,+.238
181,T181,T181,Zach Johnson,76,+.238
182,183,183,Todd Hamilton,76,+.242
183,184,184,Chad Campbell,96,+.248
184,185,185,Richard Johnson,93,+.250
185,T186,T186,Luke Donald,69,+.254
186,T186,T186,Greg Owen,81,+.254
187,188,188,Brendon de Jonge,76,+.258
188,189,189,Jonathan Byrd,73,+.266
189,190,190,Lee Janzen,66,+.284
190,191,191,Jason Bohn,57,+.290
191,192,192,Tripp Isenhour,86,+.291
192,193,193,Fred Funk,65,+.293
193,194,194,Chris DiMarco,79,+.310
194,195,195,Matt Hendrix,63,+.341
195,196,196,Paul Goydos,60,+.364
