,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
125,T126,T126,K.J. Choi,87,162.7,4563633.0,779
126,T126,T126,Steve Marino,106,162.7,6033546.0,1030
127,T128,T128,Chris DiMarco,79,162.9,4352229.0,742
128,T128,T128,Luke Donald,69,162.9,3285019.0,560
129,T128,T128,Tom Pernice Jr.,104,162.9,5589089.0,953
130,T131,T131,Bart Bryant,87,163.0,4977043.0,848
131,T131,T131,John Senden,97,163.0,5634377.0,960
132,T131,T131,Heath Slocum,101,163.0,6456344.0,1100
133,T131,T131,Charlie Wi,90,163.0,5640556.0,961
134,135,135,Charles Warren,101,163.1,5901749.0,1005
135,T136,T136,Cameron Beckman,96,163.2,5709958.0,972
136,T136,T136,J.B. Holmes,71,163.2,3988675.0,679
137,T136,T136,Michael Putnam,96,163.2,5170274.0,880
138,T139,T139,Mark Calcavecchia,93,163.3,4557042.0,775
139,T139,T139,Steve Elkington,87,163.3,5109736.0,869
140,T139,T139,Craig Lile,77,163.3,4709794.0,801
141,T139,T139,Ryan Moore,92,163.3,4966664.0,845
142,T139,T139,Steve Stricker,81,163.3,4510109.0,767
143,144,144,Stewart Cink,91,163.4,4764479.0,810
144,T145,T145,Steve Allan,63,163.5,3466725.0,589
145,T145,T145,Will MacKenzie,100,163.5,5927936.0,1007
146,T147,T147,Tripp Isenhour,86,163.6,4930231.0,837
147,T147,T147,Jesper Parnevik,88,163.6,4882558.0,829
148,T147,T147,Tim Petrovic,106,163.6,6277479.0,1066
149,T147,T147,Jeff Sluman,60,163.6,2797584.0,475
150,151,151,Padraig Harrington,64,163.7,3022772.0,513
151,T152,T152,Ryuji Imada,104,163.8,5861528.0,994
152,T152,T152,Tom Johnson,74,163.8,4063442.0,689
153,T154,T154,Eric Axley,107,163.9,6247514.0,1059
154,T154,T154,Robert Garrigus,95,163.9,5563659.0,943
155,T154,T154,Lucas Glover,98,163.9,5121526.0,868
156,T154,T154,Justin Rose,63,163.9,2549230.0,432
157,T158,T158,Steve Flesch,100,164.0,6134397.0,1039
158,T158,T158,Jerry Kelly,101,164.0,5019170.0,850
159,T160,T160,Anthony Kim,93,164.1,5299451.0,897
160,T160,T160,Jaco Van Zyl,51,164.1,3018133.0,511
161,T160,T160,Mike Weir,82,164.1,4023858.0,681
162,T160,T160,Dean Wilson,92,164.1,5126903.0,868
163,164,164,Rocco Mediate,72,164.2,4351020.0,736
164,T165,T165,Cliff Kresge,107,164.3,6830660.0,1155
165,T165,T165,Pat Perez,84,164.3,4234804.0,716
166,167,167,Billy Andrade,88,164.6,5035799.0,850
167,T168,T168,Woody Austin,95,164.7,5679633.0,958
168,T168,T168,Gavin Coles,87,164.7,5414427.0,913
169,T168,T168,Ernie Els,59,164.7,2953133.0,498
170,T168,T168,Mathew Goggin,97,164.7,6005376.0,1013
171,T168,T168,Zach Johnson,76,164.7,4234563.0,714
172,T168,T168,Camilo Villegas,82,164.7,4624175.0,780
173,174,174,Kevin Sutherland,85,164.8,4799216.0,809
174,175,175,Sean O'Hair,98,164.9,5551721.0,935
175,T176,T176,José María Olazábal,52,165.1,2400592.0,404
176,T176,T176,Adam Scott,69,165.1,3405975.0,573
177,T178,T178,José Coceres,50,165.2,2956015.0,497
178,T178,T178,Brett Quigley,79,165.2,4169582.0,701
179,180,180,Corey Pavin,81,165.3,4999598.0,840
180,181,181,Johnson Wagner,97,165.4,5869433.0,986
181,T182,T182,Jonathan Byrd,73,165.5,4010562.0,673
182,T182,T182,Phil Mickelson,73,165.5,3546043.0,595
183,T184,T184,Jim Furyk,84,165.6,4709454.0,790
184,T184,T184,Ian Poulter,63,165.6,2700529.0,453
185,186,186,Nathan Green,103,165.7,5981592.0,1003
186,187,187,Stephen Leaney,82,166.3,5327616.0,890
187,T188,T188,Robert Allenby,90,166.5,5028222.0,839
188,T188,T188,Rich Beem,89,166.5,4506365.0,752
189,190,190,Scott Verplank,82,166.8,4168559.0,694
190,191,191,Billy Mayfair,98,166.9,5798613.0,965
191,192,192,Jason Bohn,57,167.1,3639954.0,605
192,193,193,Nick O'Hern,72,167.5,3805573.0,631
193,194,194,Anders Hansen,55,167.9,2357179.0,390
194,195,195,Sergio Garcia,68,168.5,3833887.0,632
195,196,196,Tiger Woods,63,168.8,2995376.0,493
