,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
35,T35,T35,Joey Sindelar,75,161.5,7005214.0,1205
36,T35,T35,Steve Stricker,81,161.5,6761476.0,1163
37,T35,T35,David Toms,80,161.5,6553831.0,1127
38,T39,T39,Brendon de Jonge,76,161.6,6886883.0,1184
39,T39,T39,John Mallinger,96,161.6,9075554.0,1560
40,T41,T41,Michael Allen,74,161.7,6655139.0,1143
41,T41,T41,Paul Goydos,60,161.7,4902661.0,842
42,T41,T41,Richard Johnson,93,161.7,8774741.0,1507
43,T41,T41,Matt Kuchar,85,161.7,7396866.0,1271
44,T41,T41,Greg Owen,81,161.7,7284357.0,1251
45,46,46,Ryan Armour,107,161.8,9793161.0,1681
46,T47,T47,Craig Barlow,52,161.9,4597515.0,789
47,T47,T47,Andrew Buckle,77,161.9,6983974.0,1198
48,T49,T49,Joe Durant,88,162.0,7639030.0,1310
49,T49,T49,Shigeki Maruyama,84,162.0,8347775.0,1431
50,T49,T49,Jason Schultz,63,162.0,5501052.0,943
51,T49,T49,Chris Tidland,59,162.0,5312782.0,911
52,T53,T53,Brian Bateman,55,162.1,4591808.0,787
53,T53,T53,Chris Couch,76,162.1,7620544.0,1306
54,T53,T53,Craig Kanada,109,162.1,9851837.0,1688
55,T53,T53,Steve Lowery,74,162.1,7179973.0,1230
56,T53,T53,Heath Slocum,101,162.1,9736449.0,1668
57,T58,T58,D.J. Brigman,67,162.3,5620372.0,962
58,T58,T58,Charley Hoffman,97,162.3,8668171.0,1484
59,T58,T58,Craig Lile,77,162.3,7214830.0,1235
60,T58,T58,Davis Love III,66,162.3,5543559.0,949
61,T58,T58,Jeff Maggert,79,162.3,8145421.0,1394
62,T58,T58,Boo Weekley,101,162.3,8183985.0,1401
63,64,64,Jeff Sluman,60,162.4,4391453.0,751
64,T65,T65,Eric Axley,107,162.5,9835932.0,1681
65,T65,T65,Joe Ogilvie,102,162.5,9110710.0,1557
66,T67,T67,Harrison Frazar,88,162.6,7654469.0,1308
67,T67,T67,Robert Gamez,88,162.6,7954441.0,1359
68,T67,T67,Shaun Micheel,91,162.6,7321454.0,1251
69,T70,T70,Jeff Overton,60,162.7,5686741.0,971
70,T70,T70,Kyle Reifers,71,162.7,6602506.0,1127
71,72,72,Bubba Watson,80,162.8,6904635.0,1178
72,T73,T73,John Daly,59,162.9,5120500.0,873
73,T73,T73,Luke Donald,69,162.9,5265499.0,898
74,T73,T73,Ian Poulter,63,162.9,4115973.0,702
75,T73,T73,Brandt Snedeker,105,162.9,9038012.0,1541
76,77,77,Chad Campbell,96,163.0,7677310.0,1308
77,T78,T78,Stewart Cink,91,163.1,7569969.0,1289
78,T78,T78,Ken Duke,112,163.1,9954673.0,1695
79,T78,T78,Mark Hensby,81,163.1,7564164.0,1288
80,T78,T78,Duffy Waldorf,69,163.1,6218815.0,1059
81,T82,T82,Chris DiMarco,79,163.2,6614852.0,1126
82,T82,T82,Retief Goosen,50,163.2,3577120.0,609
83,T82,T82,Matt Hendrix,63,163.2,5758533.0,980
84,T82,T82,John Merrick,92,163.2,8534085.0,1453
85,T82,T82,Kevin Stadler,95,163.2,8191182.0,1394
86,T87,T87,David Branshaw,83,163.3,7901453.0,1344
87,T87,T87,Gavin Coles,87,163.3,8090925.0,1376
88,T87,T87,Marco Dawson,73,163.3,6829695.0,1162
89,T87,T87,Tim Herron,98,163.3,8613973.0,1465
90,T87,T87,Doug LaBelle II,104,163.3,9567563.0,1627
91,T92,T92,Alex Cejka,80,163.4,7817473.0,1329
92,T92,T92,Frank Lickliter II,95,163.4,8936254.0,1519
93,T92,T92,Arron Oberholser,69,163.4,5586874.0,950
94,T92,T92,Kenny Perry,83,163.4,7924851.0,1347
95,T96,T96,Paul Gow,70,163.5,5974569.0,1015
96,T96,T96,Tom Lehman,62,163.5,5145042.0,874
97,T96,T96,Ted Purdy,102,163.5,9152594.0,1555
98,T99,T99,Peter Lonard,85,163.6,8025674.0,1363
99,T99,T99,Rocco Mediate,72,163.6,7055985.0,1198
100,T99,T99,Vaughn Taylor,91,163.6,7569333.0,1285
101,T102,T102,Charles Howell III,89,163.7,6993418.0,1187
102,T102,T102,Tripp Isenhour,86,163.7,7689063.0,1305
103,T104,T104,Stephen Ames,81,163.8,6544964.0,1110
104,T104,T104,Bart Bryant,87,163.8,7823262.0,1327
105,T104,T104,George McNeill,95,163.8,8478015.0,1438
106,T104,T104,John Rollins,102,163.8,8854463.0,1502
107,T108,T108,Briny Baird,115,163.9,11126690.0,1886
108,T108,T108,Jesper Parnevik,88,163.9,7918566.0,1342
109,T108,T108,Brett Quigley,79,163.9,6677638.0,1132
110,T108,T108,Brett Wetterich,88,163.9,7386893.0,1252
111,112,112,Parker McLachlin,83,164.0,7724474.0,1308
112,T113,T113,Steve Elkington,87,164.1,7719486.0,1307
113,T113,T113,Henrik Stenson,52,164.1,3803446.0,644
114,T115,T115,Robert Garrigus,95,164.2,9113770.0,1542
115,T115,T115,Kent Jones,97,164.2,9297105.0,1573
116,T115,T115,Cliff Kresge,107,164.2,10592266.0,1792
117,T115,T115,Corey Pavin,81,164.2,7538494.0,1275
118,T115,T115,Bo Van Pelt,104,164.2,10276440.0,1738
119,120,120,Charlie Wi,90,164.3,8771047.0,1483
120,T121,T121,Mark Calcavecchia,93,164.4,7749029.0,1309
121,T121,T121,Tom Johnson,74,164.4,6680229.0,1129
122,T123,T123,Jeff Quinney,95,164.5,9113193.0,1539
123,T123,T123,Jaco Van Zyl,51,164.5,4672792.0,789
124,T125,T125,Ben Curtis,80,164.6,6753484.0,1140
125,T125,T125,Jason Gore,86,164.6,8295820.0,1400
126,T125,T125,Trevor Immelman,74,164.6,5747646.0,970
127,T125,T125,Steve Marino,106,164.6,9662754.0,1631
128,T125,T125,Carl Pettersson,111,164.6,9739059.0,1644
129,T130,T130,Billy Andrade,88,164.7,8362486.0,1410
130,T130,T130,Vijay Singh,102,164.7,8685781.0,1465
131,T132,T132,Ryuji Imada,104,164.8,9439001.0,1591
132,T132,T132,Daisuke Maruyama,86,164.8,8085331.0,1363
133,T134,T134,Jim Furyk,84,164.9,7015105.0,1182
134,T134,T134,Tom Pernice Jr.,104,164.9,8903259.0,1500
135,T134,T134,Steve Wheatcroft,73,164.9,6460459.0,1088
136,T137,T137,Woody Austin,95,165.0,8939566.0,1505
137,T137,T137,Scott Gutschewski,67,165.0,6160735.0,1037
138,T137,T137,J.J. Henry,86,165.0,7240773.0,1219
139,T137,T137,Jerry Kelly,101,165.0,7963325.0,1341
140,T141,T141,Brian Davis,101,165.1,9366800.0,1576
141,T141,T141,Hunter Mahan,91,165.1,7633613.0,1284
142,T141,T141,Bob Tway,103,165.1,9378376.0,1578
143,T144,T144,Steve Allan,63,165.2,5809665.0,977
144,T144,T144,José Coceres,50,165.2,4485353.0,754
145,T144,T144,Steve Flesch,100,165.2,9569009.0,1609
146,T144,T144,Jeff Gove,103,165.2,10018373.0,1685
147,T144,T144,Rod Pampling,92,165.2,7875816.0,1324
148,T144,T144,D.J. Trahan,99,165.2,9587343.0,1612
149,T150,T150,Jason Dufner,100,165.3,9229832.0,1551
150,T150,T150,Will MacKenzie,100,165.3,9686461.0,1628
151,T152,T152,Cameron Beckman,96,165.4,9048452.0,1520
152,T152,T152,Mathias Grönberg,95,165.4,9352557.0,1571
153,T154,T154,Troy Matteson,87,165.5,8107717.0,1361
154,T154,T154,José María Olazábal,52,165.5,3931823.0,660
155,T154,T154,Dean Wilson,92,165.5,7994494.0,1342
156,T157,T157,J.B. Holmes,71,165.6,6814785.0,1143
157,T157,T157,Pat Perez,84,165.6,6933138.0,1163
158,T159,T159,Zach Johnson,76,165.7,6417262.0,1076
159,T159,T159,Paul Stankowski,52,165.7,4486514.0,752
160,T159,T159,Nick Watney,87,165.7,7454910.0,1250
161,162,162,Aaron Baddeley,83,165.8,7025790.0,1177
162,163,163,John Senden,97,165.9,8999939.0,1507
163,T164,T164,Nick O'Hern,72,166.0,5904347.0,988
164,T164,T164,Rory Sabbatini,81,166.0,6710480.0,1123
165,166,166,Scott Verplank,82,166.3,6316262.0,1055
166,T167,T167,Bill Haas,93,166.4,8806047.0,1470
167,T167,T167,Kevin Na,84,166.4,8373731.0,1398
168,T167,T167,Tim Petrovic,106,166.4,10184950.0,1700
169,T170,T170,Rich Beem,89,166.5,7521532.0,1255
170,T170,T170,Lucas Glover,98,166.5,8365972.0,1396
171,T170,T170,Mathew Goggin,97,166.5,9333503.0,1557
172,T170,T170,Padraig Harrington,64,166.5,4908460.0,819
173,T174,T174,Jonathan Byrd,73,166.6,6679884.0,1114
174,T174,T174,Justin Rose,63,166.6,4197596.0,700
175,T176,T176,Sean O'Hair,98,166.7,8921596.0,1487
176,T176,T176,Charles Warren,101,166.7,9942686.0,1657
177,T178,T178,Ernie Els,59,166.8,4737856.0,789
178,T178,T178,Anthony Kim,93,166.8,8579085.0,1429
179,T178,T178,Ryan Moore,92,166.8,8046627.0,1340
180,181,181,Kevin Sutherland,85,166.9,7406655.0,1233
181,182,182,Adam Scott,69,167.2,5833102.0,969
182,T183,T183,K.J. Choi,87,167.5,7357624.0,1220
183,T183,T183,Billy Mayfair,98,167.5,8968217.0,1487
184,T183,T183,Mike Weir,82,167.5,6457858.0,1071
185,186,186,Anders Hansen,55,167.7,3677521.0,609
186,187,187,Camilo Villegas,82,167.9,7447101.0,1232
187,188,188,Michael Putnam,96,168.0,8638896.0,1428
188,189,189,Nathan Green,103,168.2,9423297.0,1556
189,190,190,Robert Allenby,90,168.3,8129434.0,1342
190,T191,T191,Stephen Leaney,82,168.7,8058375.0,1327
191,T191,T191,Johnson Wagner,97,168.7,9365589.0,1542
192,193,193,Phil Mickelson,73,169.0,5639590.0,927
193,194,194,Jason Bohn,57,169.3,5755128.0,944
194,T195,T195,Sergio Garcia,68,169.9,6041527.0,988
195,T195,T195,Tiger Woods,63,169.9,4708458.0,770
