,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
62,63,63,Ken Duke,112,71.35,1220,1710,-288.0
63,64,64,Steve Lowery,74,71.34,886,1242,-208.0
64,65,65,Zach Johnson,76,71.3,770,1080,-195.0
65,66,66,Kirk Triplett,77,71.24,872,1224,-163.0
66,67,67,Mark Brooks,53,71.23,525,737,-87.0
67,68,68,Jaco Van Zyl,51,71.21,564,792,-87.0
68,T69,T69,D.J. Brigman,67,71.19,692,972,-145.0
69,T69,T69,Trevor Immelman,74,71.19,692,972,-144.0
70,T71,T71,Jeff Quinney,95,71.17,1101,1547,-261.0
71,T71,T71,Brett Wetterich,88,71.17,896,1259,-219.0
72,73,73,Bill Haas,93,71.14,1050,1476,-240.0
73,74,74,Jesper Parnevik,88,71.11,960,1350,-259.0
74,75,75,Steve Flesch,100,71.09,1151,1619,-249.0
75,76,76,David Toms,80,71.05,805,1133,-200.0
76,77,77,Frank Lickliter II,95,71.03,1086,1529,-268.0
77,78,78,Mike Weir,82,71.02,767,1080,-184.0
78,79,79,Sergio Garcia,68,71.01,703,990,-202.0
79,80,80,Michael Sim,52,71.0,639,900,-150.0
80,81,81,Kent Jones,97,70.9,1123,1584,-265.0
81,82,82,Boo Weekley,101,70.87,995,1404,-235.0
82,83,83,Michael Allen,74,70.83,816,1152,-201.0
83,84,84,Chris Stroud,66,70.73,713,1008,-162.0
84,85,85,Jason Dufner,100,70.69,1107,1566,-230.0
85,86,86,Kevin Stadler,95,70.66,992,1404,-189.0
86,87,87,Tim Herron,98,70.64,1042,1475,-231.0
87,88,88,Bubba Watson,80,70.54,838,1188,-223.0
88,89,89,Mark Wilson,87,70.53,926,1313,-184.0
89,T90,T90,Steve Allan,63,70.51,698,990,-176.0
90,T90,T90,Justin Leonard,95,70.51,1040,1475,-236.0
91,92,92,Doug LaBelle II,104,70.49,1154,1637,-226.0
92,93,93,Daisuke Maruyama,86,70.47,964,1368,-209.0
93,94,94,Tom Byrum,50,70.46,520,738,-106.0
94,T95,T95,Craig Barlow,52,70.45,558,792,-127.0
95,T95,T95,Steve Elkington,87,70.45,925,1313,-207.0
96,97,97,Darron Stiles,65,70.44,672,954,-142.0
97,98,98,Dean Wilson,92,70.42,950,1349,-226.0
98,99,99,Daniel Chopra,106,70.41,1204,1710,-307.0
99,100,100,Craig Bowden,78,70.4,849,1206,-193.0
100,101,101,J.B. Holmes,71,70.31,810,1152,-183.0
101,T102,T102,Rocco Mediate,72,70.29,847,1205,-202.0
102,T102,T102,Kevin Sutherland,85,70.29,873,1242,-197.0
103,104,104,Anders Hansen,55,70.26,430,612,-93.0
104,T105,T105,Chad Campbell,96,70.22,922,1313,-205.0
105,T105,T105,Glen Day,85,70.22,948,1350,-193.0
106,107,107,Peter Lonard,85,70.2,959,1366,-197.0
107,108,108,Woody Austin,95,70.17,1061,1512,-233.0
108,T109,T109,Tim Clark,66,70.09,668,953,-193.0
109,T109,T109,Craig Kanada,109,70.09,1186,1692,-255.0
110,111,111,Vaughn Taylor,91,70.06,908,1296,-246.0
111,112,112,Marco Dawson,73,70.0,819,1170,-192.0
112,113,113,Cliff Kresge,107,69.98,1259,1799,-289.0
113,114,114,Pat Perez,84,69.97,818,1169,-210.0
114,115,115,Billy Andrade,88,69.9,994,1422,-220.0
115,116,116,Mathias Grönberg,95,69.89,1107,1584,-259.0
116,117,117,Charley Hoffman,97,69.88,1044,1494,-270.0
117,118,118,Richard Johnson,93,69.82,1055,1511,-215.0
118,119,119,Jim Rutledge,59,69.81,578,828,-84.0
119,T120,T120,Jason Bohn,57,69.78,665,953,-158.0
120,T120,T120,Brendon de Jonge,76,69.78,829,1188,-210.0
121,122,122,Mark Calcavecchia,93,69.63,915,1314,-247.0
122,123,123,Matt Kuchar,85,69.62,889,1277,-201.0
123,124,124,Bob Tway,103,69.61,1102,1583,-243.0
124,125,125,Troy Matteson,87,69.59,952,1368,-232.0
125,126,126,J.P. Hayes,89,69.58,1002,1440,-244.0
126,127,127,Jarrod Lyle,77,69.49,838,1206,-206.0
127,128,128,David Branshaw,83,69.48,938,1350,-173.0
128,T129,T129,Jason Gore,86,69.44,975,1404,-227.0
129,T129,T129,Geoff Ogilvy,84,69.44,800,1152,-210.0
130,131,131,Ryan Palmer,91,69.42,1024,1475,-237.0
131,T132,T132,Matt Hendrix,63,69.29,686,990,-148.0
132,T132,T132,John Rollins,102,69.29,1047,1511,-254.0
133,T134,T134,Charles Howell III,89,69.28,823,1188,-210.0
134,T134,T134,Chris Tidland,59,69.28,636,918,-146.0
135,136,136,John Daly,59,69.27,611,882,-150.0
136,137,137,Brandt Snedeker,105,69.23,1071,1547,-275.0
137,138,138,Dicky Pride,71,69.22,760,1098,-171.0
138,139,139,Jonathan Byrd,73,69.18,772,1116,-222.0
139,140,140,Carl Pettersson,111,69.06,1143,1655,-324.0
140,141,141,Paul Stankowski,52,69.05,522,756,-116.0
141,142,142,Rory Sabbatini,81,69.02,782,1133,-225.0
142,143,143,Harrison Frazar,88,69.0,906,1313,-212.0
143,144,144,Bob Estes,88,68.96,993,1440,-271.0
144,145,145,Michael Boyd,61,68.91,645,936,-124.0
145,146,146,George McNeill,95,68.89,992,1440,-252.0
146,147,147,Tim Petrovic,106,68.81,1176,1709,-285.0
147,T148,T148,Tom Johnson,74,68.78,780,1134,-167.0
148,T148,T148,Kyle Reifers,71,68.78,780,1134,-150.0
149,150,150,Fred Funk,65,68.76,656,954,-140.0
150,T151,T151,Paul Gow,70,68.71,705,1026,-150.0
151,T151,T151,Joe Ogilvie,102,68.71,1076,1566,-301.0
152,153,153,John Mallinger,96,68.65,1075,1566,-234.0
153,154,154,Tag Ridings,52,68.64,556,810,-158.0
154,155,155,Craig Lile,77,68.6,852,1242,-203.0
155,T156,T156,Scott Gutschewski,67,68.58,716,1044,-168.0
156,T156,T156,Steve Wheatcroft,73,68.58,753,1098,-160.0
157,T158,T158,José Coceres,50,68.52,518,756,-101.0
158,T158,T158,Tom Pernice Jr.,104,68.52,1036,1512,-256.0
159,160,160,Andrew Buckle,77,68.49,826,1206,-189.0
160,161,161,Jason Schultz,63,68.45,653,954,-141.0
161,T162,T162,Luke Donald,69,68.44,616,900,-156.0
162,T162,T162,Brian Gay,107,68.44,1195,1746,-302.0
163,T164,T164,Arron Oberholser,69,68.31,651,953,-166.0
164,T164,T164,Brett Quigley,79,68.31,774,1133,-190.0
165,166,166,Lee Janzen,66,68.27,639,936,-131.0
166,167,167,Bob Heintz,85,68.06,882,1296,-242.0
167,168,168,Gavin Coles,87,68.04,943,1386,-199.0
168,169,169,Nathan Green,103,68.03,1064,1564,-274.0
169,170,170,Kevin Na,84,68.0,954,1403,-250.0
170,171,171,Chris Couch,76,67.96,893,1314,-197.0
171,172,172,Nick O'Hern,72,67.95,672,989,-163.0
172,173,173,Stuart Appleby,74,67.91,709,1044,-157.0
173,174,174,Padraig Harrington,64,67.87,562,828,-150.0
174,175,175,Mark Hensby,81,67.72,877,1295,-215.0
175,176,176,Rich Barcelo,80,67.62,852,1260,-210.0
176,T177,T177,Brian Bateman,55,67.55,535,792,-107.0
177,T177,T177,Chris DiMarco,79,67.55,766,1134,-165.0
178,179,179,Corey Pavin,81,67.53,863,1278,-177.0
179,180,180,Jeff Sluman,60,67.46,510,756,-102.0
180,181,181,Henrik Stenson,52,67.44,437,648,-108.0
181,182,182,Chris Riley,59,67.43,619,918,-157.0
182,183,183,Ryuji Imada,104,67.42,1080,1602,-292.0
183,184,184,Ian Poulter,63,67.24,472,702,-113.0
184,185,185,Tripp Isenhour,86,67.05,881,1314,-198.0
185,186,186,Shigeki Maruyama,84,66.81,962,1440,-233.0
186,187,187,Eric Axley,107,66.77,1129,1691,-267.0
187,188,188,Parker McLachlin,83,66.36,872,1314,-206.0
188,189,189,Paul Goydos,60,66.19,560,846,-124.0
189,190,190,Aaron Baddeley,83,66.08,785,1188,-244.0
190,191,191,Bryce Molder,56,65.87,581,882,-123.0
191,192,192,Retief Goosen,50,65.03,398,612,-90.0
192,193,193,Bubba Dickerson,51,64.99,503,774,-114.0
193,194,194,Ben Curtis,80,64.9,747,1151,-155.0
194,195,195,Todd Hamilton,76,63.31,661,1044,-142.0
195,196,196,José María Olazábal,52,62.16,414,666,-101.0
