,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
153,T142,T142,Mark Wilson,66,7
154,T155,T155,Ken Duke,58,6
155,T155,T155,Jim Furyk,52,6
156,T155,T155,Anirban Lahiri,72,6
157,T155,T155,Martin Laird,82,6
158,T155,T155,Andrew Landry,53,6
159,T155,T155,Hunter Mahan,61,6
160,T155,T155,Rory McIlroy,69,6
161,T155,T155,Sean O'Hair,89,6
162,T155,T155,Louis Oosthuizen,63,6
163,T155,T155,Carlos Ortiz,79,6
164,T155,T155,Wes Roach,59,6
165,T155,T155,Tyrone Van Aswegen,105,6
166,T155,T155,Boo Weekley,83,6
167,T168,T168,Ángel Cabrera,62,5
168,T168,T168,Lucas Glover,75,5
169,T168,T168,Branden Grace,63,5
170,T168,T168,Billy Horschel,73,5
171,T168,T168,Sung Kang,89,5
172,T168,T168,Kevin Kisner,97,5
173,T168,T168,Shane Lowry,57,5
174,T168,T168,Brendan Steele,88,5
175,T168,T168,Kevin Streelman,82,5
176,T177,T177,Rhein Gibson,58,4
177,T177,T177,Justin Rose,65,4
178,T177,T177,Cameron Smith,73,4
179,T177,T177,Bubba Watson,72,4
180,181,181,Paul Casey,77,3
181,T182,T182,Graham DeLaet,70,2
182,T182,T182,Rory Sabbatini,57,2
183,184,184,Robert Allenby,51,1
