,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
103,T102,T102,Martin Piller,59,"44' 7""",87732,164,7311.0,+14.00
104,T105,T105,Graham DeLaet,70,"44' 8""",120501,225,10041.75,+25.00
105,T105,T105,Michael Kim,100,"44' 8""",168425,314,14035.417,+47.00
106,T105,T105,Bryce Molder,80,"44' 8""",130867,244,10905.583,+32.00
107,T105,T105,Sam Saunders,69,"44' 8""",102904,192,8575.333,+28.00
108,T109,T109,Bill Haas,86,"44' 9""",125670,234,10472.5,+15.00
109,T109,T109,Will MacKenzie,84,"44' 9""",133663,249,11138.583,+28.00
110,T109,T109,Brett Stegmaier,87,"44' 9""",154679,288,12889.917,+31.00
111,112,112,Andres Gonzales,80,"44' 10""",145146,270,12095.5,+33.00
112,T113,T113,Adam Hadwin,93,"44' 11""",164830,306,13735.833,+56.00
113,T113,T113,Hiroshi Iwata,85,"44' 11""",148749,276,12395.75,+35.00
114,T113,T113,Jeff Overton,69,"44' 11""",123970,230,10330.833,+30.00
115,T113,T113,Johnson Wagner,86,"44' 11""",154806,287,12900.5,+21.00
116,T117,T117,Tyrone Van Aswegen,105,"45' 0""",193754,359,16146.167,+37.00
117,T117,T117,Camilo Villegas,83,"45' 0""",169158,313,14096.5,+55.00
118,T119,T119,Scott Piercy,87,"45' 1""",136290,252,11357.5,+30.00
119,T119,T119,Kyle Stanley,92,"45' 1""",136848,253,11404.0,+53.00
120,T121,T121,Chad Campbell,90,"45' 2""",144658,267,12054.833,+28.00
121,T121,T121,Mark Hubbard,101,"45' 2""",164141,303,13678.417,+48.00
122,T121,T121,Hunter Mahan,61,"45' 2""",108334,200,9027.833,+23.00
123,124,124,Steve Marino,72,"45' 3""",125533,231,10461.083,+37.00
124,T125,T125,Morgan Hoffmann,71,"45' 4""",125585,231,10465.417,+21.00
125,T125,T125,Freddie Jacobson,86,"45' 4""",150668,277,12555.667,+31.00
126,T125,T125,Patton Kizzire,93,"45' 4""",164201,302,13683.417,+37.00
127,T125,T125,Brendan Steele,88,"45' 4""",121896,224,10158.0,+22.00
128,T129,T129,Scott Brown,88,"45' 5""",124838,229,10403.167,+23.00
129,T129,T129,Ángel Cabrera,62,"45' 5""",109095,200,9091.25,+28.00
130,T131,T131,Aaron Baddeley,93,"45' 6""",168070,308,14005.833,+34.00
131,T131,T131,Jason Day,76,"45' 6""",133872,245,11156.0,E
132,T131,T131,Tim Wilkinson,72,"45' 6""",103178,189,8598.167,+17.00
133,T134,T134,Brian Harman,104,"45' 7""",175166,320,14597.167,+21.00
134,T134,T134,Russell Knox,92,"45' 7""",102896,188,8574.667,+33.00
135,T136,T136,Graeme McDowell,63,"45' 8""",75054,137,6254.5,+33.00
136,T136,T136,Carlos Ortiz,79,"45' 8""",145848,266,12154.0,+24.00
137,T136,T136,Steve Stricker,53,"45' 8""",85447,156,7120.5830000000005,+14.00
138,139,139,Emiliano Grillo,93,"45' 9""",122378,223,10198.167,+39.00
139,T140,T140,Blayne Barber,84,"45' 10""",140783,256,11731.917,+48.00
140,T140,T140,Kelly Kraft,63,"45' 10""",92468,168,7705.6669999999995,+25.00
141,T140,T140,William McGirt,98,"45' 10""",167689,305,13974.083,+31.00
142,T140,T140,Seung-Yul Noh,85,"45' 10""",177097,322,14758.083,+26.00
143,T144,T144,Sergio Garcia,54,"45' 11""",59010,107,4917.5,+9.00
144,T144,T144,Wes Roach,59,"45' 11""",88734,161,7394.5,+24.00
145,T146,T146,Paul Casey,77,"46' 0""",101013,183,8417.75,+22.00
146,T146,T146,Vijay Singh,72,"46' 0""",144584,262,12048.667,+12.00
147,T146,T146,Justin Thomas,99,"46' 0""",181044,328,15087.0,+36.00
148,T146,T146,Harold Varner III,92,"46' 0""",171766,311,14313.833,+40.00
149,T150,T150,Jim Furyk,52,"46' 1""",71839,130,5986.5830000000005,+26.00
150,T150,T150,Fabián Gómez,82,"46' 1""",147783,267,12315.25,+44.00
151,T150,T150,J.J. Henry,68,"46' 1""",114506,207,9542.167,+41.00
152,T153,T153,Robert Allenby,51,"46' 2""",90858,164,7571.5,+40.00
153,T153,T153,Jon Curran,99,"46' 2""",146685,265,12223.75,+61.00
154,T155,T155,Zach Johnson,90,"46' 3""",127675,230,10639.583,+26.00
155,T155,T155,Cameron Tringale,81,"46' 3""",159182,287,13265.167,+45.00
156,T157,T157,Derek Ernst,59,"46' 6""",87601,157,7300.0830000000005,+19.00
157,T157,T157,Ryan Moore,86,"46' 6""",116026,208,9668.833,+27.00
158,T159,T159,Stuart Appleby,71,"46' 8""",140459,251,11704.917,+42.00
159,T159,T159,Si Woo Kim,113,"46' 8""",191095,341,15924.583,+51.00
160,T161,T161,Chad Collins,73,"46' 9""",153184,273,12765.333,+36.00
161,T161,T161,Billy Horschel,73,"46' 9""",109944,196,9162.0,+13.00
162,T161,T161,Willy Wilcox,67,"46' 9""",121123,216,10093.583,+28.00
163,T164,T164,Padraig Harrington,54,"46' 10""",93230,166,7769.1669999999995,+15.00
164,T164,T164,J.B. Holmes,77,"46' 10""",157460,280,13121.667,+25.00
165,T164,T164,Francesco Molinari,64,"46' 10""",99439,177,8286.583,+9.00
166,T164,T164,Justin Rose,65,"46' 10""",119219,212,9934.917,+20.00
167,168,168,Daniel Berger,92,"46' 11""",167294,297,13941.167,+28.00
168,T169,T169,Ernie Els,66,"47' 0""",141578,251,11798.167,+44.00
169,T169,T169,Whee Kim,82,"47' 0""",138275,245,11522.917,+37.00
170,T169,T169,Steve Wheatcroft,85,"47' 0""",153471,272,12789.25,+26.00
171,172,172,Jonas Blixt,79,"47' 2""",156104,276,13008.667,+35.00
172,T173,T173,Steven Bowditch,71,"47' 3""",161539,285,13461.583,+91.00
173,T173,T173,Daniel Summerhays,99,"47' 3""",177586,313,14798.833,+37.00
174,T173,T173,Jhonattan Vegas,97,"47' 3""",187012,330,15584.333,+18.00
175,176,176,Anirban Lahiri,72,"47' 8""",118991,208,9915.917,+27.00
176,T177,T177,Retief Goosen,55,"47' 9""",107734,188,8977.833,+28.00
177,T177,T177,John Senden,88,"47' 9""",178180,311,14848.333,+26.00
178,179,179,Sung Kang,89,"47' 11""",169093,294,14091.083,+35.00
179,180,180,K.J. Choi,73,"48' 1""",113692,197,9474.333,+34.00
180,181,181,Matt Jones,83,"48' 3""",147546,255,12295.5,+25.00
181,182,182,Brendon Todd,66,"48' 4""",121862,210,10155.167,+46.00
182,183,183,Troy Merritt,77,"49' 1""",150129,255,12510.75,+46.00
183,184,184,George McNeill,51,"49' 3""",100484,170,8373.667,+41.00
184,185,185,Kevin Kisner,97,"51' 3""",158073,257,13172.75,+46.00
